Date,SUVEN
2012-01-02,11.6
2012-01-03,12.05
2012-01-04,11.95
2012-01-05,11.9
2012-01-06,12.1
2012-01-07,12.45
2012-01-09,12.65
2012-01-10,13.6
2012-01-11,14.1
2012-01-12,13.65
2012-01-13,14.5
2012-01-16,14.35
2012-01-17,14.0
2012-01-18,13.8
2012-01-19,14.0
2012-01-20,14.0
2012-01-23,13.95
2012-01-24,14.25
2012-01-25,14.9
2012-01-27,15.15
2012-01-30,16.0
2012-01-31,15.85
2012-02-01,15.75
2012-02-02,15.4
2012-02-03,15.35
2012-02-06,15.7
2012-02-07,16.3
2012-02-08,16.4
2012-02-09,16.45
2012-02-10,16.05
2012-02-13,16.1
2012-02-14,16.05
2012-02-15,16.2
2012-02-16,16.15
2012-02-17,16.2
2012-02-21,16.15
2012-02-22,15.5
2012-02-23,15.0
2012-02-24,15.1
2012-02-27,14.5
2012-02-28,14.6
2012-02-29,14.85
2012-03-01,14.7
2012-03-02,14.8
2012-03-03,14.7
2012-03-05,14.4
2012-03-06,14.3
2012-03-07,14.2
2012-03-09,14.45
2012-03-12,14.45
2012-03-13,14.55
2012-03-14,14.45
2012-03-15,14.35
2012-03-16,14.25
2012-03-19,13.95
2012-03-20,14.0
2012-03-21,14.15
2012-03-22,13.9
2012-03-23,13.9
2012-03-26,13.7
2012-03-27,13.55
2012-03-28,13.25
2012-03-29,13.6
2012-03-30,13.75
2012-04-02,13.65
2012-04-03,14.9
2012-04-04,14.95
2012-04-09,14.8
2012-04-10,14.65
2012-04-11,15.2
2012-04-12,15.6
2012-04-13,15.6
2012-04-16,15.15
2012-04-17,15.45
2012-04-18,15.05
2012-04-19,15.1
2012-04-20,14.95
2012-04-23,14.6
2012-04-24,14.45
2012-04-25,14.05
2012-04-26,14.0
2012-04-27,14.6
2012-04-28,14.8
2012-04-30,15.85
2012-05-02,15.5
2012-05-03,15.55
2012-05-04,15.9
2012-05-07,16.75
2012-05-08,16.1
2012-05-09,16.2
2012-05-10,15.8
2012-05-11,15.3
2012-05-14,14.95
2012-05-15,15.25
2012-05-16,15.2
2012-05-17,14.9
2012-05-18,14.7
2012-05-21,14.8
2012-05-22,15.0
2012-05-23,15.1
2012-05-24,15.25
2012-05-25,15.2
2012-05-28,15.5
2012-05-29,15.25
2012-05-30,14.95
2012-05-31,14.9
2012-06-01,14.7
2012-06-04,14.9
2012-06-05,14.9
2012-06-06,15.5
2012-06-07,15.2
2012-06-08,15.1
2012-06-11,15.05
2012-06-12,14.9
2012-06-13,14.95
2012-06-14,14.75
2012-06-15,14.75
2012-06-18,14.7
2012-06-19,14.65
2012-06-20,15.1
2012-06-21,15.0
2012-06-22,14.85
2012-06-25,14.75
2012-06-26,14.65
2012-06-27,14.75
2012-06-28,14.9
2012-06-29,15.1
2012-07-02,15.05
2012-07-03,15.65
2012-07-04,16.2
2012-07-05,16.0
2012-07-06,16.0
2012-07-09,15.8
2012-07-10,15.75
2012-07-11,15.85
2012-07-12,15.6
2012-07-13,15.65
2012-07-16,15.25
2012-07-17,15.1
2012-07-18,15.15
2012-07-19,15.3
2012-07-20,15.25
2012-07-23,15.0
2012-07-24,15.1
2012-07-25,14.9
2012-07-26,14.5
2012-07-27,14.55
2012-07-30,14.75
2012-07-31,14.8
2012-08-01,15.2
2012-08-02,16.0
2012-08-03,16.25
2012-08-06,16.4
2012-08-07,16.4
2012-08-08,15.3
2012-08-09,16.2
2012-08-10,16.1
2012-08-13,16.65
2012-08-14,18.25
2012-08-16,18.6
2012-08-17,18.45
2012-08-21,18.4
2012-08-22,17.95
2012-08-23,21.5
2012-08-24,23.6
2012-08-27,22.5
2012-08-28,22.05
2012-08-29,22.75
2012-08-30,22.85
2012-08-31,23.6
2012-09-03,23.15
2012-09-04,23.25
2012-09-05,22.35
2012-09-06,22.25
2012-09-07,22.4
2012-09-08,22.45
2012-09-10,22.2
2012-09-11,25.55
2012-09-12,24.65
2012-09-13,23.85
2012-09-14,23.3
2012-09-17,22.9
2012-09-18,22.85
2012-09-20,22.25
2012-09-21,23.25
2012-09-24,23.4
2012-09-25,23.6
2012-09-26,23.65
2012-09-27,23.2
2012-09-28,23.8
2012-10-01,23.9
2012-10-03,23.7
2012-10-04,24.25
2012-10-05,23.5
2012-10-08,23.85
2012-10-09,24.0
2012-10-10,23.25
2012-10-11,23.8
2012-10-12,23.1
2012-10-15,23.45
2012-10-16,24.5
2012-10-17,24.3
2012-10-18,26.8
2012-10-19,26.55
2012-10-22,28.75
2012-10-23,27.75
2012-10-25,27.0
2012-10-26,26.25
2012-10-29,25.6
2012-10-30,25.6
2012-10-31,25.6
2012-11-01,26.9
2012-11-02,27.4
2012-11-05,27.95
2012-11-06,27.85
2012-11-07,27.5
2012-11-08,27.6
2012-11-09,27.6
2012-11-12,28.25
2012-11-13,28.15
2012-11-15,29.1
2012-11-16,27.3
2012-11-19,25.8
2012-11-20,25.2
2012-11-21,25.25
2012-11-22,25.15
2012-11-23,25.4
2012-11-26,26.15
2012-11-27,26.45
2012-11-29,26.9
2012-11-30,29.25
2012-12-03,32.4
2012-12-04,34.2
2012-12-05,32.7
2012-12-06,31.85
2012-12-07,32.1
2012-12-10,31.75
2012-12-11,31.0
2012-12-12,33.0
2012-12-13,32.85
2012-12-14,32.0
2012-12-17,31.7
2012-12-18,31.75
2012-12-19,31.05
2012-12-20,32.05
2012-12-21,31.0
2012-12-24,30.9
2012-12-26,30.8
2012-12-27,30.15
2012-12-28,30.35
2012-12-31,30.9
