Date,GREENPOWER
2012-01-02,8.4
2012-01-03,9.25
2012-01-04,9.1
2012-01-05,9.8
2012-01-06,9.9
2012-01-07,10.2
2012-01-09,10.4
2012-01-10,10.95
2012-01-11,10.8
2012-01-12,11.25
2012-01-13,11.5
2012-01-16,12.4
2012-01-17,12.95
2012-01-18,12.95
2012-01-19,12.45
2012-01-20,12.05
2012-01-23,13.05
2012-01-24,12.75
2012-01-25,13.0
2012-01-27,14.05
2012-01-30,13.55
2012-01-31,14.1
2012-02-01,14.0
2012-02-02,13.7
2012-02-03,13.4
2012-02-06,13.8
2012-02-07,13.45
2012-02-08,13.45
2012-02-09,13.75
2012-02-10,13.75
2012-02-13,13.45
2012-02-14,13.4
2012-02-15,14.3
2012-02-16,14.75
2012-02-17,14.05
2012-02-21,13.9
2012-02-22,13.15
2012-02-23,13.0
2012-02-24,13.45
2012-02-27,13.05
2012-02-28,13.3
2012-02-29,13.3
2012-03-01,13.1
2012-03-02,12.95
2012-03-03,13.05
2012-03-05,13.2
2012-03-06,12.95
2012-03-07,13.3
2012-03-09,13.4
2012-03-12,13.55
2012-03-13,14.25
2012-03-14,14.2
2012-03-15,13.9
2012-03-16,13.5
2012-03-19,13.3
2012-03-20,13.25
2012-03-21,13.3
2012-03-22,13.0
2012-03-23,13.25
2012-03-26,12.6
2012-03-27,12.6
2012-03-28,12.55
2012-03-29,12.7
2012-03-30,12.75
2012-04-02,13.1
2012-04-03,13.5
2012-04-04,13.45
2012-04-09,13.15
2012-04-10,13.25
2012-04-11,13.35
2012-04-12,13.5
2012-04-13,13.4
2012-04-16,13.4
2012-04-17,13.5
2012-04-18,13.7
2012-04-19,13.5
2012-04-20,13.35
2012-04-23,13.2
2012-04-24,13.1
2012-04-25,13.15
2012-04-26,12.95
2012-04-27,13.0
2012-04-28,13.15
2012-04-30,12.8
2012-05-02,12.9
2012-05-03,12.95
2012-05-04,12.15
2012-05-07,12.1
2012-05-08,12.15
2012-05-09,12.05
2012-05-10,11.95
2012-05-11,11.9
2012-05-14,11.8
2012-05-15,11.85
2012-05-16,11.7
2012-05-17,11.8
2012-05-18,11.8
2012-05-21,12.1
2012-05-22,11.95
2012-05-23,11.45
2012-05-24,11.55
2012-05-25,11.75
2012-05-28,11.65
2012-05-29,11.7
2012-05-30,11.5
2012-05-31,11.55
2012-06-01,10.85
2012-06-04,10.7
2012-06-05,10.85
2012-06-06,11.0
2012-06-07,11.0
2012-06-08,11.05
2012-06-11,11.55
2012-06-12,11.4
2012-06-13,11.35
2012-06-14,10.95
2012-06-15,11.0
2012-06-18,10.9
2012-06-19,10.95
2012-06-20,11.1
2012-06-21,10.95
2012-06-22,10.95
2012-06-25,10.95
2012-06-26,10.95
2012-06-27,11.0
2012-06-28,10.9
2012-06-29,11.15
2012-07-02,11.1
2012-07-03,11.25
2012-07-04,11.4
2012-07-05,11.5
2012-07-06,11.15
2012-07-09,10.9
2012-07-09,10.9
2012-07-10,10.95
2012-07-11,10.95
2012-07-12,10.8
2012-07-13,10.6
2012-07-16,10.45
2012-07-17,10.25
2012-07-18,10.35
2012-07-19,10.55
2012-07-20,10.45
2012-07-23,10.4
2012-07-24,10.35
2012-07-25,9.9
2012-07-26,9.65
2012-07-27,9.3
2012-07-30,9.05
2012-07-31,9.3
2012-08-01,9.6
2012-08-02,9.7
2012-08-03,9.85
2012-08-06,9.9
2012-08-07,9.55
2012-08-08,9.4
2012-08-09,9.35
2012-08-10,9.35
2012-08-13,9.45
2012-08-14,9.45
2012-08-16,9.85
2012-08-17,10.75
2012-08-21,10.8
2012-08-22,10.4
2012-08-23,10.0
2012-08-24,10.0
2012-08-27,9.8
2012-08-28,9.8
2012-08-29,9.35
2012-08-30,9.25
2012-08-31,9.45
2012-09-03,9.25
2012-09-04,9.4
2012-09-05,10.0
2012-09-06,10.15
2012-09-07,10.35
2012-09-08,10.4
2012-09-10,10.2
2012-09-11,10.6
2012-09-12,10.55
2012-09-13,10.5
2012-09-14,10.5
2012-09-17,10.8
2012-09-18,10.9
2012-09-20,10.9
2012-09-21,10.95
2012-09-24,11.0
2012-09-25,11.0
2012-09-26,10.8
2012-09-27,10.5
2012-09-28,10.55
2012-10-01,10.65
2012-10-03,10.65
2012-10-04,11.0
2012-10-05,10.7
2012-10-08,10.85
2012-10-09,11.75
2012-10-10,11.25
2012-10-11,11.2
2012-10-12,11.2
2012-10-15,11.15
2012-10-16,10.95
2012-10-17,10.95
2012-10-18,11.05
2012-10-19,11.05
2012-10-22,10.95
2012-10-23,10.9
2012-10-25,10.8
2012-10-26,10.8
2012-10-29,10.45
2012-10-30,10.2
2012-10-31,10.15
2012-11-01,10.2
2012-11-02,10.35
2012-11-05,10.45
2012-11-06,10.65
2012-11-07,10.95
2012-11-08,10.8
2012-11-09,10.75
2012-11-12,10.75
2012-11-13,11.2
2012-11-15,11.55
2012-11-16,11.8
2012-11-19,11.5
2012-11-20,11.5
2012-11-21,11.5
2012-11-22,11.35
2012-11-23,11.35
2012-11-26,11.4
2012-11-27,11.4
2012-11-29,11.4
2012-11-30,11.35
2012-12-03,11.45
2012-12-04,11.35
2012-12-05,11.45
2012-12-06,11.3
2012-12-07,11.45
2012-12-10,11.2
2012-12-11,11.25
2012-12-12,11.0
2012-12-13,10.95
2012-12-14,11.0
2012-12-17,11.0
2012-12-18,10.95
2012-12-19,11.0
2012-12-20,10.8
2012-12-21,10.6
2012-12-24,10.6
2012-12-26,11.0
2012-12-27,11.0
2012-12-28,10.9
2012-12-31,10.95
