Date,CRISIL
2012-01-02,864.95
2012-01-03,858.25
2012-01-04,879.5
2012-01-05,867.5
2012-01-06,859.05
2012-01-07,854.2
2012-01-09,894.6
2012-01-10,913.15
2012-01-11,922.05
2012-01-12,928.7
2012-01-13,920.2
2012-01-16,920.7
2012-01-17,928.0
2012-01-18,923.15
2012-01-19,911.5
2012-01-20,894.85
2012-01-23,892.75
2012-01-24,894.7
2012-01-25,900.75
2012-01-27,905.65
2012-01-30,899.95
2012-01-31,903.8
2012-02-01,911.85
2012-02-02,910.35
2012-02-03,917.5
2012-02-06,920.3
2012-02-07,921.65
2012-02-08,931.9
2012-02-09,918.3
2012-02-10,931.05
2012-02-13,931.2
2012-02-14,955.55
2012-02-15,980.85
2012-02-16,983.25
2012-02-17,943.6
2012-02-21,940.15
2012-02-22,930.1
2012-02-23,933.4
2012-02-24,933.65
2012-02-27,929.65
2012-02-28,931.0
2012-02-29,931.2
2012-03-01,931.05
2012-03-02,937.65
2012-03-03,931.75
2012-03-05,949.0
2012-03-06,946.2
2012-03-07,943.0
2012-03-09,943.35
2012-03-12,935.95
2012-03-13,935.4
2012-03-14,924.9
2012-03-15,924.85
2012-03-16,930.4
2012-03-19,921.5
2012-03-20,931.95
2012-03-21,939.25
2012-03-22,944.45
2012-03-23,947.85
2012-03-26,940.15
2012-03-27,949.75
2012-03-28,946.95
2012-03-29,954.05
2012-03-30,983.2
2012-04-02,983.45
2012-04-03,1055.5
2012-04-04,1076.9
2012-04-09,1064.8
2012-04-10,1046.85
2012-04-11,1070.3
2012-04-12,1057.75
2012-04-13,1060.0
2012-04-16,1068.3
2012-04-17,1058.7
2012-04-18,1072.05
2012-04-19,1069.7
2012-04-20,1055.4
2012-04-23,1031.75
2012-04-24,1028.3
2012-04-25,1045.4
2012-04-26,1067.6
2012-04-27,1042.0
2012-04-28,1034.4
2012-04-30,1040.75
2012-05-02,1038.6
2012-05-03,1022.3
2012-05-04,1011.2
2012-05-07,1028.7
2012-05-08,1037.7
2012-05-09,1049.5
2012-05-10,1066.05
2012-05-11,1075.2
2012-05-14,1064.8
2012-05-15,1068.8
2012-05-16,1066.9
2012-05-17,1063.95
2012-05-18,1052.8
2012-05-21,1051.05
2012-05-22,1064.1
2012-05-23,1069.0
2012-05-24,1074.95
2012-05-25,1072.95
2012-05-28,1069.95
2012-05-29,1054.7
2012-05-30,1065.5
2012-05-31,1063.15
2012-06-01,1063.8
2012-06-04,1050.4
2012-06-05,1055.0
2012-06-06,1064.1
2012-06-07,1068.2
2012-06-08,1074.95
2012-06-11,1074.75
2012-06-12,1074.0
2012-06-13,1061.0
2012-06-14,1058.35
2012-06-15,1075.2
2012-06-18,1073.9
2012-06-19,1071.4
2012-06-20,1074.75
2012-06-21,1076.5
2012-06-22,1074.85
2012-06-25,1074.85
2012-06-26,1070.85
2012-06-27,1064.9
2012-06-28,1057.9
2012-06-29,1073.4
2012-07-02,1070.6
2012-07-03,1070.4
2012-07-04,1074.9
2012-07-05,1061.2
2012-07-06,1074.5
2012-07-09,1074.2
2012-07-09,1074.2
2012-07-10,1063.7
2012-07-11,1061.55
2012-07-12,1067.15
2012-07-13,1055.7
2012-07-16,1052.6
2012-07-17,1039.25
2012-07-18,1027.85
2012-07-19,995.25
2012-07-20,993.7
2012-07-23,976.35
2012-07-24,971.0
2012-07-25,954.75
2012-07-26,956.2
2012-07-27,927.8
2012-07-30,921.9
2012-07-31,899.7
2012-08-01,899.45
2012-08-02,921.95
2012-08-03,920.4
2012-08-06,919.8
2012-08-07,900.35
2012-08-08,908.2
2012-08-09,881.8
2012-08-10,883.85
2012-08-13,874.25
2012-08-14,899.3
2012-08-16,900.1
2012-08-17,905.5
2012-08-21,916.65
2012-08-22,918.9
2012-08-23,920.95
2012-08-24,918.95
2012-08-27,903.25
2012-08-28,910.8
2012-08-29,909.7
2012-08-30,909.45
2012-08-31,920.0
2012-09-03,923.8
2012-09-04,928.45
2012-09-05,920.7
2012-09-06,925.05
2012-09-07,933.4
2012-09-08,930.05
2012-09-10,911.1
2012-09-11,921.2
2012-09-12,929.7
2012-09-13,929.4
2012-09-14,927.3
2012-09-17,924.4
2012-09-18,924.05
2012-09-20,915.75
2012-09-21,917.45
2012-09-24,916.1
2012-09-25,921.65
2012-09-26,944.75
2012-09-27,953.4
2012-09-28,960.55
2012-10-01,966.35
2012-10-03,956.15
2012-10-04,930.55
2012-10-05,928.55
2012-10-08,933.65
2012-10-09,953.5
2012-10-10,944.3
2012-10-11,949.65
2012-10-12,943.15
2012-10-15,935.8
2012-10-16,950.4
2012-10-17,948.75
2012-10-18,935.6
2012-10-19,970.95
2012-10-22,965.25
2012-10-23,956.8
2012-10-25,949.25
2012-10-26,937.05
2012-10-29,928.8
2012-10-30,938.8
2012-10-31,950.1
2012-11-01,937.35
2012-11-02,932.15
2012-11-05,934.15
2012-11-06,932.25
2012-11-07,931.55
2012-11-08,932.85
2012-11-09,931.35
2012-11-12,930.15
2012-11-13,938.3
2012-11-15,922.85
2012-11-16,929.45
2012-11-19,933.5
2012-11-20,933.0
2012-11-21,922.05
2012-11-22,917.2
2012-11-23,930.25
2012-11-26,931.75
2012-11-27,930.05
2012-11-29,961.05
2012-11-30,960.4
2012-12-03,1065.7
2012-12-04,1020.5
2012-12-05,1029.25
2012-12-06,1021.0
2012-12-07,1024.55
2012-12-10,1030.05
2012-12-11,1026.8
2012-12-12,1059.2
2012-12-13,1044.55
2012-12-14,1038.3
2012-12-17,1029.45
2012-12-18,1039.35
2012-12-19,1037.2
2012-12-20,1039.5
2012-12-21,1035.75
2012-12-24,1038.8
2012-12-26,1039.85
2012-12-27,1040.4
2012-12-28,1047.45
2012-12-31,1083.05
