Date,TEXMOPIPES
2012-01-02,15.35
2012-01-03,16.1
2012-01-04,16.25
2012-01-05,16.05
2012-01-06,16.2
2012-01-07,16.3
2012-01-09,16.65
2012-01-10,17.25
2012-01-11,18.95
2012-01-12,18.6
2012-01-13,18.4
2012-01-16,17.75
2012-01-17,18.1
2012-01-18,17.95
2012-01-19,18.15
2012-01-20,17.95
2012-01-23,18.35
2012-01-24,18.4
2012-01-25,18.7
2012-01-27,18.45
2012-01-30,18.5
2012-01-31,19.0
2012-02-01,20.4
2012-02-02,22.2
2012-02-03,21.1
2012-02-06,21.15
2012-02-07,20.35
2012-02-08,21.15
2012-02-09,21.2
2012-02-10,20.85
2012-02-13,20.85
2012-02-14,21.15
2012-02-15,21.55
2012-02-16,22.5
2012-02-17,22.15
2012-02-21,22.75
2012-02-22,22.7
2012-02-23,22.6
2012-02-24,23.2
2012-02-27,22.35
2012-02-28,22.5
2012-02-29,22.3
2012-03-01,23.8
2012-03-02,23.25
2012-03-03,23.65
2012-03-05,22.75
2012-03-06,22.45
2012-03-07,23.3
2012-03-09,23.1
2012-03-12,22.65
2012-03-13,22.55
2012-03-14,22.3
2012-03-15,22.25
2012-03-16,21.55
2012-03-19,21.7
2012-03-20,21.25
2012-03-21,21.4
2012-03-22,20.95
2012-03-23,20.65
2012-03-26,20.5
2012-03-27,20.5
2012-03-28,20.4
2012-03-29,21.8
2012-03-30,22.0
2012-04-02,21.55
2012-04-03,21.65
2012-04-04,21.55
2012-04-09,21.6
2012-04-10,21.5
2012-04-11,21.15
2012-04-12,21.35
2012-04-13,21.45
2012-04-16,21.15
2012-04-17,21.55
2012-04-18,21.25
2012-04-19,21.55
2012-04-20,21.35
2012-04-23,21.4
2012-04-24,21.5
2012-04-25,21.4
2012-04-26,21.2
2012-04-27,21.2
2012-04-28,21.1
2012-04-30,21.25
2012-05-02,21.15
2012-05-03,21.1
2012-05-04,21.15
2012-05-07,21.05
2012-05-08,21.7
2012-05-09,20.95
2012-05-10,21.05
2012-05-11,21.0
2012-05-14,21.0
2012-05-15,21.0
2012-05-16,21.0
2012-05-17,21.2
2012-05-18,20.85
2012-05-21,20.8
2012-05-22,20.85
2012-05-23,20.9
2012-05-24,21.0
2012-05-25,24.2
2012-05-28,23.2
2012-05-29,22.7
2012-05-30,21.5
2012-05-31,21.3
2012-06-01,21.1
2012-06-04,21.0
2012-06-05,21.05
2012-06-06,21.05
2012-06-07,21.05
2012-06-08,21.0
2012-06-11,21.45
2012-06-12,24.05
2012-06-13,23.8
2012-06-14,23.35
2012-06-15,23.95
2012-06-18,23.4
2012-06-19,23.25
2012-06-20,22.9
2012-06-21,22.55
2012-06-22,22.65
2012-06-25,23.35
2012-06-26,24.9
2012-06-27,26.6
2012-06-28,25.9
2012-06-29,25.4
2012-07-02,26.9
2012-07-03,21.55
2012-07-04,18.5
2012-07-05,17.5
2012-07-06,15.75
2012-07-09,14.2
2012-07-10,13.65
2012-07-11,13.0
2012-07-12,12.35
2012-07-13,12.65
2012-07-16,12.05
2012-07-17,11.45
2012-07-18,11.0
2012-07-19,11.45
2012-07-20,12.0
2012-07-23,11.4
2012-07-24,10.85
2012-07-25,10.35
2012-07-26,9.85
2012-07-27,9.4
2012-07-30,9.5
2012-07-31,9.2
2012-08-01,9.4
2012-08-02,9.4
2012-08-03,9.25
2012-08-06,9.5
2012-08-07,9.95
2012-08-08,9.65
2012-08-09,9.4
2012-08-10,9.15
2012-08-13,9.05
2012-08-14,9.05
2012-08-16,8.9
2012-08-17,9.15
2012-08-21,9.35
2012-08-22,9.1
2012-08-23,8.9
2012-08-24,8.9
2012-08-27,8.5
2012-08-28,8.1
2012-08-29,7.7
2012-08-30,7.5
2012-08-31,7.75
2012-09-03,7.6
2012-09-04,7.5
2012-09-05,7.55
2012-09-06,7.55
2012-09-07,7.85
2012-09-08,8.0
2012-09-10,8.2
2012-09-11,8.45
2012-09-12,8.45
2012-09-13,8.6
2012-09-14,8.6
2012-09-17,9.0
2012-09-18,9.25
2012-09-20,9.15
2012-09-21,9.35
2012-09-24,9.7
2012-09-25,9.9
2012-09-26,9.55
2012-09-27,9.55
2012-09-28,9.8
2012-10-01,9.65
2012-10-03,9.75
2012-10-04,9.65
2012-10-05,9.35
2012-10-08,9.1
2012-10-09,8.95
2012-10-10,8.9
2012-10-11,9.0
2012-10-12,8.95
2012-10-15,8.95
2012-10-16,8.75
2012-10-17,8.7
2012-10-18,9.1
2012-10-19,9.55
2012-10-22,10.0
2012-10-23,10.5
2012-10-25,10.0
2012-10-26,9.5
2012-10-29,9.35
2012-10-30,9.35
2012-10-31,9.5
2012-11-01,9.75
2012-11-02,9.9
2012-11-05,9.6
2012-11-06,9.55
2012-11-07,9.5
2012-11-08,9.5
2012-11-09,9.8
2012-11-12,9.4
2012-11-13,9.6
2012-11-15,9.55
2012-11-16,9.65
2012-11-19,9.35
2012-11-20,9.1
2012-11-21,8.9
2012-11-22,8.75
2012-11-23,8.6
2012-11-26,8.85
2012-11-27,9.25
2012-11-29,9.2
2012-11-30,9.15
2012-12-03,9.1
2012-12-04,9.1
2012-12-05,9.2
2012-12-06,9.3
2012-12-07,9.35
2012-12-10,9.25
2012-12-11,9.35
2012-12-12,9.3
2012-12-13,9.2
2012-12-14,9.25
2012-12-17,9.15
2012-12-18,9.15
2012-12-19,9.15
2012-12-20,9.15
2012-12-21,9.1
2012-12-24,9.05
2012-12-26,9.2
2012-12-27,9.25
2012-12-28,9.2
2012-12-31,9.15
