Date,GMDCLTD
2012-01-02,162.05
2012-01-03,171.3
2012-01-04,174.05
2012-01-05,174.75
2012-01-06,167.45
2012-01-07,168.5
2012-01-09,165.55
2012-01-10,168.65
2012-01-11,171.55
2012-01-12,173.35
2012-01-13,171.55
2012-01-16,172.0
2012-01-17,175.05
2012-01-18,175.9
2012-01-19,179.55
2012-01-20,180.0
2012-01-23,180.0
2012-01-24,180.05
2012-01-25,185.05
2012-01-27,186.25
2012-01-30,180.55
2012-01-31,179.35
2012-02-01,178.45
2012-02-02,177.0
2012-02-03,176.85
2012-02-06,178.5
2012-02-07,174.85
2012-02-08,176.6
2012-02-09,177.6
2012-02-10,181.75
2012-02-13,180.2
2012-02-14,178.9
2012-02-15,186.8
2012-02-16,190.4
2012-02-17,195.4
2012-02-21,195.35
2012-02-22,189.6
2012-02-23,186.35
2012-02-24,190.1
2012-02-27,193.0
2012-02-28,208.15
2012-02-29,205.2
2012-03-01,200.4
2012-03-02,194.6
2012-03-03,197.35
2012-03-05,195.25
2012-03-06,188.05
2012-03-07,191.4
2012-03-09,192.35
2012-03-12,197.6
2012-03-13,197.85
2012-03-14,193.55
2012-03-15,187.7
2012-03-16,183.1
2012-03-19,180.6
2012-03-20,182.5
2012-03-21,186.6
2012-03-22,178.6
2012-03-23,176.85
2012-03-26,174.65
2012-03-27,177.1
2012-03-28,178.3
2012-03-29,176.4
2012-03-30,182.05
2012-04-02,189.05
2012-04-03,193.15
2012-04-04,195.05
2012-04-09,189.3
2012-04-10,187.15
2012-04-11,188.55
2012-04-12,188.5
2012-04-13,185.5
2012-04-16,184.45
2012-04-17,188.2
2012-04-18,188.35
2012-04-19,188.2
2012-04-20,183.2
2012-04-23,179.5
2012-04-24,178.2
2012-04-25,179.55
2012-04-26,180.45
2012-04-27,183.75
2012-04-28,185.9
2012-04-30,185.5
2012-05-02,185.2
2012-05-03,179.15
2012-05-04,178.05
2012-05-07,178.05
2012-05-08,174.75
2012-05-09,172.45
2012-05-10,171.0
2012-05-11,167.85
2012-05-14,165.45
2012-05-15,163.95
2012-05-16,160.05
2012-05-17,163.15
2012-05-18,166.75
2012-05-21,167.1
2012-05-22,164.25
2012-05-23,162.3
2012-05-24,162.45
2012-05-25,163.85
2012-05-28,172.2
2012-05-29,179.25
2012-05-30,179.45
2012-05-31,178.2
2012-06-01,175.35
2012-06-04,172.0
2012-06-05,169.55
2012-06-06,172.4
2012-06-07,172.55
2012-06-08,171.05
2012-06-11,173.95
2012-06-12,174.2
2012-06-13,174.4
2012-06-14,174.9
2012-06-15,182.6
2012-06-18,181.0
2012-06-19,182.2
2012-06-20,185.15
2012-06-21,183.95
2012-06-22,181.85
2012-06-25,180.7
2012-06-26,178.7
2012-06-27,185.95
2012-06-28,187.4
2012-06-29,186.2
2012-07-02,188.75
2012-07-03,188.6
2012-07-04,194.7
2012-07-05,194.4
2012-07-06,191.9
2012-07-09,188.55
2012-07-09,188.55
2012-07-10,194.65
2012-07-11,194.3
2012-07-12,194.6
2012-07-13,194.5
2012-07-16,194.2
2012-07-17,191.75
2012-07-18,192.8
2012-07-19,191.35
2012-07-20,190.6
2012-07-23,187.25
2012-07-24,187.05
2012-07-25,184.65
2012-07-26,180.55
2012-07-27,187.7
2012-07-30,188.45
2012-07-31,186.3
2012-08-01,194.1
2012-08-02,193.1
2012-08-03,193.55
2012-08-06,191.95
2012-08-07,192.9
2012-08-08,194.9
2012-08-09,193.4
2012-08-10,192.6
2012-08-13,199.6
2012-08-14,198.75
2012-08-16,195.55
2012-08-17,197.25
2012-08-21,197.2
2012-08-22,193.65
2012-08-23,194.5
2012-08-24,193.0
2012-08-27,193.0
2012-08-28,189.95
2012-08-29,188.95
2012-08-30,193.65
2012-08-31,190.2
2012-09-03,188.65
2012-09-04,187.0
2012-09-05,186.1
2012-09-06,184.95
2012-09-07,188.05
2012-09-08,188.7
2012-09-10,186.8
2012-09-11,187.35
2012-09-12,190.3
2012-09-13,190.2
2012-09-14,190.75
2012-09-17,190.2
2012-09-18,186.3
2012-09-20,188.1
2012-09-21,195.6
2012-09-24,196.55
2012-09-25,195.6
2012-09-26,194.0
2012-09-27,195.25
2012-09-28,197.6
2012-10-01,198.35
2012-10-03,202.7
2012-10-04,205.5
2012-10-05,200.6
2012-10-08,197.95
2012-10-09,205.25
2012-10-10,203.0
2012-10-11,206.9
2012-10-12,205.75
2012-10-15,206.45
2012-10-16,202.15
2012-10-17,205.15
2012-10-18,209.2
2012-10-19,213.75
2012-10-22,212.4
2012-10-23,214.15
2012-10-25,217.6
2012-10-26,213.2
2012-10-29,210.7
2012-10-30,209.8
2012-10-31,211.15
2012-11-01,211.05
2012-11-02,211.9
2012-11-05,213.55
2012-11-06,213.95
2012-11-07,215.1
2012-11-08,213.4
2012-11-09,209.55
2012-11-12,209.15
2012-11-13,214.7
2012-11-15,212.05
2012-11-16,209.9
2012-11-19,208.8
2012-11-20,207.9
2012-11-21,205.45
2012-11-22,203.65
2012-11-23,209.5
2012-11-26,208.35
2012-11-27,206.6
2012-11-29,207.95
2012-11-30,209.95
2012-12-03,211.0
2012-12-04,207.65
2012-12-05,208.2
2012-12-06,207.05
2012-12-07,207.9
2012-12-10,206.3
2012-12-11,204.0
2012-12-12,200.0
2012-12-13,197.45
2012-12-14,204.3
2012-12-17,208.8
2012-12-18,205.85
2012-12-19,206.05
2012-12-20,207.45
2012-12-21,205.85
2012-12-24,206.05
2012-12-26,207.5
2012-12-27,205.9
2012-12-28,208.2
2012-12-31,216.35
