Date,SCI
2012-01-02,47.05
2012-01-03,50.7
2012-01-04,52.0
2012-01-05,52.6
2012-01-06,51.65
2012-01-07,53.85
2012-01-09,54.2
2012-01-10,54.6
2012-01-11,56.15
2012-01-12,55.7
2012-01-13,58.45
2012-01-16,58.35
2012-01-17,59.0
2012-01-18,57.15
2012-01-19,57.8
2012-01-20,59.35
2012-01-23,59.05
2012-01-24,59.6
2012-01-25,65.65
2012-01-27,68.35
2012-01-30,63.8
2012-01-31,65.6
2012-02-01,67.45
2012-02-02,66.5
2012-02-03,69.4
2012-02-06,69.05
2012-02-07,67.55
2012-02-08,69.6
2012-02-09,71.35
2012-02-10,71.1
2012-02-13,68.25
2012-02-14,69.25
2012-02-15,69.85
2012-02-16,77.75
2012-02-17,77.0
2012-02-21,76.35
2012-02-22,72.2
2012-02-23,70.75
2012-02-24,70.4
2012-02-27,66.65
2012-02-28,69.15
2012-02-29,70.0
2012-03-01,70.9
2012-03-02,69.1
2012-03-03,69.45
2012-03-05,68.45
2012-03-06,67.15
2012-03-07,66.2
2012-03-09,69.65
2012-03-12,72.0
2012-03-13,72.05
2012-03-14,71.25
2012-03-15,67.5
2012-03-16,63.55
2012-03-19,62.55
2012-03-20,64.55
2012-03-21,65.25
2012-03-22,62.5
2012-03-23,62.45
2012-03-26,60.7
2012-03-27,60.75
2012-03-28,60.0
2012-03-29,59.35
2012-03-30,62.05
2012-04-02,63.0
2012-04-03,65.25
2012-04-04,64.05
2012-04-09,62.1
2012-04-10,61.95
2012-04-11,61.35
2012-04-12,62.8
2012-04-13,62.1
2012-04-16,61.6
2012-04-17,62.5
2012-04-18,62.65
2012-04-19,63.45
2012-04-20,62.45
2012-04-23,59.85
2012-04-24,60.0
2012-04-25,59.55
2012-04-26,59.85
2012-04-27,59.4
2012-04-28,61.2
2012-04-30,61.65
2012-05-02,61.6
2012-05-03,60.0
2012-05-04,58.75
2012-05-07,60.2
2012-05-08,58.55
2012-05-09,57.65
2012-05-10,57.75
2012-05-11,55.35
2012-05-14,54.35
2012-05-15,55.5
2012-05-16,53.5
2012-05-17,54.6
2012-05-18,54.45
2012-05-21,55.45
2012-05-22,54.75
2012-05-23,53.55
2012-05-24,54.15
2012-05-25,54.85
2012-05-28,55.45
2012-05-29,55.6
2012-05-30,52.15
2012-05-31,51.25
2012-06-01,50.85
2012-06-04,50.3
2012-06-05,49.8
2012-06-06,51.85
2012-06-07,52.4
2012-06-08,52.55
2012-06-11,52.5
2012-06-12,52.7
2012-06-13,52.25
2012-06-14,53.05
2012-06-15,53.35
2012-06-18,52.2
2012-06-19,52.1
2012-06-20,52.65
2012-06-21,53.75
2012-06-22,54.05
2012-06-25,54.35
2012-06-26,53.65
2012-06-27,53.85
2012-06-28,54.85
2012-06-29,57.0
2012-07-02,56.7
2012-07-03,59.75
2012-07-04,59.85
2012-07-05,59.75
2012-07-06,58.9
2012-07-09,58.3
2012-07-10,59.7
2012-07-11,59.85
2012-07-12,60.35
2012-07-13,59.7
2012-07-16,58.4
2012-07-17,57.3
2012-07-18,56.85
2012-07-19,57.5
2012-07-20,57.3
2012-07-23,55.25
2012-07-24,55.25
2012-07-25,54.5
2012-07-26,51.55
2012-07-27,51.3
2012-07-30,53.1
2012-07-31,54.8
2012-08-01,55.7
2012-08-02,55.65
2012-08-03,54.75
2012-08-06,55.7
2012-08-07,55.85
2012-08-08,56.15
2012-08-09,54.75
2012-08-10,53.75
2012-08-13,53.85
2012-08-14,54.2
2012-08-16,54.95
2012-08-17,55.8
2012-08-21,56.2
2012-08-22,54.3
2012-08-23,53.9
2012-08-24,53.4
2012-08-27,52.4
2012-08-28,51.75
2012-08-29,50.9
2012-08-30,51.3
2012-08-31,51.05
2012-09-03,50.6
2012-09-04,49.95
2012-09-05,49.65
2012-09-06,50.0
2012-09-07,50.9
2012-09-08,51.0
2012-09-10,52.6
2012-09-11,52.6
2012-09-12,52.45
2012-09-13,51.35
2012-09-14,53.4
2012-09-17,53.05
2012-09-18,54.7
2012-09-20,53.8
2012-09-21,55.15
2012-09-24,57.1
2012-09-25,56.35
2012-09-26,56.5
2012-09-27,55.3
2012-09-28,59.35
2012-10-01,59.3
2012-10-03,59.7
2012-10-04,59.2
2012-10-05,57.8
2012-10-08,57.25
2012-10-09,58.2
2012-10-10,57.5
2012-10-11,58.5
2012-10-12,57.5
2012-10-15,57.8
2012-10-16,56.0
2012-10-17,56.85
2012-10-18,56.8
2012-10-19,55.65
2012-10-22,55.15
2012-10-23,54.25
2012-10-25,50.7
2012-10-26,51.45
2012-10-29,50.95
2012-10-30,50.15
2012-10-31,50.65
2012-11-01,50.95
2012-11-02,51.45
2012-11-05,51.35
2012-11-06,51.1
2012-11-07,51.25
2012-11-08,51.8
2012-11-09,53.85
2012-11-12,54.25
2012-11-13,54.5
2012-11-15,53.55
2012-11-16,53.5
2012-11-19,52.5
2012-11-20,51.75
2012-11-21,51.85
2012-11-22,51.9
2012-11-23,51.9
2012-11-26,52.05
2012-11-27,53.2
2012-11-29,52.7
2012-11-30,53.25
2012-12-03,54.45
2012-12-04,55.05
2012-12-05,55.35
2012-12-06,55.75
2012-12-07,55.1
2012-12-10,54.85
2012-12-11,53.8
2012-12-12,53.25
2012-12-13,53.15
2012-12-14,53.4
2012-12-17,54.05
2012-12-18,54.4
2012-12-19,56.45
2012-12-20,56.3
2012-12-21,55.1
2012-12-24,54.6
2012-12-26,55.3
2012-12-27,54.25
2012-12-28,54.35
2012-12-31,54.1
