Date,TNPL
2012-01-02,81.05
2012-01-03,82.05
2012-01-04,83.9
2012-01-05,84.25
2012-01-06,84.35
2012-01-07,85.0
2012-01-09,84.9
2012-01-10,84.95
2012-01-11,84.75
2012-01-12,85.6
2012-01-13,91.95
2012-01-16,92.6
2012-01-17,92.9
2012-01-18,93.1
2012-01-19,92.9
2012-01-20,93.25
2012-01-23,92.8
2012-01-24,94.05
2012-01-25,95.05
2012-01-27,94.85
2012-01-30,92.65
2012-01-31,93.0
2012-02-01,93.15
2012-02-02,94.2
2012-02-03,94.55
2012-02-06,93.05
2012-02-07,96.95
2012-02-08,101.35
2012-02-09,102.75
2012-02-10,101.9
2012-02-13,99.95
2012-02-14,100.35
2012-02-15,100.4
2012-02-16,101.0
2012-02-17,103.3
2012-02-21,104.95
2012-02-22,103.2
2012-02-23,100.7
2012-02-24,100.4
2012-02-27,98.15
2012-02-28,99.0
2012-02-29,98.5
2012-03-01,99.3
2012-03-02,100.6
2012-03-03,99.9
2012-03-05,103.1
2012-03-06,100.05
2012-03-07,99.25
2012-03-09,103.4
2012-03-12,104.5
2012-03-13,104.05
2012-03-14,104.45
2012-03-15,105.2
2012-03-16,102.7
2012-03-19,100.55
2012-03-20,100.6
2012-03-21,101.85
2012-03-22,99.3
2012-03-23,99.3
2012-03-26,98.05
2012-03-27,98.05
2012-03-28,96.0
2012-03-29,95.2
2012-03-30,96.0
2012-04-02,96.7
2012-04-03,96.5
2012-04-04,95.5
2012-04-09,96.55
2012-04-10,99.8
2012-04-11,101.25
2012-04-12,101.9
2012-04-13,102.3
2012-04-16,104.0
2012-04-17,103.8
2012-04-18,103.95
2012-04-19,103.65
2012-04-20,103.05
2012-04-23,106.55
2012-04-24,106.7
2012-04-25,106.55
2012-04-26,106.6
2012-04-27,109.0
2012-04-28,109.0
2012-04-30,109.3
2012-05-02,109.05
2012-05-03,106.15
2012-05-04,102.9
2012-05-07,103.25
2012-05-08,103.5
2012-05-09,102.15
2012-05-10,100.95
2012-05-11,100.5
2012-05-14,99.5
2012-05-15,99.85
2012-05-16,97.85
2012-05-17,95.95
2012-05-18,97.3
2012-05-21,100.55
2012-05-22,99.55
2012-05-23,98.25
2012-05-24,97.1
2012-05-25,97.7
2012-05-28,99.15
2012-05-29,98.95
2012-05-30,101.85
2012-05-31,101.15
2012-06-01,100.85
2012-06-04,100.35
2012-06-05,101.65
2012-06-06,101.15
2012-06-07,99.6
2012-06-08,101.9
2012-06-11,100.8
2012-06-12,101.3
2012-06-13,101.0
2012-06-14,100.75
2012-06-15,100.85
2012-06-18,99.85
2012-06-19,99.8
2012-06-20,99.5
2012-06-21,99.8
2012-06-22,100.2
2012-06-25,101.1
2012-06-26,101.85
2012-06-27,102.4
2012-06-28,103.6
2012-06-29,103.15
2012-07-02,104.75
2012-07-03,106.2
2012-07-04,108.65
2012-07-05,108.8
2012-07-06,108.55
2012-07-09,108.15
2012-07-10,109.85
2012-07-11,113.15
2012-07-12,112.95
2012-07-13,109.95
2012-07-16,111.3
2012-07-17,112.15
2012-07-18,112.8
2012-07-19,112.2
2012-07-20,110.85
2012-07-23,111.3
2012-07-24,111.35
2012-07-25,111.55
2012-07-26,112.0
2012-07-27,112.95
2012-07-30,114.85
2012-07-31,114.9
2012-08-01,113.7
2012-08-02,113.6
2012-08-03,114.15
2012-08-06,114.1
2012-08-07,115.05
2012-08-08,113.25
2012-08-09,112.9
2012-08-10,112.7
2012-08-13,112.85
2012-08-14,113.55
2012-08-16,113.2
2012-08-17,114.25
2012-08-21,114.05
2012-08-22,114.4
2012-08-23,115.7
2012-08-24,114.3
2012-08-27,114.4
2012-08-28,111.8
2012-08-29,110.9
2012-08-30,107.3
2012-08-31,109.75
2012-09-03,112.0
2012-09-04,113.9
2012-09-05,113.8
2012-09-06,114.9
2012-09-07,114.7
2012-09-08,115.3
2012-09-10,115.0
2012-09-11,115.0
2012-09-12,111.75
2012-09-13,111.15
2012-09-14,110.6
2012-09-17,111.0
2012-09-18,107.6
2012-09-20,108.45
2012-09-21,109.0
2012-09-24,107.25
2012-09-25,108.2
2012-09-26,108.6
2012-09-27,107.05
2012-09-28,105.55
2012-10-01,106.7
2012-10-03,108.2
2012-10-04,108.0
2012-10-05,109.0
2012-10-08,109.75
2012-10-09,107.95
2012-10-10,107.1
2012-10-11,108.25
2012-10-12,108.1
2012-10-15,108.8
2012-10-16,109.8
2012-10-17,113.65
2012-10-18,120.05
2012-10-19,115.05
2012-10-22,114.75
2012-10-23,112.1
2012-10-25,112.25
2012-10-26,110.75
2012-10-29,108.9
2012-10-30,109.9
2012-10-31,109.05
2012-11-01,109.75
2012-11-02,112.15
2012-11-05,114.05
2012-11-06,111.9
2012-11-07,115.8
2012-11-08,114.1
2012-11-09,111.65
2012-11-12,112.55
2012-11-13,112.0
2012-11-15,111.8
2012-11-16,111.05
2012-11-19,110.0
2012-11-20,109.1
2012-11-21,109.4
2012-11-22,108.8
2012-11-23,110.0
2012-11-26,113.05
2012-11-27,112.65
2012-11-29,112.35
2012-11-30,112.0
2012-12-03,110.4
2012-12-04,112.1
2012-12-05,110.8
2012-12-06,111.05
2012-12-07,113.05
2012-12-10,112.1
2012-12-11,111.05
2012-12-12,113.0
2012-12-13,111.85
2012-12-14,111.45
2012-12-17,112.0
2012-12-18,111.95
2012-12-19,112.5
2012-12-20,111.2
2012-12-21,111.55
2012-12-24,110.0
2012-12-26,109.95
2012-12-27,111.0
2012-12-28,109.9
2012-12-31,109.75
