Date,BRIGADE
2012-01-02,41.1
2012-01-03,42.15
2012-01-04,44.15
2012-01-05,47.85
2012-01-06,46.6
2012-01-07,46.9
2012-01-09,47.5
2012-01-10,51.35
2012-01-11,55.0
2012-01-12,53.95
2012-01-13,56.3
2012-01-16,56.2
2012-01-17,58.1
2012-01-18,63.75
2012-01-19,65.0
2012-01-20,62.1
2012-01-23,63.85
2012-01-24,62.05
2012-01-25,62.55
2012-01-27,60.95
2012-01-30,59.75
2012-01-31,61.3
2012-02-01,62.4
2012-02-02,63.4
2012-02-03,67.9
2012-02-06,72.05
2012-02-07,68.8
2012-02-08,71.95
2012-02-09,69.9
2012-02-10,68.6
2012-02-13,70.3
2012-02-14,73.6
2012-02-15,73.5
2012-02-16,77.75
2012-02-17,75.8
2012-02-21,78.05
2012-02-22,74.05
2012-02-23,71.75
2012-02-24,69.9
2012-02-27,66.7
2012-02-28,67.15
2012-02-29,67.5
2012-03-01,65.9
2012-03-02,64.05
2012-03-03,64.2
2012-03-05,62.95
2012-03-06,61.4
2012-03-07,59.45
2012-03-09,60.85
2012-03-12,61.75
2012-03-13,62.45
2012-03-14,61.55
2012-03-15,59.05
2012-03-16,58.45
2012-03-19,58.4
2012-03-20,58.5
2012-03-21,59.75
2012-03-22,57.45
2012-03-23,59.95
2012-03-26,57.3
2012-03-27,56.45
2012-03-28,54.9
2012-03-29,58.9
2012-03-30,57.35
2012-04-02,59.3
2012-04-03,60.4
2012-04-04,60.7
2012-04-09,59.5
2012-04-10,59.3
2012-04-11,58.75
2012-04-12,57.9
2012-04-13,58.2
2012-04-16,58.3
2012-04-17,59.35
2012-04-18,59.85
2012-04-19,60.3
2012-04-20,58.7
2012-04-23,56.25
2012-04-24,56.05
2012-04-25,56.0
2012-04-26,55.75
2012-04-27,55.05
2012-04-28,55.85
2012-04-30,55.3
2012-05-02,55.25
2012-05-03,55.1
2012-05-04,55.1
2012-05-07,55.35
2012-05-08,54.5
2012-05-09,53.65
2012-05-10,53.75
2012-05-11,53.0
2012-05-14,51.05
2012-05-15,49.0
2012-05-16,47.45
2012-05-17,45.7
2012-05-18,46.85
2012-05-21,46.0
2012-05-22,46.15
2012-05-23,45.4
2012-05-24,47.55
2012-05-25,48.05
2012-05-28,48.85
2012-05-29,52.7
2012-05-30,49.55
2012-05-31,48.5
2012-06-01,50.2
2012-06-04,48.6
2012-06-05,48.25
2012-06-06,49.05
2012-06-07,50.05
2012-06-08,50.55
2012-06-11,51.2
2012-06-12,51.0
2012-06-13,50.8
2012-06-14,50.05
2012-06-15,47.25
2012-06-18,48.35
2012-06-19,47.55
2012-06-20,47.95
2012-06-21,47.9
2012-06-22,49.75
2012-06-25,48.95
2012-06-26,48.9
2012-06-27,49.0
2012-06-28,55.9
2012-06-29,55.55
2012-07-02,55.95
2012-07-03,56.1
2012-07-04,56.4
2012-07-05,55.95
2012-07-06,54.6
2012-07-09,54.05
2012-07-09,54.05
2012-07-10,53.95
2012-07-11,53.95
2012-07-12,53.0
2012-07-13,52.3
2012-07-16,52.05
2012-07-17,51.75
2012-07-18,52.4
2012-07-19,51.6
2012-07-20,51.45
2012-07-23,50.15
2012-07-24,50.7
2012-07-25,50.3
2012-07-26,49.45
2012-07-27,48.55
2012-07-30,47.95
2012-07-31,47.35
2012-08-01,47.35
2012-08-02,48.0
2012-08-03,48.15
2012-08-06,49.9
2012-08-07,50.2
2012-08-08,51.55
2012-08-09,49.85
2012-08-10,47.85
2012-08-13,48.45
2012-08-14,47.85
2012-08-16,47.35
2012-08-17,46.55
2012-08-21,46.95
2012-08-22,47.65
2012-08-23,48.15
2012-08-24,47.35
2012-08-27,46.75
2012-08-28,46.7
2012-08-29,47.7
2012-08-30,47.9
2012-08-31,46.95
2012-09-03,47.35
2012-09-04,46.45
2012-09-05,46.45
2012-09-06,47.65
2012-09-07,47.85
2012-09-08,48.7
2012-09-10,47.5
2012-09-11,47.35
2012-09-12,47.55
2012-09-13,47.5
2012-09-14,48.5
2012-09-17,52.95
2012-09-18,53.95
2012-09-20,55.2
2012-09-21,60.0
2012-09-24,60.0
2012-09-25,59.85
2012-09-26,59.8
2012-09-27,58.65
2012-09-28,59.05
2012-10-01,60.65
2012-10-03,61.3
2012-10-04,66.4
2012-10-05,64.95
2012-10-08,65.2
2012-10-09,66.25
2012-10-10,62.95
2012-10-11,65.7
2012-10-12,65.1
2012-10-15,63.7
2012-10-16,62.95
2012-10-17,62.95
2012-10-18,65.15
2012-10-19,68.15
2012-10-22,66.0
2012-10-23,72.75
2012-10-25,70.75
2012-10-26,67.5
2012-10-29,67.4
2012-10-30,65.05
2012-10-31,65.45
2012-11-01,66.65
2012-11-02,69.85
2012-11-05,68.0
2012-11-06,67.45
2012-11-07,67.7
2012-11-08,69.25
2012-11-09,72.15
2012-11-12,72.35
2012-11-13,73.5
2012-11-15,72.15
2012-11-16,69.15
2012-11-19,67.8
2012-11-20,65.6
2012-11-21,67.6
2012-11-22,67.6
2012-11-23,66.85
2012-11-26,66.55
2012-11-27,70.4
2012-11-29,70.65
2012-11-30,73.2
2012-12-03,72.4
2012-12-04,72.25
2012-12-05,77.2
2012-12-06,81.05
2012-12-07,81.65
2012-12-10,79.8
2012-12-11,78.3
2012-12-12,80.8
2012-12-13,80.35
2012-12-14,82.85
2012-12-17,85.45
2012-12-18,94.85
2012-12-19,110.0
2012-12-20,100.85
2012-12-21,101.6
2012-12-24,100.55
2012-12-26,99.95
2012-12-27,96.75
2012-12-28,94.6
2012-12-31,93.15
