Date,KANSAINER
2012-01-02,850.0
2012-01-03,874.9
2012-01-04,865.25
2012-01-05,870.4
2012-01-06,856.4
2012-01-07,872.2
2012-01-09,855.65
2012-01-10,865.0
2012-01-11,864.1
2012-01-12,869.5
2012-01-13,865.95
2012-01-16,863.85
2012-01-17,875.8
2012-01-18,874.0
2012-01-19,872.8
2012-01-20,860.05
2012-01-23,856.35
2012-01-24,861.5
2012-01-25,885.8
2012-01-27,876.05
2012-01-30,866.1
2012-01-31,869.15
2012-02-01,877.4
2012-02-02,878.25
2012-02-03,871.25
2012-02-06,900.45
2012-02-07,890.0
2012-02-08,883.0
2012-02-09,887.25
2012-02-10,886.55
2012-02-13,871.9
2012-02-14,875.45
2012-02-15,870.0
2012-02-16,861.85
2012-02-17,864.95
2012-02-21,880.35
2012-02-22,873.35
2012-02-23,870.8
2012-02-24,873.95
2012-02-27,867.9
2012-02-28,879.45
2012-02-29,887.0
2012-03-01,896.25
2012-03-02,897.3
2012-03-03,890.0
2012-03-05,899.3
2012-03-06,905.05
2012-03-07,908.95
2012-03-09,908.85
2012-03-12,906.2
2012-03-13,911.35
2012-03-14,914.75
2012-03-15,899.45
2012-03-16,908.2
2012-03-19,905.3
2012-03-20,905.6
2012-03-21,905.95
2012-03-22,904.3
2012-03-23,909.7
2012-03-26,905.65
2012-03-27,894.35
2012-03-28,897.05
2012-03-29,894.0
2012-03-30,902.85
2012-04-02,903.25
2012-04-03,909.85
2012-04-04,946.1
2012-04-09,955.7
2012-04-10,939.85
2012-04-11,923.9
2012-04-12,910.55
2012-04-13,918.6
2012-04-16,914.9
2012-04-17,916.55
2012-04-18,925.35
2012-04-19,916.65
2012-04-20,912.6
2012-04-23,913.25
2012-04-24,912.65
2012-04-25,910.05
2012-04-26,924.95
2012-04-27,933.55
2012-04-28,934.9
2012-04-30,934.8
2012-05-02,920.75
2012-05-03,917.85
2012-05-04,905.0
2012-05-07,900.75
2012-05-08,903.25
2012-05-09,916.2
2012-05-10,928.85
2012-05-11,913.05
2012-05-14,905.3
2012-05-15,909.1
2012-05-16,915.05
2012-05-17,919.8
