Date,SUNTECK
2012-01-02,308.1
2012-01-03,308.95
2012-01-04,307.95
2012-01-05,309.6
2012-01-06,308.0
2012-01-07,309.95
2012-01-09,307.9
2012-01-10,261.35
2012-01-11,289.0
2012-01-12,289.85
2012-01-13,296.3
2012-01-16,290.95
2012-01-17,290.25
2012-01-18,288.95
2012-01-19,289.1
2012-01-20,286.2
2012-01-23,284.75
2012-01-24,289.0
2012-01-25,299.9
2012-01-27,303.8
2012-01-30,308.5
2012-01-31,304.1
2012-02-01,309.1
2012-02-02,316.45
2012-02-03,324.75
2012-02-06,330.8
2012-02-07,336.0
2012-02-08,339.65
2012-02-09,340.0
2012-02-10,340.85
2012-02-13,349.5
2012-02-14,350.05
2012-02-15,413.9
2012-02-16,399.8
2012-02-17,380.0
2012-02-21,369.8
2012-02-22,368.55
2012-02-23,373.35
2012-02-24,394.6
2012-02-27,379.25
2012-02-28,383.0
2012-02-29,385.3
2012-03-01,385.55
2012-03-02,382.9
2012-03-03,384.95
2012-03-05,382.95
2012-03-06,380.65
2012-03-07,378.35
2012-03-09,376.25
2012-03-12,375.85
2012-03-13,371.55
2012-03-14,367.2
2012-03-15,366.7
2012-03-16,352.0
2012-03-19,355.9
2012-03-20,358.45
2012-03-21,361.4
2012-03-22,369.0
2012-03-23,374.5
2012-03-26,374.1
2012-03-27,380.05
2012-03-28,376.55
2012-03-29,378.55
2012-03-30,379.85
2012-04-02,379.65
2012-04-03,379.05
2012-04-04,377.0
2012-04-09,372.9
2012-04-10,371.7
2012-04-11,369.05
2012-04-12,369.65
2012-04-13,369.75
2012-04-16,371.8
2012-04-17,377.5
2012-04-18,379.35
2012-04-19,380.9
2012-04-20,382.65
2012-04-23,379.95
2012-04-24,379.85
2012-04-25,379.35
2012-04-26,379.5
2012-04-27,379.2
2012-04-28,380.9
2012-04-30,379.85
2012-05-02,379.9
2012-05-03,379.8
2012-05-04,378.0
2012-05-07,377.75
2012-05-08,378.0
2012-05-09,378.25
2012-05-10,379.75
2012-05-11,377.75
2012-05-14,378.5
2012-05-15,378.9
2012-05-16,374.9
2012-05-17,376.8
2012-05-18,374.85
2012-05-21,379.45
2012-05-22,376.35
2012-05-23,374.95
2012-05-24,374.95
2012-05-25,374.85
2012-05-28,373.8
2012-05-29,374.95
2012-05-30,374.25
2012-05-31,374.1
2012-06-01,374.7
2012-06-04,374.9
2012-06-05,371.85
2012-06-06,371.95
2012-06-07,372.75
2012-06-08,373.35
2012-06-11,371.85
2012-06-12,371.85
2012-06-13,371.9
2012-06-14,371.65
2012-06-15,372.7
2012-06-18,373.05
2012-06-19,373.5
2012-06-20,370.85
2012-06-21,348.3
2012-06-22,350.0
2012-06-25,353.05
2012-06-26,353.65
2012-06-27,352.15
2012-06-28,352.7
2012-06-29,351.75
2012-07-02,352.35
2012-07-03,351.85
2012-07-04,351.4
2012-07-05,350.9
2012-07-06,351.2
2012-07-09,350.95
2012-07-10,350.75
2012-07-11,349.65
2012-07-12,351.45
2012-07-13,349.9
2012-07-16,350.9
2012-07-17,350.9
2012-07-18,352.7
2012-07-19,349.4
2012-07-20,351.1
2012-07-23,351.3
2012-07-24,350.75
2012-07-25,350.4
2012-07-26,350.15
2012-07-27,350.4
2012-07-30,354.75
2012-07-31,354.9
2012-08-01,354.45
2012-08-02,354.3
2012-08-03,349.95
2012-08-06,349.9
2012-08-07,349.8
2012-08-08,349.6
2012-08-09,348.85
2012-08-10,349.5
2012-08-13,339.9
2012-08-14,339.4
2012-08-16,338.65
2012-08-17,333.7
2012-08-21,331.55
2012-08-22,327.9
2012-08-23,328.9
2012-08-24,330.95
2012-08-27,327.7
2012-08-28,324.85
2012-08-29,323.35
2012-08-30,321.7
2012-08-31,312.25
2012-09-03,314.75
2012-09-04,313.85
2012-09-05,313.9
2012-09-06,315.95
2012-09-07,314.9
2012-09-08,315.1
2012-09-10,312.65
2012-09-11,316.7
2012-09-12,318.45
2012-09-13,318.9
2012-09-14,319.8
2012-09-17,320.3
2012-09-18,320.7
2012-09-20,318.0
2012-09-21,318.95
2012-09-24,316.85
2012-09-25,310.45
2012-09-26,312.45
2012-09-27,317.3
2012-09-28,317.95
2012-10-01,314.9
2012-10-03,315.15
2012-10-04,318.65
2012-10-05,318.8
2012-10-08,319.8
2012-10-09,319.85
2012-10-10,318.35
2012-10-11,317.6
2012-10-12,318.05
2012-10-15,318.7
2012-10-16,317.85
2012-10-17,318.1
2012-10-18,318.4
2012-10-19,314.7
2012-10-22,317.5
2012-10-23,314.15
2012-10-25,316.7
2012-10-26,318.0
2012-10-29,314.95
2012-10-30,318.3
2012-10-31,317.8
2012-11-01,316.15
2012-11-02,319.65
2012-11-05,317.95
2012-11-06,317.6
2012-11-07,324.7
2012-11-08,320.75
2012-11-09,319.3
2012-11-12,318.8
2012-11-13,322.85
2012-11-15,312.35
2012-11-16,320.15
2012-11-19,323.2
2012-11-20,327.0
2012-11-21,339.7
2012-11-22,347.3
2012-11-23,348.4
2012-11-26,350.6
2012-11-27,364.6
2012-11-29,387.9
2012-11-30,388.55
2012-12-03,388.45
2012-12-04,388.65
2012-12-05,401.35
2012-12-06,406.7
2012-12-07,406.15
2012-12-10,409.75
2012-12-11,414.95
2012-12-12,410.0
2012-12-13,414.8
2012-12-14,419.85
2012-12-17,426.3
2012-12-18,429.75
2012-12-19,440.5
2012-12-20,443.55
2012-12-21,439.85
2012-12-24,444.05
2012-12-26,450.05
2012-12-27,478.45
2012-12-28,474.2
2012-12-31,468.9
