Date,CYBERTECH
2012-01-02,10.0
2012-01-03,10.15
2012-01-04,10.55
2012-01-05,10.5
2012-01-06,10.3
2012-01-07,10.1
2012-01-09,10.65
2012-01-10,10.85
2012-01-11,10.6
2012-01-12,10.7
2012-01-13,10.8
2012-01-16,10.7
2012-01-17,11.2
2012-01-18,10.9
2012-01-19,10.9
2012-01-20,11.05
2012-01-23,11.05
2012-01-24,10.85
2012-01-25,11.25
2012-01-27,11.5
2012-01-30,11.0
2012-01-31,11.3
2012-02-01,11.0
2012-02-02,11.3
2012-02-03,11.35
2012-02-06,12.2
2012-02-07,12.0
2012-02-08,11.65
2012-02-09,11.85
2012-02-10,11.95
2012-02-13,12.0
2012-02-14,12.0
2012-02-15,12.25
2012-02-16,12.05
2012-02-17,12.0
2012-02-21,12.2
2012-02-22,12.65
2012-02-23,13.5
2012-02-24,13.0
2012-02-27,12.25
2012-02-28,12.9
2012-02-29,12.45
2012-03-01,12.5
2012-03-02,12.5
2012-03-03,12.3
2012-03-05,12.8
2012-03-06,12.5
2012-03-07,12.0
2012-03-09,12.0
2012-03-12,12.1
2012-03-13,12.1
2012-03-14,11.85
2012-03-15,11.8
2012-03-16,12.0
2012-03-19,11.7
2012-03-20,12.0
2012-03-21,12.25
2012-03-22,11.9
2012-03-23,11.75
2012-03-26,11.75
2012-03-27,11.65
2012-03-28,11.4
2012-03-29,11.6
2012-03-30,11.9
2012-04-02,11.85
2012-04-03,11.9
2012-04-04,11.65
2012-04-09,11.8
2012-04-10,11.65
2012-04-11,11.7
2012-04-12,11.4
2012-04-13,11.5
2012-04-16,12.2
2012-04-17,11.85
2012-04-18,11.95
2012-04-19,12.05
2012-04-20,12.0
2012-04-23,11.7
2012-04-25,11.65
2012-04-26,11.9
2012-04-27,12.15
2012-04-30,12.2
2012-05-02,12.1
2012-05-03,11.9
2012-05-04,11.6
2012-05-07,11.6
2012-05-08,12.05
2012-05-09,11.75
2012-05-10,11.75
2012-05-11,11.6
2012-05-14,11.6
2012-05-15,11.7
2012-05-16,11.75
2012-05-17,11.55
2012-05-18,11.5
2012-05-21,11.85
2012-05-22,11.65
2012-05-23,11.85
2012-05-24,11.75
2012-05-25,12.2
2012-05-28,11.95
2012-05-29,12.9
2012-05-30,12.75
2012-05-31,12.8
2012-06-01,12.45
2012-06-04,12.25
2012-06-05,12.5
2012-06-06,12.2
2012-06-07,12.45
2012-06-08,12.45
2012-06-11,12.3
2012-06-12,12.35
2012-06-13,13.0
2012-06-14,12.95
2012-06-15,12.6
2012-06-18,12.45
2012-06-19,12.1
2012-06-20,12.65
2012-06-21,13.7
2012-06-22,13.4
2012-06-25,13.7
2012-06-26,13.75
2012-06-27,14.55
2012-06-28,14.55
2012-06-29,14.85
2012-07-02,15.0
2012-07-03,14.65
2012-07-04,14.65
2012-07-05,15.1
2012-07-06,14.9
2012-07-09,13.85
2012-07-09,13.85
2012-07-10,14.25
2012-07-11,13.85
2012-07-12,13.55
2012-07-13,13.65
2012-07-16,13.4
2012-07-17,13.5
2012-07-18,13.55
2012-07-19,13.35
2012-07-20,13.3
2012-07-23,13.5
2012-07-24,13.9
2012-07-25,14.0
2012-07-26,13.65
2012-07-27,13.65
2012-07-30,13.7
2012-07-31,13.55
2012-08-01,13.85
2012-08-02,13.7
2012-08-03,14.5
2012-08-06,14.2
2012-08-07,14.0
2012-08-08,13.65
2012-08-09,13.65
2012-08-10,13.65
2012-08-13,13.45
2012-08-14,13.3
2012-08-16,13.7
2012-08-17,13.85
2012-08-21,13.9
2012-08-22,13.85
2012-08-23,13.95
2012-08-24,14.05
2012-08-27,13.6
2012-08-28,13.75
2012-08-29,13.55
2012-08-30,13.4
2012-08-31,13.6
2012-09-03,13.95
2012-09-04,14.0
2012-09-05,14.1
2012-09-06,14.0
2012-09-07,13.8
2012-09-08,14.0
2012-09-10,14.05
2012-09-11,13.8
2012-09-12,15.35
2012-09-13,14.85
2012-09-14,15.2
2012-09-17,14.7
2012-09-18,14.8
2012-09-20,13.8
2012-09-21,14.2
2012-09-24,14.15
2012-09-25,13.9
2012-09-26,13.6
2012-09-27,13.4
2012-09-28,13.6
2012-10-01,14.05
2012-10-03,13.7
2012-10-04,13.8
2012-10-05,13.5
2012-10-08,14.4
2012-10-09,14.05
2012-10-10,14.05
2012-10-11,14.8
2012-10-12,14.45
2012-10-15,14.1
2012-10-16,14.15
2012-10-17,14.0
2012-10-18,14.05
2012-10-19,14.2
2012-10-22,14.0
2012-10-23,13.9
2012-10-25,13.35
2012-10-26,13.5
2012-10-29,13.65
2012-10-30,13.1
2012-10-31,13.35
2012-11-01,13.25
2012-11-02,13.5
2012-11-05,13.55
2012-11-06,13.7
2012-11-07,13.6
2012-11-08,13.9
2012-11-09,13.55
2012-11-12,13.7
2012-11-13,14.05
2012-11-15,13.45
2012-11-16,13.45
2012-11-19,13.4
2012-11-20,12.6
2012-11-21,13.0
2012-11-22,13.2
2012-11-23,13.3
2012-11-26,13.3
2012-11-27,13.15
2012-11-29,12.85
2012-11-30,12.9
2012-12-03,13.1
2012-12-04,13.3
2012-12-05,13.1
2012-12-06,13.2
2012-12-07,13.2
2012-12-10,13.05
2012-12-11,13.35
2012-12-12,13.25
2012-12-13,13.4
2012-12-14,13.15
2012-12-17,12.95
2012-12-18,13.15
2012-12-19,13.1
2012-12-20,13.0
2012-12-21,13.0
2012-12-24,13.1
2012-12-26,13.15
2012-12-27,13.05
2012-12-28,13.2
2012-12-31,13.05
