Date,KABRAEXTRU
2012-01-02,33.0
2012-01-03,33.5
2012-01-04,34.05
2012-01-05,34.1
2012-01-06,33.45
2012-01-07,35.0
2012-01-09,35.0
2012-01-10,36.15
2012-01-11,35.8
2012-01-12,35.4
2012-01-13,36.6
2012-01-16,36.7
2012-01-17,37.1
2012-01-18,36.95
2012-01-19,36.85
2012-01-20,36.05
2012-01-23,36.2
2012-01-24,36.25
2012-01-25,36.8
2012-01-27,37.95
2012-01-30,37.85
2012-01-31,36.9
2012-02-01,38.4
2012-02-02,37.75
2012-02-03,39.15
2012-02-06,40.0
2012-02-07,38.9
2012-02-08,38.0
2012-02-09,37.85
2012-02-10,37.35
2012-02-13,39.15
2012-02-14,39.0
2012-02-15,38.65
2012-02-16,38.1
2012-02-17,39.15
2012-02-21,38.85
2012-02-22,36.9
2012-02-23,36.65
2012-02-24,37.1
2012-02-27,35.5
2012-02-28,36.85
2012-02-29,36.85
2012-03-01,36.95
2012-03-02,35.75
2012-03-03,35.5
2012-03-05,36.0
2012-03-06,35.0
2012-03-07,34.95
2012-03-09,35.7
2012-03-12,35.5
2012-03-13,35.45
2012-03-14,35.2
2012-03-15,35.0
2012-03-16,35.55
2012-03-19,34.5
2012-03-20,34.05
2012-03-21,34.5
2012-03-22,34.1
2012-03-23,34.9
2012-03-26,34.0
2012-03-27,34.8
2012-03-28,33.15
2012-03-29,34.0
2012-03-30,33.7
2012-04-02,34.55
2012-04-03,35.1
2012-04-04,35.8
2012-04-09,35.75
2012-04-10,36.05
2012-04-11,36.0
2012-04-12,35.7
2012-04-13,35.4
2012-04-16,35.55
2012-04-17,34.95
2012-04-18,35.05
2012-04-19,34.6
2012-04-20,34.0
2012-04-23,36.9
2012-04-24,36.9
2012-04-25,36.6
2012-04-26,36.8
2012-04-27,36.5
2012-04-28,38.0
2012-04-30,37.65
2012-05-02,37.6
2012-05-03,37.9
2012-05-04,35.45
2012-05-07,36.0
2012-05-08,36.5
2012-05-09,36.5
2012-05-10,36.5
2012-05-11,36.35
2012-05-14,35.8
2012-05-15,35.4
2012-05-16,34.1
2012-05-17,35.15
2012-05-18,34.5
2012-05-21,34.0
2012-05-22,34.15
2012-05-23,34.7
2012-05-24,34.15
2012-05-25,34.8
2012-05-28,34.5
2012-05-29,34.35
2012-05-30,33.75
2012-05-31,33.45
2012-06-01,32.05
2012-06-04,32.1
2012-06-05,32.7
2012-06-06,32.8
2012-06-07,33.45
2012-06-08,34.1
2012-06-11,34.45
2012-06-12,33.8
2012-06-13,35.3
2012-06-14,34.8
2012-06-15,34.25
2012-06-18,33.25
2012-06-19,33.5
2012-06-20,33.7
2012-06-21,34.1
2012-06-22,34.05
2012-06-25,35.45
2012-06-26,35.3
2012-06-27,35.3
2012-06-28,35.0
2012-06-29,35.6
2012-07-02,35.75
2012-07-03,35.75
2012-07-04,36.7
2012-07-05,37.5
2012-07-06,37.15
2012-07-09,36.7
2012-07-09,36.7
2012-07-10,36.4
2012-07-11,36.7
2012-07-12,35.7
2012-07-13,35.6
2012-07-16,36.7
2012-07-17,36.45
2012-07-18,34.8
2012-07-19,35.45
2012-07-20,35.3
2012-07-23,34.1
2012-07-24,34.0
2012-07-25,34.75
2012-07-26,34.0
2012-07-27,34.75
2012-07-30,34.9
2012-07-31,35.15
2012-08-01,35.0
2012-08-02,35.5
2012-08-03,34.7
2012-08-06,34.15
2012-08-07,35.25
2012-08-08,35.15
2012-08-09,34.9
2012-08-10,35.0
2012-08-13,34.75
2012-08-14,34.0
2012-08-16,33.55
2012-08-17,34.15
2012-08-21,32.65
2012-08-22,32.65
2012-08-23,32.3
2012-08-24,33.25
2012-08-27,31.6
2012-08-28,31.65
2012-08-29,31.3
2012-08-30,30.85
2012-08-31,30.0
2012-09-03,30.05
2012-09-04,30.9
2012-09-05,30.85
2012-09-06,30.8
2012-09-07,30.5
2012-09-08,31.9
2012-09-10,32.05
2012-09-11,31.0
2012-09-12,31.0
2012-09-13,31.3
2012-09-14,31.2
2012-09-17,31.5
2012-09-18,31.4
2012-09-20,31.55
2012-09-21,32.85
2012-09-24,32.3
2012-09-25,31.6
2012-09-26,32.55
2012-09-27,31.5
2012-09-28,31.9
2012-10-01,32.0
2012-10-03,32.05
2012-10-04,33.4
2012-10-05,33.9
2012-10-08,33.25
2012-10-09,34.2
2012-10-10,35.05
2012-10-11,34.65
2012-10-12,35.1
2012-10-15,34.35
2012-10-16,34.0
2012-10-17,33.5
2012-10-18,33.9
2012-10-19,33.25
2012-10-22,34.05
2012-10-23,33.75
2012-10-25,32.95
2012-10-26,33.65
2012-10-29,33.55
2012-10-30,35.4
2012-10-31,34.65
2012-11-01,35.3
2012-11-02,35.75
2012-11-05,34.95
2012-11-06,34.95
2012-11-07,34.75
2012-11-08,35.35
2012-11-09,33.75
2012-11-12,33.15
2012-11-13,33.5
2012-11-15,33.35
2012-11-16,33.6
2012-11-19,33.1
2012-11-20,33.25
2012-11-21,33.3
2012-11-22,32.55
2012-11-23,32.15
2012-11-26,31.7
2012-11-27,31.95
2012-11-29,32.1
2012-11-30,32.0
2012-12-03,33.7
2012-12-04,34.4
2012-12-05,36.05
2012-12-06,35.7
2012-12-07,35.5
2012-12-10,34.4
2012-12-11,34.3
2012-12-12,34.0
2012-12-13,32.55
2012-12-14,32.95
2012-12-17,33.9
2012-12-18,33.75
2012-12-19,33.35
2012-12-20,33.0
2012-12-21,32.85
2012-12-24,33.0
2012-12-26,33.6
2012-12-27,33.65
2012-12-28,32.75
2012-12-31,32.75
