Date,SUPRAJIT
2012-01-02,18.35
2012-01-03,18.5
2012-01-04,18.75
2012-01-05,18.15
2012-01-06,18.05
2012-01-07,18.3
2012-01-09,18.5
2012-01-10,18.75
2012-01-11,18.75
2012-01-12,18.95
2012-01-13,19.35
2012-01-16,20.75
2012-01-17,20.35
2012-01-18,20.15
2012-01-19,20.2
2012-01-20,20.4
2012-01-23,19.8
2012-01-24,19.8
2012-01-25,19.5
2012-01-27,20.0
2012-01-30,19.95
2012-01-31,19.85
2012-02-01,20.05
2012-02-02,20.65
2012-02-03,21.3
2012-02-06,21.8
2012-02-07,21.5
2012-02-08,21.3
2012-02-09,22.7
2012-02-10,22.5
2012-02-13,22.35
2012-02-14,22.25
2012-02-15,21.95
2012-02-16,21.5
2012-02-17,21.25
2012-02-21,21.4
2012-02-22,20.45
2012-02-23,20.35
2012-02-24,20.15
2012-02-27,20.0
2012-02-28,20.2
2012-02-29,20.1
2012-03-01,19.9
2012-03-02,20.45
2012-03-03,19.9
2012-03-05,20.0
2012-03-06,19.9
2012-03-07,19.35
2012-03-09,19.55
2012-03-12,19.55
2012-03-13,19.8
2012-03-14,19.85
2012-03-15,19.45
2012-03-16,19.3
2012-03-19,19.8
2012-03-20,20.0
2012-03-21,20.4
2012-03-22,20.1
2012-03-23,20.0
2012-03-26,19.75
2012-03-27,19.85
2012-03-28,20.0
2012-03-29,20.45
2012-03-30,19.8
2012-04-02,20.2
2012-04-03,20.55
2012-04-04,19.9
2012-04-09,20.05
2012-04-10,20.3
2012-04-11,20.45
2012-04-12,20.25
2012-04-13,20.5
2012-04-16,20.75
2012-04-17,21.0
2012-04-18,21.0
2012-04-19,20.9
2012-04-20,21.25
2012-04-23,22.0
2012-04-24,21.55
2012-04-25,20.6
2012-04-26,21.25
2012-04-27,20.5
2012-04-28,20.4
2012-04-30,20.15
2012-05-02,21.05
2012-05-03,20.55
2012-05-04,20.55
2012-05-07,20.55
2012-05-08,20.35
2012-05-09,22.0
2012-05-10,21.15
2012-05-11,20.75
2012-05-14,19.9
2012-05-15,20.5
2012-05-16,21.3
2012-05-17,20.25
2012-05-18,20.15
2012-05-21,20.2
2012-05-22,20.2
2012-05-23,20.2
2012-05-24,20.05
2012-05-25,20.05
2012-05-28,20.15
2012-05-29,21.6
2012-05-30,22.0
2012-05-31,21.85
2012-06-01,21.85
2012-06-04,21.6
2012-06-05,22.1
2012-06-06,22.45
2012-06-07,22.5
2012-06-08,22.45
2012-06-11,22.65
2012-06-12,22.8
2012-06-13,23.8
2012-06-14,23.6
2012-06-15,24.8
2012-06-18,23.85
2012-06-19,24.1
2012-06-20,24.35
2012-06-21,24.1
2012-06-22,23.85
2012-06-25,23.7
2012-06-26,23.65
2012-06-27,23.75
2012-06-28,24.35
2012-06-29,25.5
2012-07-02,25.05
2012-07-03,24.9
2012-07-04,24.95
2012-07-05,25.1
2012-07-06,24.6
2012-07-09,24.5
2012-07-10,24.4
2012-07-11,24.15
2012-07-12,24.65
2012-07-13,24.4
2012-07-16,24.75
2012-07-17,25.05
2012-07-18,24.7
2012-07-19,24.55
2012-07-20,25.05
2012-07-23,24.2
2012-07-24,24.2
2012-07-25,23.95
2012-07-26,23.95
2012-07-27,24.0
2012-07-30,23.9
2012-07-31,24.05
2012-08-01,23.7
2012-08-02,23.5
2012-08-03,23.45
2012-08-06,23.5
2012-08-07,23.95
2012-08-08,23.7
2012-08-09,23.6
2012-08-10,23.45
2012-08-13,23.4
2012-08-14,24.7
2012-08-16,25.2
2012-08-17,26.75
2012-08-21,26.75
2012-08-22,26.45
2012-08-23,25.6
2012-08-24,25.6
2012-08-27,25.2
2012-08-28,24.8
2012-08-29,24.9
2012-08-30,25.2
2012-08-31,24.85
2012-09-03,24.9
2012-09-04,24.8
2012-09-05,25.0
2012-09-06,25.1
2012-09-07,25.0
2012-09-08,24.8
2012-09-10,24.75
2012-09-11,24.85
2012-09-12,24.95
2012-09-13,24.95
2012-09-14,24.45
2012-09-17,25.35
2012-09-18,24.95
2012-09-20,24.6
2012-09-21,24.9
2012-09-24,25.25
2012-09-25,25.0
2012-09-26,25.25
2012-09-27,26.85
2012-09-28,28.25
2012-10-01,28.35
2012-10-03,28.6
2012-10-04,27.65
2012-10-05,27.45
2012-10-08,27.15
2012-10-09,27.05
2012-10-10,26.6
2012-10-11,27.15
2012-10-12,26.65
2012-10-15,26.85
2012-10-16,26.6
2012-10-17,26.55
2012-10-18,26.1
2012-10-19,26.25
2012-10-22,27.35
2012-10-23,27.0
2012-10-25,27.15
2012-10-26,26.75
2012-10-29,26.6
2012-10-30,26.25
2012-10-31,26.15
2012-11-01,27.1
2012-11-02,26.55
2012-11-05,26.55
2012-11-06,26.8
2012-11-07,27.65
2012-11-08,27.05
2012-11-09,27.1
2012-11-12,27.05
2012-11-13,27.55
2012-11-15,27.05
2012-11-16,27.0
2012-11-19,27.15
2012-11-20,27.05
2012-11-21,27.0
2012-11-22,27.45
2012-11-23,28.15
2012-11-26,28.0
2012-11-27,28.5
2012-11-29,27.65
2012-11-30,27.75
2012-12-03,27.5
2012-12-04,28.0
2012-12-05,27.9
2012-12-06,28.05
2012-12-07,28.05
2012-12-10,28.9
2012-12-11,28.75
2012-12-12,28.9
2012-12-13,28.65
2012-12-14,28.3
2012-12-17,28.95
2012-12-18,29.0
2012-12-19,28.3
2012-12-20,28.4
2012-12-21,28.3
2012-12-24,28.55
2012-12-26,28.7
2012-12-27,28.35
2012-12-28,28.85
2012-12-31,29.45
