Date,SPICEMOBI
2012-01-02,82.0
2012-01-03,82.15
2012-01-04,80.65
2012-01-05,80.8
2012-01-06,82.0
2012-01-07,80.7
2012-01-09,81.05
2012-01-10,80.25
2012-01-11,82.0
2012-01-12,80.05
2012-01-13,83.0
2012-01-16,82.3
2012-01-17,82.0
2012-01-18,81.1
2012-01-19,80.95
2012-01-20,81.15
2012-01-23,80.9
2012-01-24,81.0
2012-01-25,80.15
2012-01-27,79.65
2012-01-30,79.35
2012-01-31,80.85
2012-02-01,78.75
2012-02-02,75.95
2012-02-03,75.8
2012-02-06,79.6
2012-02-07,78.65
2012-02-08,78.8
2012-02-09,78.9
2012-02-10,79.9
2012-02-13,79.95
2012-02-14,79.35
2012-02-15,78.6
2012-02-16,75.0
2012-02-17,75.3
2012-02-21,77.95
2012-02-22,75.15
2012-02-23,73.75
2012-02-24,73.15
2012-02-27,74.45
2012-02-28,74.55
2012-02-29,73.2
2012-03-01,73.3
2012-03-02,71.3
2012-03-03,72.9
2012-03-05,70.95
2012-03-06,70.8
2012-03-07,69.5
2012-03-09,67.0
2012-03-12,68.05
2012-03-13,69.0
2012-03-14,69.5
2012-03-15,68.75
2012-03-16,68.55
2012-03-19,67.7
2012-03-20,66.45
2012-03-21,67.95
2012-03-22,68.7
2012-03-23,68.55
2012-03-26,67.6
2012-03-27,66.75
2012-03-28,66.15
2012-03-29,66.7
2012-03-30,66.15
2012-04-02,67.35
2012-04-03,69.2
2012-04-04,68.3
2012-04-09,67.55
2012-04-10,67.2
2012-04-11,66.15
2012-04-12,66.5
2012-04-13,65.45
2012-04-16,66.25
2012-04-17,64.45
2012-04-18,64.55
2012-04-19,64.9
2012-04-20,64.85
2012-04-23,65.1
2012-04-24,67.05
2012-04-25,66.65
2012-04-26,65.35
2012-04-27,65.45
2012-04-28,67.0
2012-04-30,66.1
2012-05-02,65.85
2012-05-03,65.95
2012-05-04,60.95
2012-05-07,65.15
2012-05-08,64.65
2012-05-09,63.1
2012-05-10,61.6
2012-05-11,64.9
2012-05-14,61.8
2012-05-15,60.8
2012-05-16,58.95
2012-05-17,57.0
2012-05-18,58.1
2012-05-21,54.9
2012-05-22,52.2
2012-05-23,50.65
2012-05-24,49.3
2012-05-25,46.95
2012-05-28,45.75
2012-05-29,43.9
2012-05-30,42.35
2012-05-31,40.0
2012-06-01,37.9
2012-06-04,41.65
2012-06-05,45.8
2012-06-06,49.75
2012-06-07,47.95
2012-06-08,46.9
2012-06-11,47.8
2012-06-12,46.0
2012-06-13,45.5
2012-06-14,45.6
2012-06-15,45.0
2012-06-18,45.0
2012-06-19,45.45
2012-06-20,45.35
2012-06-21,45.3
2012-06-22,44.0
2012-06-25,44.0
2012-06-26,44.1
2012-06-27,44.1
2012-06-28,44.1
2012-06-29,44.1
2012-07-02,44.45
2012-07-03,45.15
2012-07-04,44.0
2012-07-05,44.05
2012-07-06,45.55
2012-07-09,46.85
2012-07-10,46.65
2012-07-11,46.0
2012-07-12,45.1
2012-07-13,45.0
2012-07-16,45.15
2012-07-17,44.95
2012-07-18,43.4
2012-07-19,43.55
2012-07-20,43.45
2012-07-23,43.05
2012-07-24,43.95
2012-07-25,44.0
2012-07-26,43.4
2012-07-27,43.1
2012-07-30,44.2
2012-07-31,43.15
2012-08-01,44.0
2012-08-02,43.0
2012-08-03,43.5
2012-08-06,42.8
2012-08-07,42.25
2012-08-08,41.55
2012-08-09,41.65
2012-08-10,41.25
2012-08-13,40.0
2012-08-14,41.45
2012-08-16,41.0
2012-08-17,41.65
2012-08-21,42.25
2012-08-22,44.25
2012-08-23,43.55
2012-08-24,42.5
2012-08-27,43.5
2012-08-28,41.0
2012-08-29,40.95
2012-08-30,41.4
2012-08-31,40.05
2012-09-03,39.25
2012-09-04,40.05
2012-09-05,40.25
2012-09-06,40.45
2012-09-07,40.25
2012-09-08,40.0
2012-09-10,40.0
2012-09-11,40.2
2012-09-12,41.8
2012-09-13,40.5
2012-09-14,39.8
2012-09-17,39.75
2012-09-18,40.0
2012-09-20,39.55
2012-09-21,39.5
2012-09-24,40.5
2012-09-25,40.0
2012-09-26,40.95
2012-09-27,43.15
2012-09-28,42.0
2012-10-01,42.45
2012-10-03,43.9
2012-10-04,43.35
2012-10-05,43.5
2012-10-08,44.1
2012-10-09,43.25
2012-10-10,42.7
2012-10-11,42.05
2012-10-12,41.9
2012-10-15,42.1
2012-10-16,40.05
2012-10-17,40.05
2012-10-18,40.6
2012-10-19,40.05
2012-10-22,40.0
2012-10-23,40.0
2012-10-25,39.2
2012-10-26,40.3
2012-10-29,40.4
2012-10-30,39.55
2012-10-31,39.4
2012-11-01,39.45
2012-11-02,39.4
2012-11-05,39.3
2012-11-06,39.6
2012-11-07,39.35
2012-11-08,39.25
2012-11-09,39.6
2012-11-12,40.85
2012-11-13,39.5
2012-11-15,39.45
2012-11-16,39.5
2012-11-19,39.0
2012-11-20,39.1
2012-11-21,40.6
2012-11-22,39.1
2012-11-23,38.95
2012-11-26,38.85
2012-11-27,39.9
2012-11-29,40.6
2012-11-30,39.4
2012-12-03,40.0
2012-12-04,39.6
2012-12-05,39.15
2012-12-06,39.5
2012-12-07,40.2
2012-12-10,39.2
2012-12-11,39.15
2012-12-12,39.95
2012-12-13,40.2
2012-12-14,41.05
2012-12-17,41.0
2012-12-18,41.0
2012-12-19,41.0
2012-12-20,41.0
2012-12-21,41.0
2012-12-24,41.15
2012-12-26,41.0
2012-12-27,42.0
2012-12-28,40.0
2012-12-31,41.0
