Date,MCDOWELL-N
2012-01-02,494.7
2012-01-03,512.2
2012-01-04,561.15
2012-01-05,528.4
2012-01-06,524.5
2012-01-07,526.95
2012-01-09,513.7
2012-01-10,523.2
2012-01-11,540.6
2012-01-12,576.55
2012-01-13,599.35
2012-01-16,632.1
2012-01-17,637.95
2012-01-18,647.9
2012-01-19,636.5
2012-01-20,623.3
2012-01-23,592.0
2012-01-24,570.8
2012-01-25,651.9
2012-01-27,658.85
2012-01-30,650.75
2012-01-31,668.15
2012-02-01,686.4
2012-02-02,714.55
2012-02-03,713.3
2012-02-06,753.35
2012-02-07,701.7
2012-02-08,697.45
2012-02-09,685.9
2012-02-10,670.3
2012-02-13,649.95
2012-02-14,675.85
2012-02-15,689.1
2012-02-16,676.75
2012-02-17,678.05
2012-02-21,664.4
2012-02-22,574.0
2012-02-23,593.05
2012-02-24,589.7
2012-02-27,588.1
2012-02-28,592.65
2012-02-29,572.6
2012-03-01,563.45
2012-03-02,560.1
2012-03-03,559.1
2012-03-05,520.65
2012-03-06,515.35
2012-03-07,501.8
2012-03-09,530.85
2012-03-12,553.95
2012-03-13,583.4
2012-03-14,599.55
2012-03-15,573.75
2012-03-16,579.4
2012-03-19,552.05
2012-03-20,536.9
2012-03-21,564.7
2012-03-22,546.3
2012-03-23,544.8
2012-03-26,552.65
2012-03-27,558.8
2012-03-28,586.55
2012-03-29,594.95
2012-03-30,606.05
2012-04-02,637.35
2012-04-03,672.7
2012-04-04,674.65
2012-04-09,721.4
2012-04-10,712.6
2012-04-11,716.6
2012-04-12,703.1
2012-04-13,693.8
2012-04-16,701.1
2012-04-17,725.35
2012-04-18,737.6
2012-04-19,749.7
2012-04-20,763.95
2012-04-23,695.45
2012-04-24,677.2
2012-04-25,737.6
2012-04-26,782.25
2012-04-27,774.1
2012-04-28,784.95
2012-04-30,781.45
2012-05-02,784.6
2012-05-03,760.8
2012-05-04,739.3
2012-05-07,714.35
2012-05-08,696.55
2012-05-09,650.35
2012-05-10,633.2
2012-05-11,614.4
2012-05-14,630.3
2012-05-15,665.95
2012-05-16,635.95
2012-05-17,626.3
2012-05-18,638.85
2012-05-21,642.6
2012-05-22,622.85
2012-05-23,622.75
2012-05-24,625.4
2012-05-25,641.6
2012-05-28,644.55
2012-05-29,652.65
2012-05-30,611.7
2012-05-31,563.7
2012-06-01,582.95
2012-06-04,587.05
2012-06-05,586.5
2012-06-06,619.15
2012-06-07,638.9
2012-06-08,627.9
2012-06-11,619.95
2012-06-12,636.95
2012-06-13,678.65
2012-06-14,657.3
2012-06-15,686.75
2012-06-18,658.3
2012-06-19,650.8
2012-06-20,674.0
2012-06-21,678.3
2012-06-22,661.1
2012-06-25,658.8
2012-06-26,660.75
2012-06-27,670.3
2012-06-28,663.0
2012-06-29,686.35
2012-07-02,712.85
2012-07-03,744.2
2012-07-04,728.35
2012-07-05,740.4
2012-07-06,757.4
2012-07-09,727.4
2012-07-09,727.4
2012-07-10,717.75
2012-07-11,721.2
2012-07-12,765.8
2012-07-13,774.95
2012-07-16,777.95
2012-07-17,788.1
2012-07-18,779.05
2012-07-19,806.9
2012-07-20,817.9
2012-07-23,805.55
2012-07-24,785.35
2012-07-25,788.6
2012-07-26,745.45
2012-07-27,721.2
2012-07-30,771.1
2012-07-31,809.2
2012-08-01,803.0
2012-08-02,848.95
2012-08-03,861.45
