Date,GESHIP
2012-01-02,196.45
2012-01-03,210.8
2012-01-04,210.45
2012-01-05,206.2
2012-01-06,207.65
2012-01-07,206.4
2012-01-09,209.35
2012-01-10,216.7
2012-01-11,222.2
2012-01-12,226.9
2012-01-13,225.45
2012-01-16,228.15
2012-01-17,227.85
2012-01-18,225.3
2012-01-19,225.05
2012-01-20,225.55
2012-01-23,220.55
2012-01-24,229.35
2012-01-25,248.7
2012-01-27,233.4
2012-01-30,234.8
2012-01-31,232.65
2012-02-01,233.05
2012-02-02,239.7
2012-02-03,245.55
2012-02-06,245.0
2012-02-07,246.55
2012-02-08,252.2
2012-02-09,253.7
2012-02-10,251.85
2012-02-13,256.45
2012-02-14,257.95
2012-02-15,262.75
2012-02-16,269.8
2012-02-17,271.35
2012-02-21,264.85
2012-02-22,248.75
2012-02-23,242.8
2012-02-24,236.8
2012-02-27,227.6
2012-02-28,232.55
2012-02-29,241.35
2012-03-01,234.95
2012-03-02,236.75
2012-03-03,235.95
2012-03-05,234.45
2012-03-06,235.2
2012-03-07,235.65
2012-03-09,245.15
2012-03-12,256.35
2012-03-13,259.5
2012-03-14,261.2
2012-03-15,247.1
2012-03-16,241.6
2012-03-19,237.85
2012-03-20,237.7
2012-03-21,243.45
2012-03-22,244.1
2012-03-23,251.85
2012-03-26,241.35
2012-03-27,240.65
2012-03-28,243.6
2012-03-29,238.95
2012-03-30,244.45
2012-04-02,251.15
2012-04-03,255.55
2012-04-04,252.2
2012-04-09,243.8
2012-04-10,245.5
2012-04-11,240.65
2012-04-12,242.55
2012-04-13,247.0
2012-04-16,241.0
2012-04-17,243.95
2012-04-18,247.05
2012-04-19,262.7
2012-04-20,256.55
2012-04-23,251.95
2012-04-24,254.1
2012-04-25,256.2
2012-04-26,258.7
2012-04-27,256.85
2012-04-28,258.35
2012-04-30,253.9
2012-05-02,252.75
2012-05-03,253.25
2012-05-04,248.9
2012-05-07,250.95
2012-05-08,244.7
2012-05-09,243.8
2012-05-10,241.75
2012-05-11,242.05
2012-05-14,242.5
2012-05-15,240.4
2012-05-16,240.5
2012-05-17,240.05
2012-05-18,246.2
2012-05-21,249.1
2012-05-22,243.4
2012-05-23,241.25
2012-05-24,242.65
2012-05-25,243.65
2012-05-28,252.45
2012-05-29,247.0
2012-05-30,245.65
2012-05-31,246.5
2012-06-01,240.0
2012-06-04,233.1
2012-06-05,235.2
2012-06-06,239.85
2012-06-07,247.5
2012-06-08,252.75
2012-06-11,259.55
2012-06-12,259.4
2012-06-13,258.45
2012-06-14,254.1
2012-06-15,256.7
2012-06-18,251.55
2012-06-19,247.95
2012-06-20,246.65
2012-06-21,250.8
2012-06-22,251.7
2012-06-25,250.45
2012-06-26,246.65
2012-06-27,245.7
2012-06-28,242.9
2012-06-29,248.85
2012-07-02,252.65
2012-07-03,251.4
2012-07-04,257.45
2012-07-05,256.85
2012-07-06,256.4
2012-07-09,253.4
2012-07-09,253.4
2012-07-10,256.3
2012-07-11,264.35
2012-07-12,262.35
2012-07-13,261.4
2012-07-16,260.1
2012-07-17,259.9
2012-07-18,260.4
2012-07-19,260.4
2012-07-20,258.35
2012-07-23,257.3
2012-07-24,259.4
2012-07-25,261.05
2012-07-26,255.7
2012-07-27,265.05
2012-07-30,256.85
2012-07-31,260.15
2012-08-01,257.0
2012-08-02,258.55
2012-08-03,256.75
2012-08-06,260.3
2012-08-07,261.85
2012-08-08,260.45
2012-08-09,263.8
2012-08-10,262.2
2012-08-13,263.0
2012-08-14,260.65
2012-08-16,259.4
2012-08-17,259.7
2012-08-21,260.65
2012-08-22,260.6
2012-08-23,259.55
2012-08-24,258.25
2012-08-27,258.25
2012-08-28,256.65
2012-08-29,257.25
2012-08-30,255.15
2012-08-31,251.7
2012-09-03,248.8
2012-09-04,245.65
2012-09-05,247.25
2012-09-06,248.05
2012-09-07,248.1
2012-09-08,247.95
2012-09-10,248.65
2012-09-11,248.7
2012-09-12,251.9
2012-09-13,246.05
2012-09-14,249.15
2012-09-17,252.65
2012-09-18,255.95
2012-09-20,252.25
2012-09-21,253.9
2012-09-24,250.8
2012-09-25,251.1
2012-09-26,244.4
2012-09-27,243.45
2012-09-28,247.2
2012-10-01,249.55
2012-10-03,252.1
2012-10-04,251.6
2012-10-05,252.65
2012-10-08,252.1
2012-10-09,253.05
2012-10-10,254.0
2012-10-11,251.1
2012-10-12,251.2
2012-10-15,253.45
2012-10-16,253.9
2012-10-17,256.9
2012-10-18,250.85
2012-10-19,254.95
2012-10-22,253.65
2012-10-23,254.0
2012-10-25,256.9
2012-10-26,255.3
2012-10-29,257.3
2012-10-30,257.05
2012-10-31,257.05
2012-11-01,256.05
2012-11-02,255.35
2012-11-05,256.9
2012-11-06,254.95
2012-11-07,256.3
2012-11-08,258.0
2012-11-09,256.15
2012-11-12,255.05
2012-11-13,252.75
2012-11-15,255.95
2012-11-16,256.25
2012-11-19,256.1
2012-11-20,255.75
2012-11-21,254.9
2012-11-22,250.35
2012-11-23,253.35
2012-11-26,254.25
2012-11-27,253.95
2012-11-29,253.35
2012-11-30,253.65
2012-12-03,255.9
2012-12-04,257.85
2012-12-05,257.8
2012-12-06,258.1
2012-12-07,258.45
2012-12-10,258.5
2012-12-11,258.7
2012-12-12,258.0
2012-12-13,257.1
2012-12-14,258.05
2012-12-17,259.0
2012-12-18,261.65
2012-12-19,274.55
2012-12-20,279.15
2012-12-21,273.65
2012-12-24,268.05
2012-12-26,267.9
2012-12-27,263.75
2012-12-28,267.65
2012-12-31,264.45
