Date,NHPC
2012-01-02,17.95
2012-01-03,18.25
2012-01-04,18.85
2012-01-05,18.65
2012-01-06,18.3
2012-01-07,18.55
2012-01-09,18.95
2012-01-10,19.55
2012-01-11,19.75
2012-01-12,19.6
2012-01-13,20.4
2012-01-16,20.5
2012-01-17,20.6
2012-01-18,20.6
2012-01-19,20.8
2012-01-20,20.35
2012-01-23,20.25
2012-01-24,20.2
2012-01-25,20.5
2012-01-27,20.5
2012-01-30,20.05
2012-01-31,20.6
2012-02-01,20.3
2012-02-02,20.85
2012-02-03,21.0
2012-02-06,20.65
2012-02-07,20.35
2012-02-08,20.7
2012-02-09,20.9
2012-02-10,21.85
2012-02-13,21.5
2012-02-14,21.6
2012-02-15,22.35
2012-02-16,22.35
2012-02-17,22.0
2012-02-21,22.25
2012-02-22,21.8
2012-02-23,21.15
2012-02-24,21.3
2012-02-27,20.6
2012-02-28,21.2
2012-02-29,21.2
2012-03-01,21.55
2012-03-02,21.3
2012-03-03,21.25
2012-03-05,20.9
2012-03-06,20.6
2012-03-07,20.55
2012-03-09,20.9
2012-03-12,21.0
2012-03-13,21.05
2012-03-14,21.2
2012-03-15,21.15
2012-03-16,21.05
2012-03-19,20.65
2012-03-20,20.5
2012-03-21,20.45
2012-03-22,20.0
2012-03-23,20.0
2012-03-26,19.75
2012-03-27,19.65
2012-03-28,19.35
2012-03-29,19.35
2012-03-30,19.7
2012-04-02,20.2
2012-04-03,20.5
2012-04-04,20.45
2012-04-09,20.0
2012-04-10,20.05
2012-04-11,19.95
2012-04-12,19.85
2012-04-13,19.65
2012-04-16,19.6
2012-04-17,19.6
2012-04-18,19.7
2012-04-19,19.8
2012-04-20,19.55
2012-04-23,19.15
2012-04-24,19.25
2012-04-25,19.25
2012-04-26,18.65
2012-04-27,18.7
2012-04-28,18.85
2012-04-30,18.9
2012-05-02,18.8
2012-05-03,18.65
2012-05-04,18.3
2012-05-07,18.75
2012-05-08,18.55
2012-05-09,18.35
2012-05-10,18.05
2012-05-11,18.0
2012-05-14,18.25
2012-05-15,18.3
2012-05-16,17.9
2012-05-17,17.65
2012-05-18,17.75
2012-05-21,18.1
2012-05-22,18.15
2012-05-23,18.05
2012-05-24,18.15
2012-05-25,18.9
2012-05-28,18.95
2012-05-29,19.0
2012-05-30,18.8
2012-05-31,18.3
2012-06-01,18.1
2012-06-04,18.15
2012-06-05,18.05
2012-06-06,18.4
2012-06-07,18.3
2012-06-08,18.3
2012-06-11,18.45
2012-06-12,18.5
2012-06-13,18.45
2012-06-14,18.25
2012-06-15,18.35
2012-06-18,17.85
2012-06-19,17.7
2012-06-20,18.1
2012-06-21,18.1
2012-06-22,18.05
2012-06-25,18.05
2012-06-26,18.15
2012-06-27,18.25
2012-06-28,17.9
2012-06-29,18.25
2012-07-02,18.45
2012-07-03,18.6
2012-07-04,18.95
2012-07-05,19.2
2012-07-06,19.0
2012-07-09,18.65
2012-07-09,18.65
2012-07-10,18.75
2012-07-11,18.65
2012-07-12,18.55
2012-07-13,18.55
2012-07-16,18.3
2012-07-17,18.4
2012-07-18,18.5
2012-07-19,18.6
2012-07-20,18.45
2012-07-23,18.35
2012-07-24,18.25
2012-07-25,18.15
2012-07-26,17.8
2012-07-27,17.8
2012-07-30,18.1
2012-07-31,18.25
2012-08-01,17.9
2012-08-02,18.0
2012-08-03,18.0
2012-08-06,18.0
2012-08-07,18.05
2012-08-08,18.2
2012-08-09,18.5
2012-08-10,18.45
2012-08-13,18.35
2012-08-14,18.55
2012-08-16,18.5
2012-08-17,18.5
2012-08-21,18.55
2012-08-22,18.3
2012-08-23,18.3
2012-08-24,18.2
2012-08-27,18.1
2012-08-28,17.8
2012-08-29,18.1
2012-08-30,18.3
2012-08-31,17.9
2012-09-03,17.8
2012-09-04,17.8
2012-09-05,17.6
2012-09-06,17.6
2012-09-07,17.8
2012-09-08,17.8
2012-09-10,17.65
2012-09-11,17.6
2012-09-12,17.5
2012-09-13,17.4
2012-09-14,17.6
2012-09-17,18.0
2012-09-18,18.6
2012-09-20,18.15
2012-09-21,18.5
2012-09-24,18.85
2012-09-25,19.5
2012-09-26,19.45
2012-09-27,19.05
2012-09-28,19.3
2012-10-01,19.8
2012-10-03,20.05
2012-10-04,20.2
2012-10-05,20.15
2012-10-08,20.95
2012-10-09,21.35
2012-10-10,20.85
2012-10-11,21.25
2012-10-12,21.2
2012-10-15,21.25
2012-10-16,21.15
2012-10-17,21.2
2012-10-18,22.05
2012-10-19,22.1
2012-10-22,21.85
2012-10-23,21.55
2012-10-25,21.7
2012-10-26,21.5
2012-10-29,21.45
2012-10-30,21.45
2012-10-31,21.55
2012-11-01,21.7
2012-11-02,22.0
2012-11-05,22.05
2012-11-06,22.35
2012-11-07,22.25
2012-11-08,22.15
2012-11-09,21.95
2012-11-12,22.2
2012-11-13,22.3
2012-11-15,22.65
2012-11-16,22.65
2012-11-19,22.6
2012-11-20,22.5
2012-11-21,22.9
2012-11-22,22.8
2012-11-23,23.05
2012-11-26,23.05
2012-11-27,23.4
2012-11-29,22.6
2012-11-30,23.25
2012-12-03,23.5
2012-12-04,23.55
2012-12-05,23.8
2012-12-06,24.05
2012-12-07,23.6
2012-12-10,23.55
2012-12-11,23.3
2012-12-12,23.45
2012-12-13,23.35
2012-12-14,23.6
2012-12-17,24.4
2012-12-18,24.55
2012-12-19,24.05
2012-12-20,23.8
2012-12-21,23.7
2012-12-24,24.1
2012-12-26,24.45
2012-12-27,25.6
2012-12-28,25.6
2012-12-31,25.45
