Date,OILCOUNTUB
2012-01-02,46.0
2012-01-03,47.95
2012-01-04,48.05
2012-01-05,51.8
2012-01-06,52.35
2012-01-07,52.1
2012-01-09,53.55
2012-01-10,54.85
2012-01-11,57.55
2012-01-12,54.55
2012-01-13,56.95
2012-01-16,55.95
2012-01-17,58.75
2012-01-18,60.75
2012-01-19,58.55
2012-01-20,57.2
2012-01-23,53.65
2012-01-24,53.45
2012-01-25,55.4
2012-01-27,56.8
2012-01-30,55.75
2012-01-31,54.45
2012-02-01,56.8
2012-02-02,56.25
2012-02-03,56.95
2012-02-06,56.35
2012-02-07,55.75
2012-02-08,55.65
2012-02-09,56.35
2012-02-10,58.0
2012-02-13,60.1
2012-02-14,59.55
2012-02-15,59.75
2012-02-16,60.1
2012-02-17,59.1
2012-02-21,59.5
2012-02-22,57.0
2012-02-23,56.8
2012-02-24,55.65
2012-02-27,54.65
2012-02-28,55.2
2012-02-29,55.05
2012-03-01,54.8
2012-03-02,54.45
2012-03-03,54.6
2012-03-05,54.8
2012-03-06,52.75
2012-03-07,52.8
2012-03-09,52.5
2012-03-12,53.0
2012-03-13,53.0
2012-03-14,53.75
2012-03-15,53.55
2012-03-16,53.35
2012-03-19,52.05
2012-03-20,51.5
2012-03-21,51.9
2012-03-22,51.55
2012-03-23,51.95
2012-03-26,50.95
2012-03-27,50.2
2012-03-28,49.85
2012-03-29,50.2
2012-03-30,51.2
2012-04-02,52.05
2012-04-03,52.4
2012-04-04,51.9
2012-04-09,53.0
2012-04-10,52.75
2012-04-11,53.15
2012-04-12,53.2
2012-04-13,52.5
2012-04-16,52.0
2012-04-17,52.15
2012-04-18,53.15
2012-04-19,53.5
2012-04-20,52.7
2012-04-23,52.95
2012-04-24,51.85
2012-04-25,51.75
2012-04-26,53.75
2012-04-27,53.05
2012-04-28,51.65
2012-04-30,53.3
2012-05-02,52.0
2012-05-03,51.45
2012-05-04,50.15
2012-05-07,50.5
2012-05-08,50.5
2012-05-09,50.7
2012-05-10,49.9
2012-05-11,49.8
2012-05-14,50.6
2012-05-15,50.25
2012-05-16,50.6
2012-05-17,50.6
2012-05-18,50.55
2012-05-21,52.0
2012-05-22,51.3
2012-05-23,51.95
2012-05-24,51.05
2012-05-25,49.55
2012-05-28,48.65
2012-05-29,49.1
2012-05-30,49.25
2012-05-31,48.7
2012-06-01,48.55
2012-06-04,47.55
2012-06-05,48.05
2012-06-06,48.45
2012-06-07,48.95
2012-06-08,48.75
2012-06-11,49.25
2012-06-12,48.85
2012-06-13,49.45
2012-06-14,48.1
2012-06-15,49.0
2012-06-18,48.75
2012-06-19,49.4
2012-06-20,49.65
2012-06-21,50.15
2012-06-22,49.6
2012-06-25,49.7
2012-06-26,49.8
2012-06-27,49.55
2012-06-28,49.85
2012-06-29,50.65
2012-07-02,51.15
2012-07-03,50.8
2012-07-04,51.65
2012-07-05,52.6
2012-07-06,53.05
2012-07-09,52.05
2012-07-09,52.05
2012-07-10,51.8
2012-07-11,52.35
2012-07-12,51.05
2012-07-13,52.5
2012-07-16,51.4
2012-07-17,51.05
2012-07-18,50.55
2012-07-19,50.8
2012-07-20,49.7
2012-07-23,49.55
2012-07-24,50.25
2012-07-25,50.25
2012-07-26,51.8
2012-07-27,51.75
2012-07-30,51.6
2012-07-31,51.3
2012-08-01,51.55
2012-08-02,52.05
2012-08-03,51.5
2012-08-06,51.3
2012-08-07,51.35
2012-08-08,51.05
2012-08-09,50.8
2012-08-10,50.15
2012-08-13,49.6
2012-08-14,49.55
2012-08-16,49.55
2012-08-17,50.25
2012-08-21,50.1
2012-08-22,49.75
2012-08-23,49.55
2012-08-24,49.6
2012-08-27,49.5
2012-08-28,49.1
2012-08-29,48.75
2012-08-30,49.1
2012-08-31,48.65
2012-09-03,48.0
2012-09-04,48.7
2012-09-05,51.95
2012-09-06,52.45
2012-09-07,51.9
2012-09-08,51.75
2012-09-10,50.1
2012-09-11,51.95
2012-09-12,51.95
2012-09-13,51.1
2012-09-14,50.9
2012-09-17,49.7
2012-09-18,50.7
2012-09-20,49.8
2012-09-21,50.0
2012-09-24,50.95
2012-09-25,51.35
2012-09-26,54.05
2012-09-27,54.6
2012-09-28,56.75
2012-10-01,56.35
2012-10-03,57.55
2012-10-04,58.25
2012-10-05,60.2
2012-10-08,58.7
2012-10-09,57.9
2012-10-10,56.5
2012-10-11,56.95
2012-10-12,56.5
2012-10-15,57.0
2012-10-16,56.3
2012-10-17,55.2
2012-10-18,58.65
2012-10-19,57.9
2012-10-22,59.0
2012-10-23,60.7
2012-10-25,55.7
2012-10-26,55.4
2012-10-29,55.25
2012-10-30,53.8
2012-10-31,52.95
2012-11-01,54.05
2012-11-02,53.5
2012-11-05,53.45
2012-11-06,52.55
2012-11-07,53.2
2012-11-08,52.9
2012-11-09,53.0
2012-11-12,51.9
2012-11-13,52.05
2012-11-15,51.8
2012-11-16,52.8
2012-11-19,52.4
2012-11-20,52.65
2012-11-21,53.3
2012-11-22,52.15
2012-11-23,51.3
2012-11-26,51.35
2012-11-27,51.6
2012-11-29,52.4
2012-11-30,52.55
2012-12-03,52.7
2012-12-04,52.35
2012-12-05,52.75
2012-12-06,52.35
2012-12-07,52.35
2012-12-10,51.65
2012-12-11,52.0
2012-12-12,51.85
2012-12-13,51.25
2012-12-14,51.05
2012-12-17,50.35
2012-12-18,51.1
2012-12-19,51.5
2012-12-20,51.1
2012-12-21,51.0
2012-12-24,51.15
2012-12-26,50.75
2012-12-27,50.6
2012-12-28,50.75
2012-12-31,50.95
