Date,ROHITFERRO
2012-01-02,23.35
2012-01-03,24.25
2012-01-04,25.0
2012-01-05,25.1
2012-01-06,25.15
2012-01-07,25.55
2012-01-09,26.0
2012-01-10,26.9
2012-01-11,28.95
2012-01-12,28.75
2012-01-13,28.6
2012-01-16,29.05
2012-01-17,29.7
2012-01-18,29.15
2012-01-19,28.95
2012-01-20,29.0
2012-01-23,29.05
2012-01-24,28.95
2012-01-25,29.5
2012-01-27,30.4
2012-01-30,28.7
2012-01-31,29.45
2012-02-01,30.25
2012-02-02,30.25
2012-02-03,30.25
2012-02-06,31.25
2012-02-07,31.35
2012-02-08,32.0
2012-02-09,33.7
2012-02-10,35.15
2012-02-13,35.3
2012-02-14,35.25
2012-02-15,35.25
2012-02-16,34.75
2012-02-17,41.35
2012-02-21,41.2
2012-02-22,38.8
2012-02-23,38.0
2012-02-24,36.75
2012-02-27,32.0
2012-02-28,33.75
2012-02-29,33.85
2012-03-01,33.7
2012-03-02,33.75
2012-03-03,33.95
2012-03-05,33.2
2012-03-06,32.2
2012-03-07,31.95
2012-03-09,33.25
2012-03-12,33.8
2012-03-13,33.9
2012-03-14,34.2
2012-03-15,33.2
2012-03-16,32.5
2012-03-19,32.05
2012-03-20,31.65
2012-03-21,32.15
2012-03-22,31.35
2012-03-23,31.0
2012-03-26,30.2
2012-03-27,30.6
2012-03-28,29.45
2012-03-29,30.0
2012-03-30,30.85
2012-04-02,31.35
2012-04-03,31.75
2012-04-04,31.5
2012-04-09,30.75
2012-04-10,31.5
2012-04-11,31.0
2012-04-12,31.6
2012-04-13,30.75
2012-04-16,30.75
2012-04-17,31.3
2012-04-18,31.75
2012-04-19,33.2
2012-04-20,32.6
2012-04-23,31.25
2012-04-24,31.3
2012-04-25,31.2
2012-04-26,30.9
2012-04-27,30.75
2012-04-28,30.85
2012-04-30,30.6
2012-05-02,30.85
2012-05-03,29.95
2012-05-04,29.15
2012-05-07,29.15
2012-05-08,29.0
2012-05-09,28.4
2012-05-10,28.6
2012-05-11,27.75
2012-05-14,27.4
2012-05-15,27.9
2012-05-16,26.75
2012-05-17,26.5
2012-05-18,26.2
2012-05-21,25.85
2012-05-22,25.6
2012-05-23,26.2
2012-05-24,27.45
2012-05-25,28.55
2012-05-28,30.55
2012-05-29,30.05
2012-05-30,29.5
2012-05-31,27.7
2012-06-01,26.35
2012-06-04,26.5
2012-06-05,26.75
2012-06-06,27.3
2012-06-07,27.9
2012-06-08,28.45
2012-06-11,28.25
2012-06-12,28.4
2012-06-13,28.5
2012-06-14,27.3
2012-06-15,28.3
2012-06-18,28.95
2012-06-19,28.3
2012-06-20,28.0
2012-06-21,28.6
2012-06-22,28.3
2012-06-25,28.55
2012-06-26,28.2
2012-06-27,28.2
2012-06-28,28.3
2012-06-29,28.55
2012-07-02,28.85
2012-07-03,29.2
2012-07-04,30.6
2012-07-05,30.95
2012-07-06,29.95
2012-07-09,29.8
2012-07-10,29.9
2012-07-11,29.8
2012-07-12,29.45
2012-07-13,29.3
2012-07-16,28.5
2012-07-17,27.85
2012-07-18,28.7
2012-07-19,29.2
2012-07-20,28.65
2012-07-23,28.3
2012-07-24,28.5
2012-07-25,28.2
2012-07-26,27.3
2012-07-27,26.8
2012-07-30,27.4
2012-07-31,27.5
2012-08-01,27.4
2012-08-02,27.35
2012-08-03,27.1
2012-08-06,26.8
2012-08-07,26.95
2012-08-08,27.2
2012-08-09,26.8
2012-08-10,26.85
2012-08-13,26.8
2012-08-14,28.2
2012-08-16,28.55
2012-08-17,27.65
2012-08-21,28.0
2012-08-22,27.75
2012-08-23,29.4
2012-08-24,28.85
2012-08-27,31.3
2012-08-28,28.85
2012-08-29,27.7
2012-08-30,27.1
2012-08-31,27.6
2012-09-03,27.1
2012-09-04,29.3
2012-09-05,27.9
2012-09-06,27.35
2012-09-07,27.6
2012-09-08,27.45
2012-09-10,27.75
2012-09-11,28.15
2012-09-12,28.7
2012-09-13,29.9
2012-09-14,29.4
2012-09-17,28.95
2012-09-18,28.85
2012-09-20,28.65
2012-09-21,29.25
2012-09-24,29.3
2012-09-25,29.8
2012-09-26,31.25
2012-09-27,29.9
2012-09-28,29.8
2012-10-01,29.75
2012-10-03,30.0
2012-10-04,30.35
2012-10-05,29.8
2012-10-08,30.1
2012-10-09,29.9
2012-10-10,28.9
2012-10-11,29.2
2012-10-12,28.8
2012-10-15,28.95
2012-10-16,28.9
2012-10-17,29.05
2012-10-18,28.95
2012-10-19,28.9
2012-10-22,28.7
2012-10-23,28.75
2012-10-25,28.8
2012-10-26,28.15
2012-10-29,27.75
2012-10-30,27.35
2012-10-31,27.65
2012-11-01,27.8
2012-11-02,27.75
2012-11-05,27.35
2012-11-06,27.45
2012-11-07,27.8
2012-11-08,27.85
2012-11-09,27.3
2012-11-12,27.3
2012-11-13,27.55
2012-11-15,27.6
2012-11-16,27.2
2012-11-19,27.0
2012-11-20,26.45
2012-11-21,26.55
2012-11-22,26.35
2012-11-23,25.9
2012-11-26,26.1
2012-11-27,30.05
2012-11-29,31.25
2012-11-30,32.45
2012-12-03,31.0
2012-12-04,30.85
2012-12-05,30.1
2012-12-06,29.45
2012-12-07,29.6
2012-12-10,28.8
2012-12-11,28.55
2012-12-12,29.2
2012-12-13,29.3
2012-12-14,29.4
2012-12-17,28.85
2012-12-18,29.55
2012-12-19,29.8
2012-12-20,31.05
2012-12-21,31.6
2012-12-24,31.3
2012-12-26,30.65
2012-12-27,29.8
2012-12-28,29.7
2012-12-31,29.25
