Date,ADSL
2012-01-02,20.0
2012-01-03,20.7
2012-01-04,20.5
2012-01-05,20.0
2012-01-06,20.15
2012-01-07,20.45
2012-01-09,20.35
2012-01-10,22.35
2012-01-11,24.55
2012-01-12,24.9
2012-01-13,24.25
2012-01-16,23.75
2012-01-17,26.1
2012-01-18,28.7
2012-01-19,27.9
2012-01-20,27.7
2012-01-23,26.55
2012-01-24,26.95
2012-01-25,27.7
2012-01-27,27.2
2012-01-30,26.25
2012-01-31,27.6
2012-02-01,27.7
2012-02-02,26.9
2012-02-03,27.25
2012-02-06,28.2
2012-02-07,27.3
2012-02-08,27.55
2012-02-09,30.3
2012-02-10,31.0
2012-02-13,28.8
2012-02-14,29.75
2012-02-15,29.95
2012-02-16,29.35
2012-02-17,29.25
2012-02-21,29.25
2012-02-22,27.35
2012-02-23,26.8
2012-02-24,26.2
2012-02-27,25.6
2012-02-28,27.05
2012-02-29,27.6
2012-03-01,27.2
2012-03-02,27.2
2012-03-03,26.9
2012-03-05,26.35
2012-03-06,26.05
2012-03-07,25.75
2012-03-09,25.95
2012-03-12,26.55
2012-03-13,26.35
2012-03-14,26.4
2012-03-15,25.4
2012-03-16,25.0
2012-03-19,24.3
2012-03-20,23.95
2012-03-21,24.3
2012-03-22,24.05
2012-03-23,24.0
2012-03-26,23.4
2012-03-27,23.0
2012-03-28,22.55
2012-03-29,22.95
2012-03-30,23.2
2012-04-02,23.8
2012-04-03,28.55
2012-04-04,30.45
2012-04-09,29.7
2012-04-10,30.0
2012-04-11,29.95
2012-04-12,30.05
2012-04-13,28.3
2012-04-16,28.6
2012-04-17,28.15
2012-04-18,28.3
2012-04-19,28.3
2012-04-20,27.7
2012-04-23,26.6
2012-04-24,27.55
2012-04-25,26.65
2012-04-26,26.5
2012-04-27,25.9
2012-04-28,26.2
2012-04-30,26.5
2012-05-02,26.35
2012-05-03,25.6
2012-05-04,24.6
2012-05-07,26.15
2012-05-08,25.25
2012-05-09,23.85
2012-05-10,23.35
2012-05-11,23.65
2012-05-14,22.8
2012-05-15,21.7
2012-05-16,22.55
2012-05-17,21.95
2012-05-18,21.15
2012-05-21,21.3
2012-05-22,22.0
2012-05-23,22.55
2012-05-24,27.05
2012-05-25,28.8
2012-05-28,27.65
2012-05-29,26.7
2012-05-30,26.75
2012-05-31,26.8
2012-06-01,24.95
2012-06-04,24.0
2012-06-05,24.75
2012-06-06,26.7
2012-06-07,26.35
2012-06-08,26.1
2012-06-11,27.0
2012-06-12,27.1
2012-06-13,26.15
2012-06-14,25.3
2012-06-15,25.9
2012-06-18,25.4
2012-06-19,25.05
2012-06-20,26.15
2012-06-21,25.8
2012-06-22,25.4
2012-06-25,25.8
2012-06-26,25.65
2012-06-27,25.45
2012-06-28,24.95
2012-06-29,25.4
2012-07-02,25.3
2012-07-03,26.1
2012-07-04,28.9
2012-07-05,28.0
2012-07-06,28.3
2012-07-09,27.15
2012-07-09,27.15
2012-07-10,28.05
2012-07-11,27.5
2012-07-12,26.6
2012-07-13,26.55
2012-07-16,25.75
2012-07-17,27.15
2012-07-18,27.95
2012-07-19,26.9
2012-07-20,26.55
2012-07-23,26.1
2012-07-24,25.9
2012-07-25,25.65
2012-07-26,24.7
2012-07-27,24.55
2012-07-30,25.2
2012-07-31,25.0
2012-08-01,25.3
2012-08-02,26.25
2012-08-03,26.35
2012-08-06,25.55
2012-08-07,25.5
2012-08-08,25.2
2012-08-09,24.85
2012-08-10,24.75
2012-08-13,24.8
2012-08-14,24.6
2012-08-16,24.7
2012-08-17,24.9
2012-08-21,24.95
2012-08-22,24.45
2012-08-23,23.8
2012-08-24,23.3
2012-08-27,23.25
2012-08-28,22.4
2012-08-29,21.85
2012-08-30,22.4
2012-08-31,21.85
2012-09-03,21.35
2012-09-04,21.8
2012-09-05,21.35
2012-09-06,21.65
2012-09-07,21.85
2012-09-08,22.4
2012-09-10,23.75
2012-09-11,23.45
2012-09-12,24.3
2012-09-13,22.85
2012-09-14,23.05
2012-09-17,23.3
2012-09-18,23.5
2012-09-20,23.4
2012-09-21,23.45
2012-09-24,23.35
2012-09-25,23.2
2012-09-26,23.2
2012-09-27,23.3
2012-09-28,23.35
2012-10-01,24.15
2012-10-03,23.75
2012-10-04,25.7
2012-10-05,24.55
2012-10-08,24.65
2012-10-09,24.45
2012-10-10,23.9
2012-10-11,23.95
2012-10-12,23.7
2012-10-15,24.0
2012-10-16,23.8
2012-10-17,23.5
2012-10-18,23.4
2012-10-19,23.35
2012-10-22,23.2
2012-10-23,23.2
2012-10-25,23.2
2012-10-26,22.45
2012-10-29,21.95
2012-10-30,21.45
2012-10-31,21.55
2012-11-01,22.25
2012-11-02,22.5
2012-11-05,22.25
2012-11-06,22.0
2012-11-07,22.5
2012-11-08,22.25
2012-11-09,21.85
2012-11-12,21.45
2012-11-13,21.75
2012-11-15,21.5
2012-11-16,21.2
2012-11-19,20.8
2012-11-20,20.25
2012-11-21,20.2
2012-11-22,19.65
2012-11-23,20.1
2012-11-26,20.2
2012-11-27,20.4
2012-11-29,21.45
2012-11-30,21.0
2012-12-03,21.4
2012-12-04,21.15
2012-12-05,21.8
2012-12-06,21.7
2012-12-07,22.0
2012-12-10,21.45
2012-12-11,20.9
2012-12-12,20.85
2012-12-13,20.6
2012-12-14,20.5
2012-12-17,20.4
2012-12-18,20.15
2012-12-19,20.4
2012-12-20,20.45
2012-12-21,20.05
2012-12-24,19.7
2012-12-26,19.45
2012-12-27,19.65
2012-12-28,19.75
2012-12-31,19.45
