Date,SUBROS
2012-01-02,21.1
2012-01-03,22.15
2012-01-04,22.4
2012-01-05,22.3
2012-01-06,22.5
2012-01-07,22.65
2012-01-09,22.2
2012-01-10,23.25
2012-01-11,23.15
2012-01-12,23.45
2012-01-13,24.1
2012-01-16,24.15
2012-01-17,24.85
2012-01-18,24.3
2012-01-19,24.75
2012-01-20,24.3
2012-01-23,24.3
2012-01-24,23.85
2012-01-25,23.85
2012-01-27,24.35
2012-01-30,24.0
2012-01-31,24.7
2012-02-01,24.95
2012-02-02,25.25
2012-02-03,25.45
2012-02-06,26.1
2012-02-07,25.35
2012-02-08,26.4
2012-02-09,26.75
2012-02-10,25.95
2012-02-13,26.35
2012-02-14,27.05
2012-02-15,27.3
2012-02-16,27.5
2012-02-17,27.35
2012-02-21,28.2
2012-02-22,26.6
2012-02-23,26.3
2012-02-24,26.8
2012-02-27,25.15
2012-02-28,25.7
2012-02-29,25.2
2012-03-01,25.05
2012-03-02,25.5
2012-03-03,25.8
2012-03-05,24.8
2012-03-06,25.1
2012-03-07,24.75
2012-03-09,25.05
2012-03-12,25.5
2012-03-13,25.35
2012-03-14,26.15
2012-03-15,26.35
2012-03-16,26.05
2012-03-19,25.95
2012-03-20,25.8
2012-03-21,25.8
2012-03-22,24.6
2012-03-23,24.65
2012-03-26,24.0
2012-03-27,24.15
2012-03-28,24.35
2012-03-29,24.25
2012-03-30,24.8
2012-04-02,25.75
2012-04-03,25.95
2012-04-04,25.25
2012-04-09,25.35
2012-04-10,25.55
2012-04-11,30.55
2012-04-12,34.35
2012-04-13,33.2
2012-04-16,34.5
2012-04-17,35.95
2012-04-18,38.25
2012-04-19,38.45
2012-04-20,34.95
2012-04-23,33.35
2012-04-24,32.35
2012-04-25,32.65
2012-04-26,32.9
2012-04-27,31.6
2012-04-28,31.9
2012-04-30,31.6
2012-05-02,32.2
2012-05-03,30.85
2012-05-04,30.65
2012-05-07,31.35
2012-05-08,31.15
2012-05-09,30.6
2012-05-10,32.0
2012-05-11,30.3
2012-05-14,29.45
2012-05-15,29.5
2012-05-16,30.7
2012-05-17,29.75
2012-05-18,29.3
2012-05-21,29.25
2012-05-22,31.05
2012-05-23,30.5
2012-05-24,30.65
2012-05-25,30.5
2012-05-28,31.9
2012-05-29,33.35
2012-05-30,32.75
2012-05-31,32.85
2012-06-01,32.2
2012-06-04,31.9
2012-06-05,31.35
2012-06-06,31.95
2012-06-07,33.4
2012-06-08,32.85
2012-06-11,32.4
2012-06-12,32.85
2012-06-13,32.25
2012-06-14,32.1
2012-06-15,31.75
2012-06-18,31.55
2012-06-19,31.0
2012-06-20,31.0
2012-06-21,31.5
2012-06-22,31.5
2012-06-25,31.7
2012-06-26,31.4
2012-06-27,33.85
2012-06-28,33.85
2012-06-29,37.5
2012-07-02,36.7
2012-07-03,35.7
2012-07-04,35.3
2012-07-05,34.85
2012-07-06,35.1
2012-07-09,34.2
2012-07-10,33.95
2012-07-11,34.9
2012-07-12,34.4
2012-07-13,35.1
2012-07-16,34.75
2012-07-17,33.7
2012-07-18,33.4
2012-07-19,32.9
2012-07-20,32.4
2012-07-23,31.75
2012-07-24,31.2
2012-07-25,29.6
2012-07-26,29.15
2012-07-27,28.65
2012-07-30,29.85
2012-07-31,28.8
2012-08-01,28.35
2012-08-02,28.8
2012-08-03,29.45
2012-08-06,29.6
2012-08-07,29.5
2012-08-08,29.25
2012-08-09,28.2
2012-08-10,28.05
2012-08-13,28.1
2012-08-14,27.85
2012-08-16,28.5
2012-08-17,28.4
2012-08-21,30.65
2012-08-22,30.3
2012-08-23,29.0
2012-08-24,28.45
2012-08-27,28.0
2012-08-28,27.95
2012-08-29,28.55
2012-08-30,27.55
2012-08-31,27.2
2012-09-03,27.25
2012-09-04,27.35
2012-09-05,27.3
2012-09-06,27.15
2012-09-07,26.55
2012-09-08,26.8
2012-09-10,26.65
2012-09-11,27.3
2012-09-12,29.85
2012-09-13,31.45
2012-09-14,30.35
2012-09-17,29.2
2012-09-18,29.15
2012-09-20,28.7
2012-09-21,28.85
2012-09-24,29.2
2012-09-25,29.0
2012-09-26,29.75
2012-09-27,30.05
2012-09-28,29.45
2012-10-01,29.8
2012-10-03,29.7
2012-10-04,29.85
2012-10-05,29.2
2012-10-08,28.65
2012-10-09,29.65
2012-10-10,29.15
2012-10-11,28.9
2012-10-12,29.15
2012-10-15,30.6
2012-10-16,29.85
2012-10-17,29.25
2012-10-18,29.95
2012-10-19,29.3
2012-10-22,28.85
2012-10-23,29.05
2012-10-25,28.3
2012-10-26,28.35
2012-10-29,28.15
2012-10-30,28.05
2012-10-31,26.55
2012-11-01,27.3
2012-11-02,30.95
2012-11-05,32.75
2012-11-06,31.75
2012-11-07,31.25
2012-11-08,31.8
2012-11-09,31.0
2012-11-12,30.15
2012-11-13,30.35
2012-11-15,30.2
2012-11-16,29.95
2012-11-19,29.5
2012-11-20,31.3
2012-11-21,30.15
2012-11-22,29.7
2012-11-23,30.0
2012-11-26,30.7
2012-11-27,30.6
2012-11-29,31.45
2012-11-30,33.0
2012-12-03,32.2
2012-12-04,31.1
2012-12-05,31.15
2012-12-06,31.0
2012-12-07,30.45
2012-12-10,30.55
2012-12-11,30.15
2012-12-12,30.15
2012-12-13,29.9
2012-12-14,30.3
2012-12-17,31.1
2012-12-18,30.85
2012-12-19,30.65
2012-12-20,30.15
2012-12-21,29.6
2012-12-24,29.6
2012-12-26,30.3
2012-12-27,30.45
2012-12-28,29.85
2012-12-31,29.8
