Date,GODREJCP
2012-01-02,372.25
2012-01-03,382.8
2012-01-04,382.5
2012-01-05,385.25
2012-01-06,382.3
2012-01-07,384.6
2012-01-09,386.15
2012-01-10,388.8
2012-01-11,388.75
2012-01-12,388.15
2012-01-13,388.15
2012-01-16,393.6
2012-01-17,402.0
2012-01-18,399.95
2012-01-19,400.0
2012-01-20,402.8
2012-01-23,419.2
2012-01-24,410.45
2012-01-25,419.15
2012-01-27,433.05
2012-01-30,435.25
2012-01-31,445.65
2012-02-01,439.95
2012-02-02,434.45
2012-02-03,441.05
2012-02-06,443.15
2012-02-07,443.45
2012-02-08,446.95
2012-02-09,448.75
2012-02-10,445.75
2012-02-13,443.2
2012-02-14,435.3
2012-02-15,435.3
2012-02-16,436.95
2012-02-17,440.25
2012-02-21,444.95
2012-02-22,437.65
2012-02-23,450.2
2012-02-24,451.8
2012-02-27,447.8
2012-02-28,446.75
2012-02-29,450.5
2012-03-01,446.4
2012-03-02,449.85
2012-03-03,449.4
2012-03-05,445.3
2012-03-06,447.5
2012-03-07,447.85
2012-03-09,446.95
2012-03-12,438.65
2012-03-13,444.2
2012-03-14,443.85
2012-03-15,444.8
2012-03-16,446.25
2012-03-19,452.8
2012-03-20,471.75
2012-03-21,479.55
2012-03-22,482.65
2012-03-23,472.1
2012-03-26,477.7
2012-03-27,474.95
2012-03-28,478.2
2012-03-29,477.9
2012-03-30,480.15
2012-04-02,500.2
2012-04-03,494.75
2012-04-04,493.7
2012-04-09,498.85
2012-04-10,493.15
2012-04-11,490.55
2012-04-12,493.35
2012-04-13,494.2
2012-04-16,489.75
2012-04-17,489.2
2012-04-18,514.8
2012-04-19,521.8
2012-04-20,526.3
2012-04-23,519.6
2012-04-24,514.05
2012-04-25,522.1
2012-04-26,520.1
2012-04-27,523.85
2012-04-28,527.1
2012-04-30,539.1
2012-05-02,546.0
2012-05-03,565.65
2012-05-04,565.55
2012-05-07,552.9
2012-05-08,550.95
2012-05-09,542.55
2012-05-10,529.65
2012-05-11,518.75
2012-05-14,513.7
2012-05-15,518.7
2012-05-16,532.9
2012-05-17,547.5
2012-05-18,554.85
2012-05-21,554.65
2012-05-22,563.35
2012-05-23,557.1
2012-05-24,554.15
2012-05-25,550.7
2012-05-28,566.05
2012-05-29,576.15
2012-05-30,573.3
2012-05-31,580.85
2012-06-01,562.5
2012-06-04,550.7
2012-06-05,574.7
2012-06-06,574.9
2012-06-07,576.35
2012-06-08,561.85
2012-06-11,555.6
2012-06-12,565.6
2012-06-13,549.7
2012-06-14,546.45
2012-06-15,555.05
2012-06-18,552.1
2012-06-19,557.05
2012-06-20,556.4
2012-06-21,556.45
2012-06-22,559.75
2012-06-25,562.05
2012-06-26,564.0
2012-06-27,563.9
2012-06-28,568.15
2012-06-29,574.35
2012-07-02,575.6
2012-07-03,579.95
2012-07-04,579.9
2012-07-05,580.2
2012-07-06,569.95
2012-07-09,570.15
2012-07-09,570.15
2012-07-10,573.25
2012-07-11,568.9
2012-07-12,579.35
2012-07-13,570.95
2012-07-16,577.95
2012-07-17,570.0
2012-07-18,579.25
2012-07-19,576.7
2012-07-20,591.6
2012-07-23,584.95
2012-07-24,608.7
2012-07-25,611.75
2012-07-26,608.7
2012-07-27,638.8
2012-07-30,630.6
2012-07-31,628.05
2012-08-01,629.65
2012-08-02,632.25
2012-08-03,636.25
2012-08-06,617.3
2012-08-07,606.1
2012-08-08,617.85
2012-08-09,623.7
2012-08-10,619.95
2012-08-13,633.05
2012-08-14,631.15
2012-08-16,632.8
2012-08-17,638.05
2012-08-21,666.4
2012-08-22,668.7
2012-08-23,654.85
2012-08-24,654.5
2012-08-27,663.9
2012-08-28,667.6
2012-08-29,679.3
2012-08-30,694.5
2012-08-31,692.3
2012-09-03,681.75
2012-09-04,679.4
2012-09-05,677.05
2012-09-06,678.05
2012-09-07,661.15
2012-09-08,665.55
2012-09-10,660.8
2012-09-11,661.95
2012-09-12,657.65
2012-09-13,660.2
2012-09-14,658.85
2012-09-17,659.2
2012-09-18,649.1
2012-09-20,662.7
2012-09-21,659.95
2012-09-24,663.4
2012-09-25,672.5
2012-09-26,662.95
2012-09-27,674.0
2012-09-28,668.95
2012-10-01,679.05
2012-10-03,701.5
2012-10-04,699.85
2012-10-05,695.2
2012-10-08,695.05
2012-10-09,691.7
2012-10-10,686.8
2012-10-11,669.65
2012-10-12,677.8
2012-10-15,681.85
2012-10-16,674.65
2012-10-17,688.7
2012-10-18,684.95
2012-10-19,688.75
2012-10-22,697.6
2012-10-23,708.35
2012-10-25,730.8
2012-10-26,705.35
2012-10-29,714.6
2012-10-30,726.0
2012-10-31,721.4
2012-11-01,718.4
2012-11-02,724.7
2012-11-05,688.2
2012-11-06,682.1
2012-11-07,700.05
2012-11-08,703.25
2012-11-09,692.55
2012-11-12,694.05
2012-11-13,693.25
2012-11-15,694.2
2012-11-16,677.7
2012-11-19,677.9
2012-11-20,680.6
2012-11-21,673.5
2012-11-22,669.1
2012-11-23,687.95
2012-11-26,688.3
2012-11-27,710.9
2012-11-29,735.65
2012-11-30,736.35
2012-12-03,729.05
2012-12-04,739.55
2012-12-05,729.9
2012-12-06,716.65
2012-12-07,713.3
2012-12-10,719.8
2012-12-11,715.5
2012-12-12,720.1
2012-12-13,722.1
2012-12-14,719.05
2012-12-17,714.05
2012-12-18,725.4
2012-12-19,730.5
2012-12-20,747.25
2012-12-21,744.8
2012-12-24,738.55
2012-12-26,749.7
2012-12-27,726.75
2012-12-28,720.65
2012-12-31,722.15
