Date,APOLLOHOSP
2012-01-02,552.6
2012-01-03,557.15
2012-01-04,568.2
2012-01-05,571.4
2012-01-06,570.9
2012-01-07,576.75
2012-01-09,580.1
2012-01-10,589.15
2012-01-11,608.6
2012-01-12,620.75
2012-01-13,626.9
2012-01-16,634.95
2012-01-17,640.1
2012-01-18,638.35
2012-01-19,622.4
2012-01-20,600.7
2012-01-23,595.05
2012-01-24,593.35
2012-01-25,593.4
2012-01-27,602.65
2012-01-30,598.0
2012-01-31,600.15
2012-02-01,602.65
2012-02-02,596.55
2012-02-03,602.5
2012-02-06,608.2
2012-02-07,607.8
2012-02-08,610.9
2012-02-09,619.1
2012-02-10,624.0
2012-02-13,632.6
2012-02-14,614.45
2012-02-15,624.6
2012-02-16,613.2
2012-02-17,603.65
2012-02-21,581.65
2012-02-22,584.25
2012-02-23,578.0
2012-02-24,573.65
2012-02-27,555.55
2012-02-28,569.65
2012-02-29,579.65
2012-03-01,578.15
2012-03-02,572.95
2012-03-03,571.85
2012-03-05,563.35
2012-03-06,564.8
2012-03-07,589.65
2012-03-09,606.5
2012-03-12,607.25
2012-03-13,618.65
2012-03-14,652.5
2012-03-15,632.35
2012-03-16,606.75
2012-03-19,601.95
2012-03-20,607.85
2012-03-21,633.45
2012-03-22,631.7
2012-03-23,634.4
2012-03-26,644.65
2012-03-27,624.15
2012-03-28,631.0
2012-03-29,649.35
2012-03-30,638.8
2012-04-02,620.45
2012-04-03,622.45
2012-04-04,622.05
2012-04-09,617.25
2012-04-10,616.95
2012-04-11,618.7
2012-04-12,617.15
2012-04-13,603.1
2012-04-16,601.4
2012-04-17,604.55
2012-04-18,602.7
2012-04-19,604.95
2012-04-20,600.85
2012-04-23,601.35
2012-04-24,603.3
2012-04-25,601.6
2012-04-26,610.2
2012-04-27,608.95
2012-04-28,608.55
2012-04-30,630.35
2012-05-02,615.2
2012-05-03,617.65
2012-05-04,616.85
2012-05-07,614.85
2012-05-08,625.4
2012-05-09,640.4
2012-05-10,639.95
2012-05-11,645.9
2012-05-14,631.3
2012-05-15,628.35
2012-05-16,627.2
2012-05-17,620.7
2012-05-18,625.7
2012-05-21,615.4
2012-05-22,633.55
2012-05-23,633.9
2012-05-24,629.35
2012-05-25,636.1
2012-05-28,663.95
2012-05-29,677.95
2012-05-30,651.55
2012-05-31,669.8
2012-06-01,641.15
2012-06-04,667.0
2012-06-05,678.85
2012-06-06,673.7
2012-06-07,679.8
2012-06-08,664.95
2012-06-11,658.5
2012-06-12,650.45
2012-06-13,648.25
2012-06-14,645.65
2012-06-15,633.5
2012-06-18,629.45
2012-06-19,621.55
2012-06-20,625.05
2012-06-21,628.9
2012-06-22,623.05
2012-06-25,615.85
2012-06-26,614.55
2012-06-27,612.65
2012-06-28,610.2
2012-06-29,617.3
2012-07-02,613.6
2012-07-03,632.4
2012-07-04,640.95
2012-07-05,650.0
2012-07-06,644.95
2012-07-09,643.65
2012-07-09,643.65
2012-07-10,643.75
2012-07-11,651.45
2012-07-12,636.45
2012-07-13,635.6
2012-07-16,633.45
2012-07-17,619.65
2012-07-18,626.2
2012-07-19,623.3
2012-07-20,623.8
2012-07-23,616.35
2012-07-24,622.85
2012-07-25,618.9
2012-07-26,611.65
2012-07-27,624.1
2012-07-30,619.9
2012-07-31,630.15
2012-08-01,630.95
2012-08-02,623.2
2012-08-03,622.45
2012-08-06,620.7
2012-08-07,619.15
2012-08-08,613.25
2012-08-09,614.55
2012-08-10,616.55
2012-08-13,614.1
2012-08-14,610.95
2012-08-16,613.8
2012-08-17,625.65
2012-08-21,627.85
2012-08-22,632.05
2012-08-23,638.4
2012-08-24,637.75
2012-08-27,625.6
2012-08-28,631.65
2012-08-29,626.9
2012-08-30,634.2
2012-08-31,628.5
2012-09-03,628.6
2012-09-04,630.05
2012-09-05,635.05
2012-09-06,630.75
2012-09-07,646.95
2012-09-08,645.75
2012-09-10,645.1
2012-09-11,643.85
2012-09-12,657.1
2012-09-13,674.7
2012-09-14,679.05
2012-09-17,684.95
2012-09-18,698.65
2012-09-20,686.1
2012-09-21,687.45
2012-09-24,676.0
2012-09-25,701.3
2012-09-26,716.95
2012-09-27,731.9
2012-09-28,731.25
2012-10-01,769.6
2012-10-03,786.55
2012-10-04,781.95
2012-10-05,777.65
2012-10-08,793.55
2012-10-09,773.95
2012-10-10,735.15
2012-10-11,739.2
2012-10-12,755.7
2012-10-15,750.0
2012-10-16,754.05
2012-10-17,759.8
2012-10-18,744.9
2012-10-19,754.05
2012-10-22,758.75
2012-10-23,760.0
2012-10-25,780.55
2012-10-26,787.05
2012-10-29,779.95
2012-10-30,777.95
2012-10-31,779.95
2012-11-01,764.55
2012-11-02,766.35
2012-11-05,783.05
2012-11-06,821.0
2012-11-07,877.85
2012-11-08,858.95
2012-11-09,804.5
2012-11-12,801.1
2012-11-13,816.0
2012-11-15,793.15
2012-11-16,834.15
2012-11-19,817.9
2012-11-20,855.8
2012-11-21,839.1
2012-11-22,849.65
2012-11-23,848.55
2012-11-26,851.65
2012-11-27,876.6
2012-11-29,805.65
2012-11-30,819.0
2012-12-03,815.6
2012-12-04,805.45
2012-12-05,805.55
2012-12-06,819.65
2012-12-07,810.05
2012-12-10,806.1
2012-12-11,804.6
2012-12-12,809.9
2012-12-13,811.45
2012-12-14,812.85
2012-12-17,811.55
2012-12-18,812.95
2012-12-19,814.4
2012-12-20,806.35
2012-12-21,795.65
2012-12-24,799.45
2012-12-26,803.65
2012-12-27,795.0
2012-12-28,790.25
2012-12-31,787.35
