Date,BEL
2012-01-02,1352.45
2012-01-03,1388.45
2012-01-04,1414.7
2012-01-05,1411.15
2012-01-06,1406.35
2012-01-07,1414.55
2012-01-09,1438.05
2012-01-10,1444.3
2012-01-11,1470.85
2012-01-12,1464.35
2012-01-13,1520.15
2012-01-16,1500.55
2012-01-17,1510.9
2012-01-18,1499.55
2012-01-19,1493.8
2012-01-20,1467.55
2012-01-23,1464.85
2012-01-24,1456.7
2012-01-25,1430.8
2012-01-27,1434.3
2012-01-30,1388.2
2012-01-31,1405.3
2012-02-01,1378.3
2012-02-02,1411.65
2012-02-03,1430.15
2012-02-06,1468.5
2012-02-07,1482.3
2012-02-08,1535.05
2012-02-09,1544.75
2012-02-10,1531.6
2012-02-13,1536.95
2012-02-14,1528.75
2012-02-15,1516.3
2012-02-16,1515.9
2012-02-17,1497.05
2012-02-21,1489.55
2012-02-22,1495.0
2012-02-23,1522.75
2012-02-24,1467.85
2012-02-27,1492.4
2012-02-28,1564.75
2012-02-29,1617.95
2012-03-01,1593.55
2012-03-02,1580.25
2012-03-03,1583.3
2012-03-05,1558.15
2012-03-06,1560.75
2012-03-07,1539.9
2012-03-09,1559.25
2012-03-12,1567.2
2012-03-13,1602.1
2012-03-14,1630.4
2012-03-15,1629.5
2012-03-16,1591.45
2012-03-19,1562.55
2012-03-20,1564.85
2012-03-21,1591.45
2012-03-22,1557.25
2012-03-23,1553.95
2012-03-26,1531.45
2012-03-27,1536.1
2012-03-28,1509.95
2012-03-29,1488.1
2012-03-30,1524.85
2012-04-02,1523.2
2012-04-03,1518.9
2012-04-04,1510.45
2012-04-09,1501.9
2012-04-10,1505.65
2012-04-11,1493.75
2012-04-12,1485.25
2012-04-13,1497.5
2012-04-16,1487.45
2012-04-17,1500.55
2012-04-18,1521.8
2012-04-19,1529.0
2012-04-20,1500.2
2012-04-23,1471.55
2012-04-24,1469.55
2012-04-25,1484.95
2012-04-26,1463.5
2012-04-27,1461.85
2012-04-28,1460.1
2012-04-30,1471.45
2012-05-02,1457.9
2012-05-03,1445.65
2012-05-04,1425.4
2012-05-07,1425.55
2012-05-08,1414.4
2012-05-09,1409.75
2012-05-10,1432.0
2012-05-11,1399.9
2012-05-14,1360.1
2012-05-15,1336.1
2012-05-16,1318.8
2012-05-17,1301.2
2012-05-18,1239.0
2012-05-21,1259.25
2012-05-22,1256.75
2012-05-23,1232.25
2012-05-24,1246.75
2012-05-25,1241.65
2012-05-28,1272.4
2012-05-29,1272.75
2012-05-30,1255.05
2012-05-31,1244.45
2012-06-01,1220.3
