Date,TATAINVEST
2012-01-02,419.2
2012-01-03,428.05
2012-01-04,429.3
2012-01-05,433.7
2012-01-06,432.95
2012-01-07,436.0
2012-01-09,437.05
2012-01-10,443.8
2012-01-11,442.9
2012-01-12,441.55
2012-01-13,437.95
2012-01-16,429.4
2012-01-17,438.8
2012-01-18,436.35
2012-01-19,439.9
2012-01-20,440.65
2012-01-23,438.4
2012-01-24,446.1
2012-01-25,447.9
2012-01-27,444.8
2012-01-30,435.95
2012-01-31,439.2
2012-02-01,441.1
2012-02-02,466.9
2012-02-03,456.35
2012-02-06,455.3
2012-02-07,457.95
2012-02-08,464.65
2012-02-09,494.95
2012-02-10,486.4
2012-02-13,488.25
2012-02-14,484.65
2012-02-15,477.55
2012-02-16,482.2
2012-02-17,482.05
2012-02-21,479.95
2012-02-22,470.4
2012-02-23,470.25
2012-02-24,467.25
2012-02-27,458.0
2012-02-28,463.3
2012-02-29,462.3
2012-03-01,459.9
2012-03-02,460.05
2012-03-03,461.55
2012-03-05,456.95
2012-03-06,453.35
2012-03-07,450.45
2012-03-09,453.75
2012-03-12,461.85
2012-03-13,459.45
2012-03-14,456.95
2012-03-15,456.0
2012-03-16,455.65
2012-03-19,456.25
2012-03-20,455.35
2012-03-21,451.35
2012-03-22,445.4
2012-03-23,443.35
2012-03-26,436.55
2012-03-27,436.15
2012-03-28,435.95
2012-03-29,443.0
2012-03-30,444.4
2012-04-02,450.4
2012-04-03,453.05
2012-04-04,450.75
2012-04-09,453.75
2012-04-10,451.4
2012-04-11,448.95
2012-04-12,448.25
2012-04-13,447.65
2012-04-16,448.85
2012-04-17,454.3
2012-04-18,458.05
2012-04-19,461.35
2012-04-20,461.35
2012-04-23,454.0
2012-04-24,444.0
2012-04-25,445.65
2012-04-26,445.95
2012-04-27,446.4
2012-04-28,450.4
2012-04-30,454.9
2012-05-02,454.75
2012-05-03,448.25
2012-05-04,446.0
2012-05-07,444.6
2012-05-08,442.05
2012-05-09,441.75
2012-05-10,440.75
2012-05-11,439.55
2012-05-14,440.2
2012-05-15,441.05
2012-05-16,440.15
2012-05-17,439.45
2012-05-18,436.05
2012-05-21,440.75
2012-05-22,438.45
2012-05-23,437.5
2012-05-24,442.75
2012-05-25,442.75
2012-05-28,439.1
2012-05-29,442.0
2012-05-30,437.95
2012-05-31,437.85
2012-06-01,439.15
2012-06-04,436.8
2012-06-05,443.4
2012-06-06,444.95
2012-06-07,443.9
2012-06-08,446.05
2012-06-11,450.4
2012-06-12,452.75
2012-06-13,449.6
2012-06-14,446.95
2012-06-15,454.55
2012-06-18,453.5
2012-06-19,450.05
2012-06-20,450.5
2012-06-21,452.85
2012-06-22,450.65
2012-06-25,448.65
2012-06-26,449.95
2012-06-27,462.25
2012-06-28,461.85
2012-06-29,469.45
2012-07-02,476.65
2012-07-03,480.55
2012-07-04,480.8
2012-07-05,488.3
2012-07-06,489.0
2012-07-09,475.3
2012-07-10,484.8
2012-07-11,489.25
2012-07-12,488.3
2012-07-13,492.4
2012-07-16,492.3
2012-07-17,486.4
2012-07-18,458.25
2012-07-19,453.65
2012-07-20,447.85
2012-07-23,441.5
2012-07-24,442.15
2012-07-25,439.0
2012-07-26,433.0
2012-07-27,432.95
2012-07-30,436.2
2012-07-31,441.95
2012-08-01,438.75
2012-08-02,439.35
2012-08-03,440.25
2012-08-06,441.5
2012-08-07,443.7
2012-08-08,434.6
2012-08-09,439.35
2012-08-10,438.65
2012-08-13,438.35
2012-08-14,437.95
2012-08-16,436.15
2012-08-17,436.95
2012-08-21,438.0
2012-08-22,437.35
2012-08-23,436.9
2012-08-24,438.45
2012-08-27,431.55
2012-08-28,429.95
2012-08-29,428.15
2012-08-30,431.75
2012-08-31,426.65
2012-09-03,429.25
2012-09-04,429.7
2012-09-05,424.35
2012-09-06,426.0
2012-09-07,428.05
2012-09-08,429.1
2012-09-10,429.85
2012-09-11,429.65
2012-09-12,430.05
2012-09-13,429.75
2012-09-14,434.55
2012-09-17,439.9
2012-09-18,439.95
2012-09-20,435.7
2012-09-21,440.9
2012-09-24,439.45
2012-09-25,440.4
2012-09-26,440.2
2012-09-27,437.4
2012-09-28,440.7
2012-10-01,443.85
2012-10-03,445.95
2012-10-04,451.75
2012-10-05,452.95
2012-10-08,451.6
2012-10-09,454.4
2012-10-10,451.6
2012-10-11,455.3
2012-10-12,455.0
2012-10-15,455.3
2012-10-16,452.65
2012-10-17,456.35
2012-10-18,455.2
2012-10-19,454.85
2012-10-22,457.15
2012-10-23,456.4
2012-10-25,454.8
2012-10-26,453.15
2012-10-29,448.15
2012-10-30,440.55
2012-10-31,444.2
2012-11-01,443.95
2012-11-02,449.45
2012-11-05,447.4
2012-11-06,450.65
2012-11-07,452.1
2012-11-08,452.25
2012-11-09,450.45
2012-11-12,469.45
2012-11-13,480.85
2012-11-15,478.1
2012-11-16,476.6
2012-11-19,471.6
2012-11-20,459.7
2012-11-21,453.0
2012-11-22,452.6
2012-11-23,452.75
2012-11-26,445.4
2012-11-27,444.55
2012-11-29,446.1
2012-11-30,436.4
2012-12-03,447.35
2012-12-04,453.35
2012-12-05,453.85
2012-12-06,457.75
2012-12-07,457.75
2012-12-10,454.6
2012-12-11,451.95
2012-12-12,453.1
2012-12-13,448.5
2012-12-14,450.45
2012-12-17,455.7
2012-12-18,457.15
2012-12-19,467.7
2012-12-20,466.25
2012-12-21,459.45
2012-12-24,459.25
2012-12-26,459.55
2012-12-27,456.45
2012-12-28,463.65
2012-12-31,462.4
