Date,NOIDATOLL
2012-01-02,19.95
2012-01-03,19.95
2012-01-04,20.6
2012-01-05,20.55
2012-01-06,20.3
2012-01-07,20.5
2012-01-09,20.95
2012-01-10,21.7
2012-01-11,21.4
2012-01-12,21.5
2012-01-13,21.75
2012-01-16,21.9
2012-01-17,21.85
2012-01-18,21.55
2012-01-19,21.6
2012-01-20,21.55
2012-01-23,22.35
2012-01-24,22.0
2012-01-25,22.35
2012-01-27,23.0
2012-01-30,22.25
2012-01-31,22.6
2012-02-01,22.6
2012-02-02,22.3
2012-02-03,22.6
2012-02-06,23.1
2012-02-07,22.55
2012-02-08,22.5
2012-02-09,22.55
2012-02-10,22.35
2012-02-13,22.25
2012-02-14,22.55
2012-02-15,24.05
2012-02-16,25.3
2012-02-17,24.45
2012-02-21,24.25
2012-02-22,22.95
2012-02-23,22.65
2012-02-24,22.45
2012-02-27,22.15
2012-02-28,22.7
2012-02-29,22.65
2012-03-01,22.55
2012-03-02,22.75
2012-03-03,22.55
2012-03-05,23.0
2012-03-06,22.5
2012-03-07,22.6
2012-03-09,22.9
2012-03-12,22.6
2012-03-13,22.8
2012-03-14,22.6
2012-03-15,22.25
2012-03-16,22.15
2012-03-19,22.25
2012-03-20,22.05
2012-03-21,22.45
2012-03-22,22.25
2012-03-23,22.35
2012-03-26,22.1
2012-03-27,22.0
2012-03-28,22.0
2012-03-29,22.45
2012-03-30,22.4
2012-04-02,23.35
2012-04-03,23.35
2012-04-04,23.1
2012-04-09,23.0
2012-04-10,23.15
2012-04-11,24.05
2012-04-12,23.55
2012-04-13,23.4
2012-04-16,23.55
2012-04-17,24.35
2012-04-18,24.65
2012-04-19,24.25
2012-04-20,24.15
2012-04-23,24.5
2012-04-24,24.2
2012-04-25,24.3
2012-04-26,24.55
2012-04-27,24.65
2012-04-28,24.75
2012-04-30,25.55
2012-05-02,25.6
2012-05-03,25.3
2012-05-04,25.3
2012-05-07,24.9
2012-05-08,24.85
2012-05-09,24.0
2012-05-10,23.85
2012-05-11,23.65
2012-05-14,23.65
2012-05-15,23.6
2012-05-16,23.95
2012-05-17,23.95
2012-05-18,24.15
2012-05-21,24.3
2012-05-22,24.45
2012-05-23,24.55
2012-05-24,24.75
2012-05-25,25.05
2012-05-28,24.95
2012-05-29,25.15
2012-05-30,24.75
2012-05-31,24.9
2012-06-01,24.7
2012-06-04,24.65
2012-06-05,25.1
2012-06-06,25.85
2012-06-07,25.35
2012-06-08,25.6
2012-06-11,25.4
2012-06-12,25.25
2012-06-13,25.65
2012-06-14,25.45
2012-06-15,25.1
2012-06-18,25.2
2012-06-19,25.45
2012-06-20,25.75
2012-06-21,25.85
2012-06-22,25.35
2012-06-25,25.3
2012-06-26,25.5
2012-06-27,25.75
2012-06-28,26.1
2012-06-29,25.85
2012-07-02,25.5
2012-07-03,25.5
2012-07-04,26.2
2012-07-05,26.1
2012-07-06,26.4
2012-07-09,26.45
2012-07-09,26.45
2012-07-10,25.85
2012-07-11,25.7
2012-07-12,25.5
2012-07-13,25.5
2012-07-16,25.45
2012-07-17,25.85
2012-07-18,25.55
2012-07-19,25.75
2012-07-20,25.6
2012-07-23,25.4
2012-07-24,25.25
2012-07-25,25.1
2012-07-26,24.5
2012-07-27,24.85
2012-07-30,24.9
2012-07-31,24.4
2012-08-01,25.15
2012-08-02,25.0
2012-08-03,25.2
2012-08-06,25.5
2012-08-07,25.5
2012-08-08,24.85
2012-08-09,26.1
2012-08-10,24.95
2012-08-13,25.3
2012-08-14,25.05
2012-08-16,24.85
2012-08-17,24.95
2012-08-21,24.8
2012-08-22,24.85
2012-08-23,24.85
2012-08-24,25.0
2012-08-27,24.85
2012-08-28,24.8
2012-08-29,24.5
2012-08-30,24.45
2012-08-31,24.4
2012-09-03,24.3
2012-09-04,24.55
2012-09-05,24.55
2012-09-06,25.0
2012-09-07,25.0
2012-09-08,25.0
2012-09-10,25.05
2012-09-11,25.1
2012-09-12,25.15
2012-09-13,24.85
2012-09-14,24.8
2012-09-17,24.85
2012-09-18,24.6
2012-09-20,25.0
2012-09-21,25.0
2012-09-24,25.2
2012-09-25,25.0
2012-09-26,25.0
2012-09-27,25.0
2012-09-28,27.9
2012-10-01,28.65
2012-10-03,27.65
2012-10-04,27.55
2012-10-05,26.7
2012-10-08,26.15
2012-10-09,26.5
2012-10-10,26.0
2012-10-11,26.0
2012-10-12,26.0
2012-10-15,26.05
2012-10-16,25.6
2012-10-17,25.85
2012-10-18,25.85
2012-10-19,25.85
2012-10-22,25.7
2012-10-23,25.7
2012-10-25,25.55
2012-10-26,25.4
2012-10-29,25.2
2012-10-30,24.8
2012-10-31,25.3
2012-11-01,25.15
2012-11-02,24.95
2012-11-05,25.05
2012-11-06,25.5
2012-11-07,24.95
2012-11-08,24.8
2012-11-09,25.05
2012-11-12,26.3
2012-11-13,26.55
2012-11-15,25.75
2012-11-16,25.8
2012-11-19,24.8
2012-11-20,24.45
2012-11-21,24.5
2012-11-22,24.3
2012-11-23,23.8
2012-11-26,23.75
2012-11-27,23.95
2012-11-29,23.9
2012-11-30,24.4
2012-12-03,24.35
2012-12-04,23.95
2012-12-05,23.85
2012-12-06,23.85
2012-12-07,23.85
2012-12-10,24.45
2012-12-11,23.9
2012-12-12,23.85
2012-12-13,23.8
2012-12-14,23.55
2012-12-17,23.6
2012-12-18,24.15
2012-12-19,23.5
2012-12-20,23.15
2012-12-21,23.05
2012-12-24,23.05
2012-12-26,23.05
2012-12-27,22.65
2012-12-28,22.7
2012-12-31,22.5
