Date,NILKAMAL
2012-01-02,185.85
2012-01-03,190.55
2012-01-04,189.0
2012-01-05,188.1
2012-01-06,187.2
2012-01-07,190.95
2012-01-09,192.25
2012-01-10,195.85
2012-01-11,199.25
2012-01-12,204.95
2012-01-13,213.3
2012-01-16,208.45
2012-01-17,216.9
2012-01-18,210.25
2012-01-19,217.25
2012-01-20,205.05
2012-01-23,199.35
2012-01-24,197.95
2012-01-25,198.8
2012-01-27,198.65
2012-01-30,195.45
2012-01-31,195.45
2012-02-01,198.0
2012-02-02,201.2
2012-02-03,199.9
2012-02-06,199.5
2012-02-07,199.5
2012-02-08,236.25
2012-02-09,228.25
2012-02-10,227.2
2012-02-13,227.0
2012-02-14,225.15
2012-02-15,228.65
2012-02-16,234.75
2012-02-17,228.8
2012-02-21,230.25
2012-02-22,222.3
2012-02-23,219.55
2012-02-24,213.75
2012-02-27,205.6
2012-02-28,212.8
2012-02-29,211.75
2012-03-01,210.7
2012-03-02,213.2
2012-03-03,212.1
2012-03-05,222.65
2012-03-06,213.15
2012-03-07,214.55
2012-03-09,214.1
2012-03-12,212.25
2012-03-13,214.6
2012-03-14,232.95
2012-03-15,223.4
2012-03-16,219.45
2012-03-19,214.85
2012-03-20,214.0
2012-03-21,217.95
2012-03-22,214.75
2012-03-23,215.15
2012-03-26,216.5
2012-03-27,213.35
2012-03-28,210.05
2012-03-29,212.5
2012-03-30,214.35
2012-04-02,214.3
2012-04-03,216.8
2012-04-04,219.05
2012-04-09,217.05
2012-04-10,217.65
2012-04-11,218.55
2012-04-12,220.45
2012-04-13,218.0
2012-04-16,219.8
2012-04-17,219.7
2012-04-18,222.05
2012-04-19,242.65
2012-04-20,229.4
2012-04-23,225.85
2012-04-24,228.95
2012-04-25,226.1
2012-04-26,230.15
2012-04-27,228.6
2012-04-28,228.0
2012-04-30,230.05
2012-05-02,233.85
2012-05-03,226.15
2012-05-04,226.05
2012-05-07,228.65
2012-05-08,225.35
2012-05-09,224.35
2012-05-10,229.85
2012-05-11,228.15
2012-05-14,227.85
2012-05-15,224.4
2012-05-16,218.35
2012-05-17,220.6
2012-05-18,217.05
2012-05-21,216.95
2012-05-22,217.05
2012-05-23,214.85
2012-05-24,214.25
2012-05-25,212.4
2012-05-28,213.6
2012-05-29,212.5
2012-05-30,212.75
2012-05-31,211.25
2012-06-01,210.2
2012-06-04,209.2
2012-06-05,209.4
2012-06-06,212.45
2012-06-07,216.1
2012-06-08,219.1
2012-06-11,221.15
2012-06-12,222.8
2012-06-13,220.1
2012-06-14,216.75
2012-06-15,217.7
2012-06-18,217.1
2012-06-19,218.55
2012-06-20,230.7
2012-06-21,233.45
2012-06-22,228.1
2012-06-25,225.8
2012-06-26,224.1
2012-06-27,226.25
2012-06-28,225.5
2012-06-29,231.6
2012-07-02,233.15
2012-07-03,230.85
2012-07-04,227.8
2012-07-05,236.5
2012-07-06,232.8
2012-07-09,229.6
2012-07-09,229.6
2012-07-10,229.5
2012-07-11,228.65
2012-07-12,228.25
2012-07-13,229.6
2012-07-16,230.0
2012-07-17,225.85
2012-07-18,228.9
2012-07-19,230.15
2012-07-20,228.9
2012-07-23,229.6
2012-07-24,225.3
2012-07-25,221.95
2012-07-26,215.7
2012-07-27,213.0
2012-07-30,217.55
2012-07-31,218.45
2012-08-01,218.6
2012-08-02,224.25
2012-08-03,221.4
2012-08-06,217.25
2012-08-07,216.9
2012-08-08,214.5
2012-08-09,211.7
2012-08-10,214.95
2012-08-13,209.65
2012-08-14,209.25
2012-08-16,208.35
2012-08-17,207.55
2012-08-21,206.95
2012-08-22,205.75
2012-08-23,206.1
2012-08-24,207.95
2012-08-27,205.25
2012-08-28,205.65
2012-08-29,203.25
2012-08-30,208.0
2012-08-31,204.9
2012-09-03,205.8
2012-09-04,205.7
2012-09-05,204.4
2012-09-06,203.05
2012-09-07,203.55
2012-09-08,215.25
2012-09-10,212.25
2012-09-11,218.1
2012-09-12,223.55
2012-09-13,218.7
2012-09-14,220.1
2012-09-17,224.2
2012-09-18,220.65
2012-09-20,216.2
2012-09-21,219.95
2012-09-24,216.15
2012-09-25,215.95
2012-09-26,214.8
2012-09-27,214.85
2012-09-28,213.5
2012-10-01,215.0
2012-10-03,214.0
2012-10-04,221.95
2012-10-05,224.95
2012-10-08,223.85
2012-10-09,224.6
2012-10-10,220.9
2012-10-11,217.85
2012-10-12,220.65
2012-10-15,245.35
2012-10-16,241.4
2012-10-17,243.75
2012-10-18,254.7
2012-10-19,255.8
2012-10-22,253.85
2012-10-23,251.25
2012-10-25,267.05
2012-10-26,264.7
2012-10-29,241.75
2012-10-30,234.45
2012-10-31,226.85
2012-11-01,231.1
2012-11-02,235.25
2012-11-05,233.25
2012-11-06,232.75
2012-11-07,235.0
2012-11-08,240.45
2012-11-09,258.85
2012-11-12,256.05
2012-11-13,253.6
2012-11-15,248.2
2012-11-16,245.2
2012-11-19,237.55
2012-11-20,232.3
2012-11-21,239.3
2012-11-22,236.1
2012-11-23,233.8
2012-11-26,236.6
2012-11-27,237.45
2012-11-29,240.15
2012-11-30,238.3
2012-12-03,247.8
2012-12-04,255.95
2012-12-05,248.65
2012-12-06,253.4
2012-12-07,252.7
2012-12-10,246.3
2012-12-11,243.75
2012-12-12,242.45
2012-12-13,237.6
2012-12-14,237.4
2012-12-17,235.85
2012-12-18,234.5
2012-12-19,234.95
2012-12-20,234.55
2012-12-21,230.1
2012-12-24,231.75
2012-12-26,234.8
2012-12-27,234.9
2012-12-28,234.95
2012-12-31,234.8
