Date,MMTC
2012-01-02,518.7
2012-01-03,619.55
2012-01-04,729.85
2012-01-05,780.45
2012-01-06,827.55
2012-01-07,896.4
2012-01-09,967.55
2012-01-10,983.9
2012-01-11,950.05
2012-01-12,947.8
2012-01-13,950.85
2012-01-16,943.35
2012-01-17,913.9
2012-01-18,868.2
2012-01-19,866.2
2012-01-20,845.75
2012-01-23,827.1
2012-01-24,817.75
2012-01-25,832.05
2012-01-27,833.05
2012-01-30,871.0
2012-01-31,892.25
2012-02-01,894.75
2012-02-02,882.15
2012-02-03,861.15
2012-02-06,862.5
2012-02-07,904.35
2012-02-08,895.1
2012-02-09,884.7
2012-02-10,875.2
2012-02-13,859.05
2012-02-14,867.35
2012-02-15,864.5
2012-02-16,862.05
2012-02-17,839.65
2012-02-21,839.6
2012-02-22,857.9
2012-02-23,839.6
2012-02-24,809.15
2012-02-27,770.25
2012-02-28,808.75
2012-02-29,849.15
2012-03-01,864.2
2012-03-02,835.25
2012-03-03,877.0
2012-03-05,834.6
2012-03-06,821.7
2012-03-07,832.45
2012-03-09,827.65
2012-03-12,830.7
2012-03-13,835.7
2012-03-14,834.15
2012-03-15,827.05
2012-03-16,812.9
2012-03-19,791.3
2012-03-20,799.5
2012-03-21,802.55
2012-03-22,812.4
2012-03-23,821.75
2012-03-26,809.3
2012-03-27,809.3
2012-03-28,789.7
2012-03-29,777.95
2012-03-30,784.85
2012-04-02,793.35
2012-04-03,801.9
2012-04-04,796.95
2012-04-09,794.55
2012-04-10,791.6
2012-04-11,789.65
2012-04-12,794.6
2012-04-13,779.85
2012-04-16,770.55
2012-04-17,778.25
2012-04-18,777.4
2012-04-19,772.65
2012-04-20,759.5
2012-04-23,727.8
2012-04-24,714.0
2012-04-25,694.7
2012-04-26,687.6
2012-04-27,674.45
2012-04-28,741.85
2012-04-30,774.6
2012-05-02,805.45
2012-05-03,806.15
2012-05-04,766.25
2012-05-07,747.8
2012-05-08,781.2
2012-05-09,780.6
2012-05-10,779.7
2012-05-11,767.5
2012-05-14,747.75
2012-05-15,761.95
2012-05-16,756.75
2012-05-17,757.75
2012-05-18,742.1
2012-05-21,744.95
2012-05-22,744.55
2012-05-23,732.6
2012-05-24,737.2
2012-05-25,735.7
2012-05-28,742.65
2012-05-29,745.4
2012-05-30,737.65
2012-05-31,719.75
2012-06-01,696.8
2012-06-04,682.1
2012-06-05,683.5
2012-06-06,696.05
2012-06-07,698.6
2012-06-08,692.0
2012-06-11,694.35
2012-06-12,692.65
2012-06-13,692.7
2012-06-14,745.8
2012-06-15,752.65
2012-06-18,739.3
2012-06-19,739.3
2012-06-20,735.1
2012-06-21,739.15
2012-06-22,728.85
2012-06-25,725.3
2012-06-26,720.45
2012-06-27,712.2
2012-06-28,736.65
2012-06-29,738.2
2012-07-02,739.1
2012-07-03,744.2
2012-07-04,746.8
2012-07-05,779.5
2012-07-06,763.6
2012-07-09,750.3
2012-07-09,750.3
2012-07-10,761.95
2012-07-11,754.25
2012-07-12,743.25
2012-07-13,732.8
2012-07-16,720.0
2012-07-17,718.35
2012-07-18,709.55
2012-07-19,720.75
2012-07-20,721.55
2012-07-23,706.15
2012-07-24,709.25
2012-07-25,718.0
2012-07-26,697.2
2012-07-27,691.0
2012-07-30,699.55
2012-07-31,696.95
2012-08-01,702.55
2012-08-02,712.2
2012-08-03,702.25
2012-08-06,706.9
2012-08-07,709.2
2012-08-08,794.95
2012-08-09,774.4
2012-08-10,769.4
2012-08-13,796.3
2012-08-14,792.55
2012-08-16,799.65
2012-08-17,784.5
2012-08-21,775.3
2012-08-22,782.75
2012-08-23,777.35
2012-08-24,767.15
2012-08-27,756.1
2012-08-28,729.1
2012-08-29,717.4
2012-08-30,725.8
2012-08-31,751.35
2012-09-03,753.75
2012-09-04,744.7
2012-09-05,739.45
2012-09-06,755.95
2012-09-07,786.65
2012-09-08,794.25
2012-09-10,773.85
2012-09-11,776.35
2012-09-12,771.45
2012-09-13,778.55
2012-09-14,777.0
2012-09-17,772.85
2012-09-18,778.85
2012-09-20,765.35
2012-09-21,769.95
2012-09-24,773.4
2012-09-25,767.75
2012-09-26,763.45
2012-09-27,764.35
2012-09-28,760.45
2012-10-01,761.25
2012-10-03,757.0
2012-10-04,762.9
2012-10-05,755.05
2012-10-08,751.5
2012-10-09,761.95
2012-10-10,751.55
2012-10-11,750.4
2012-10-12,737.4
2012-10-15,730.95
2012-10-16,727.25
2012-10-17,732.2
2012-10-18,735.05
2012-10-19,726.75
2012-10-22,721.6
2012-10-23,735.05
2012-10-25,723.7
2012-10-26,713.5
2012-10-29,723.2
2012-10-30,709.2
2012-10-31,713.1
2012-11-01,715.7
2012-11-02,763.0
2012-11-05,742.1
2012-11-06,737.0
2012-11-07,733.95
2012-11-08,728.4
2012-11-09,722.35
2012-11-12,717.55
2012-11-13,718.3
2012-11-15,707.5
2012-11-16,709.55
2012-11-19,712.9
2012-11-20,711.2
2012-11-21,706.9
2012-11-22,723.45
2012-11-23,694.05
2012-11-26,673.2
2012-11-27,676.25
2012-11-29,675.65
2012-11-30,676.45
2012-12-03,672.3
2012-12-04,667.65
2012-12-05,678.3
2012-12-06,678.25
2012-12-07,675.45
2012-12-10,672.9
2012-12-11,672.65
2012-12-12,667.15
2012-12-13,658.45
2012-12-14,654.65
2012-12-17,654.75
2012-12-18,651.5
2012-12-19,650.6
2012-12-20,646.8
2012-12-21,645.2
2012-12-24,642.2
2012-12-26,636.05
2012-12-27,633.1
2012-12-28,627.4
2012-12-31,638.5
