Date,GMBREW
2012-01-02,58.95
2012-01-03,63.6
2012-01-04,65.05
2012-01-05,65.45
2012-01-06,62.9
2012-01-07,64.05
2012-01-09,64.75
2012-01-10,67.0
2012-01-11,66.45
2012-01-12,66.6
2012-01-13,69.55
2012-01-16,68.55
2012-01-17,69.3
2012-01-18,68.75
2012-01-19,68.95
2012-01-20,67.75
2012-01-23,70.3
2012-01-24,70.3
2012-01-25,71.0
2012-01-27,72.1
2012-01-30,71.55
2012-01-31,71.1
2012-02-01,72.1
2012-02-02,70.55
2012-02-03,70.75
2012-02-06,72.6
2012-02-07,73.2
2012-02-08,78.05
2012-02-09,79.85
2012-02-10,75.25
2012-02-13,79.7
2012-02-14,79.35
2012-02-15,77.65
2012-02-16,78.3
2012-02-17,80.7
2012-02-21,79.1
2012-02-22,77.5
2012-02-23,77.5
2012-02-24,77.0
2012-02-27,72.05
2012-02-28,74.55
2012-02-29,74.55
2012-03-01,76.35
2012-03-02,74.1
2012-03-03,76.45
2012-03-05,73.1
2012-03-06,73.3
2012-03-07,72.5
2012-03-09,72.55
2012-03-12,75.65
2012-03-13,77.85
2012-03-14,78.3
2012-03-15,77.65
2012-03-16,76.35
2012-03-19,76.2
2012-03-20,73.05
2012-03-21,74.9
2012-03-22,73.8
2012-03-23,73.9
2012-03-26,73.05
2012-03-27,75.1
2012-03-28,75.35
2012-03-29,74.05
2012-03-30,75.95
2012-04-02,77.65
2012-04-03,78.3
2012-04-04,74.15
2012-04-09,70.25
2012-04-10,70.65
2012-04-11,70.45
2012-04-12,71.0
2012-04-13,71.5
2012-04-16,70.65
2012-04-17,73.45
2012-04-18,75.0
2012-04-19,76.0
2012-04-20,76.05
2012-04-23,74.95
2012-04-24,76.0
2012-04-25,75.55
2012-04-26,74.8
2012-04-27,74.2
2012-04-28,75.4
2012-04-30,75.5
2012-05-02,72.05
2012-05-03,71.6
2012-05-04,72.05
2012-05-07,69.95
2012-05-08,69.65
2012-05-09,69.45
2012-05-10,68.0
2012-05-11,67.3
2012-05-14,64.8
2012-05-15,64.5
2012-05-16,64.9
2012-05-17,66.7
2012-05-18,64.3
2012-05-21,65.8
2012-05-22,64.65
2012-05-24,64.8
2012-05-25,66.5
2012-05-28,67.0
2012-05-29,68.15
2012-05-30,66.1
2012-05-31,67.0
2012-06-01,66.15
2012-06-04,66.9
2012-06-05,66.0
2012-06-06,65.65
2012-06-07,65.05
2012-06-08,65.55
2012-06-11,67.95
2012-06-12,66.65
2012-06-13,66.3
2012-06-14,65.95
2012-06-15,66.0
2012-06-18,65.95
2012-06-19,65.5
2012-06-20,67.9
2012-06-21,67.95
2012-06-25,67.9
2012-06-26,68.15
2012-06-27,67.35
2012-06-28,71.05
2012-06-29,70.65
2012-07-02,70.5
2012-07-03,71.35
2012-07-04,78.0
2012-07-05,75.5
2012-07-06,75.95
2012-07-09,74.4
2012-07-09,74.4
2012-07-10,75.3
2012-07-11,75.5
2012-07-12,77.65
2012-07-13,78.35
2012-07-16,80.25
2012-07-17,78.2
2012-07-18,77.05
2012-07-19,77.0
2012-07-20,76.0
2012-07-23,75.2
2012-07-24,75.1
2012-07-25,75.65
2012-07-26,73.7
2012-07-27,73.2
2012-07-30,72.9
2012-07-31,73.2
2012-08-01,71.9
2012-08-02,72.1
2012-08-03,73.85
2012-08-06,74.5
2012-08-07,74.3
2012-08-08,74.8
2012-08-09,73.15
2012-08-10,73.35
2012-08-13,74.4
2012-08-14,74.2
2012-08-16,72.75
2012-08-17,73.2
2012-08-21,72.05
2012-08-22,73.1
2012-08-23,73.2
2012-08-24,72.6
2012-08-27,72.15
2012-08-28,71.5
2012-08-29,71.35
2012-08-30,72.25
2012-08-31,72.55
2012-09-03,72.8
2012-09-04,72.6
2012-09-05,71.95
2012-09-06,72.85
2012-09-07,73.7
2012-09-08,72.55
2012-09-10,76.1
2012-09-11,77.8
2012-09-12,77.15
2012-09-13,78.65
2012-09-14,77.45
2012-09-17,77.5
2012-09-18,78.15
2012-09-20,76.8
2012-09-21,77.8
2012-09-24,77.25
2012-09-25,79.05
2012-09-26,80.2
2012-09-27,80.3
2012-09-28,79.95
2012-10-01,79.9
2012-10-03,83.4
2012-10-04,90.3
2012-10-05,89.45
2012-10-08,88.8
2012-10-09,89.25
2012-10-10,88.15
2012-10-11,86.8
2012-10-12,79.95
2012-10-15,78.4
2012-10-16,78.75
2012-10-17,79.35
2012-10-18,79.0
2012-10-19,77.55
2012-10-22,77.15
2012-10-23,77.8
2012-10-25,78.5
2012-10-26,76.75
2012-10-29,75.55
2012-10-30,73.3
2012-10-31,78.95
2012-11-01,79.7
2012-11-02,78.4
2012-11-05,78.25
2012-11-06,78.35
2012-11-07,79.15
2012-11-08,78.6
2012-11-09,81.9
2012-11-12,98.25
2012-11-13,96.25
2012-11-15,96.3
2012-11-16,91.4
2012-11-19,89.2
2012-11-20,89.45
2012-11-21,88.6
2012-11-22,88.2
2012-11-23,85.65
2012-11-26,84.45
2012-11-27,85.95
2012-11-29,86.45
2012-11-30,85.9
2012-12-03,84.2
2012-12-04,89.15
2012-12-05,86.2
2012-12-06,85.6
2012-12-07,85.4
2012-12-10,84.9
2012-12-11,84.2
2012-12-12,83.0
2012-12-13,78.65
2012-12-14,79.15
2012-12-17,78.55
2012-12-18,78.1
2012-12-19,78.0
2012-12-20,78.85
2012-12-21,77.8
2012-12-24,78.75
2012-12-26,80.85
2012-12-27,80.75
2012-12-28,81.05
2012-12-31,82.1
