Date,TVSMOTOR
2012-01-02,48.3
2012-01-03,48.8
2012-01-04,48.2
2012-01-05,47.95
2012-01-06,46.7
2012-01-07,47.25
2012-01-09,46.8
2012-01-10,48.25
2012-01-11,48.75
2012-01-12,48.0
2012-01-13,49.35
2012-01-16,48.85
2012-01-17,49.35
2012-01-18,49.1
2012-01-19,49.85
2012-01-20,51.3
2012-01-23,50.9
2012-01-24,51.85
2012-01-25,53.55
2012-01-27,53.65
2012-01-30,50.95
2012-01-31,52.45
2012-02-01,52.6
2012-02-02,51.95
2012-02-03,51.55
2012-02-06,51.0
2012-02-07,49.45
2012-02-08,49.75
2012-02-09,52.1
2012-02-10,50.6
2012-02-13,50.3
2012-02-14,51.95
2012-02-15,53.5
2012-02-16,53.75
2012-02-17,53.3
2012-02-21,53.25
2012-02-22,50.65
2012-02-23,50.35
2012-02-24,48.9
2012-02-27,46.9
2012-02-28,47.95
2012-02-29,47.25
2012-03-01,47.25
2012-03-02,46.1
2012-03-03,46.35
2012-03-05,44.3
2012-03-06,43.55
2012-03-07,43.1
2012-03-09,44.55
2012-03-12,44.4
2012-03-13,44.9
2012-03-14,45.1
2012-03-15,43.45
2012-03-16,43.65
2012-03-19,42.6
2012-03-20,41.8
2012-03-21,42.35
2012-03-22,41.6
2012-03-23,41.7
2012-03-26,39.7
2012-03-27,38.65
2012-03-28,37.9
2012-03-29,37.1
2012-03-30,41.0
2012-04-02,43.15
2012-04-03,42.2
2012-04-04,42.85
2012-04-09,41.15
2012-04-10,40.9
2012-04-11,40.25
2012-04-12,41.65
2012-04-13,40.35
2012-04-16,41.3
2012-04-17,41.25
2012-04-18,41.2
2012-04-19,41.2
2012-04-20,40.65
2012-04-23,39.05
2012-04-24,38.8
2012-04-25,39.95
2012-04-26,39.2
2012-04-27,38.3
2012-04-28,38.95
2012-04-30,41.0
2012-05-02,41.5
2012-05-03,39.1
2012-05-04,38.8
2012-05-07,39.45
2012-05-08,37.75
2012-05-09,37.05
2012-05-10,36.0
2012-05-11,35.4
2012-05-14,34.45
2012-05-15,34.5
2012-05-16,33.75
2012-05-17,33.1
2012-05-18,32.9
2012-05-21,33.65
2012-05-22,33.6
2012-05-23,33.0
2012-05-24,33.35
2012-05-25,33.95
2012-05-28,35.5
2012-05-29,35.1
2012-05-30,34.15
2012-05-31,33.95
2012-06-01,33.2
2012-06-04,32.45
2012-06-05,32.6
2012-06-06,33.4
2012-06-07,33.1
2012-06-08,32.8
2012-06-11,33.2
2012-06-12,33.25
2012-06-13,33.5
2012-06-14,32.95
2012-06-15,33.35
2012-06-18,32.9
2012-06-19,32.6
2012-06-20,33.2
2012-06-21,33.85
2012-06-22,33.95
2012-06-25,34.0
2012-06-26,34.1
2012-06-27,33.95
2012-06-28,34.0
2012-06-29,36.45
2012-07-02,35.6
2012-07-03,35.05
2012-07-04,35.4
2012-07-05,37.0
2012-07-06,36.65
2012-07-09,39.5
2012-07-10,39.8
2012-07-11,41.1
2012-07-12,40.75
2012-07-13,41.45
2012-07-16,40.15
2012-07-17,39.2
2012-07-18,40.1
2012-07-19,39.65
2012-07-20,40.0
2012-07-23,39.0
2012-07-24,39.0
2012-07-25,37.95
2012-07-26,38.05
2012-07-27,37.75
2012-07-30,38.4
2012-07-31,37.9
2012-08-01,38.65
2012-08-02,38.1
2012-08-03,37.75
2012-08-06,38.55
2012-08-07,39.0
2012-08-08,38.35
2012-08-09,39.15
2012-08-10,39.35
2012-08-13,39.8
2012-08-14,40.35
2012-08-16,40.45
2012-08-17,39.95
2012-08-21,39.9
2012-08-22,39.4
2012-08-23,38.95
2012-08-24,40.4
2012-08-27,39.75
2012-08-28,38.9
2012-08-29,38.2
2012-08-30,39.6
2012-08-31,38.7
2012-09-03,36.65
2012-09-04,37.65
2012-09-05,37.65
2012-09-06,38.0
2012-09-07,37.75
2012-09-08,37.75
2012-09-10,37.7
2012-09-11,37.75
2012-09-12,37.75
2012-09-13,38.65
2012-09-14,39.95
2012-09-17,40.05
2012-09-18,41.75
2012-09-20,42.6
2012-09-21,42.7
2012-09-24,42.75
2012-09-25,43.0
2012-09-26,42.5
2012-09-27,42.0
2012-09-28,42.3
2012-10-01,44.35
2012-10-03,44.85
2012-10-04,46.1
2012-10-05,45.3
2012-10-08,44.4
2012-10-09,43.1
2012-10-10,41.4
2012-10-11,41.0
2012-10-12,41.65
2012-10-15,41.85
2012-10-16,40.5
2012-10-17,40.9
2012-10-18,41.05
2012-10-19,42.7
2012-10-22,41.7
2012-10-23,40.95
2012-10-25,40.3
2012-10-26,41.25
2012-10-29,41.1
2012-10-30,39.95
2012-10-31,38.6
2012-11-01,38.75
2012-11-02,38.8
2012-11-05,38.45
2012-11-06,38.45
2012-11-07,38.45
2012-11-08,38.35
2012-11-09,38.25
2012-11-12,38.55
2012-11-13,39.65
2012-11-15,38.5
2012-11-16,38.1
2012-11-19,37.8
2012-11-20,37.45
2012-11-21,37.65
2012-11-22,36.9
2012-11-23,37.0
2012-11-26,37.1
2012-11-27,37.2
2012-11-29,38.5
2012-11-30,39.0
2012-12-03,40.0
2012-12-04,40.55
2012-12-05,39.95
2012-12-06,39.35
2012-12-07,39.25
2012-12-10,39.3
2012-12-11,38.6
2012-12-12,39.35
2012-12-13,38.4
2012-12-14,38.65
2012-12-17,39.95
2012-12-18,40.2
2012-12-19,40.5
2012-12-20,42.0
2012-12-21,42.05
2012-12-24,42.7
2012-12-26,42.9
2012-12-27,42.7
2012-12-28,41.9
2012-12-31,41.85
