Date,CENTURYTEX
2012-01-02,221.75
2012-01-03,231.05
2012-01-04,226.05
2012-01-05,218.1
2012-01-06,220.55
2012-01-07,222.85
2012-01-09,223.85
2012-01-10,234.3
2012-01-11,236.75
2012-01-12,238.4
2012-01-13,244.1
2012-01-16,240.4
2012-01-17,244.4
2012-01-18,243.2
2012-01-19,249.85
2012-01-20,253.05
2012-01-23,252.05
2012-01-24,264.1
2012-01-25,271.85
2012-01-27,271.55
2012-01-30,262.0
2012-01-31,279.65
2012-02-01,287.5
2012-02-02,293.05
2012-02-03,294.55
2012-02-06,310.9
2012-02-07,304.6
2012-02-08,313.55
2012-02-09,317.0
2012-02-10,313.25
2012-02-13,305.2
2012-02-14,309.7
2012-02-15,329.6
2012-02-16,333.75
2012-02-17,335.8
2012-02-21,336.1
2012-02-22,315.45
2012-02-23,311.9
2012-02-24,308.3
2012-02-27,292.05
2012-02-28,308.5
2012-02-29,316.6
2012-03-01,315.95
2012-03-02,316.65
2012-03-03,316.35
2012-03-05,307.7
2012-03-06,294.2
2012-03-07,304.9
2012-03-09,321.0
2012-03-12,319.15
2012-03-13,335.4
2012-03-14,328.3
2012-03-15,313.25
2012-03-16,310.6
2012-03-19,309.0
2012-03-20,313.15
2012-03-21,346.9
2012-03-22,327.05
2012-03-23,358.55
2012-03-26,343.5
2012-03-27,350.6
2012-03-28,353.35
2012-03-29,368.3
2012-03-30,368.85
2012-04-02,376.45
2012-04-03,383.8
2012-04-04,382.95
2012-04-09,371.75
2012-04-10,367.7
2012-04-11,345.35
2012-04-12,351.15
2012-04-13,344.65
2012-04-16,347.9
2012-04-17,369.35
2012-04-18,369.6
2012-04-19,374.4
2012-04-20,355.25
2012-04-23,341.4
2012-04-24,346.05
2012-04-25,338.3
2012-04-26,334.5
2012-04-27,332.5
2012-04-28,335.55
2012-04-30,327.45
2012-05-02,315.55
2012-05-03,311.25
2012-05-04,302.8
2012-05-07,309.95
2012-05-08,297.3
2012-05-09,290.5
2012-05-10,279.65
2012-05-11,278.6
2012-05-14,268.15
2012-05-15,280.65
2012-05-16,277.15
2012-05-17,278.3
2012-05-18,274.6
2012-05-21,280.7
2012-05-22,271.65
2012-05-23,270.2
2012-05-24,279.05
2012-05-25,278.8
2012-05-28,280.85
2012-05-29,280.85
2012-05-30,273.95
2012-05-31,271.5
2012-06-01,261.05
2012-06-04,263.2
2012-06-05,261.15
2012-06-06,269.35
2012-06-07,274.45
2012-06-08,271.9
2012-06-11,274.95
2012-06-12,280.95
2012-06-13,277.35
2012-06-14,268.95
2012-06-15,273.6
2012-06-18,267.05
2012-06-19,274.9
2012-06-20,288.75
2012-06-21,297.15
2012-06-22,289.55
2012-06-25,287.55
2012-06-26,290.2
2012-06-27,290.6
2012-06-28,299.8
2012-06-29,309.6
2012-07-02,313.75
2012-07-03,317.5
2012-07-04,317.55
2012-07-05,323.15
2012-07-06,323.7
2012-07-09,315.8
2012-07-09,315.8
2012-07-10,323.6
2012-07-11,323.95
2012-07-12,314.35
2012-07-13,315.45
2012-07-16,303.9
2012-07-17,302.7
2012-07-18,318.2
2012-07-19,317.95
2012-07-20,311.85
2012-07-23,308.65
2012-07-24,306.9
2012-07-25,303.95
2012-07-26,289.1
2012-07-27,283.55
2012-07-30,293.3
2012-07-31,290.2
2012-08-01,307.7
2012-08-02,304.85
2012-08-03,304.75
2012-08-06,305.45
2012-08-07,308.1
2012-08-08,307.15
2012-08-09,317.65
2012-08-10,319.4
2012-08-13,325.7
2012-08-14,326.9
2012-08-16,331.1
2012-08-17,321.6
2012-08-21,324.4
2012-08-22,320.55
2012-08-23,321.8
2012-08-24,320.05
2012-08-27,312.15
2012-08-28,313.7
2012-08-29,310.05
2012-08-30,316.15
2012-08-31,313.3
2012-09-03,324.0
2012-09-04,324.45
2012-09-05,315.85
2012-09-06,319.5
2012-09-07,323.25
2012-09-08,325.0
2012-09-10,338.9
2012-09-11,347.4
2012-09-12,344.4
2012-09-13,346.5
2012-09-14,351.6
2012-09-17,347.25
2012-09-18,347.35
2012-09-20,337.15
2012-09-21,344.65
2012-09-24,348.65
2012-09-25,359.7
2012-09-26,357.55
2012-09-27,357.55
2012-09-28,359.2
2012-10-01,369.75
2012-10-03,376.4
2012-10-04,374.2
2012-10-05,371.1
2012-10-08,365.3
2012-10-09,368.75
2012-10-10,367.0
2012-10-11,374.5
2012-10-12,390.9
2012-10-15,392.45
2012-10-16,384.9
2012-10-17,381.35
2012-10-18,403.25
2012-10-19,398.2
2012-10-22,399.4
2012-10-23,396.1
2012-10-25,394.25
2012-10-26,382.8
2012-10-29,386.55
2012-10-30,377.1
2012-10-31,386.6
2012-11-01,385.85
2012-11-02,396.95
2012-11-05,399.35
2012-11-06,402.55
2012-11-07,404.15
2012-11-08,398.3
2012-11-09,390.25
2012-11-12,392.8
2012-11-13,390.3
2012-11-15,388.45
2012-11-16,394.0
2012-11-19,387.1
2012-11-20,378.05
2012-11-21,382.5
2012-11-22,388.55
2012-11-23,384.9
2012-11-26,382.6
2012-11-27,399.5
2012-11-29,416.85
2012-11-30,414.45
2012-12-03,420.25
2012-12-04,417.7
2012-12-05,421.35
2012-12-06,438.25
2012-12-07,430.1
2012-12-10,433.1
2012-12-11,432.35
2012-12-12,429.35
2012-12-13,415.4
2012-12-14,418.8
2012-12-17,418.9
2012-12-18,423.5
2012-12-19,425.95
2012-12-20,421.9
2012-12-21,407.9
2012-12-24,412.55
2012-12-26,421.4
2012-12-27,417.25
2012-12-28,418.85
2012-12-31,414.6
