Date,TRIVENI
2012-01-02,12.95
2012-01-03,13.25
2012-01-04,13.5
2012-01-05,13.45
2012-01-06,13.6
2012-01-07,13.95
2012-01-09,15.05
2012-01-10,15.3
2012-01-11,16.25
2012-01-12,18.5
2012-01-13,18.85
2012-01-16,18.6
2012-01-17,17.8
2012-01-18,16.8
2012-01-19,17.15
2012-01-20,16.6
2012-01-23,17.0
2012-01-24,17.3
2012-01-25,18.2
2012-01-27,20.35
2012-01-30,19.85
2012-01-31,20.45
2012-02-01,20.75
2012-02-02,20.8
2012-02-03,19.85
2012-02-06,19.95
2012-02-07,19.95
2012-02-08,18.95
2012-02-09,19.45
2012-02-10,19.3
2012-02-13,19.65
2012-02-14,20.25
2012-02-15,20.15
2012-02-16,20.0
2012-02-17,20.2
2012-02-21,20.35
2012-02-22,18.95
2012-02-23,19.4
2012-02-24,18.75
2012-02-27,18.1
2012-02-28,18.65
2012-02-29,18.65
2012-03-01,18.6
2012-03-02,18.35
2012-03-03,18.55
2012-03-05,19.05
2012-03-06,18.15
2012-03-07,17.85
2012-03-09,17.95
2012-03-12,18.1
2012-03-13,18.05
2012-03-14,17.95
2012-03-15,17.95
2012-03-16,17.5
2012-03-19,16.95
2012-03-20,16.85
2012-03-21,17.0
2012-03-22,16.65
2012-03-23,16.4
2012-03-26,16.35
2012-03-27,16.1
2012-03-28,15.35
2012-03-29,15.3
2012-03-30,15.45
2012-04-02,15.45
2012-04-03,15.45
2012-04-04,15.45
2012-04-09,15.45
2012-04-10,15.45
2012-04-11,15.15
2012-04-12,15.25
2012-04-13,15.1
2012-04-16,15.3
2012-04-17,15.25
2012-04-18,15.55
2012-04-19,15.4
2012-04-20,15.15
2012-04-23,14.95
2012-04-24,14.75
2012-04-25,14.6
2012-04-26,14.6
2012-04-27,14.5
2012-04-28,14.6
2012-04-30,14.75
2012-05-02,14.8
2012-05-03,15.25
2012-05-04,14.55
2012-05-07,14.8
2012-05-08,14.75
2012-05-09,14.25
2012-05-10,14.0
2012-05-11,13.75
2012-05-14,13.15
2012-05-15,13.25
2012-05-16,13.95
2012-05-17,13.7
2012-05-18,13.3
2012-05-21,13.8
2012-05-22,13.45
2012-05-23,13.4
2012-05-24,13.55
2012-05-25,13.75
2012-05-28,13.8
2012-05-29,13.95
2012-05-30,13.95
2012-05-31,13.8
2012-06-01,13.65
2012-06-04,13.85
2012-06-05,13.7
2012-06-06,13.9
2012-06-07,14.35
2012-06-08,14.5
2012-06-11,14.55
2012-06-12,14.5
2012-06-13,14.3
2012-06-14,13.8
2012-06-15,14.0
2012-06-18,13.75
2012-06-19,13.6
2012-06-20,14.05
2012-06-21,14.45
2012-06-22,15.35
2012-06-25,16.4
2012-06-26,16.15
2012-06-27,16.2
2012-06-28,16.4
2012-06-29,16.55
2012-07-02,15.95
2012-07-03,16.05
2012-07-04,16.05
2012-07-05,18.1
2012-07-06,18.15
2012-07-09,17.5
2012-07-10,17.5
2012-07-11,18.0
2012-07-12,17.7
2012-07-13,18.0
2012-07-16,17.95
2012-07-17,17.65
2012-07-18,17.75
2012-07-19,17.35
2012-07-20,17.4
2012-07-23,17.45
2012-07-24,18.95
2012-07-25,18.9
2012-07-26,18.5
2012-07-27,17.8
2012-07-30,19.25
2012-07-31,19.65
2012-08-01,20.15
2012-08-02,20.3
2012-08-03,20.35
2012-08-06,22.15
2012-08-07,21.45
2012-08-08,21.3
2012-08-09,20.65
2012-08-10,22.5
2012-08-13,23.15
2012-08-14,22.65
2012-08-16,21.85
2012-08-17,21.2
2012-08-21,21.45
2012-08-22,20.25
2012-08-23,20.05
2012-08-24,19.8
2012-08-27,19.0
2012-08-28,18.15
2012-08-29,18.75
2012-08-30,18.6
2012-08-31,18.95
2012-09-03,19.05
2012-09-04,19.25
2012-09-05,18.6
2012-09-06,18.9
2012-09-07,18.65
2012-09-08,18.8
2012-09-10,19.0
2012-09-11,19.05
2012-09-12,19.05
2012-09-13,19.0
2012-09-14,18.9
2012-09-17,18.95
2012-09-18,20.0
2012-09-20,20.3
2012-09-21,20.7
2012-09-24,22.0
2012-09-25,20.85
2012-09-26,20.55
2012-09-27,21.45
2012-09-28,22.5
2012-10-01,22.55
2012-10-03,22.0
2012-10-04,22.1
2012-10-05,21.4
2012-10-08,23.25
2012-10-09,23.2
2012-10-10,22.55
2012-10-11,23.6
2012-10-12,23.45
2012-10-15,23.6
2012-10-16,23.3
2012-10-17,22.95
2012-10-18,23.3
2012-10-19,22.75
2012-10-22,22.6
2012-10-23,22.1
2012-10-25,21.65
2012-10-26,21.7
2012-10-29,21.65
2012-10-30,21.5
2012-10-31,21.35
2012-11-01,21.6
2012-11-02,21.8
2012-11-05,21.6
2012-11-06,21.65
2012-11-07,21.75
2012-11-08,21.55
2012-11-09,21.4
2012-11-12,20.95
2012-11-13,21.0
2012-11-15,21.05
2012-11-16,21.0
2012-11-19,21.3
2012-11-20,21.5
2012-11-21,21.45
2012-11-22,21.5
2012-11-23,21.6
2012-11-26,21.05
2012-11-27,20.9
2012-11-29,20.85
2012-11-30,20.9
2012-12-03,20.75
2012-12-04,20.55
2012-12-05,21.0
2012-12-06,20.95
2012-12-07,21.1
2012-12-10,19.95
2012-12-11,19.0
2012-12-12,19.15
2012-12-13,18.65
2012-12-14,18.95
2012-12-17,19.0
2012-12-18,18.7
2012-12-19,18.8
2012-12-20,18.6
2012-12-21,18.95
2012-12-24,18.55
2012-12-26,18.4
2012-12-27,18.25
2012-12-28,18.3
2012-12-31,18.55
