Date,RELIGARE
2012-01-02,392.0
2012-01-03,412.35
2012-01-04,398.75
2012-01-05,396.9
2012-01-06,395.15
2012-01-07,395.05
2012-01-09,388.0
2012-01-10,391.75
2012-01-11,390.55
2012-01-12,389.75
2012-01-13,389.3
2012-01-16,388.7
2012-01-17,388.0
2012-01-18,386.0
2012-01-19,388.75
2012-01-20,386.25
2012-01-23,385.6
2012-01-24,400.35
2012-01-25,408.0
2012-01-27,408.0
2012-01-30,401.85
2012-01-31,401.9
2012-02-01,422.25
2012-02-02,421.75
2012-02-03,417.35
2012-02-06,428.45
2012-02-07,420.0
2012-02-08,422.45
2012-02-09,421.75
2012-02-10,424.4
2012-02-13,420.3
2012-02-14,424.1
2012-02-15,418.6
2012-02-16,408.25
2012-02-17,405.95
2012-02-21,404.1
2012-02-22,402.65
2012-02-23,401.3
2012-02-24,395.45
2012-02-27,395.15
2012-02-28,395.1
2012-02-29,396.2
2012-03-01,395.35
2012-03-02,396.65
2012-03-03,396.5
2012-03-05,391.7
2012-03-06,389.25
2012-03-07,386.2
2012-03-09,386.75
2012-03-12,387.0
2012-03-13,381.7
2012-03-14,385.75
2012-03-15,383.5
2012-03-16,386.0
2012-03-19,384.4
2012-03-20,391.45
2012-03-21,386.9
2012-03-22,381.55
2012-03-23,381.1
2012-03-26,375.9
2012-03-27,377.1
2012-03-28,377.95
2012-03-29,378.9
2012-03-30,380.5
2012-04-02,377.8
2012-04-03,375.35
2012-04-04,371.9
2012-04-09,365.15
2012-04-10,376.15
2012-04-11,378.2
2012-04-12,371.85
2012-04-13,369.05
2012-04-16,370.6
2012-04-17,361.75
2012-04-18,367.9
2012-04-19,362.7
2012-04-20,360.45
2012-04-23,360.0
2012-04-24,355.2
2012-04-25,358.4
2012-04-26,355.25
2012-04-27,355.5
2012-04-28,355.5
2012-04-30,355.7
2012-05-02,355.35
2012-05-03,355.1
2012-05-04,353.35
2012-05-07,353.15
2012-05-08,345.65
2012-05-09,344.85
2012-05-10,340.0
2012-05-11,336.45
2012-05-14,342.0
2012-05-15,335.4
2012-05-16,335.1
2012-05-17,335.1
2012-05-18,335.0
2012-05-21,336.3
2012-05-22,335.0
2012-05-23,331.2
2012-05-24,334.6
2012-05-25,332.05
2012-05-28,338.65
2012-05-29,330.65
2012-05-30,331.6
2012-05-31,331.3
2012-06-01,330.15
2012-06-04,330.05
2012-06-05,330.15
2012-06-06,332.85
2012-06-07,332.9
2012-06-08,331.2
2012-06-11,330.1
2012-06-12,330.4
2012-06-13,332.35
2012-06-14,330.0
2012-06-15,332.35
2012-06-18,330.0
2012-06-19,326.65
2012-06-20,326.35
2012-06-21,324.8
2012-06-22,327.35
2012-06-25,327.2
2012-06-26,325.7
2012-06-27,328.0
2012-06-28,325.15
2012-06-29,326.95
2012-07-02,366.9
2012-07-03,352.85
2012-07-04,346.3
2012-07-05,346.15
2012-07-06,338.8
2012-07-09,330.15
2012-07-10,328.55
2012-07-11,331.5
2012-07-12,338.75
2012-07-13,335.2
2012-07-16,333.75
2012-07-17,330.0
2012-07-18,330.25
2012-07-19,328.9
2012-07-20,339.2
2012-07-23,333.2
2012-07-24,330.25
2012-07-25,331.0
2012-07-26,331.0
2012-07-27,331.0
2012-07-30,331.0
2012-07-31,331.15
2012-08-01,354.25
2012-08-02,346.1
2012-08-03,337.6
2012-08-06,336.8
2012-08-07,340.6
2012-08-08,340.0
2012-08-09,334.15
2012-08-10,331.2
2012-08-13,331.15
2012-08-14,340.3
2012-08-16,333.8
2012-08-17,333.2
2012-08-21,331.15
2012-08-22,335.9
2012-08-23,331.1
2012-08-24,331.2
2012-08-27,331.05
2012-08-28,325.5
2012-08-29,331.1
2012-08-30,320.7
2012-08-31,313.85
2012-09-03,314.85
2012-09-04,320.3
2012-09-05,320.0
2012-09-06,320.0
2012-09-07,320.9
2012-09-08,318.85
2012-09-10,317.95
2012-09-11,311.7
2012-09-12,315.1
2012-09-13,313.1
2012-09-14,314.65
2012-09-17,317.25
2012-09-18,316.65
2012-09-20,314.95
2012-09-21,318.1
2012-09-24,316.0
2012-09-25,315.0
2012-09-26,318.4
2012-09-27,331.0
2012-09-28,324.0
2012-10-01,319.45
2012-10-03,318.6
2012-10-04,322.2
2012-10-05,319.9
2012-10-08,317.95
2012-10-09,316.3
2012-10-10,315.5
2012-10-11,312.9
2012-10-12,310.2
2012-10-15,308.1
2012-10-16,305.5
2012-10-17,305.35
2012-10-18,304.85
2012-10-19,304.1
2012-10-22,304.05
2012-10-23,304.35
2012-10-25,303.2
2012-10-26,302.15
2012-10-29,302.15
2012-10-30,304.1
2012-10-31,304.3
2012-11-01,303.1
2012-11-02,303.15
2012-11-05,305.2
2012-11-06,303.25
2012-11-07,304.85
2012-11-08,303.5
2012-11-09,311.6
2012-11-12,306.05
2012-11-13,305.8
2012-11-15,305.15
2012-11-16,304.25
2012-11-19,304.05
2012-11-20,303.05
2012-11-21,301.85
2012-11-22,303.4
2012-11-23,304.65
2012-11-26,303.8
2012-11-27,306.5
2012-11-29,303.1
2012-11-30,304.2
2012-12-03,304.0
2012-12-04,303.95
2012-12-05,303.95
2012-12-06,324.4
2012-12-07,330.55
2012-12-10,327.85
2012-12-11,318.7
2012-12-12,316.85
2012-12-13,318.2
2012-12-14,313.0
2012-12-17,310.55
2012-12-18,313.25
2012-12-19,320.15
2012-12-20,320.2
2012-12-21,317.05
2012-12-24,311.95
2012-12-26,320.65
2012-12-27,314.85
2012-12-28,313.05
2012-12-31,314.2
