Date,DIVISLAB
2012-01-02,781.6
2012-01-03,783.9
2012-01-04,783.9
2012-01-05,772.4
2012-01-06,770.35
2012-01-07,777.0
2012-01-09,792.25
2012-01-10,794.4
2012-01-11,791.85
2012-01-12,778.6
2012-01-13,779.45
2012-01-16,779.95
2012-01-17,775.6
2012-01-18,783.65
2012-01-19,781.35
2012-01-20,777.35
2012-01-23,788.1
2012-01-24,794.6
2012-01-25,804.65
2012-01-27,817.55
2012-01-30,785.6
2012-01-31,785.4
2012-02-01,792.85
2012-02-02,782.15
2012-02-03,781.5
2012-02-06,784.4
2012-02-07,774.65
2012-02-08,769.55
2012-02-09,767.35
2012-02-10,754.55
2012-02-13,747.0
2012-02-14,733.4
2012-02-15,729.8
2012-02-16,739.7
2012-02-17,757.15
2012-02-21,756.9
2012-02-22,738.7
2012-02-23,723.8
2012-02-24,720.7
2012-02-27,716.35
2012-02-28,723.4
2012-02-29,727.8
2012-03-01,744.05
2012-03-02,738.85
2012-03-03,736.85
2012-03-05,725.3
2012-03-06,723.25
2012-03-07,733.05
2012-03-09,744.85
2012-03-12,746.2
2012-03-13,740.35
2012-03-14,737.75
2012-03-15,730.25
2012-03-16,725.45
2012-03-19,720.9
2012-03-20,734.85
2012-03-21,744.85
2012-03-22,742.15
2012-03-23,743.8
2012-03-26,743.5
2012-03-27,751.15
2012-03-28,742.55
2012-03-29,744.45
2012-03-30,766.05
2012-04-02,765.6
2012-04-03,761.2
2012-04-04,766.3
2012-04-09,756.9
2012-04-10,771.2
2012-04-11,774.8
2012-04-12,798.2
2012-04-13,804.15
2012-04-16,809.8
2012-04-17,809.6
2012-04-18,818.05
2012-04-19,847.6
2012-04-20,833.25
2012-04-23,830.3
2012-04-24,823.95
2012-04-25,825.1
2012-04-26,828.25
2012-04-27,830.75
2012-04-28,836.75
2012-04-30,856.2
2012-05-02,866.25
2012-05-03,866.65
2012-05-04,860.6
2012-05-07,860.9
2012-05-08,830.05
2012-05-09,823.2
2012-05-10,820.9
2012-05-11,821.95
2012-05-14,881.85
2012-05-15,897.35
2012-05-16,886.7
2012-05-17,897.1
2012-05-18,914.5
2012-05-21,928.0
2012-05-22,925.55
2012-05-23,943.95
2012-05-24,941.0
2012-05-25,948.15
2012-05-28,938.7
2012-05-29,927.55
2012-05-30,929.05
2012-05-31,933.5
2012-06-01,908.7
2012-06-04,925.35
2012-06-05,938.85
2012-06-06,932.9
2012-06-07,945.7
2012-06-08,938.05
2012-06-11,921.05
2012-06-12,933.8
2012-06-13,916.6
2012-06-14,915.05
2012-06-15,923.1
2012-06-18,917.75
2012-06-19,945.45
2012-06-20,959.9
