Date,UTTAMSTL
2012-01-02,50.15
2012-01-03,53.35
2012-01-04,52.7
2012-01-05,53.4
2012-01-06,52.15
2012-01-07,51.95
2012-01-09,53.75
2012-01-10,64.5
2012-01-11,70.8
2012-01-12,70.1
2012-01-13,75.75
2012-01-16,76.95
2012-01-17,77.1
2012-01-18,71.95
2012-01-19,73.5
2012-01-20,72.2
2012-01-23,74.7
2012-01-24,73.85
2012-01-25,73.4
2012-01-27,73.7
2012-01-30,70.75
2012-01-31,70.9
2012-02-01,72.3
2012-02-02,73.75
2012-02-03,73.35
2012-02-06,75.95
2012-02-07,74.2
2012-02-08,74.05
2012-02-09,78.1
2012-02-10,81.9
2012-02-13,82.25
2012-02-14,81.95
2012-02-15,82.6
2012-02-16,80.6
2012-02-17,81.6
2012-02-21,80.55
2012-02-22,76.3
2012-02-23,73.85
2012-02-24,73.2
2012-02-27,69.45
2012-02-28,71.45
2012-02-29,73.1
2012-03-01,71.45
2012-03-02,71.55
2012-03-03,71.9
2012-03-05,70.5
2012-03-06,70.0
2012-03-07,68.85
2012-03-09,72.2
2012-03-12,73.45
2012-03-13,76.2
2012-03-14,74.5
2012-03-15,73.25
2012-03-16,68.7
2012-03-19,69.15
2012-03-20,68.9
2012-03-21,71.55
2012-03-22,69.2
2012-03-23,69.35
2012-03-26,67.85
2012-03-27,67.9
2012-03-28,66.35
2012-03-29,66.15
2012-03-30,68.6
2012-04-02,70.0
2012-04-03,70.5
2012-04-04,69.65
2012-04-09,68.6
2012-04-10,68.1
2012-04-11,68.35
2012-04-12,67.85
2012-04-13,67.25
2012-04-16,68.1
2012-04-17,68.4
2012-04-18,77.2
2012-04-19,74.7
2012-04-20,71.4
2012-04-23,70.0
2012-04-24,70.05
2012-04-25,71.65
2012-04-26,73.6
2012-04-27,71.3
2012-04-28,73.85
2012-04-30,72.0
2012-05-02,71.25
2012-05-03,70.6
2012-05-04,67.8
2012-05-07,71.0
2012-05-08,70.7
2012-05-09,70.75
2012-05-10,70.4
2012-05-11,69.05
2012-05-14,67.45
2012-05-15,68.1
2012-05-16,65.7
2012-05-17,65.95
2012-05-18,65.65
2012-05-21,67.75
2012-05-22,69.2
2012-05-23,67.55
2012-05-24,67.95
2012-05-25,69.3
2012-05-28,68.9
2012-05-29,69.35
2012-05-30,67.25
2012-05-31,66.75
2012-06-01,64.5
2012-06-04,64.45
2012-06-05,64.75
2012-06-06,67.55
2012-06-07,67.95
2012-06-08,67.7
2012-06-11,67.65
2012-06-12,68.3
2012-06-13,69.3
2012-06-14,67.25
2012-06-15,67.7
2012-06-18,67.55
2012-06-19,71.5
2012-06-20,73.4
2012-06-21,72.05
2012-06-22,70.35
2012-06-25,70.85
2012-06-26,70.55
2012-06-27,70.65
2012-06-28,70.0
2012-06-29,72.05
2012-07-02,70.5
2012-07-03,70.95
2012-07-04,75.7
2012-07-05,74.2
2012-07-06,72.35
2012-07-09,72.1
2012-07-10,72.9
2012-07-11,72.65
2012-07-12,71.35
2012-07-13,71.6
2012-07-16,70.0
2012-07-17,68.65
2012-07-18,68.7
2012-07-19,69.05
2012-07-20,68.4
2012-07-23,65.75
2012-07-24,65.95
2012-07-25,64.55
2012-07-26,62.65
2012-07-27,62.25
2012-07-30,63.45
2012-07-31,65.15
2012-08-01,65.7
2012-08-02,66.6
2012-08-03,66.15
2012-08-06,66.65
2012-08-07,67.65
2012-08-08,70.4
2012-08-09,70.3
2012-08-10,67.3
2012-08-13,66.9
2012-08-14,67.05
2012-08-16,66.05
2012-08-17,65.2
2012-08-21,65.4
2012-08-22,64.7
2012-08-23,64.55
2012-08-24,64.35
2012-08-27,62.4
2012-08-28,61.2
2012-08-29,59.7
2012-08-30,58.2
2012-08-31,58.0
2012-09-03,57.95
2012-09-04,58.35
2012-09-05,58.0
2012-09-06,58.1
2012-09-07,59.05
2012-09-08,59.75
2012-09-10,59.3
2012-09-11,58.8
2012-09-12,60.85
2012-09-13,59.65
2012-09-14,60.45
2012-09-17,61.95
2012-09-18,61.5
2012-09-20,59.75
2012-09-21,61.3
2012-09-24,62.65
2012-09-25,61.9
2012-09-26,61.9
2012-09-27,62.9
2012-09-28,63.95
2012-10-01,64.15
2012-10-03,65.65
2012-10-04,65.35
2012-10-05,64.15
2012-10-08,67.45
2012-10-09,67.35
2012-10-10,65.55
2012-10-11,65.8
2012-10-12,65.75
2012-10-15,66.15
2012-10-16,64.2
2012-10-17,63.35
2012-10-18,63.8
2012-10-19,63.25
2012-10-22,63.05
2012-10-23,62.8
2012-10-25,61.8
2012-10-26,61.15
2012-10-29,60.35
2012-10-30,59.55
2012-10-31,61.85
2012-11-01,61.15
2012-11-02,61.2
2012-11-05,61.1
2012-11-06,61.4
2012-11-07,63.3
2012-11-08,62.45
2012-11-09,61.95
2012-11-12,61.45
2012-11-13,61.7
2012-11-15,60.4
2012-11-16,60.05
2012-11-19,62.2
2012-11-20,60.9
2012-11-21,60.1
2012-11-22,59.9
2012-11-23,58.8
2012-11-26,58.25
2012-11-27,57.6
2012-11-29,57.85
2012-11-30,57.05
2012-12-03,58.15
2012-12-04,60.6
2012-12-05,60.75
2012-12-06,60.6
2012-12-07,60.25
2012-12-10,63.85
2012-12-11,63.3
2012-12-12,61.6
2012-12-13,60.25
2012-12-14,59.8
2012-12-17,59.8
2012-12-18,62.5
2012-12-19,61.85
2012-12-20,70.2
2012-12-21,64.85
2012-12-24,65.35
2012-12-26,65.0
2012-12-27,63.95
2012-12-28,64.4
2012-12-31,64.9
