Date,RUSHIL
2012-01-02,120.1
2012-01-03,126.9
2012-01-04,129.75
2012-01-05,130.1
2012-01-06,126.95
2012-01-07,130.0
2012-01-09,129.6
2012-01-10,131.45
2012-01-11,130.35
2012-01-12,130.1
2012-01-13,130.15
2012-01-16,130.95
2012-01-17,132.05
2012-01-18,131.5
2012-01-19,135.05
2012-01-20,135.4
2012-01-23,140.9
2012-01-24,144.2
2012-01-25,155.75
2012-01-27,154.45
2012-01-30,159.5
2012-01-31,161.05
2012-02-01,155.45
2012-02-02,163.9
2012-02-03,163.5
2012-02-06,162.3
2012-02-07,159.7
2012-02-08,159.55
2012-02-09,161.95
2012-02-10,174.4
2012-02-13,175.5
2012-02-14,179.0
2012-02-15,179.95
2012-02-16,173.7
2012-02-17,160.25
2012-02-21,162.45
2012-02-22,161.15
2012-02-23,167.2
2012-02-24,170.05
2012-02-27,180.15
2012-02-28,187.9
2012-02-29,189.4
2012-03-01,188.3
2012-03-02,187.45
2012-03-03,189.75
2012-03-05,195.0
2012-03-06,191.6
2012-03-07,191.05
2012-03-09,190.55
2012-03-12,194.05
2012-03-13,181.1
2012-03-14,185.2
2012-03-15,184.25
2012-03-16,190.9
2012-03-19,202.8
2012-03-20,208.65
2012-03-21,217.8
2012-03-22,218.5
2012-03-23,220.9
2012-03-26,213.75
2012-03-27,212.75
2012-03-28,210.8
2012-03-29,216.45
2012-03-30,206.4
2012-04-02,211.95
2012-04-03,215.5
2012-04-04,224.85
2012-04-09,222.05
2012-04-10,236.4
2012-04-11,239.25
2012-04-12,250.1
2012-04-13,244.35
2012-04-16,248.65
2012-04-17,245.15
2012-04-18,247.6
2012-04-19,245.4
2012-04-20,244.85
2012-04-23,246.25
2012-04-24,246.6
2012-04-25,242.95
2012-04-26,239.25
2012-04-27,240.95
2012-04-28,238.3
2012-04-30,248.15
2012-05-02,253.05
2012-05-03,248.0
2012-05-04,231.95
2012-05-07,235.85
2012-05-08,229.0
2012-05-09,224.0
2012-05-10,229.75
2012-05-11,220.75
2012-05-14,211.95
2012-05-15,216.15
2012-05-16,215.75
2012-05-17,219.35
2012-05-18,211.4
2012-05-21,216.7
2012-05-22,214.15
2012-05-23,210.35
2012-05-24,212.5
2012-05-25,211.1
2012-05-28,212.2
2012-05-29,208.75
2012-05-30,208.85
2012-05-31,205.5
2012-06-01,205.35
2012-06-04,205.5
2012-06-05,206.2
2012-06-06,208.85
2012-06-07,206.95
2012-06-08,206.2
2012-06-11,205.05
2012-06-12,202.3
2012-06-13,207.8
2012-06-14,204.85
2012-06-15,206.1
2012-06-18,205.7
2012-06-19,205.0
2012-06-20,205.35
2012-06-21,205.05
2012-06-22,204.0
2012-06-25,202.7
2012-06-26,208.0
2012-06-27,209.25
2012-06-28,213.45
2012-06-29,206.05
2012-07-02,210.6
2012-07-03,207.9
2012-07-04,206.25
2012-07-05,203.3
2012-07-06,203.7
2012-07-09,203.6
2012-07-10,204.3
2012-07-11,205.5
2012-07-12,209.5
2012-07-13,204.05
2012-07-16,204.25
2012-07-17,203.1
2012-07-18,220.25
2012-07-19,215.1
2012-07-20,214.95
2012-07-23,209.75
2012-07-24,208.15
2012-07-25,204.3
2012-07-26,198.85
2012-07-27,194.3
2012-07-30,196.25
2012-07-31,196.7
2012-08-01,198.25
2012-08-02,198.55
2012-08-03,196.25
2012-08-06,195.85
2012-08-07,193.6
2012-08-08,205.7
2012-08-09,207.9
2012-08-10,205.5
2012-08-13,205.15
2012-08-14,202.35
2012-08-16,205.55
2012-08-17,198.8
2012-08-21,197.15
2012-08-22,205.3
2012-08-23,220.6
2012-08-24,229.55
2012-08-27,215.85
2012-08-28,214.9
2012-08-29,215.65
2012-08-30,215.25
2012-08-31,214.8
2012-09-03,213.5
2012-09-04,210.3
2012-09-05,206.55
2012-09-06,208.35
2012-09-07,208.05
2012-09-08,210.75
2012-09-10,231.1
2012-09-11,240.9
2012-09-12,238.1
2012-09-13,235.6
2012-09-14,234.15
2012-09-17,243.85
2012-09-18,248.3
2012-09-20,246.15
2012-09-21,247.7
2012-09-24,257.8
2012-09-25,260.05
2012-09-26,260.65
2012-09-27,258.1
2012-09-28,255.25
2012-10-01,263.95
2012-10-03,256.0
2012-10-04,254.05
2012-10-05,248.35
2012-10-08,268.4
2012-10-09,263.6
2012-10-10,268.9
2012-10-11,270.0
2012-10-12,267.15
2012-10-15,268.3
2012-10-16,263.05
2012-10-17,260.0
2012-10-18,258.5
2012-10-19,258.65
2012-10-22,264.6
2012-10-23,279.15
2012-10-25,265.5
2012-10-26,263.85
2012-10-29,265.15
2012-10-30,266.75
2012-10-31,286.2
2012-11-01,282.6
2012-11-02,279.9
2012-11-05,283.95
2012-11-06,297.2
2012-11-07,293.15
2012-11-08,286.3
2012-11-09,279.7
2012-11-12,284.25
2012-11-13,288.6
2012-11-15,292.85
2012-11-16,302.85
2012-11-19,310.8
2012-11-20,312.05
2012-11-21,310.15
2012-11-22,301.5
2012-11-23,296.3
2012-11-26,296.55
2012-11-27,294.0
2012-11-29,288.85
2012-11-30,282.0
2012-12-03,292.0
2012-12-04,300.7
2012-12-05,300.2
2012-12-06,295.85
2012-12-07,293.95
2012-12-10,295.5
2012-12-11,289.95
2012-12-12,289.9
2012-12-13,281.9
2012-12-14,277.6
2012-12-17,275.3
2012-12-18,276.0
2012-12-19,280.8
2012-12-20,275.5
2012-12-21,272.55
2012-12-24,277.05
2012-12-26,272.45
2012-12-27,268.5
2012-12-28,274.4
2012-12-31,266.75
