Date,SHRIRAMEPC
2012-01-02,81.95
2012-01-03,84.6
2012-01-04,84.9
2012-01-05,86.75
2012-01-06,86.55
2012-01-07,86.95
2012-01-09,88.65
2012-01-10,91.0
2012-01-11,94.15
2012-01-12,94.95
2012-01-13,94.0
2012-01-16,99.55
2012-01-17,99.7
2012-01-18,97.55
2012-01-19,99.95
2012-01-20,100.0
2012-01-23,100.55
2012-01-24,102.15
2012-01-25,102.25
2012-01-27,100.75
2012-01-30,98.0
2012-01-31,100.75
2012-02-01,100.9
2012-02-02,98.3
2012-02-03,99.75
2012-02-06,100.2
2012-02-07,97.55
2012-02-08,97.2
2012-02-09,96.5
2012-02-10,95.0
2012-02-13,94.75
2012-02-14,102.55
2012-02-15,101.0
2012-02-16,99.25
2012-02-17,96.5
2012-02-21,98.7
2012-02-22,94.2
2012-02-23,92.6
2012-02-24,91.3
2012-02-27,86.95
2012-02-28,86.55
2012-02-29,87.25
2012-03-01,86.9
2012-03-02,85.35
2012-03-03,87.75
2012-03-05,84.05
2012-03-06,82.75
2012-03-07,81.1
2012-03-09,82.75
2012-03-12,93.3
2012-03-13,91.45
2012-03-14,92.45
2012-03-15,88.35
2012-03-16,85.75
2012-03-19,82.45
2012-03-20,81.55
2012-03-21,82.9
2012-03-22,83.2
2012-03-23,81.65
2012-03-26,80.65
2012-03-27,78.3
2012-03-28,79.2
2012-03-29,80.2
2012-03-30,80.7
2012-04-02,81.7
2012-04-03,83.75
2012-04-04,84.1
2012-04-09,82.45
2012-04-10,79.4
2012-04-11,79.8
2012-04-12,86.0
2012-04-13,84.55
2012-04-16,85.65
2012-04-17,86.5
2012-04-18,87.85
2012-04-19,85.75
2012-04-20,85.6
2012-04-23,84.3
2012-04-24,80.6
2012-04-25,77.9
2012-04-26,77.75
2012-04-27,76.95
2012-04-28,77.45
2012-04-30,76.1
2012-05-02,74.7
2012-05-03,74.55
2012-05-04,72.9
2012-05-07,70.35
2012-05-08,71.05
2012-05-09,71.1
2012-05-10,70.1
2012-05-11,67.85
2012-05-14,67.95
2012-05-15,66.4
2012-05-16,65.95
2012-05-17,65.75
2012-05-18,66.1
2012-05-21,60.4
2012-05-22,55.3
2012-05-23,56.35
2012-05-24,55.6
2012-05-25,56.55
2012-05-28,58.05
2012-05-29,59.45
2012-05-30,57.6
2012-05-31,57.15
2012-06-01,58.2
2012-06-04,57.65
2012-06-05,56.45
2012-06-06,56.35
2012-06-07,58.25
2012-06-08,57.45
2012-06-11,57.55
2012-06-12,56.95
2012-06-13,56.6
2012-06-14,61.35
2012-06-15,58.4
2012-06-18,57.2
2012-06-19,57.7
2012-06-20,57.7
2012-06-21,58.0
2012-06-22,57.55
2012-06-25,57.35
2012-06-26,58.05
2012-06-27,58.05
2012-06-28,60.15
2012-06-29,61.0
2012-07-02,61.75
2012-07-03,64.4
2012-07-04,62.5
2012-07-05,64.6
2012-07-06,63.65
2012-07-09,62.3
2012-07-10,62.7
2012-07-11,62.55
2012-07-12,62.2
2012-07-13,63.05
2012-07-16,64.7
2012-07-17,62.05
2012-07-18,62.55
2012-07-19,62.2
2012-07-20,61.05
2012-07-23,59.95
2012-07-24,59.9
2012-07-25,58.55
2012-07-26,57.0
2012-07-27,55.8
2012-07-30,57.05
2012-07-31,56.5
2012-08-01,57.3
2012-08-02,57.65
2012-08-03,56.75
2012-08-06,57.35
2012-08-07,58.0
2012-08-08,57.0
2012-08-09,57.5
2012-08-10,57.1
2012-08-13,55.75
2012-08-14,56.0
2012-08-16,55.85
2012-08-17,56.8
2012-08-21,56.75
2012-08-22,56.7
2012-08-23,57.5
2012-08-24,56.65
2012-08-27,56.15
2012-08-28,54.55
2012-08-29,54.05
2012-08-30,52.9
2012-08-31,53.9
2012-09-03,54.65
2012-09-04,53.6
2012-09-05,53.4
2012-09-06,53.1
2012-09-07,54.2
2012-09-08,54.15
2012-09-10,54.3
2012-09-11,57.1
2012-09-12,57.1
2012-09-13,55.5
2012-09-14,56.25
2012-09-17,56.9
2012-09-18,57.25
2012-09-20,56.9
2012-09-21,58.0
2012-09-24,63.25
2012-09-25,64.1
2012-09-26,66.0
2012-09-27,67.65
2012-09-28,70.8
2012-10-01,69.5
2012-10-03,72.7
2012-10-04,72.2
2012-10-05,68.85
2012-10-08,70.5
2012-10-09,71.95
2012-10-10,69.6
2012-10-11,69.9
2012-10-12,68.8
2012-10-15,70.05
2012-10-16,79.75
2012-10-17,74.75
2012-10-18,74.0
2012-10-19,77.1
2012-10-22,74.5
2012-10-23,73.05
2012-10-25,72.15
2012-10-26,74.1
2012-10-29,73.75
2012-10-30,70.65
2012-10-31,70.95
2012-11-01,71.75
2012-11-02,73.3
2012-11-05,72.2
2012-11-06,71.25
2012-11-07,73.75
2012-11-08,72.4
2012-11-09,71.0
2012-11-12,69.7
2012-11-13,70.7
2012-11-15,70.0
2012-11-16,69.9
2012-11-19,69.25
2012-11-20,65.65
2012-11-21,65.4
2012-11-22,65.45
2012-11-23,64.25
2012-11-26,64.35
2012-11-27,65.75
2012-11-29,66.1
2012-11-30,67.4
2012-12-03,68.0
2012-12-04,68.1
2012-12-05,80.45
2012-12-06,82.15
2012-12-07,80.75
2012-12-10,77.2
2012-12-11,75.7
2012-12-12,74.25
2012-12-13,73.5
2012-12-14,73.05
2012-12-17,72.85
2012-12-18,72.35
2012-12-19,72.3
2012-12-20,71.8
2012-12-21,69.8
2012-12-24,70.0
2012-12-26,70.9
2012-12-27,69.45
2012-12-28,68.85
2012-12-31,70.65
