Date,LOTUSEYE
2012-01-02,7.6
2012-01-03,7.95
2012-01-04,8.0
2012-01-05,8.1
2012-01-06,7.9
2012-01-07,8.05
2012-01-09,7.75
2012-01-10,8.0
2012-01-11,8.0
2012-01-12,8.5
2012-01-13,8.6
2012-01-16,8.55
2012-01-17,8.7
2012-01-18,8.6
2012-01-19,8.55
2012-01-20,8.6
2012-01-23,8.45
2012-01-24,8.25
2012-01-25,9.15
2012-01-27,9.55
2012-01-30,9.3
2012-01-31,9.0
2012-02-01,9.65
2012-02-02,9.7
2012-02-03,9.5
2012-02-06,9.4
2012-02-07,9.1
2012-02-08,9.0
2012-02-09,9.1
2012-02-10,9.3
2012-02-13,9.4
2012-02-14,9.7
2012-02-15,9.85
2012-02-16,9.75
2012-02-17,9.4
2012-02-21,9.4
2012-02-22,9.0
2012-02-23,9.05
2012-02-24,8.9
2012-02-27,8.65
2012-02-28,8.6
2012-02-29,8.85
2012-03-01,8.65
2012-03-02,8.65
2012-03-05,8.6
2012-03-06,8.8
2012-03-07,8.55
2012-03-09,9.0
2012-03-12,8.95
2012-03-13,8.85
2012-03-14,8.95
2012-03-15,9.0
2012-03-16,8.5
2012-03-19,8.8
2012-03-20,8.3
2012-03-21,8.3
2012-03-22,8.25
2012-03-23,8.4
2012-03-26,8.25
2012-03-27,8.5
2012-03-28,8.25
2012-03-29,8.6
2012-03-30,8.35
2012-04-02,9.05
2012-04-03,9.05
2012-04-04,9.05
2012-04-09,8.9
2012-04-10,8.7
2012-04-11,9.15
2012-04-12,9.0
2012-04-13,8.95
2012-04-16,9.2
2012-04-17,9.05
2012-04-18,9.15
2012-04-19,9.2
2012-04-20,9.15
2012-04-23,9.0
2012-04-24,9.0
2012-04-25,8.95
2012-04-26,9.0
2012-04-27,8.8
2012-04-28,9.0
2012-04-30,8.9
2012-05-02,9.8
2012-05-03,9.55
2012-05-04,9.5
2012-05-07,9.2
2012-05-08,9.0
2012-05-09,8.9
2012-05-10,9.15
2012-05-11,8.9
2012-05-14,8.8
2012-05-15,9.0
2012-05-16,9.05
2012-05-17,9.25
2012-05-18,8.9
2012-05-21,8.85
2012-05-22,8.8
2012-05-23,8.5
2012-05-24,8.75
2012-05-25,8.8
2012-05-28,8.75
2012-05-29,8.5
2012-05-30,8.45
2012-05-31,8.5
2012-06-01,8.35
2012-06-04,8.3
2012-06-05,8.3
2012-06-06,8.45
2012-06-07,8.45
2012-06-08,8.3
2012-06-11,8.4
2012-06-12,8.5
2012-06-13,8.35
2012-06-14,8.35
2012-06-15,8.3
2012-06-18,8.35
2012-06-19,8.3
2012-06-20,8.25
2012-06-21,8.85
2012-06-22,8.3
2012-06-25,8.4
2012-06-26,8.25
2012-06-27,8.3
2012-06-28,8.3
2012-06-29,8.55
2012-07-02,8.35
2012-07-03,8.4
2012-07-04,8.6
2012-07-05,8.75
2012-07-06,8.6
2012-07-09,8.65
2012-07-09,8.65
2012-07-10,8.8
2012-07-11,8.3
2012-07-12,8.3
2012-07-13,8.3
2012-07-16,8.5
2012-07-17,8.15
2012-07-18,8.1
2012-07-19,8.1
2012-07-20,8.45
2012-07-23,7.8
2012-07-24,7.85
2012-07-25,8.25
2012-07-26,8.1
2012-07-27,8.35
2012-07-30,8.0
2012-07-31,7.95
2012-08-01,8.25
2012-08-02,8.45
2012-08-03,8.0
2012-08-06,7.95
2012-08-07,8.15
2012-08-08,8.05
2012-08-09,8.0
2012-08-10,8.0
2012-08-13,8.1
2012-08-14,7.7
2012-08-16,8.35
2012-08-17,7.8
2012-08-21,7.7
2012-08-22,7.6
2012-08-23,7.8
2012-08-24,7.95
2012-08-27,7.75
2012-08-28,7.8
2012-08-29,7.55
2012-08-30,7.55
2012-08-31,7.8
2012-09-03,7.9
2012-09-04,7.85
2012-09-05,7.8
2012-09-06,7.85
2012-09-07,7.9
2012-09-08,8.0
2012-09-10,7.95
2012-09-11,7.8
2012-09-12,7.9
2012-09-13,8.0
2012-09-14,7.9
2012-09-17,8.25
2012-09-18,8.3
2012-09-20,8.05
2012-09-21,8.0
2012-09-24,7.85
2012-09-25,8.35
2012-09-26,8.0
2012-09-27,8.3
2012-09-28,7.8
2012-10-01,8.0
2012-10-03,8.0
2012-10-04,8.2
2012-10-05,8.0
2012-10-08,7.9
2012-10-09,8.35
2012-10-10,8.2
2012-10-11,8.2
2012-10-12,8.05
2012-10-15,8.1
2012-10-16,8.1
2012-10-17,8.05
2012-10-18,8.25
2012-10-19,8.4
2012-10-22,8.15
2012-10-23,8.35
2012-10-25,8.2
2012-10-26,8.5
2012-10-29,8.25
2012-10-30,8.0
2012-10-31,8.1
2012-11-01,8.2
2012-11-02,8.05
2012-11-05,8.1
2012-11-06,8.0
2012-11-07,8.05
2012-11-08,8.2
2012-11-09,8.15
2012-11-12,8.0
2012-11-13,8.0
2012-11-15,8.1
2012-11-16,8.15
2012-11-19,8.05
2012-11-20,7.9
2012-11-21,8.05
2012-11-22,8.05
2012-11-23,8.05
2012-11-26,8.05
2012-11-27,8.1
2012-11-29,8.35
2012-11-30,8.15
2012-12-03,8.15
2012-12-04,8.2
2012-12-05,8.3
2012-12-06,9.4
2012-12-07,9.05
2012-12-10,9.05
2012-12-11,8.75
2012-12-12,8.35
2012-12-13,8.35
2012-12-14,8.45
2012-12-17,8.25
2012-12-18,8.3
2012-12-19,8.7
2012-12-20,8.75
2012-12-21,8.4
2012-12-24,8.4
2012-12-26,8.05
2012-12-27,8.2
2012-12-28,8.1
2012-12-31,8.1
