Date,VIVIMEDLAB
2012-01-02,241.25
2012-01-03,256.65
2012-01-04,251.1
2012-01-05,250.7
2012-01-06,253.75
2012-01-07,255.4
2012-01-09,261.05
2012-01-10,272.6
2012-01-11,274.1
2012-01-12,271.0
2012-01-13,274.5
2012-01-16,276.3
2012-01-17,283.65
2012-01-18,284.35
2012-01-19,292.85
2012-01-20,292.7
2012-01-23,294.35
2012-01-24,298.45
2012-01-25,301.25
2012-01-27,303.1
2012-01-30,303.75
2012-01-31,324.2
2012-02-01,324.5
2012-02-02,325.5
2012-02-03,327.85
2012-02-06,323.85
2012-02-07,326.7
2012-02-08,329.55
2012-02-09,333.15
2012-02-10,338.3
2012-02-13,345.5
2012-02-14,338.9
2012-02-15,344.45
2012-02-16,342.5
2012-02-17,348.1
2012-02-21,354.5
2012-02-22,349.65
2012-02-23,351.75
2012-02-24,350.7
2012-02-27,351.75
2012-02-28,364.85
2012-02-29,367.7
2012-03-01,367.9
2012-03-02,379.55
2012-03-03,383.2
2012-03-05,380.55
2012-03-06,387.35
2012-03-07,386.7
2012-03-09,397.55
2012-03-12,398.55
2012-03-13,404.75
2012-03-14,404.9
2012-03-15,405.8
2012-03-16,404.6
2012-03-19,406.35
2012-03-20,415.1
2012-03-21,415.8
2012-03-22,409.2
2012-03-23,414.1
2012-03-26,410.7
2012-03-27,405.3
2012-03-28,404.3
2012-03-29,405.0
2012-03-30,405.5
2012-04-02,407.65
2012-04-03,409.9
2012-04-04,414.7
2012-04-09,411.2
2012-04-10,414.55
2012-04-11,425.05
2012-04-12,431.8
2012-04-13,422.55
2012-04-16,431.3
2012-04-17,433.7
2012-04-18,440.5
2012-04-19,440.25
2012-04-20,434.2
2012-04-23,432.1
2012-04-24,432.7
2012-04-25,431.15
2012-04-26,431.95
2012-04-27,430.6
2012-04-28,430.95
2012-04-30,429.55
2012-05-02,431.1
2012-05-03,420.6
2012-05-04,405.75
2012-05-07,400.75
2012-05-08,395.85
2012-05-09,395.55
2012-05-10,395.95
2012-05-11,394.7
2012-05-14,394.1
2012-05-15,395.0
2012-05-16,391.65
2012-05-17,387.7
2012-05-18,383.3
2012-05-21,385.0
2012-05-22,385.5
2012-05-23,384.9
2012-05-24,399.2
2012-05-25,407.1
2012-05-28,410.5
2012-05-29,408.35
2012-05-30,407.95
2012-05-31,404.35
2012-06-01,398.65
2012-06-04,400.05
2012-06-05,393.45
2012-06-06,409.25
2012-06-07,406.85
2012-06-08,404.5
2012-06-11,404.15
2012-06-12,407.7
2012-06-13,405.25
2012-06-14,400.1
2012-06-15,403.85
2012-06-18,400.15
2012-06-19,398.2
2012-06-20,398.8
2012-06-21,396.4
2012-06-22,388.35
2012-06-25,390.1
2012-06-26,389.65
2012-06-27,388.1
2012-06-28,385.25
2012-06-29,389.9
2012-07-02,389.65
2012-07-03,391.4
2012-07-04,389.55
2012-07-05,391.05
2012-07-06,390.1
2012-07-09,386.95
2012-07-10,388.65
2012-07-11,388.1
2012-07-12,387.45
2012-07-13,387.1
2012-07-16,387.4
2012-07-17,385.2
2012-07-18,387.05
2012-07-19,390.65
2012-07-20,389.85
2012-07-23,385.6
2012-07-24,386.1
2012-07-25,385.4
2012-07-26,387.1
2012-07-27,389.35
2012-07-30,389.4
2012-07-31,389.1
2012-08-01,388.25
2012-08-02,389.6
2012-08-03,387.15
2012-08-06,384.75
2012-08-07,383.8
2012-08-08,381.95
2012-08-09,378.5
2012-08-10,379.35
2012-08-13,373.25
2012-08-14,381.75
2012-08-16,379.2
2012-08-17,377.95
2012-08-21,376.55
2012-08-22,373.85
2012-08-23,375.3
2012-08-24,370.65
2012-08-27,369.95
2012-08-28,369.75
2012-08-29,368.65
2012-08-30,369.95
2012-08-31,367.45
2012-09-03,363.6
2012-09-04,359.65
2012-09-05,360.05
2012-09-06,359.95
2012-09-07,361.7
2012-09-08,362.75
2012-09-10,379.05
2012-09-11,377.25
2012-09-12,379.6
2012-09-13,372.15
2012-09-14,366.7
2012-09-17,363.2
2012-09-18,355.1
2012-09-20,350.5
2012-09-21,351.35
2012-09-24,351.6
2012-09-25,350.6
2012-09-26,351.7
2012-09-27,352.25
2012-09-28,362.3
2012-10-01,362.0
2012-10-03,359.65
2012-10-04,352.65
2012-10-05,348.95
2012-10-08,348.3
2012-10-09,350.15
2012-10-10,348.9
2012-10-11,352.05
2012-10-12,350.2
2012-10-15,349.75
2012-10-16,349.2
2012-10-17,346.4
2012-10-18,345.75
2012-10-19,342.9
2012-10-22,344.8
2012-10-23,341.95
2012-10-25,337.95
2012-10-26,336.9
2012-10-29,338.3
2012-10-30,334.75
2012-10-31,336.2
2012-11-01,335.25
2012-11-02,344.65
2012-11-05,346.05
2012-11-06,351.4
2012-11-07,353.5
2012-11-08,350.25
2012-11-09,348.8
2012-11-12,349.7
2012-11-13,351.05
2012-11-15,351.75
2012-11-16,339.55
2012-11-19,344.25
2012-11-20,333.6
2012-11-21,334.55
2012-11-22,335.35
2012-11-23,331.15
2012-11-26,330.35
2012-11-27,333.15
2012-11-29,340.4
2012-11-30,343.65
2012-12-03,345.0
2012-12-04,350.6
2012-12-05,356.05
2012-12-06,354.3
2012-12-07,350.6
2012-12-10,349.45
2012-12-11,346.8
2012-12-12,335.15
2012-12-13,334.2
2012-12-14,339.7
2012-12-17,342.5
2012-12-18,342.1
2012-12-19,346.95
2012-12-20,345.05
2012-12-21,341.25
2012-12-24,341.35
2012-12-26,341.65
2012-12-27,338.75
2012-12-28,338.6
2012-12-31,340.5
