Date,HEXAWARE
2012-01-02,75.6
2012-01-03,79.25
2012-01-04,79.05
2012-01-05,78.85
2012-01-06,79.95
2012-01-07,79.65
2012-01-09,79.95
2012-01-10,82.25
2012-01-11,82.5
2012-01-12,83.45
2012-01-13,82.25
2012-01-16,82.95
2012-01-17,84.2
2012-01-18,80.95
2012-01-19,80.7
2012-01-20,79.85
2012-01-23,78.8
2012-01-24,78.15
2012-01-25,83.5
2012-01-27,82.9
2012-01-30,81.15
2012-01-31,84.75
2012-02-01,88.05
2012-02-02,97.15
2012-02-03,99.25
2012-02-06,101.2
2012-02-07,98.05
2012-02-08,106.35
2012-02-09,106.0
2012-02-10,109.65
2012-02-13,111.15
2012-02-14,110.15
2012-02-15,110.3
2012-02-16,109.9
2012-02-17,112.05
2012-02-21,114.0
2012-02-22,110.15
2012-02-23,109.35
2012-02-24,109.95
2012-02-27,107.2
2012-02-28,114.3
2012-02-29,121.95
2012-03-01,114.0
2012-03-02,110.75
2012-03-03,111.0
2012-03-05,109.1
2012-03-06,107.4
2012-03-07,112.5
2012-03-09,116.4
2012-03-12,118.5
2012-03-13,120.15
2012-03-14,120.55
2012-03-15,116.5
2012-03-16,117.05
2012-03-19,115.05
2012-03-20,121.1
2012-03-21,122.0
2012-03-22,115.75
2012-03-23,113.95
2012-03-26,113.8
2012-03-27,111.5
2012-03-28,107.5
2012-03-29,110.35
2012-03-30,117.05
2012-04-02,116.95
2012-04-03,120.95
2012-04-04,122.95
2012-04-09,118.45
2012-04-10,117.05
2012-04-11,119.95
2012-04-12,121.7
2012-04-13,120.3
2012-04-16,126.65
2012-04-17,125.65
2012-04-18,125.45
2012-04-19,128.0
2012-04-20,126.4
2012-04-23,125.1
2012-04-24,130.5
2012-04-25,130.35
2012-04-26,127.45
2012-04-27,129.9
2012-04-28,129.55
2012-04-30,129.6
2012-05-02,128.05
2012-05-03,129.9
2012-05-04,127.05
2012-05-07,124.8
2012-05-08,120.95
2012-05-09,114.5
2012-05-10,120.7
2012-05-11,119.15
2012-05-14,118.2
2012-05-15,119.95
2012-05-16,114.8
2012-05-17,118.75
2012-05-18,119.2
2012-05-21,118.4
2012-05-22,124.85
2012-05-23,123.0
2012-05-24,126.75
2012-05-25,125.25
2012-05-28,126.25
2012-05-29,125.35
2012-05-30,122.8
2012-05-31,119.3
2012-06-01,114.95
2012-06-04,122.3
2012-06-05,120.95
2012-06-06,123.9
2012-06-07,126.15
2012-06-08,126.85
2012-06-11,123.05
2012-06-12,124.5
2012-06-13,122.25
2012-06-14,123.45
2012-06-15,126.15
2012-06-18,122.2
2012-06-19,118.75
2012-06-20,124.8
2012-06-21,125.45
2012-06-22,125.6
2012-06-25,124.9
2012-06-26,126.65
2012-06-27,128.0
2012-06-28,127.25
2012-06-29,127.8
2012-07-02,126.8
2012-07-03,126.5
2012-07-04,124.4
2012-07-05,124.5
2012-07-06,120.6
2012-07-09,120.1
2012-07-09,120.1
2012-07-10,121.45
2012-07-11,120.7
2012-07-12,115.2
2012-07-13,114.2
2012-07-16,113.9
2012-07-17,111.55
2012-07-18,114.0
2012-07-19,114.85
2012-07-20,115.15
2012-07-23,112.7
2012-07-24,112.95
2012-07-25,117.25
2012-07-26,118.05
2012-07-27,116.5
2012-07-30,116.95
2012-07-31,114.15
2012-08-01,115.2
2012-08-02,115.35
2012-08-03,114.1
2012-08-06,114.05
2012-08-07,114.6
2012-08-08,119.2
2012-08-09,116.6
2012-08-10,116.15
2012-08-13,118.3
2012-08-14,119.1
2012-08-16,119.85
2012-08-17,119.55
2012-08-21,120.8
2012-08-22,122.75
2012-08-23,123.9
2012-08-24,123.95
2012-08-27,120.05
2012-08-28,122.5
2012-08-29,123.1
2012-08-30,123.95
2012-08-31,123.05
2012-09-03,125.25
2012-09-04,126.45
2012-09-05,124.75
2012-09-06,128.7
2012-09-07,132.7
2012-09-08,133.95
2012-09-10,131.95
2012-09-11,137.7
2012-09-12,138.15
2012-09-13,138.15
2012-09-14,136.7
2012-09-17,127.95
2012-09-18,128.95
2012-09-20,129.1
2012-09-21,124.6
2012-09-24,124.1
2012-09-25,123.45
2012-09-26,119.75
2012-09-27,119.85
2012-09-28,121.8
2012-10-01,121.95
2012-10-03,123.4
2012-10-04,118.35
2012-10-05,116.4
2012-10-08,114.65
2012-10-09,114.55
2012-10-10,116.05
2012-10-11,113.9
2012-10-12,113.05
2012-10-15,114.15
2012-10-16,112.75
2012-10-17,111.0
2012-10-18,112.05
2012-10-19,109.95
2012-10-22,108.85
2012-10-23,109.6
2012-10-25,112.25
2012-10-26,113.6
2012-10-29,110.25
2012-10-30,109.25
2012-10-31,112.0
2012-11-01,111.25
2012-11-02,113.4
2012-11-05,113.25
2012-11-06,115.05
2012-11-07,115.75
2012-11-08,114.25
2012-11-09,113.0
2012-11-12,111.05
2012-11-13,111.25
2012-11-15,106.4
2012-11-16,105.05
2012-11-19,101.65
2012-11-20,101.5
2012-11-21,100.65
2012-11-22,102.0
2012-11-23,101.45
2012-11-26,106.7
2012-11-27,109.75
2012-11-29,108.55
2012-11-30,109.0
2012-12-03,108.6
2012-12-04,109.6
2012-12-05,109.8
2012-12-06,106.45
2012-12-07,96.6
2012-12-10,94.05
2012-12-11,91.65
2012-12-12,91.0
2012-12-13,87.15
2012-12-14,88.9
2012-12-17,87.1
2012-12-18,89.65
2012-12-19,89.5
2012-12-20,87.7
2012-12-21,86.35
2012-12-24,86.5
2012-12-26,86.45
2012-12-27,84.3
2012-12-28,84.55
2012-12-31,85.1
