Date,BPL
2012-01-02,16.3
2012-01-03,17.0
2012-01-04,17.15
2012-01-05,17.25
2012-01-06,17.35
2012-01-07,17.75
2012-01-09,18.25
2012-01-10,18.9
2012-01-11,19.35
2012-01-12,18.9
2012-01-13,19.35
2012-01-16,19.1
2012-01-17,19.05
2012-01-18,18.7
2012-01-19,18.85
2012-01-20,18.7
2012-01-23,18.75
2012-01-24,18.9
2012-01-25,19.4
2012-01-27,19.8
2012-01-30,18.95
2012-01-31,19.4
2012-02-01,20.45
2012-02-02,19.65
2012-02-03,19.6
2012-02-06,20.0
2012-02-07,19.8
2012-02-08,20.3
2012-02-09,21.25
2012-02-10,21.0
2012-02-13,22.55
2012-02-14,22.5
2012-02-15,22.5
2012-02-16,22.9
2012-02-17,21.6
2012-02-21,22.0
2012-02-22,21.1
2012-02-23,20.35
2012-02-24,20.05
2012-02-27,19.05
2012-02-28,19.9
2012-02-29,19.8
2012-03-01,19.45
2012-03-02,19.45
2012-03-03,19.25
2012-03-05,19.3
2012-03-06,18.85
2012-03-07,18.9
2012-03-09,18.85
2012-03-12,19.05
2012-03-13,19.15
2012-03-14,19.05
2012-03-15,18.7
2012-03-16,18.6
2012-03-19,18.35
2012-03-20,18.35
2012-03-21,18.75
2012-03-22,18.4
2012-03-23,18.1
2012-03-26,18.0
2012-03-27,17.65
2012-03-28,17.15
2012-03-29,17.2
2012-03-30,17.6
2012-04-02,17.8
2012-04-03,18.45
2012-04-04,18.4
2012-04-09,18.1
2012-04-10,17.95
2012-04-11,17.85
2012-04-12,18.6
2012-04-13,18.15
2012-04-16,17.95
2012-04-17,17.95
2012-04-18,17.95
2012-04-19,18.15
2012-04-20,18.1
2012-04-23,17.85
2012-04-24,17.85
2012-04-25,17.8
2012-04-26,17.8
2012-04-27,16.5
2012-04-28,16.95
2012-04-30,17.25
2012-05-02,17.2
2012-05-03,17.1
2012-05-04,16.5
2012-05-07,16.6
2012-05-08,16.55
2012-05-09,16.3
2012-05-10,16.25
2012-05-11,15.95
2012-05-14,15.8
2012-05-15,15.7
2012-05-16,15.4
2012-05-17,15.25
2012-05-18,15.05
2012-05-21,15.4
2012-05-22,15.35
2012-05-23,15.05
2012-05-24,15.25
2012-05-25,15.3
2012-05-28,15.35
2012-05-29,15.45
2012-05-30,15.85
2012-05-31,15.65
2012-06-01,15.4
2012-06-04,15.3
2012-06-05,15.4
2012-06-06,15.45
2012-06-07,15.7
2012-06-08,15.65
2012-06-11,15.6
2012-06-12,15.65
2012-06-13,15.55
2012-06-14,15.5
2012-06-15,15.4
2012-06-18,15.3
2012-06-19,15.35
2012-06-20,15.2
2012-06-21,15.6
2012-06-22,15.65
2012-06-25,15.6
2012-06-26,15.45
2012-06-27,15.45
2012-06-28,18.5
2012-06-29,17.4
2012-07-02,17.35
2012-07-03,17.55
2012-07-04,18.0
2012-07-05,18.4
2012-07-06,18.05
2012-07-09,18.35
2012-07-09,18.35
2012-07-10,19.9
2012-07-11,19.35
2012-07-12,19.35
2012-07-13,19.2
2012-07-16,18.45
2012-07-17,17.8
2012-07-18,17.55
2012-07-19,17.55
2012-07-20,17.6
2012-07-23,17.45
2012-07-24,17.2
2012-07-25,16.8
2012-07-26,16.1
2012-07-27,16.1
2012-07-30,16.25
2012-07-31,16.2
2012-08-01,16.55
2012-08-02,16.55
2012-08-03,16.5
2012-08-06,16.75
2012-08-07,17.15
2012-08-08,16.8
2012-08-09,16.45
2012-08-10,16.05
2012-08-13,16.6
2012-08-14,16.25
2012-08-16,16.2
2012-08-17,16.9
2012-08-21,16.75
2012-08-22,16.8
2012-08-23,18.25
2012-08-24,17.95
2012-08-27,17.55
2012-08-28,16.9
2012-08-29,16.3
2012-08-30,16.3
2012-08-31,16.25
2012-09-03,16.3
2012-09-04,16.4
2012-09-05,16.4
2012-09-06,16.65
2012-09-07,16.8
2012-09-08,16.9
2012-09-10,16.55
2012-09-11,17.15
2012-09-12,17.15
2012-09-13,16.85
2012-09-14,16.85
2012-09-17,17.2
2012-09-18,17.45
2012-09-20,16.9
2012-09-21,17.3
2012-09-24,17.35
2012-09-25,17.45
2012-09-26,17.0
2012-09-27,17.35
2012-09-28,19.65
2012-10-01,22.75
2012-10-03,21.05
2012-10-04,21.15
2012-10-05,19.95
2012-10-08,19.85
2012-10-09,20.35
2012-10-10,21.05
2012-10-11,20.9
2012-10-12,21.1
2012-10-15,20.6
2012-10-16,20.4
2012-10-17,20.6
2012-10-18,20.25
2012-10-19,19.9
2012-10-22,19.65
2012-10-23,19.15
2012-10-25,19.2
2012-10-26,18.9
2012-10-29,21.4
2012-10-30,20.55
2012-10-31,20.5
2012-11-01,22.5
2012-11-02,22.85
2012-11-05,22.5
2012-11-06,22.0
2012-11-07,21.55
2012-11-08,21.05
2012-11-09,20.15
2012-11-12,19.95
2012-11-13,20.15
2012-11-15,20.0
2012-11-16,19.6
2012-11-19,19.15
2012-11-20,19.1
2012-11-21,19.05
2012-11-22,19.25
2012-11-23,18.8
2012-11-26,20.1
2012-11-27,20.65
2012-11-29,20.5
2012-11-30,20.3
2012-12-03,20.3
2012-12-04,20.5
2012-12-05,20.55
2012-12-06,20.55
2012-12-07,20.05
2012-12-10,20.0
2012-12-11,19.6
2012-12-12,20.0
2012-12-13,19.6
2012-12-14,19.35
2012-12-17,19.45
2012-12-18,19.5
2012-12-19,19.65
2012-12-20,19.65
2012-12-21,19.05
2012-12-24,18.9
2012-12-26,19.3
2012-12-27,18.75
2012-12-28,18.9
2012-12-31,18.8
