Date,ARSHIYA
2012-01-02,124.95
2012-01-03,126.85
2012-01-04,125.65
2012-01-05,124.1
2012-01-06,123.75
2012-01-07,122.9
2012-01-09,124.7
2012-01-10,127.4
2012-01-11,127.3
2012-01-12,124.4
2012-01-13,122.95
2012-01-16,121.7
2012-01-17,125.0
2012-01-18,120.35
2012-01-19,130.25
2012-01-20,133.7
2012-01-23,140.75
2012-01-24,138.0
2012-01-25,141.35
2012-01-27,147.2
2012-01-30,139.05
2012-01-31,141.4
2012-02-01,143.8
2012-02-02,142.85
2012-02-03,146.55
2012-02-06,151.3
2012-02-07,151.45
2012-02-08,159.85
2012-02-09,166.3
2012-02-10,159.95
2012-02-13,158.85
2012-02-14,160.0
2012-02-15,157.75
2012-02-16,165.9
2012-02-17,162.2
2012-02-21,164.6
2012-02-22,153.95
2012-02-23,150.2
2012-02-24,149.35
2012-02-27,142.1
2012-02-28,144.95
2012-02-29,146.35
2012-03-01,147.25
2012-03-02,148.45
2012-03-03,149.8
2012-03-05,143.65
2012-03-06,141.35
2012-03-07,137.15
2012-03-09,137.0
2012-03-12,141.75
2012-03-13,153.65
2012-03-14,150.35
2012-03-15,146.25
2012-03-16,141.7
2012-03-19,137.95
2012-03-20,141.4
2012-03-21,140.55
2012-03-22,138.35
2012-03-23,138.05
2012-03-26,141.05
2012-03-27,136.4
2012-03-28,136.65
2012-03-29,137.0
2012-03-30,143.0
2012-04-02,144.0
2012-04-03,150.5
2012-04-04,149.2
2012-04-09,155.8
2012-04-10,150.4
2012-04-11,148.6
2012-04-12,155.65
2012-04-13,153.65
2012-04-16,155.15
2012-04-17,154.2
2012-04-18,152.55
2012-04-19,152.05
2012-04-20,151.0
2012-04-23,145.05
2012-04-24,150.9
2012-04-25,156.0
2012-04-26,154.2
2012-04-27,153.75
2012-04-28,152.05
2012-04-30,155.5
2012-05-02,159.35
2012-05-03,154.7
2012-05-04,150.35
2012-05-07,151.95
2012-05-08,148.9
2012-05-09,151.15
2012-05-10,152.55
2012-05-11,147.2
2012-05-14,144.1
2012-05-15,138.9
2012-05-16,133.35
2012-05-17,134.45
2012-05-18,136.85
2012-05-21,140.85
2012-05-22,140.75
2012-05-23,137.5
2012-05-24,135.9
2012-05-25,136.4
2012-05-28,136.75
2012-05-29,136.0
2012-05-30,132.55
2012-05-31,133.95
2012-06-01,130.5
2012-06-04,127.75
2012-06-05,127.0
2012-06-06,131.05
2012-06-07,130.3
2012-06-08,128.25
2012-06-11,127.75
2012-06-12,127.15
2012-06-13,125.35
2012-06-14,124.25
2012-06-15,123.3
2012-06-18,124.35
2012-06-19,125.4
2012-06-20,131.75
2012-06-21,138.15
2012-06-22,135.3
2012-06-25,134.1
2012-06-26,132.5
2012-06-27,133.05
2012-06-28,131.9
2012-06-29,133.1
2012-07-02,138.25
2012-07-03,139.15
2012-07-04,143.2
2012-07-05,142.45
2012-07-06,141.4
2012-07-09,138.1
2012-07-09,138.1
2012-07-10,139.6
2012-07-11,138.4
2012-07-12,137.0
2012-07-13,135.5
2012-07-16,133.0
2012-07-17,130.35
2012-07-18,129.15
2012-07-19,130.9
2012-07-20,130.55
2012-07-23,128.95
2012-07-24,126.65
2012-07-25,123.95
2012-07-26,120.3
2012-07-27,118.6
2012-07-30,123.5
2012-07-31,123.75
2012-08-01,124.8
2012-08-02,123.85
2012-08-03,122.45
2012-08-06,124.2
2012-08-07,125.0
2012-08-08,124.65
2012-08-09,124.6
2012-08-10,122.35
2012-08-13,125.0
2012-08-14,124.95
2012-08-16,124.35
2012-08-17,125.75
2012-08-21,133.1
2012-08-22,130.6
2012-08-23,127.55
2012-08-24,126.25
2012-08-27,122.95
2012-08-28,117.95
2012-08-29,115.6
2012-08-30,118.3
2012-08-31,117.6
2012-09-03,117.65
2012-09-04,117.35
2012-09-05,115.4
2012-09-06,115.1
2012-09-07,115.5
2012-09-08,116.2
2012-09-10,116.45
2012-09-11,115.4
2012-09-12,114.8
2012-09-13,114.25
2012-09-14,129.8
2012-09-17,136.2
2012-09-18,132.8
2012-09-20,133.0
2012-09-21,136.05
2012-09-24,139.8
2012-09-25,137.5
2012-09-26,137.2
2012-09-27,135.3
2012-09-28,134.55
2012-10-01,137.5
2012-10-03,135.95
2012-10-04,142.65
2012-10-05,141.45
2012-10-08,143.4
2012-10-09,139.1
2012-10-10,136.0
2012-10-11,133.8
2012-10-12,135.8
2012-10-15,137.1
2012-10-16,133.3
2012-10-17,130.35
2012-10-18,135.8
2012-10-19,138.8
2012-10-22,137.5
2012-10-23,134.9
2012-10-25,135.0
2012-10-26,132.2
2012-10-29,131.8
2012-10-30,130.55
2012-10-31,127.2
2012-11-01,128.15
2012-11-02,127.2
2012-11-05,124.8
2012-11-06,122.1
2012-11-07,120.95
2012-11-08,119.55
2012-11-09,119.6
2012-11-12,121.6
2012-11-13,123.5
2012-11-15,123.4
2012-11-16,121.1
2012-11-19,117.7
2012-11-20,116.2
2012-11-21,115.95
2012-11-22,119.95
2012-11-23,122.05
2012-11-26,123.7
2012-11-27,121.25
2012-11-29,122.25
2012-11-30,126.1
2012-12-03,126.6
2012-12-04,128.6
2012-12-05,132.6
2012-12-06,130.7
2012-12-07,128.55
2012-12-10,130.35
2012-12-11,128.25
2012-12-12,127.7
2012-12-13,123.95
2012-12-14,122.85
2012-12-17,120.3
2012-12-18,123.8
2012-12-19,123.35
2012-12-20,122.05
2012-12-21,120.9
2012-12-24,119.95
2012-12-26,119.8
2012-12-27,117.1
2012-12-28,117.75
2012-12-31,115.95
