Date,PHILIPCARB
2012-01-02,86.35
2012-01-03,89.6
2012-01-04,89.2
2012-01-05,90.55
2012-01-06,90.8
2012-01-07,92.5
2012-01-09,96.5
2012-01-10,98.1
2012-01-11,95.45
2012-01-12,95.8
2012-01-13,97.75
2012-01-16,95.95
2012-01-17,96.2
2012-01-18,95.05
2012-01-19,95.2
2012-01-20,91.85
2012-01-23,93.25
2012-01-24,93.5
2012-01-25,92.7
2012-01-27,91.25
2012-01-30,92.7
2012-01-31,91.15
2012-02-01,90.05
2012-02-02,90.25
2012-02-03,95.5
2012-02-06,97.95
2012-02-07,95.35
2012-02-08,96.0
2012-02-09,102.8
2012-02-10,103.9
2012-02-13,104.3
2012-02-14,105.9
2012-02-15,112.05
2012-02-16,114.5
2012-02-17,117.75
2012-02-21,118.45
2012-02-22,112.35
2012-02-23,109.6
2012-02-24,108.2
2012-02-27,102.4
2012-02-28,107.15
2012-02-29,107.6
2012-03-01,105.85
2012-03-02,104.8
2012-03-03,104.15
2012-03-05,107.6
2012-03-06,104.1
2012-03-07,103.9
2012-03-09,104.7
2012-03-12,105.5
2012-03-13,106.3
2012-03-14,104.85
2012-03-15,102.15
2012-03-16,101.55
2012-03-19,102.3
2012-03-20,101.1
2012-03-21,102.5
2012-03-22,103.2
2012-03-23,103.05
2012-03-26,100.9
2012-03-27,102.75
2012-03-28,104.35
2012-03-29,108.0
2012-03-30,111.95
2012-04-02,108.15
2012-04-03,108.2
2012-04-04,111.0
2012-04-09,111.2
2012-04-10,111.7
2012-04-11,110.2
2012-04-12,109.6
2012-04-13,108.1
2012-04-16,107.1
2012-04-17,107.15
2012-04-18,107.35
2012-04-19,107.05
2012-04-20,110.1
2012-04-23,111.7
2012-04-24,110.35
2012-04-25,108.9
2012-04-26,107.95
2012-04-27,106.9
2012-04-28,108.45
2012-04-30,108.75
2012-05-02,107.15
2012-05-03,106.3
2012-05-04,102.0
2012-05-07,103.1
2012-05-08,103.0
2012-05-09,101.3
2012-05-10,100.4
2012-05-11,100.55
2012-05-14,98.55
2012-05-15,98.0
2012-05-16,96.4
2012-05-17,94.85
2012-05-18,97.15
2012-05-21,98.55
2012-05-22,100.15
2012-05-23,99.55
2012-05-24,98.4
2012-05-25,98.95
2012-05-28,98.75
2012-05-29,100.3
2012-05-30,95.85
2012-05-31,103.25
2012-06-01,95.0
2012-06-04,94.8
2012-06-05,92.5
2012-06-06,94.0
2012-06-07,96.85
2012-06-08,97.7
2012-06-11,98.6
2012-06-12,98.7
2012-06-13,98.95
2012-06-14,96.4
2012-06-15,97.25
2012-06-18,97.05
2012-06-19,96.05
2012-06-20,95.15
2012-06-21,96.8
2012-06-22,96.35
2012-06-25,95.85
2012-06-26,96.5
2012-06-27,96.6
2012-06-28,97.15
2012-06-29,100.45
2012-07-02,99.85
2012-07-03,98.1
2012-07-04,99.95
2012-07-05,100.1
2012-07-06,100.2
2012-07-09,100.55
2012-07-09,100.55
2012-07-10,100.65
2012-07-11,102.25
2012-07-12,105.7
2012-07-13,105.9
2012-07-16,101.3
2012-07-17,97.5
2012-07-18,99.25
2012-07-19,96.7
2012-07-20,95.95
2012-07-23,94.1
2012-07-24,94.05
2012-07-25,92.4
2012-07-26,92.0
2012-07-27,88.7
2012-07-30,88.35
2012-07-31,88.65
2012-08-01,89.25
2012-08-02,90.45
2012-08-03,91.35
2012-08-06,94.1
2012-08-07,95.3
2012-08-08,94.35
2012-08-09,92.7
2012-08-10,90.25
2012-08-13,91.65
2012-08-14,91.35
2012-08-16,92.3
2012-08-17,92.95
2012-08-21,94.0
2012-08-22,90.3
2012-08-23,89.15
2012-08-24,89.5
2012-08-27,96.75
2012-08-28,92.9
2012-08-29,90.1
2012-08-30,90.05
2012-08-31,92.05
2012-09-03,89.7
2012-09-04,89.15
2012-09-05,88.45
2012-09-06,88.1
2012-09-07,88.75
2012-09-08,89.05
2012-09-10,89.1
2012-09-11,88.75
2012-09-12,90.1
2012-09-13,90.55
2012-09-14,90.25
2012-09-17,91.15
2012-09-18,91.2
2012-09-20,91.25
2012-09-21,91.6
2012-09-24,92.9
2012-09-25,93.35
2012-09-26,97.0
2012-09-27,96.9
2012-09-28,97.5
2012-10-01,98.15
2012-10-03,99.45
2012-10-04,103.8
2012-10-05,101.45
2012-10-08,104.45
2012-10-09,107.65
2012-10-10,105.85
2012-10-11,108.85
2012-10-12,111.75
2012-10-15,116.7
2012-10-16,112.55
2012-10-17,109.65
2012-10-18,114.4
2012-10-19,111.6
2012-10-22,110.85
2012-10-23,110.45
2012-10-25,109.95
2012-10-26,104.3
2012-10-29,104.4
2012-10-30,103.5
2012-10-31,105.4
2012-11-01,105.7
2012-11-02,104.6
2012-11-05,99.15
2012-11-06,96.75
2012-11-07,94.85
2012-11-08,95.5
2012-11-09,94.35
2012-11-12,92.85
2012-11-13,95.1
2012-11-15,95.3
2012-11-16,93.8
2012-11-19,92.45
2012-11-20,91.25
2012-11-21,92.15
2012-11-22,92.15
2012-11-23,92.0
2012-11-26,92.6
2012-11-27,93.85
2012-11-29,94.95
2012-11-30,95.05
2012-12-03,94.85
2012-12-04,95.5
2012-12-05,95.6
2012-12-06,96.35
2012-12-07,97.45
2012-12-10,96.55
2012-12-11,93.35
2012-12-12,93.7
2012-12-13,92.0
2012-12-14,93.05
2012-12-17,93.45
2012-12-18,93.25
2012-12-19,93.05
2012-12-20,92.2
2012-12-21,91.65
2012-12-24,91.1
2012-12-26,91.75
2012-12-27,92.0
2012-12-28,91.65
2012-12-31,93.35
