Date,TATACOMM
2012-01-02,212.8
2012-01-03,218.5
2012-01-04,215.75
2012-01-05,215.75
2012-01-06,215.5
2012-01-07,214.4
2012-01-09,215.9
2012-01-10,217.2
2012-01-11,216.7
2012-01-12,223.45
2012-01-13,222.5
2012-01-16,221.5
2012-01-17,220.55
2012-01-18,216.75
2012-01-19,221.1
2012-01-20,219.5
2012-01-23,225.2
2012-01-24,226.8
2012-01-25,236.4
2012-01-27,231.95
2012-01-30,222.9
2012-01-31,225.65
2012-02-01,225.9
2012-02-02,232.2
2012-02-03,229.2
2012-02-06,228.05
2012-02-07,222.15
2012-02-08,224.35
2012-02-09,224.0
2012-02-10,223.6
2012-02-13,221.85
2012-02-14,238.8
2012-02-15,239.75
2012-02-16,235.2
2012-02-17,236.65
2012-02-21,238.55
2012-02-22,253.8
2012-02-23,250.3
2012-02-24,235.35
2012-02-27,225.1
2012-02-28,232.8
2012-02-29,233.65
2012-03-01,236.2
2012-03-02,243.4
2012-03-03,241.15
2012-03-05,235.3
2012-03-06,228.65
2012-03-07,230.15
2012-03-09,236.0
2012-03-12,236.9
2012-03-13,236.9
2012-03-14,233.3
2012-03-15,224.6
2012-03-16,224.1
2012-03-19,223.2
2012-03-20,230.15
2012-03-21,230.45
2012-03-22,222.3
2012-03-23,224.05
2012-03-26,218.65
2012-03-27,222.8
2012-03-28,218.4
2012-03-29,216.1
2012-03-30,225.9
2012-04-02,225.4
2012-04-03,227.1
2012-04-04,226.8
2012-04-09,222.65
2012-04-10,224.55
2012-04-11,224.55
2012-04-12,228.6
2012-04-13,226.9
2012-04-16,227.4
2012-04-17,228.7
2012-04-18,234.9
2012-04-19,236.0
2012-04-20,234.65
2012-04-23,229.5
2012-04-24,228.4
2012-04-25,224.25
2012-04-26,235.15
2012-04-27,233.7
2012-04-28,232.45
2012-04-30,237.75
2012-05-02,235.35
2012-05-03,232.55
2012-05-04,225.1
2012-05-07,229.3
2012-05-08,222.6
2012-05-09,217.55
2012-05-10,215.7
2012-05-11,216.25
2012-05-14,214.0
2012-05-15,218.85
2012-05-16,210.1
2012-05-17,213.3
2012-05-18,209.6
2012-05-21,202.15
2012-05-22,201.25
2012-05-23,204.5
2012-05-24,208.65
2012-05-25,213.95
2012-05-28,220.7
2012-05-29,223.25
2012-05-30,216.8
2012-05-31,218.05
2012-06-01,216.5
2012-06-04,219.5
2012-06-05,221.15
2012-06-06,226.15
2012-06-07,221.05
2012-06-08,221.75
2012-06-11,220.15
2012-06-12,222.55
2012-06-13,222.6
2012-06-14,215.75
2012-06-15,213.35
2012-06-18,208.65
2012-06-19,202.5
2012-06-20,208.75
2012-06-21,214.5
2012-06-22,219.75
2012-06-25,224.65
2012-06-26,226.8
2012-06-27,223.9
2012-06-28,227.15
2012-06-29,232.7
2012-07-02,235.05
2012-07-03,237.5
2012-07-04,242.75
2012-07-05,240.3
2012-07-06,243.45
2012-07-09,243.6
2012-07-10,248.2
2012-07-11,245.45
2012-07-12,244.25
2012-07-13,244.65
2012-07-16,238.7
2012-07-17,238.55
2012-07-18,251.8
2012-07-19,245.75
2012-07-20,260.2
2012-07-23,257.0
2012-07-24,256.5
2012-07-25,258.65
2012-07-26,253.8
2012-07-27,249.45
2012-07-30,249.95
2012-07-31,246.85
2012-08-01,245.0
2012-08-02,243.9
2012-08-03,244.55
2012-08-06,243.15
2012-08-07,243.9
2012-08-08,239.85
2012-08-09,238.95
2012-08-10,237.45
2012-08-13,237.3
2012-08-14,237.0
2012-08-16,236.45
2012-08-17,234.25
2012-08-21,236.55
2012-08-22,233.35
2012-08-23,234.2
2012-08-24,231.6
2012-08-27,228.15
2012-08-28,227.05
2012-08-29,229.1
2012-08-30,231.45
2012-08-31,229.65
2012-09-03,227.8
2012-09-04,225.8
2012-09-05,224.9
2012-09-06,228.5
2012-09-07,231.05
2012-09-08,230.55
2012-09-10,232.25
2012-09-11,241.15
2012-09-12,241.3
2012-09-13,237.55
2012-09-14,237.0
2012-09-17,242.65
2012-09-18,248.1
2012-09-20,248.85
2012-09-21,247.35
2012-09-24,245.4
2012-09-25,245.95
2012-09-26,246.6
2012-09-27,244.3
2012-09-28,243.3
2012-10-01,243.4
2012-10-03,251.2
2012-10-04,253.65
2012-10-05,248.55
2012-10-08,251.75
2012-10-09,248.6
2012-10-10,243.75
2012-10-11,245.95
2012-10-12,246.1
2012-10-15,246.35
2012-10-16,244.2
2012-10-17,243.5
2012-10-18,248.95
2012-10-19,249.7
2012-10-22,251.3
2012-10-23,249.65
2012-10-25,246.4
2012-10-26,245.45
2012-10-29,244.15
2012-10-30,242.15
2012-10-31,243.65
2012-11-01,247.85
2012-11-02,250.95
2012-11-05,252.85
2012-11-06,251.7
2012-11-07,249.25
2012-11-08,245.45
2012-11-09,239.6
2012-11-12,236.65
2012-11-13,237.9
2012-11-15,236.6
2012-11-16,232.8
2012-11-19,233.5
2012-11-20,229.1
2012-11-21,227.7
2012-11-22,230.5
2012-11-23,230.5
2012-11-26,228.6
2012-11-27,237.45
2012-11-29,235.7
2012-11-30,239.1
2012-12-03,229.65
2012-12-04,229.45
2012-12-05,229.15
2012-12-06,229.3
2012-12-07,232.55
2012-12-10,232.5
2012-12-11,229.1
2012-12-12,228.45
2012-12-13,223.85
2012-12-14,224.45
2012-12-17,223.9
2012-12-18,227.5
2012-12-19,227.15
2012-12-20,225.95
2012-12-21,224.4
2012-12-24,222.7
2012-12-26,224.75
2012-12-27,223.0
2012-12-28,236.85
2012-12-31,235.65
