Date,M&M
2012-01-02,674.0
2012-01-03,664.4
2012-01-04,639.05
2012-01-05,650.15
2012-01-06,655.6
2012-01-07,653.8
2012-01-09,653.05
2012-01-10,689.2
2012-01-11,680.35
2012-01-12,686.0
2012-01-13,692.35
2012-01-16,687.8
2012-01-17,705.6
2012-01-18,684.05
2012-01-19,672.95
2012-01-20,657.0
2012-01-23,661.55
2012-01-24,685.45
2012-01-25,686.5
2012-01-27,700.1
2012-01-30,665.1
2012-01-31,673.8
2012-02-01,688.9
2012-02-02,700.6
2012-02-03,710.8
2012-02-06,710.2
2012-02-07,689.65
2012-02-08,686.95
2012-02-09,702.05
2012-02-10,691.55
2012-02-13,705.2
2012-02-14,717.3
2012-02-15,734.55
2012-02-16,724.25
2012-02-17,748.6
2012-02-21,762.6
2012-02-22,742.8
2012-02-23,723.5
2012-02-24,729.95
2012-02-27,696.65
2012-02-28,704.1
2012-02-29,709.85
2012-03-01,681.75
2012-03-02,679.95
2012-03-03,678.3
2012-03-05,675.3
2012-03-06,681.15
2012-03-07,674.9
2012-03-09,676.95
2012-03-12,663.8
2012-03-13,657.1
2012-03-14,668.95
2012-03-15,657.55
2012-03-16,677.95
2012-03-19,691.0
2012-03-20,686.7
2012-03-21,699.6
2012-03-22,686.0
2012-03-23,687.75
2012-03-26,681.45
2012-03-27,684.9
2012-03-28,681.25
2012-03-29,679.45
2012-03-30,700.2
2012-04-02,710.65
2012-04-03,706.6
2012-04-04,697.8
2012-04-09,683.6
2012-04-10,694.3
2012-04-11,694.45
2012-04-12,695.35
2012-04-13,691.85
2012-04-16,686.05
2012-04-17,684.4
2012-04-18,692.2
2012-04-19,706.55
2012-04-20,726.45
2012-04-23,714.6
2012-04-24,716.75
2012-04-25,703.3
2012-04-26,703.85
2012-04-27,712.65
2012-04-28,714.6
2012-04-30,710.05
2012-05-02,715.5
2012-05-03,705.65
2012-05-04,687.05
2012-05-07,690.0
2012-05-08,676.65
2012-05-09,655.3
2012-05-10,660.75
2012-05-11,655.05
2012-05-14,656.9
2012-05-15,654.9
2012-05-16,656.45
2012-05-17,636.65
2012-05-18,641.45
2012-05-21,647.3
2012-05-22,638.45
2012-05-23,644.65
2012-05-24,652.7
2012-05-25,638.3
2012-05-28,653.9
2012-05-29,655.35
2012-05-30,657.5
2012-05-31,652.6
2012-06-01,645.15
2012-06-04,649.85
2012-06-05,654.75
2012-06-06,674.55
2012-06-07,688.55
2012-06-08,688.7
2012-06-11,679.5
2012-06-12,695.55
2012-06-13,683.4
2012-06-14,680.4
2012-06-15,698.45
2012-06-18,693.15
2012-06-19,695.6
2012-06-20,694.15
2012-06-21,694.9
2012-06-22,697.8
2012-06-25,689.05
2012-06-26,692.9
2012-06-27,692.6
2012-06-28,691.6
2012-06-29,707.25
2012-07-02,714.9
2012-07-03,717.9
2012-07-04,718.55
2012-07-05,722.05
2012-07-06,731.55
2012-07-09,729.95
2012-07-09,729.95
2012-07-10,733.5
2012-07-11,730.55
2012-07-12,718.55
2012-07-13,719.85
2012-07-16,717.7
2012-07-17,708.1
2012-07-18,708.7
2012-07-19,710.15
2012-07-20,703.15
2012-07-23,692.05
2012-07-24,686.0
2012-07-25,681.6
2012-07-26,682.0
2012-07-27,687.45
2012-07-30,706.55
2012-07-31,700.85
2012-08-01,698.95
2012-08-02,695.6
2012-08-03,684.8
2012-08-06,695.1
2012-08-07,697.05
2012-08-08,722.7
2012-08-09,743.05
2012-08-10,739.55
2012-08-13,739.8
2012-08-14,748.5
2012-08-16,765.3
2012-08-17,769.35
2012-08-21,785.55
2012-08-22,786.0
2012-08-23,771.05
2012-08-24,761.95
2012-08-27,773.5
2012-08-28,771.05
2012-08-29,771.8
2012-08-30,772.0
2012-08-31,763.15
2012-09-03,757.25
2012-09-04,761.65
2012-09-05,755.15
2012-09-06,759.1
2012-09-07,763.8
2012-09-08,765.25
2012-09-10,766.45
2012-09-11,762.4
2012-09-12,762.95
2012-09-13,755.75
2012-09-14,777.2
2012-09-17,792.0
2012-09-18,798.25
2012-09-20,784.6
2012-09-21,808.9
2012-09-24,839.1
2012-09-25,846.05
2012-09-26,849.8
2012-09-27,852.2
2012-09-28,864.7
2012-10-01,863.65
2012-10-03,869.9
2012-10-04,858.45
2012-10-05,869.0
2012-10-08,865.7
2012-10-09,869.2
2012-10-10,851.75
2012-10-11,850.35
2012-10-12,854.2
2012-10-15,858.0
2012-10-16,825.45
2012-10-17,826.65
2012-10-18,837.1
2012-10-19,823.75
2012-10-22,834.6
2012-10-23,828.6
2012-10-25,857.9
2012-10-26,880.9
2012-10-29,888.85
2012-10-30,873.65
2012-10-31,884.45
2012-11-01,899.8
2012-11-02,917.45
2012-11-05,910.5
2012-11-06,914.95
2012-11-07,919.6
2012-11-08,914.1
2012-11-09,909.4
2012-11-12,905.6
2012-11-13,906.75
2012-11-15,901.65
2012-11-16,894.45
2012-11-19,908.8
2012-11-20,938.5
2012-11-21,944.05
2012-11-22,955.35
2012-11-23,954.05
2012-11-26,922.05
2012-11-27,928.35
2012-11-29,933.9
2012-11-30,947.0
2012-12-03,957.65
2012-12-04,938.7
2012-12-05,930.1
2012-12-06,928.85
2012-12-07,939.2
2012-12-10,929.3
2012-12-11,929.75
2012-12-12,949.5
2012-12-13,942.35
2012-12-14,952.1
2012-12-17,960.25
2012-12-18,967.2
2012-12-19,968.0
2012-12-20,953.15
2012-12-21,937.55
2012-12-24,937.65
2012-12-26,944.65
2012-12-27,930.35
2012-12-28,924.6
2012-12-31,931.65
