Date,ISMTLTD
2012-01-02,23.2
2012-01-03,23.85
2012-01-04,24.25
2012-01-05,24.3
2012-01-06,24.35
2012-01-07,25.55
2012-01-09,27.35
2012-01-10,29.1
2012-01-11,29.0
2012-01-12,27.85
2012-01-13,28.7
2012-01-16,28.55
2012-01-17,29.5
2012-01-18,30.0
2012-01-19,29.95
2012-01-20,29.5
2012-01-23,30.2
2012-01-24,30.0
2012-01-25,30.55
2012-01-27,31.65
2012-01-30,30.1
2012-01-31,29.6
2012-02-01,29.5
2012-02-02,29.4
2012-02-03,28.6
2012-02-06,29.0
2012-02-07,28.55
2012-02-08,28.55
2012-02-09,29.05
2012-02-10,30.2
2012-02-13,30.75
2012-02-14,30.25
2012-02-15,30.55
2012-02-16,30.15
2012-02-17,31.35
2012-02-21,32.1
2012-02-22,32.0
2012-02-23,30.95
2012-02-24,30.25
2012-02-27,28.05
2012-02-28,28.35
2012-02-29,29.05
2012-03-01,29.7
2012-03-02,29.65
2012-03-03,29.45
2012-03-05,28.6
2012-03-06,28.05
2012-03-07,27.8
2012-03-09,27.95
2012-03-12,27.95
2012-03-13,28.45
2012-03-14,28.55
2012-03-15,27.25
2012-03-16,27.35
2012-03-19,26.7
2012-03-20,27.35
2012-03-21,27.05
2012-03-22,26.3
2012-03-23,26.05
2012-03-26,26.1
2012-03-27,26.1
2012-03-28,24.85
2012-03-29,25.75
2012-03-30,26.8
2012-04-02,26.6
2012-04-03,26.7
2012-04-04,26.95
2012-04-09,26.75
2012-04-10,26.2
2012-04-11,26.25
2012-04-12,26.3
2012-04-13,26.25
2012-04-16,26.0
2012-04-17,26.35
2012-04-18,26.6
2012-04-19,26.65
2012-04-20,26.65
2012-04-23,26.4
2012-04-24,26.25
2012-04-25,28.0
2012-04-26,27.9
2012-04-27,29.1
2012-04-28,28.6
2012-04-30,27.45
2012-05-02,28.15
2012-05-03,27.35
2012-05-04,26.6
2012-05-07,27.15
2012-05-08,26.4
2012-05-09,25.85
2012-05-10,25.75
2012-05-11,25.75
2012-05-14,25.75
2012-05-15,25.55
2012-05-16,25.45
2012-05-17,25.8
2012-05-18,25.25
2012-05-21,24.9
2012-05-22,24.65
2012-05-23,24.35
2012-05-24,24.0
2012-05-25,24.2
2012-05-28,24.35
2012-05-29,23.75
2012-05-30,23.6
2012-05-31,23.7
2012-06-01,23.6
2012-06-04,23.0
2012-06-05,22.9
2012-06-06,22.95
2012-06-07,22.9
2012-06-08,22.8
2012-06-11,22.7
2012-06-12,22.85
2012-06-13,22.85
2012-06-14,22.8
2012-06-15,22.7
2012-06-18,22.6
2012-06-19,22.8
2012-06-20,22.8
2012-06-21,22.8
2012-06-22,22.85
2012-06-25,23.5
2012-06-26,23.45
2012-06-27,23.25
2012-06-28,23.7
2012-06-29,24.05
2012-07-02,24.0
2012-07-03,23.9
2012-07-04,25.1
2012-07-05,25.4
2012-07-06,25.2
2012-07-09,25.05
2012-07-09,25.05
2012-07-10,25.15
2012-07-11,24.55
2012-07-12,23.9
2012-07-13,23.7
2012-07-16,23.1
2012-07-17,23.2
2012-07-18,23.2
2012-07-19,23.35
2012-07-20,25.2
2012-07-23,25.5
2012-07-24,24.85
2012-07-25,24.25
2012-07-26,23.7
2012-07-27,23.05
2012-07-30,23.35
2012-07-31,23.4
2012-08-01,23.55
2012-08-02,23.75
2012-08-03,23.9
2012-08-06,23.8
2012-08-07,23.9
2012-08-08,23.7
2012-08-09,23.3
2012-08-10,23.25
2012-08-13,22.95
2012-08-14,22.7
2012-08-16,22.25
2012-08-17,22.35
2012-08-21,22.6
2012-08-22,22.25
2012-08-23,22.6
2012-08-24,22.5
2012-08-27,22.15
2012-08-28,22.0
2012-08-29,22.05
2012-08-30,22.0
2012-08-31,22.05
2012-09-03,22.05
2012-09-04,22.1
2012-09-05,22.05
2012-09-06,22.05
2012-09-07,22.4
2012-09-08,22.45
2012-09-10,22.5
2012-09-11,22.55
2012-09-12,23.15
2012-09-13,23.05
2012-09-14,23.1
2012-09-17,23.25
2012-09-18,23.4
2012-09-20,23.4
2012-09-21,23.45
2012-09-24,23.85
2012-09-25,23.55
2012-09-26,23.5
2012-09-27,23.45
2012-09-28,23.55
2012-10-01,23.75
2012-10-03,26.8
2012-10-04,25.45
2012-10-05,25.0
2012-10-08,25.0
2012-10-09,24.75
2012-10-10,25.05
2012-10-11,25.1
2012-10-12,25.1
2012-10-15,25.0
2012-10-16,24.8
2012-10-17,24.7
2012-10-18,26.15
2012-10-19,26.8
2012-10-22,25.8
2012-10-23,25.45
2012-10-25,24.5
2012-10-26,24.25
2012-10-29,24.15
2012-10-30,24.0
2012-10-31,24.0
2012-11-01,24.45
2012-11-02,24.6
2012-11-05,24.05
2012-11-06,23.95
2012-11-07,24.65
2012-11-08,24.75
2012-11-09,23.9
2012-11-12,23.9
2012-11-13,24.25
2012-11-15,23.65
2012-11-16,23.4
2012-11-19,23.25
2012-11-20,23.0
2012-11-21,23.0
2012-11-22,22.45
2012-11-23,22.65
2012-11-26,22.65
2012-11-27,23.25
2012-11-29,22.2
2012-11-30,22.65
2012-12-03,22.35
2012-12-04,22.55
2012-12-05,22.25
2012-12-06,22.85
2012-12-07,22.7
2012-12-10,22.6
2012-12-11,22.45
2012-12-12,22.6
2012-12-13,22.4
2012-12-14,22.25
2012-12-17,22.3
2012-12-18,22.65
2012-12-19,22.8
2012-12-20,23.5
2012-12-21,22.5
2012-12-24,22.0
2012-12-26,21.95
2012-12-27,21.8
2012-12-28,21.75
2012-12-31,21.65
