Date,SIMPLEXINF
2012-01-02,174.85
2012-01-03,175.3
2012-01-04,173.1
2012-01-05,172.5
2012-01-06,171.6
2012-01-07,173.0
2012-01-09,170.55
2012-01-10,180.05
2012-01-11,182.1
2012-01-12,184.8
2012-01-13,196.45
2012-01-16,201.7
2012-01-17,207.8
2012-01-18,203.85
2012-01-19,196.0
2012-01-20,198.5
2012-01-23,200.65
2012-01-24,202.5
2012-01-25,201.8
2012-01-27,193.15
2012-01-30,187.6
2012-01-31,190.25
2012-02-01,202.55
2012-02-02,205.0
2012-02-03,198.5
2012-02-06,199.95
2012-02-07,195.6
2012-02-08,195.85
2012-02-09,198.7
2012-02-10,202.35
2012-02-13,197.4
2012-02-14,200.5
2012-02-15,220.8
2012-02-16,232.75
2012-02-17,246.95
2012-02-21,243.9
2012-02-22,241.45
2012-02-23,234.35
2012-02-24,237.1
2012-02-27,230.0
2012-02-28,235.1
2012-02-29,224.85
2012-03-01,227.95
2012-03-02,228.85
2012-03-03,231.6
2012-03-05,223.7
2012-03-06,230.15
2012-03-07,228.05
2012-03-09,225.85
2012-03-12,227.05
2012-03-13,233.4
2012-03-14,232.5
2012-03-15,232.85
2012-03-16,220.45
2012-03-19,220.0
2012-03-20,215.35
2012-03-21,225.4
2012-03-22,228.25
2012-03-23,234.25
2012-03-26,233.95
2012-03-27,233.35
2012-03-28,233.55
2012-03-29,228.0
2012-03-30,226.1
2012-04-02,243.1
2012-04-03,243.3
2012-04-04,247.95
2012-04-09,237.0
2012-04-10,231.3
2012-04-11,227.4
2012-04-12,234.05
2012-04-13,237.45
2012-04-16,238.2
2012-04-17,241.6
2012-04-18,232.2
2012-04-19,234.8
2012-04-20,232.3
2012-04-23,225.2
2012-04-24,223.8
2012-04-25,223.0
2012-04-26,223.05
2012-04-27,231.1
2012-04-28,234.0
2012-04-30,230.35
2012-05-02,229.4
2012-05-03,227.05
2012-05-04,229.6
2012-05-07,219.9
2012-05-08,223.2
2012-05-09,218.2
2012-05-10,215.55
2012-05-11,205.85
2012-05-14,208.25
2012-05-15,204.35
2012-05-16,201.6
2012-05-17,213.8
2012-05-18,214.8
2012-05-21,210.0
2012-05-22,210.25
2012-05-23,215.5
2012-05-24,212.05
2012-05-25,215.5
2012-05-28,217.0
2012-05-29,212.35
2012-05-30,212.2
2012-05-31,224.85
2012-06-01,212.55
2012-06-04,206.2
2012-06-05,213.0
2012-06-06,211.85
2012-06-07,213.8
2012-06-08,210.65
2012-06-11,213.4
2012-06-12,212.65
2012-06-13,213.6
2012-06-14,208.7
2012-06-15,212.75
2012-06-18,206.7
2012-06-19,207.1
2012-06-20,208.35
2012-06-21,210.05
2012-06-22,207.0
2012-06-25,210.6
2012-06-26,209.3
2012-06-27,215.45
2012-06-28,213.75
2012-06-29,224.0
2012-07-02,223.35
2012-07-03,226.6
2012-07-04,225.05
2012-07-05,229.2
2012-07-06,229.15
2012-07-09,232.85
2012-07-10,234.75
2012-07-11,228.65
2012-07-12,221.15
2012-07-13,221.7
2012-07-16,227.25
2012-07-17,215.0
2012-07-18,219.2
2012-07-19,216.0
2012-07-20,221.7
2012-07-23,217.25
2012-07-24,213.8
2012-07-25,207.35
2012-07-26,207.05
2012-07-27,207.6
2012-07-30,206.3
2012-07-31,205.15
2012-08-01,206.5
2012-08-02,206.55
2012-08-03,204.95
2012-08-06,204.2
2012-08-07,207.7
2012-08-08,203.45
2012-08-09,201.0
2012-08-10,204.6
2012-08-13,198.8
2012-08-14,204.3
2012-08-16,203.55
2012-08-17,200.3
2012-08-21,208.35
2012-08-22,208.5
2012-08-23,207.15
2012-08-24,204.1
2012-08-27,199.35
2012-08-28,196.9
2012-08-29,193.1
2012-08-30,183.45
2012-08-31,192.45
2012-09-03,194.95
2012-09-04,196.1
2012-09-05,194.5
2012-09-06,191.15
2012-09-07,192.15
2012-09-08,199.35
2012-09-10,194.25
2012-09-11,191.2
2012-09-12,185.35
2012-09-13,185.4
2012-09-14,184.75
2012-09-17,195.65
2012-09-18,199.1
2012-09-20,198.1
2012-09-21,202.2
2012-09-24,212.55
2012-09-25,211.0
2012-09-26,209.9
2012-09-27,209.5
2012-09-28,210.85
2012-10-01,209.55
2012-10-03,211.3
2012-10-04,212.65
2012-10-05,217.15
2012-10-08,217.55
2012-10-09,221.0
2012-10-10,214.3
2012-10-11,219.85
2012-10-12,225.65
2012-10-15,218.85
2012-10-16,212.9
2012-10-17,213.6
2012-10-18,220.0
2012-10-19,215.9
2012-10-22,212.55
2012-10-23,210.65
2012-10-25,208.5
2012-10-26,206.4
2012-10-29,201.65
2012-10-30,200.8
2012-10-31,203.55
2012-11-01,201.1
2012-11-02,198.6
2012-11-05,198.2
2012-11-06,200.1
2012-11-07,199.65
2012-11-08,198.0
2012-11-09,196.4
2012-11-12,186.85
2012-11-13,192.9
2012-11-15,196.0
2012-11-16,191.75
2012-11-19,189.3
2012-11-20,187.3
2012-11-21,180.85
2012-11-22,181.35
2012-11-23,178.1
2012-11-26,183.0
2012-11-27,180.65
2012-11-29,177.95
2012-11-30,177.2
2012-12-03,181.55
2012-12-04,183.2
2012-12-05,201.0
2012-12-06,198.4
2012-12-07,204.4
2012-12-10,202.6
2012-12-11,203.05
2012-12-12,208.3
2012-12-13,212.15
2012-12-14,216.15
2012-12-17,221.75
2012-12-18,215.5
2012-12-19,221.25
2012-12-20,219.45
2012-12-21,223.45
2012-12-24,217.5
2012-12-26,223.75
2012-12-27,231.0
2012-12-28,245.0
2012-12-31,254.9
