Date,BIOCON
2012-01-02,274.05
2012-01-03,279.6
2012-01-04,279.6
2012-01-05,274.05
2012-01-06,269.1
2012-01-07,268.85
2012-01-09,273.7
2012-01-10,278.05
2012-01-11,277.1
2012-01-12,264.25
2012-01-13,267.1
2012-01-16,260.75
2012-01-17,257.7
2012-01-18,258.75
2012-01-19,275.15
2012-01-20,270.7
2012-01-23,267.55
2012-01-24,274.8
2012-01-25,265.55
2012-01-27,264.85
2012-01-30,257.9
2012-01-31,265.0
2012-02-01,265.7
2012-02-02,265.9
2012-02-03,279.05
2012-02-06,283.35
2012-02-07,277.15
2012-02-08,279.4
2012-02-09,286.75
2012-02-10,285.85
2012-02-13,290.7
2012-02-14,291.85
2012-02-15,293.8
2012-02-16,296.8
2012-02-17,297.55
2012-02-21,294.0
2012-02-22,285.8
2012-02-23,276.35
2012-02-24,284.5
2012-02-27,269.25
2012-02-28,275.55
2012-02-29,275.5
2012-03-01,275.1
2012-03-02,282.3
2012-03-03,282.3
2012-03-05,276.1
2012-03-06,265.95
2012-03-07,265.85
2012-03-09,268.25
2012-03-12,267.55
2012-03-13,250.75
2012-03-14,249.0
2012-03-15,244.65
2012-03-16,240.4
2012-03-19,239.45
2012-03-20,238.55
2012-03-21,243.3
2012-03-22,235.7
2012-03-23,236.2
2012-03-26,231.4
2012-03-27,234.15
2012-03-28,233.75
2012-03-29,229.9
2012-03-30,239.0
2012-04-02,240.4
2012-04-03,243.25
2012-04-04,242.0
2012-04-09,242.9
2012-04-10,241.15
2012-04-11,236.6
2012-04-12,239.3
2012-04-13,234.75
2012-04-16,237.1
2012-04-17,237.85
2012-04-18,237.1
2012-04-19,243.65
2012-04-20,242.45
2012-04-23,236.3
2012-04-24,233.1
2012-04-25,232.85
2012-04-26,227.35
2012-04-27,239.3
2012-04-28,239.05
2012-04-30,238.35
2012-05-02,237.35
2012-05-03,237.45
2012-05-04,233.3
2012-05-07,233.7
2012-05-08,232.45
2012-05-09,228.25
2012-05-10,228.55
2012-05-11,221.45
2012-05-14,214.7
2012-05-15,211.1
2012-05-16,212.65
2012-05-17,217.05
2012-05-18,216.0
2012-05-21,215.6
2012-05-22,214.05
2012-05-23,214.75
2012-05-24,216.0
2012-05-25,216.25
2012-05-28,218.35
2012-05-29,221.55
2012-05-30,220.1
2012-05-31,220.55
2012-06-01,212.75
2012-06-04,212.25
2012-06-05,212.85
2012-06-06,217.75
2012-06-07,218.15
2012-06-08,218.8
2012-06-11,217.9
2012-06-12,218.85
2012-06-13,219.0
2012-06-14,216.55
2012-06-15,218.85
2012-06-18,215.15
2012-06-19,216.85
2012-06-20,217.75
2012-06-21,224.45
2012-06-22,232.45
2012-06-25,230.45
2012-06-26,231.05
2012-06-27,230.55
2012-06-28,234.1
2012-06-29,237.7
2012-07-02,238.05
2012-07-03,240.4
2012-07-04,243.8
2012-07-05,240.3
2012-07-06,239.1
2012-07-09,238.25
2012-07-09,238.25
2012-07-10,241.1
2012-07-11,242.0
2012-07-12,243.8
2012-07-13,245.0
2012-07-16,245.35
2012-07-17,247.95
2012-07-18,249.6
2012-07-19,247.0
2012-07-20,245.55
2012-07-23,246.0
2012-07-24,249.25
2012-07-25,252.1
2012-07-26,238.6
2012-07-27,232.9
2012-07-30,239.0
2012-07-31,240.9
2012-08-01,241.95
2012-08-02,242.15
2012-08-03,244.65
2012-08-06,246.65
2012-08-07,248.55
2012-08-08,246.5
2012-08-09,243.45
2012-08-10,242.85
2012-08-13,241.2
2012-08-14,240.85
2012-08-16,246.1
2012-08-17,248.65
2012-08-21,248.3
2012-08-22,245.9
2012-08-23,250.4
2012-08-24,251.15
2012-08-27,249.55
2012-08-28,246.0
2012-08-29,245.8
2012-08-30,248.35
2012-08-31,262.65
2012-09-03,265.95
2012-09-04,268.4
2012-09-05,264.3
2012-09-06,264.25
2012-09-07,271.2
2012-09-08,274.6
2012-09-10,273.05
2012-09-11,276.0
2012-09-12,274.1
2012-09-13,266.7
2012-09-14,269.0
2012-09-17,280.4
2012-09-18,275.2
2012-09-20,273.2
2012-09-21,275.8
2012-09-24,273.05
2012-09-25,278.25
2012-09-26,279.35
2012-09-27,274.75
2012-09-28,274.8
2012-10-01,284.4
2012-10-03,286.1
2012-10-04,280.65
2012-10-05,273.4
2012-10-08,269.5
2012-10-09,281.4
2012-10-10,272.2
2012-10-11,272.15
2012-10-12,270.75
2012-10-15,267.95
2012-10-16,268.55
2012-10-17,266.95
2012-10-18,266.6
2012-10-19,267.6
2012-10-22,263.85
2012-10-23,263.1
2012-10-25,260.85
2012-10-26,257.95
2012-10-29,262.8
2012-10-30,259.2
2012-10-31,265.5
2012-11-01,277.35
2012-11-02,276.1
2012-11-05,277.1
2012-11-06,284.85
2012-11-07,288.5
2012-11-08,300.65
2012-11-09,295.2
2012-11-12,296.1
2012-11-13,294.5
2012-11-15,306.9
2012-11-16,291.4
2012-11-19,282.9
2012-11-20,279.0
2012-11-21,276.65
2012-11-22,282.45
2012-11-23,276.9
2012-11-26,279.55
2012-11-27,281.85
2012-11-29,288.05
2012-11-30,286.5
2012-12-03,294.05
2012-12-04,290.6
2012-12-05,287.2
2012-12-06,285.4
2012-12-07,286.5
2012-12-10,288.3
2012-12-11,284.35
2012-12-12,284.85
2012-12-13,283.25
2012-12-14,285.3
2012-12-17,287.65
2012-12-18,287.05
2012-12-19,286.8
2012-12-20,289.6
2012-12-21,280.0
2012-12-24,280.3
2012-12-26,283.15
2012-12-27,282.35
2012-12-28,283.45
2012-12-31,286.8
