Date,KSCL
2012-01-02,451.0
2012-01-03,470.55
2012-01-04,463.2
2012-01-05,469.7
2012-01-06,457.1
2012-01-07,458.3
2012-01-09,455.9
2012-01-10,456.9
2012-01-11,455.7
2012-01-12,456.3
2012-01-13,449.75
2012-01-16,457.05
2012-01-17,469.7
2012-01-18,463.25
2012-01-19,479.0
2012-01-20,470.7
2012-01-23,472.95
2012-01-24,475.3
2012-01-25,475.15
2012-01-27,476.4
2012-01-30,477.1
2012-01-31,485.7
2012-02-01,506.35
2012-02-02,496.0
2012-02-03,485.25
2012-02-06,486.4
2012-02-07,486.5
2012-02-08,490.35
2012-02-09,491.15
2012-02-10,513.85
2012-02-13,514.75
2012-02-14,510.45
2012-02-15,542.4
2012-02-16,574.5
2012-02-17,587.15
2012-02-21,580.85
2012-02-22,570.05
2012-02-23,567.65
2012-02-24,572.0
2012-02-27,568.05
2012-02-28,572.2
2012-02-29,566.65
2012-03-01,563.55
2012-03-02,561.45
2012-03-03,562.9
2012-03-05,558.15
2012-03-06,551.0
2012-03-07,556.2
2012-03-09,549.5
2012-03-12,567.05
2012-03-13,576.8
2012-03-14,569.6
2012-03-15,561.05
2012-03-16,554.55
2012-03-19,559.2
2012-03-20,554.4
2012-03-21,550.3
2012-03-22,548.3
2012-03-23,557.0
2012-03-26,545.3
2012-03-27,544.25
2012-03-28,528.35
2012-03-29,557.1
2012-03-30,574.7
2012-04-02,580.1
2012-04-03,586.45
2012-04-04,586.3
2012-04-09,592.35
2012-04-10,587.5
2012-04-11,596.05
2012-04-12,644.3
2012-04-13,658.75
2012-04-16,656.1
2012-04-17,663.7
2012-04-18,671.35
2012-04-19,702.2
2012-04-20,698.15
2012-04-23,679.7
2012-04-24,696.6
2012-04-25,690.05
2012-04-26,706.3
2012-04-27,706.7
2012-04-28,699.7
2012-04-30,693.7
2012-05-02,690.0
2012-05-03,685.1
2012-05-04,655.1
2012-05-07,676.45
2012-05-08,694.75
2012-05-09,669.2
2012-05-10,662.35
2012-05-11,668.85
2012-05-14,670.4
2012-05-15,690.5
2012-05-16,707.05
2012-05-17,701.4
2012-05-18,697.65
2012-05-21,685.25
2012-05-22,678.65
2012-05-23,690.5
2012-05-24,692.85
2012-05-25,718.75
2012-05-28,708.2
2012-05-29,739.45
2012-05-30,733.2
2012-05-31,717.45
2012-06-01,718.55
2012-06-04,670.95
2012-06-05,688.4
2012-06-06,691.5
2012-06-07,701.05
2012-06-08,688.95
2012-06-11,696.3
2012-06-12,701.15
2012-06-13,690.15
2012-06-14,699.95
2012-06-15,718.05
2012-06-18,724.65
2012-06-19,769.0
2012-06-20,775.5
2012-06-21,780.05
2012-06-22,774.7
2012-06-25,800.75
2012-06-26,835.5
2012-06-27,829.45
2012-06-28,821.75
2012-06-29,818.75
2012-07-02,815.95
2012-07-03,814.1
2012-07-04,822.85
2012-07-05,836.15
2012-07-06,839.2
2012-07-09,827.55
2012-07-09,827.55
2012-07-10,822.1
2012-07-11,826.25
2012-07-12,827.05
2012-07-13,808.55
2012-07-16,766.75
2012-07-17,783.45
2012-07-18,778.55
2012-07-19,774.15
2012-07-20,774.4
2012-07-23,759.45
2012-07-24,763.45
2012-07-25,760.25
2012-07-26,771.4
2012-07-27,768.05
2012-07-30,776.75
2012-07-31,758.15
2012-08-01,759.7
2012-08-02,770.6
2012-08-03,758.35
2012-08-06,749.0
2012-08-07,753.6
2012-08-08,776.45
2012-08-09,783.25
2012-08-10,795.4
2012-08-13,801.4
2012-08-14,802.05
2012-08-16,811.95
2012-08-17,815.1
2012-08-21,820.1
2012-08-22,830.85
2012-08-23,833.0
2012-08-24,828.55
2012-08-27,828.0
2012-08-28,834.85
2012-08-29,845.0
2012-08-30,838.75
2012-08-31,842.45
2012-09-03,833.3
2012-09-04,855.75
2012-09-05,863.8
2012-09-06,862.55
2012-09-07,864.1
2012-09-08,872.7
2012-09-10,876.0
2012-09-11,871.5
2012-09-12,872.05
2012-09-13,906.2
2012-09-14,916.95
2012-09-17,907.7
2012-09-18,911.15
2012-09-20,933.6
2012-09-21,947.3
2012-09-24,971.3
2012-09-25,1003.0
2012-09-26,1067.9
2012-09-27,1043.55
2012-09-28,1051.0
2012-10-01,1071.85
2012-10-03,1040.0
2012-10-04,1029.35
2012-10-05,1048.75
2012-10-08,1063.8
2012-10-09,1061.2
2012-10-10,1030.7
2012-10-11,1020.65
2012-10-12,1022.7
2012-10-15,1033.25
2012-10-16,1018.3
2012-10-17,1012.2
2012-10-18,1078.6
2012-10-19,1073.35
2012-10-22,1121.65
2012-10-23,1137.05
2012-10-25,1112.85
2012-10-26,1103.4
2012-10-29,1087.65
2012-10-30,1105.85
2012-10-31,1101.05
2012-11-01,1111.2
2012-11-02,1134.15
2012-11-05,1142.9
2012-11-06,1144.35
2012-11-07,1163.75
2012-11-08,1158.8
2012-11-09,1178.5
2012-11-12,1194.05
2012-11-13,1224.45
2012-11-15,1258.1
2012-11-16,1274.35
2012-11-19,1288.65
2012-11-20,1243.5
2012-11-21,1244.1
2012-11-22,1272.65
2012-11-23,1278.85
2012-11-26,1298.6
2012-11-27,1289.7
2012-11-29,1280.7
2012-11-30,1322.95
2012-12-03,1329.05
2012-12-04,1325.4
2012-12-05,1323.6
2012-12-06,1362.45
2012-12-07,1359.2
2012-12-10,1368.05
2012-12-11,1364.5
2012-12-12,1361.75
2012-12-13,1334.8
2012-12-14,1349.7
2012-12-17,1370.25
2012-12-18,1376.1
2012-12-19,1296.45
2012-12-20,1239.4
2012-12-21,1159.5
