Date,KPRMILL
2012-01-02,81.55
2012-01-03,81.85
2012-01-04,81.35
2012-01-05,82.8
2012-01-06,80.9
2012-01-07,81.6
2012-01-09,82.5
2012-01-10,83.35
2012-01-11,87.15
2012-01-12,89.25
2012-01-13,90.45
2012-01-16,90.2
2012-01-17,89.9
2012-01-18,88.65
2012-01-19,88.0
2012-01-20,86.45
2012-01-23,85.85
2012-01-24,85.1
2012-01-25,86.0
2012-01-27,86.8
2012-01-30,86.85
2012-01-31,87.1
2012-02-01,87.1
2012-02-02,86.8
2012-02-03,88.35
2012-02-06,88.95
2012-02-07,89.0
2012-02-08,89.0
2012-02-09,91.7
2012-02-10,92.45
2012-02-13,92.65
2012-02-14,88.95
2012-02-15,89.2
2012-02-16,90.5
2012-02-17,90.2
2012-02-21,93.0
2012-02-22,90.15
2012-02-23,86.5
2012-02-24,86.05
2012-02-27,83.05
2012-02-28,86.2
2012-02-29,85.15
2012-03-01,85.3
2012-03-02,84.15
2012-03-03,86.55
2012-03-05,86.1
2012-03-06,85.0
2012-03-07,86.5
2012-03-09,87.55
2012-03-12,87.55
2012-03-13,86.9
2012-03-14,86.0
2012-03-15,85.4
2012-03-16,84.0
2012-03-19,83.1
2012-03-20,82.55
2012-03-21,83.9
2012-03-22,82.9
2012-03-23,83.9
2012-03-26,81.15
2012-03-27,81.65
2012-03-28,81.4
2012-03-29,80.75
2012-03-30,85.4
2012-04-02,86.05
2012-04-03,85.25
2012-04-04,82.45
2012-04-09,82.0
2012-04-10,81.65
2012-04-11,81.55
2012-04-12,82.0
2012-04-13,82.8
2012-04-16,80.8
2012-04-17,80.85
2012-04-18,81.7
2012-04-19,81.6
2012-04-20,81.75
2012-04-23,83.1
2012-04-24,83.4
2012-04-25,82.8
2012-04-26,80.95
2012-04-27,80.95
2012-04-28,78.3
2012-04-30,80.65
2012-05-02,80.8
2012-05-03,79.0
2012-05-04,78.75
2012-05-07,79.75
2012-05-08,77.2
2012-05-09,77.6
2012-05-10,77.2
2012-05-11,78.0
2012-05-14,76.85
2012-05-15,78.0
2012-05-16,78.8
2012-05-17,81.05
2012-05-18,78.85
2012-05-21,79.05
2012-05-22,77.65
2012-05-23,77.9
2012-05-24,79.75
2012-05-25,79.05
2012-05-28,79.95
2012-05-29,80.0
2012-05-30,79.85
2012-05-31,80.25
2012-06-01,79.95
2012-06-04,80.05
2012-06-05,81.0
2012-06-06,82.6
2012-06-07,83.55
2012-06-08,84.0
2012-06-11,84.1
2012-06-12,83.3
2012-06-13,84.35
2012-06-14,81.3
2012-06-15,80.85
2012-06-18,80.0
2012-06-19,81.05
2012-06-20,80.7
2012-06-21,83.2
2012-06-22,83.0
2012-06-25,86.3
2012-06-26,84.0
2012-06-27,87.2
2012-06-28,87.3
2012-06-29,93.9
2012-07-02,97.45
2012-07-03,96.75
2012-07-04,97.05
2012-07-05,98.65
2012-07-06,98.5
2012-07-09,98.0
2012-07-09,98.0
2012-07-10,98.5
2012-07-11,101.2
2012-07-12,102.3
2012-07-13,105.8
2012-07-16,109.05
2012-07-17,106.2
2012-07-18,108.0
2012-07-19,111.45
2012-07-20,111.35
2012-07-23,106.85
2012-07-24,104.6
2012-07-25,106.3
2012-07-26,99.8
2012-07-27,98.5
2012-07-30,101.05
2012-07-31,98.9
2012-08-01,101.35
2012-08-02,105.7
2012-08-03,106.4
2012-08-06,107.0
2012-08-07,110.35
2012-08-08,119.45
2012-08-09,121.4
2012-08-10,121.0
2012-08-13,114.35
2012-08-14,115.25
2012-08-16,119.8
2012-08-17,120.55
2012-08-21,123.7
2012-08-22,126.1
2012-08-23,127.1
2012-08-24,129.8
2012-08-27,129.2
2012-08-28,125.25
2012-08-29,123.25
2012-08-30,121.35
2012-08-31,121.5
2012-09-03,125.2
2012-09-04,126.1
2012-09-05,126.3
2012-09-06,123.8
2012-09-07,125.5
2012-09-08,124.75
2012-09-10,124.35
2012-09-11,126.25
2012-09-12,126.5
2012-09-13,126.8
2012-09-14,125.3
2012-09-17,125.25
2012-09-18,129.55
2012-09-20,127.75
2012-09-21,128.2
2012-09-24,128.5
2012-09-25,127.65
2012-09-26,129.75
2012-09-27,131.65
2012-09-28,129.4
2012-10-01,131.0
2012-10-03,131.45
2012-10-04,138.1
2012-10-05,135.1
2012-10-08,133.3
2012-10-09,133.65
2012-10-10,136.0
2012-10-11,135.05
2012-10-12,134.55
2012-10-15,133.1
2012-10-16,131.45
2012-10-17,130.05
2012-10-18,128.3
2012-10-19,128.0
2012-10-22,128.55
2012-10-23,128.1
2012-10-25,128.25
2012-10-26,127.4
2012-10-29,127.2
2012-10-30,128.05
2012-10-31,136.35
2012-11-01,137.35
2012-11-02,129.35
2012-11-05,127.15
2012-11-06,130.55
2012-11-07,130.9
2012-11-08,130.15
2012-11-09,129.65
2012-11-12,128.0
2012-11-13,130.5
2012-11-15,129.0
2012-11-16,134.7
2012-11-19,136.0
2012-11-20,135.25
2012-11-21,132.3
2012-11-22,131.8
2012-11-23,131.35
2012-11-26,132.8
2012-11-27,131.7
2012-11-29,129.8
2012-11-30,129.85
2012-12-03,132.25
2012-12-04,132.9
2012-12-05,132.2
2012-12-06,131.75
2012-12-07,132.4
2012-12-10,130.55
2012-12-11,130.0
2012-12-12,127.7
2012-12-13,124.0
2012-12-14,125.1
2012-12-17,125.9
2012-12-18,127.5
2012-12-19,126.05
2012-12-20,126.65
2012-12-21,124.3
2012-12-24,124.45
2012-12-26,127.5
2012-12-27,128.7
2012-12-28,128.15
2012-12-31,132.05
