Date,BAJAJ-AUTO
2012-01-02,1475.5
2012-01-03,1494.5
2012-01-04,1425.55
2012-01-05,1468.6
2012-01-06,1456.75
2012-01-07,1448.45
2012-01-09,1422.35
2012-01-10,1429.5
2012-01-11,1456.9
2012-01-12,1475.6
2012-01-13,1430.75
2012-01-16,1423.55
2012-01-17,1452.5
2012-01-18,1454.75
2012-01-19,1467.75
2012-01-20,1561.35
2012-01-23,1574.55
2012-01-24,1580.65
2012-01-25,1587.85
2012-01-27,1539.75
2012-01-30,1550.2
2012-01-31,1601.3
2012-02-01,1610.8
2012-02-02,1607.45
2012-02-03,1611.85
2012-02-06,1640.7
2012-02-07,1636.85
2012-02-08,1649.45
2012-02-09,1701.7
2012-02-10,1736.05
2012-02-13,1748.15
2012-02-14,1732.35
2012-02-15,1747.7
2012-02-16,1811.6
2012-02-17,1804.35
2012-02-21,1809.25
2012-02-22,1803.5
2012-02-23,1785.8
2012-02-24,1762.9
2012-02-27,1706.1
2012-02-28,1766.5
2012-02-29,1801.6
2012-03-01,1774.2
2012-03-02,1749.95
2012-03-03,1737.35
2012-03-05,1701.9
2012-03-06,1703.95
2012-03-07,1733.2
2012-03-09,1752.85
2012-03-12,1787.75
2012-03-13,1782.95
2012-03-14,1764.85
2012-03-15,1736.1
2012-03-16,1721.65
2012-03-19,1710.75
2012-03-20,1688.8
2012-03-21,1734.0
2012-03-22,1688.6
2012-03-23,1709.35
2012-03-26,1661.9
2012-03-27,1662.0
2012-03-28,1637.8
2012-03-29,1652.7
2012-03-30,1678.8
2012-04-02,1655.2
2012-04-03,1647.4
2012-04-04,1633.45
2012-04-09,1650.75
2012-04-10,1647.55
2012-04-11,1633.75
2012-04-12,1637.85
2012-04-13,1639.45
2012-04-16,1649.5
2012-04-17,1672.35
2012-04-18,1716.05
2012-04-19,1729.7
2012-04-20,1708.7
2012-04-23,1675.7
2012-04-24,1648.05
2012-04-25,1654.7
2012-04-26,1606.45
2012-04-27,1582.4
2012-04-28,1591.05
2012-04-30,1624.45
2012-05-02,1592.15
2012-05-03,1560.5
2012-05-04,1502.95
2012-05-07,1518.1
2012-05-08,1489.95
2012-05-09,1518.2
2012-05-10,1503.75
2012-05-11,1558.15
2012-05-14,1586.9
2012-05-15,1608.65
2012-05-16,1614.35
2012-05-17,1575.35
2012-05-18,1528.5
2012-05-21,1517.45
2012-05-22,1507.25
2012-05-23,1487.0
2012-05-24,1500.65
2012-05-25,1492.75
2012-05-28,1515.9
2012-05-29,1529.25
2012-05-30,1521.0
2012-05-31,1511.4
2012-06-01,1498.8
2012-06-04,1496.45
2012-06-05,1492.3
2012-06-06,1541.1
2012-06-07,1544.0
2012-06-08,1527.35
2012-06-11,1563.45
2012-06-12,1570.95
2012-06-13,1560.5
2012-06-14,1549.9
2012-06-15,1527.3
2012-06-18,1542.45
