Date,METALFORGE
2012-01-02,86.6
2012-01-03,88.25
2012-01-04,87.6
2012-01-05,88.15
2012-01-06,94.75
2012-01-07,97.0
2012-01-09,116.4
2012-01-10,116.9
2012-01-11,114.9
2012-01-12,113.8
2012-01-13,112.4
2012-01-16,110.7
2012-01-17,115.3
2012-01-18,116.6
2012-01-19,117.75
2012-01-20,119.25
2012-01-23,121.4
2012-01-24,126.6
2012-01-25,126.25
2012-01-27,132.55
2012-01-30,136.45
2012-01-31,136.6
2012-02-01,139.5
2012-02-02,140.8
2012-02-03,143.95
2012-02-06,145.55
2012-02-07,147.3
2012-02-08,148.95
2012-02-09,152.1
2012-02-10,153.9
2012-02-13,156.5
2012-02-14,159.25
2012-02-15,154.75
2012-02-16,156.2
2012-02-17,154.2
2012-02-21,158.4
2012-02-22,157.8
2012-02-23,156.6
2012-02-24,163.9
2012-02-27,173.55
2012-02-28,183.65
2012-02-29,191.0
2012-03-01,190.1
2012-03-02,191.8
2012-03-03,190.05
2012-03-05,189.45
2012-03-06,187.05
2012-03-07,179.45
2012-03-09,178.05
2012-03-12,173.0
2012-03-13,175.65
2012-03-14,175.2
2012-03-15,175.05
2012-03-16,172.55
2012-03-19,169.35
2012-03-20,169.55
2012-03-21,175.35
2012-03-22,167.7
2012-03-23,170.25
2012-03-26,166.2
2012-03-27,165.0
2012-03-28,161.3
2012-03-29,165.25
2012-03-30,163.75
2012-04-02,172.0
2012-04-03,174.6
2012-04-04,173.3
2012-04-09,171.45
2012-04-10,172.05
2012-04-11,174.5
2012-04-12,174.95
2012-04-13,181.25
2012-04-16,182.4
2012-04-17,181.0
2012-04-18,186.6
2012-04-19,189.4
2012-04-20,183.5
2012-04-23,175.75
2012-04-24,169.85
2012-04-25,166.0
2012-04-26,164.45
2012-04-27,161.9
2012-04-28,162.85
2012-04-30,161.65
2012-05-02,162.5
2012-05-03,161.7
2012-05-04,156.6
2012-05-07,153.95
2012-05-08,155.0
2012-05-09,150.55
2012-05-10,150.9
2012-05-11,150.25
2012-05-14,148.15
2012-05-15,146.15
2012-05-16,145.45
2012-05-17,142.65
2012-05-18,139.6
2012-05-21,137.15
2012-05-22,136.8
2012-05-23,137.2
2012-05-24,138.75
2012-05-25,146.0
2012-05-28,142.9
2012-05-29,141.55
2012-05-30,141.65
2012-05-31,146.5
2012-06-01,141.5
2012-06-04,141.35
2012-06-05,139.25
2012-06-06,145.1
2012-06-07,144.9
2012-06-08,139.0
2012-06-11,137.45
2012-06-12,135.3
2012-06-13,138.05
2012-06-14,137.1
2012-06-15,140.8
2012-06-18,139.4
2012-06-19,138.65
2012-06-20,140.45
2012-06-21,143.85
2012-06-22,144.1
2012-06-25,142.25
2012-06-26,141.35
2012-06-27,141.6
2012-06-28,141.1
2012-06-29,141.5
2012-07-02,141.6
2012-07-03,141.25
2012-07-04,145.35
2012-07-05,147.4
2012-07-06,147.85
2012-07-09,144.05
2012-07-09,144.05
2012-07-10,142.65
2012-07-11,138.95
2012-07-12,139.15
2012-07-13,135.7
2012-07-16,132.0
2012-07-17,134.2
2012-07-18,133.45
2012-07-19,132.5
2012-07-20,132.55
2012-07-23,130.15
2012-07-24,127.7
2012-07-25,127.45
2012-07-26,126.3
2012-07-27,125.85
2012-07-30,128.6
2012-07-31,129.4
2012-08-01,130.15
2012-08-02,129.9
2012-08-03,126.3
2012-08-06,125.55
2012-08-07,126.2
2012-08-08,126.7
2012-08-09,123.95
2012-08-10,124.5
2012-08-13,123.05
2012-08-14,122.85
2012-08-16,129.85
2012-08-17,132.8
2012-08-21,133.7
2012-08-22,134.55
2012-08-23,132.95
2012-08-24,132.85
2012-08-27,131.15
2012-08-28,129.3
2012-08-29,126.65
2012-08-30,125.05
2012-08-31,126.4
2012-09-03,126.1
2012-09-04,126.2
2012-09-05,123.75
2012-09-06,126.05
2012-09-07,126.45
2012-09-08,127.65
2012-09-10,133.65
2012-09-11,131.5
2012-09-12,130.5
2012-09-13,129.8
2012-09-14,129.7
2012-09-17,129.95
2012-09-18,131.1
2012-09-20,131.15
2012-09-21,131.5
2012-09-24,132.2
2012-09-25,129.95
2012-09-26,131.6
2012-09-27,130.4
2012-09-28,140.25
2012-10-01,141.3
2012-10-03,141.7
2012-10-04,141.85
2012-10-05,139.15
2012-10-08,135.95
2012-10-09,136.45
2012-10-10,134.0
2012-10-11,135.75
2012-10-12,134.4
2012-10-15,133.7
2012-10-16,133.55
2012-10-17,132.95
2012-10-18,137.5
2012-10-19,139.1
2012-10-22,141.45
2012-10-23,138.35
2012-10-25,136.1
2012-10-26,133.9
2012-10-29,131.1
2012-10-30,127.5
2012-10-31,126.4
2012-11-01,126.6
2012-11-02,127.55
2012-11-05,130.2
2012-11-06,129.4
2012-11-07,134.35
2012-11-08,130.15
2012-11-09,127.9
2012-11-12,127.6
2012-11-13,129.35
2012-11-15,128.35
2012-11-16,131.9
2012-11-19,131.95
2012-11-20,131.0
2012-11-21,130.8
2012-11-22,131.0
2012-11-23,130.4
2012-11-26,131.0
2012-11-27,131.1
2012-11-29,133.7
2012-11-30,133.0
2012-12-03,131.85
2012-12-04,129.9
2012-12-05,131.45
2012-12-06,133.05
2012-12-07,135.55
2012-12-10,135.2
2012-12-11,139.2
2012-12-12,138.9
2012-12-13,138.95
2012-12-14,140.1
2012-12-17,135.85
2012-12-18,132.8
2012-12-19,134.05
2012-12-20,134.5
2012-12-21,133.45
2012-12-24,135.8
2012-12-26,156.75
2012-12-27,148.05
2012-12-28,150.4
2012-12-31,147.4
