Date,TTML
2012-01-02,12.25
2012-01-03,13.0
2012-01-04,13.55
2012-01-05,13.1
2012-01-06,12.85
2012-01-07,12.9
2012-01-09,13.0
2012-01-10,13.65
2012-01-11,13.95
2012-01-12,14.0
2012-01-13,14.35
2012-01-16,14.25
2012-01-17,14.5
2012-01-18,14.35
2012-01-19,14.25
2012-01-20,14.2
2012-01-23,14.4
2012-01-24,14.55
2012-01-25,15.75
2012-01-27,15.95
2012-01-30,15.05
2012-01-31,15.8
2012-02-01,16.3
2012-02-02,15.85
2012-02-03,15.9
2012-02-06,16.3
2012-02-07,15.75
2012-02-08,16.05
2012-02-09,16.25
2012-02-10,16.0
2012-02-13,16.15
2012-02-14,16.15
2012-02-15,17.15
2012-02-16,17.0
2012-02-17,17.35
2012-02-21,17.85
2012-02-22,16.35
2012-02-23,15.75
2012-02-24,15.45
2012-02-27,14.95
2012-02-28,15.75
2012-02-29,15.8
2012-03-01,15.85
2012-03-02,15.6
2012-03-03,15.6
2012-03-05,15.4
2012-03-06,14.75
2012-03-07,14.65
2012-03-09,15.3
2012-03-12,15.3
2012-03-13,15.6
2012-03-14,15.4
2012-03-15,14.9
2012-03-16,14.0
2012-03-19,14.3
2012-03-20,14.45
2012-03-21,15.0
2012-03-22,14.45
2012-03-23,14.35
2012-03-26,14.35
2012-03-27,14.95
2012-03-28,14.55
2012-03-29,14.15
2012-03-30,14.65
2012-04-02,14.7
2012-04-03,14.75
2012-04-04,14.6
2012-04-09,14.25
2012-04-10,14.5
2012-04-11,14.45
2012-04-12,14.55
2012-04-13,14.2
2012-04-16,14.3
2012-04-17,14.4
2012-04-18,14.35
2012-04-19,14.5
2012-04-20,14.3
2012-04-23,14.15
2012-04-24,14.05
2012-04-25,13.9
2012-04-26,13.4
2012-04-27,13.5
2012-04-28,13.5
2012-04-30,13.8
2012-05-02,13.7
2012-05-03,13.45
2012-05-04,13.3
2012-05-07,13.4
2012-05-08,13.15
2012-05-09,12.85
2012-05-10,12.95
2012-05-11,12.75
2012-05-14,12.7
2012-05-15,12.7
2012-05-16,12.55
2012-05-17,12.5
2012-05-18,12.45
2012-05-21,12.5
2012-05-22,12.4
2012-05-23,12.25
2012-05-24,12.5
2012-05-25,12.55
2012-05-28,12.8
2012-05-29,12.75
2012-05-30,12.4
2012-05-31,12.9
2012-06-01,12.85
2012-06-04,12.95
2012-06-05,12.85
2012-06-06,13.45
2012-06-07,13.7
2012-06-08,13.7
2012-06-11,13.65
2012-06-12,13.65
2012-06-13,14.05
2012-06-14,13.75
2012-06-15,13.6
2012-06-18,13.0
2012-06-19,13.1
2012-06-20,13.4
2012-06-21,13.5
2012-06-22,13.4
2012-06-25,13.25
2012-06-26,13.35
2012-06-27,14.15
2012-06-28,13.9
2012-06-29,14.15
2012-07-02,14.15
2012-07-03,14.15
2012-07-04,14.55
2012-07-05,14.5
2012-07-06,14.45
2012-07-09,14.1
2012-07-10,14.4
2012-07-11,14.25
2012-07-12,13.95
2012-07-13,13.85
2012-07-16,13.8
2012-07-17,13.65
2012-07-18,13.85
2012-07-19,13.9
2012-07-20,13.95
2012-07-23,13.55
2012-07-24,13.65
2012-07-25,13.05
2012-07-26,12.85
2012-07-27,12.7
2012-07-30,13.05
2012-07-31,12.85
2012-08-01,12.75
2012-08-02,12.7
2012-08-03,12.7
2012-08-06,12.65
2012-08-07,12.7
2012-08-08,12.55
2012-08-09,12.25
2012-08-10,12.2
2012-08-13,12.3
2012-08-14,12.25
2012-08-16,12.25
2012-08-17,12.3
2012-08-21,12.25
2012-08-22,12.2
2012-08-23,12.15
2012-08-24,12.05
2012-08-27,11.8
2012-08-28,11.35
2012-08-29,11.2
2012-08-30,10.8
2012-08-31,10.65
2012-09-03,10.75
2012-09-04,10.8
2012-09-05,11.05
2012-09-06,11.05
2012-09-07,11.1
2012-09-08,11.15
2012-09-10,11.15
2012-09-11,11.0
2012-09-12,10.9
2012-09-13,10.8
2012-09-14,10.9
2012-09-17,11.4
2012-09-18,11.9
2012-09-20,11.65
2012-09-21,12.1
2012-09-24,11.95
2012-09-25,11.5
2012-09-26,11.6
2012-09-27,11.5
2012-09-28,11.8
2012-10-01,11.8
2012-10-03,11.9
2012-10-04,12.0
2012-10-05,11.65
2012-10-08,12.15
2012-10-09,11.9
2012-10-10,11.7
2012-10-11,11.75
2012-10-12,11.8
2012-10-15,11.65
2012-10-16,11.65
2012-10-17,11.6
2012-10-18,11.65
2012-10-19,11.5
2012-10-22,11.35
2012-10-23,11.15
2012-10-25,11.15
2012-10-26,11.1
2012-10-29,11.1
2012-10-30,10.95
2012-10-31,10.85
2012-11-01,11.2
2012-11-02,11.15
2012-11-05,11.1
2012-11-06,10.95
2012-11-07,10.95
2012-11-08,11.35
2012-11-09,11.15
2012-11-12,11.1
2012-11-13,11.15
2012-11-15,11.4
2012-11-16,11.35
2012-11-19,11.0
2012-11-20,10.9
2012-11-21,10.95
2012-11-22,10.95
2012-11-23,11.0
2012-11-26,10.95
2012-11-27,11.3
2012-11-29,12.85
2012-11-30,12.45
2012-12-03,12.15
2012-12-04,12.2
2012-12-05,12.2
2012-12-06,12.4
2012-12-07,12.15
2012-12-10,12.1
2012-12-11,12.05
2012-12-12,12.2
2012-12-13,12.0
2012-12-14,11.9
2012-12-17,11.7
2012-12-18,11.8
2012-12-19,11.75
2012-12-20,12.15
2012-12-21,11.85
2012-12-24,11.75
2012-12-26,11.9
2012-12-27,11.95
2012-12-28,12.15
2012-12-31,11.95
