Date,ABAN
2012-01-02,333.65
2012-01-03,346.1
2012-01-04,345.95
2012-01-05,351.05
2012-01-06,352.8
2012-01-07,352.75
2012-01-09,361.45
2012-01-10,376.0
2012-01-11,378.25
2012-01-12,371.35
2012-01-13,372.5
2012-01-16,408.7
2012-01-17,422.15
2012-01-18,419.9
2012-01-19,440.4
2012-01-20,441.1
2012-01-23,446.65
2012-01-24,447.45
2012-01-25,440.6
2012-01-27,445.75
2012-01-30,441.5
2012-01-31,446.0
2012-02-01,475.85
2012-02-02,544.35
2012-02-03,549.75
2012-02-06,546.65
2012-02-07,522.85
2012-02-08,526.55
2012-02-09,524.5
2012-02-10,520.85
2012-02-13,519.3
2012-02-14,534.25
2012-02-15,540.35
2012-02-16,539.3
2012-02-17,547.75
2012-02-21,556.05
2012-02-22,517.2
2012-02-23,494.8
2012-02-24,502.5
2012-02-27,460.0
2012-02-28,483.9
2012-02-29,495.1
2012-03-01,483.7
2012-03-02,482.2
2012-03-03,479.65
2012-03-05,467.25
2012-03-06,462.05
2012-03-07,453.85
2012-03-09,482.55
2012-03-12,484.85
2012-03-13,519.25
2012-03-14,500.35
2012-03-15,474.4
2012-03-16,460.3
2012-03-19,451.75
2012-03-20,453.5
2012-03-21,469.65
2012-03-22,434.85
2012-03-23,436.8
2012-03-26,426.65
2012-03-27,429.9
2012-03-28,418.65
2012-03-29,422.45
2012-03-30,432.95
2012-04-02,437.35
2012-04-03,453.35
2012-04-04,448.65
2012-04-09,427.55
2012-04-10,434.2
2012-04-11,426.6
2012-04-12,429.8
2012-04-13,426.5
2012-04-16,426.9
2012-04-17,437.65
2012-04-18,436.05
2012-04-19,436.75
2012-04-20,420.75
2012-04-23,419.35
2012-04-24,419.6
2012-04-25,411.0
2012-04-26,412.15
2012-04-27,406.85
2012-04-28,408.5
2012-04-30,414.05
2012-05-02,408.85
2012-05-03,404.05
2012-05-04,387.55
2012-05-07,393.65
2012-05-08,376.65
2012-05-09,365.95
2012-05-10,361.8
2012-05-11,354.05
2012-05-14,350.65
2012-05-15,361.0
2012-05-16,351.35
2012-05-17,358.35
2012-05-18,367.3
2012-05-21,376.1
2012-05-22,369.5
2012-05-23,358.45
2012-05-24,366.1
2012-05-25,370.0
2012-05-28,373.4
2012-05-29,378.15
2012-05-30,366.6
2012-05-31,358.3
2012-06-01,352.55
2012-06-04,333.4
2012-06-05,329.35
2012-06-06,337.65
2012-06-07,341.1
2012-06-08,348.8
2012-06-11,344.7
2012-06-12,351.35
2012-06-13,351.35
2012-06-14,346.6
2012-06-15,348.55
2012-06-18,356.2
2012-06-19,352.65
2012-06-20,354.8
2012-06-21,352.7
2012-06-22,352.1
2012-06-25,350.4
2012-06-26,350.75
2012-06-27,356.05
2012-06-28,379.05
2012-06-29,389.75
2012-07-02,394.35
2012-07-03,396.05
2012-07-04,407.15
2012-07-05,422.7
2012-07-06,414.85
2012-07-09,407.3
2012-07-09,407.3
2012-07-10,421.15
2012-07-11,421.15
2012-07-12,417.6
2012-07-13,428.0
2012-07-16,420.3
2012-07-17,415.65
2012-07-18,416.4
2012-07-19,416.15
2012-07-20,412.75
2012-07-23,397.8
2012-07-24,391.85
2012-07-25,381.9
2012-07-26,359.35
2012-07-27,368.15
2012-07-30,375.9
2012-07-31,381.35
2012-08-01,389.65
2012-08-02,388.7
2012-08-03,389.55
2012-08-06,392.65
2012-08-07,390.9
2012-08-08,394.15
2012-08-09,393.3
2012-08-10,394.8
2012-08-13,404.5
2012-08-14,410.55
2012-08-16,404.85
2012-08-17,421.55
2012-08-21,423.85
2012-08-22,409.45
2012-08-23,406.0
2012-08-24,397.65
2012-08-27,386.95
2012-08-28,380.8
2012-08-29,378.5
2012-08-30,399.75
2012-08-31,400.85
2012-09-03,393.55
2012-09-04,422.3
2012-09-05,414.75
2012-09-06,424.95
2012-09-07,423.1
2012-09-08,423.95
2012-09-10,432.7
2012-09-11,423.95
2012-09-12,419.25
2012-09-13,413.95
2012-09-14,418.8
2012-09-17,433.95
2012-09-18,432.95
2012-09-20,417.15
2012-09-21,430.4
2012-09-24,442.5
2012-09-25,433.1
2012-09-26,447.25
2012-09-27,435.1
2012-09-28,437.8
2012-10-01,445.8
2012-10-03,472.8
2012-10-04,483.3
2012-10-05,470.45
2012-10-08,461.9
2012-10-09,471.55
2012-10-10,458.4
2012-10-11,463.95
2012-10-12,458.7
2012-10-15,458.4
2012-10-16,453.2
2012-10-17,467.45
2012-10-18,473.25
2012-10-19,467.7
2012-10-22,462.4
2012-10-23,462.75
2012-10-25,458.95
2012-10-26,451.25
2012-10-29,447.45
2012-10-30,439.2
2012-10-31,440.4
2012-11-01,443.95
2012-11-02,440.95
2012-11-05,437.65
2012-11-06,426.7
2012-11-07,421.75
2012-11-08,411.0
2012-11-09,396.4
2012-11-12,381.05
2012-11-13,387.45
2012-11-15,385.35
2012-11-16,383.4
2012-11-19,377.35
2012-11-20,373.9
2012-11-21,374.1
2012-11-22,374.0
2012-11-23,371.35
2012-11-26,378.3
2012-11-27,381.85
2012-11-29,378.1
2012-11-30,381.35
2012-12-03,392.0
2012-12-04,397.15
2012-12-05,389.95
2012-12-06,396.45
2012-12-07,392.75
2012-12-10,391.15
2012-12-11,385.7
2012-12-12,383.05
2012-12-13,378.5
2012-12-14,377.9
2012-12-17,380.1
2012-12-18,384.45
2012-12-19,388.9
2012-12-20,385.1
2012-12-21,379.1
2012-12-24,377.55
2012-12-26,379.0
2012-12-27,378.45
2012-12-28,379.1
2012-12-31,378.6
