Date,SEAMECLTD
2012-01-02,77.9
2012-01-03,79.4
2012-01-04,81.1
2012-01-05,80.75
2012-01-06,80.5
2012-01-07,80.4
2012-01-09,81.85
2012-01-10,83.55
2012-01-11,87.9
2012-01-12,89.65
2012-01-13,90.8
2012-01-16,92.3
2012-01-17,93.05
2012-01-18,92.05
2012-01-19,93.45
2012-01-20,92.2
2012-01-23,92.75
2012-01-24,92.95
2012-01-25,89.95
2012-01-27,103.6
2012-01-30,99.2
2012-01-31,99.15
2012-02-01,100.6
2012-02-02,98.5
2012-02-03,98.85
2012-02-06,101.4
2012-02-07,101.4
2012-02-08,96.8
2012-02-09,94.9
2012-02-10,95.9
2012-02-13,96.0
2012-02-14,95.55
2012-02-15,98.25
2012-02-16,100.35
2012-02-17,100.2
2012-02-21,99.35
2012-02-22,95.8
2012-02-23,95.65
2012-02-24,92.7
2012-02-27,93.5
2012-02-28,93.6
2012-02-29,94.5
2012-03-01,95.2
2012-03-02,93.1
2012-03-03,92.85
2012-03-05,92.95
2012-03-06,94.45
2012-03-07,93.8
2012-03-09,92.4
2012-03-12,99.05
2012-03-13,97.05
2012-03-14,95.5
2012-03-15,92.6
2012-03-16,92.65
2012-03-19,92.0
2012-03-20,90.85
2012-03-21,91.1
2012-03-22,91.35
2012-03-23,91.4
2012-03-26,90.05
2012-03-27,90.05
2012-03-28,90.0
2012-03-29,90.05
2012-03-30,90.3
2012-04-02,91.4
2012-04-03,92.75
2012-04-04,91.2
2012-04-09,90.1
2012-04-10,88.85
2012-04-11,89.2
2012-04-12,91.0
2012-04-13,90.1
2012-04-16,89.95
2012-04-17,89.7
2012-04-18,90.1
2012-04-19,88.85
2012-04-20,88.95
2012-04-23,87.25
2012-04-24,90.0
2012-04-25,88.3
2012-04-26,90.0
2012-04-27,88.85
2012-04-28,88.05
2012-04-30,87.2
2012-05-02,90.0
2012-05-03,88.0
2012-05-04,87.3
2012-05-07,87.0
2012-05-08,85.5
2012-05-09,83.75
2012-05-10,81.5
2012-05-11,83.0
2012-05-14,80.25
2012-05-15,79.9
2012-05-16,80.9
2012-05-17,77.75
2012-05-18,80.2
2012-05-21,79.45
2012-05-22,79.6
2012-05-23,78.55
2012-05-24,78.1
2012-05-25,79.8
2012-05-28,78.5
2012-05-29,80.2
2012-05-30,79.9
2012-05-31,80.45
2012-06-01,81.7
2012-06-04,80.65
2012-06-05,80.2
2012-06-06,80.75
2012-06-07,81.85
2012-06-08,81.95
2012-06-11,82.35
2012-06-12,82.0
2012-06-13,83.3
2012-06-14,82.0
2012-06-15,81.6
2012-06-18,82.5
2012-06-19,81.6
2012-06-20,82.4
2012-06-21,83.6
2012-06-22,82.65
2012-06-25,81.7
2012-06-26,81.7
2012-06-27,82.9
2012-06-28,84.1
2012-06-29,83.6
2012-07-02,82.95
2012-07-03,82.3
2012-07-04,84.05
2012-07-05,88.45
2012-07-06,88.85
2012-07-09,89.0
2012-07-10,87.2
2012-07-11,88.0
2012-07-12,88.2
2012-07-13,90.1
2012-07-16,87.05
2012-07-17,85.7
2012-07-18,86.05
2012-07-19,87.25
2012-07-20,86.8
2012-07-23,85.45
2012-07-24,82.9
2012-07-25,85.85
2012-07-26,84.15
2012-07-27,83.9
2012-07-30,83.85
2012-07-31,83.05
2012-08-01,84.45
2012-08-02,85.0
2012-08-03,85.25
2012-08-06,84.4
2012-08-07,90.3
2012-08-08,88.55
2012-08-09,87.35
2012-08-10,86.9
2012-08-13,86.15
2012-08-14,87.85
2012-08-16,85.85
2012-08-17,87.65
2012-08-21,87.7
2012-08-22,86.4
2012-08-23,87.2
2012-08-24,87.05
2012-08-27,85.55
2012-08-28,85.1
2012-08-29,84.2
2012-08-30,83.25
2012-08-31,85.2
2012-09-03,84.15
2012-09-04,85.0
2012-09-05,85.0
2012-09-06,84.0
2012-09-07,83.85
2012-09-08,83.65
2012-09-10,84.5
2012-09-11,87.0
2012-09-12,85.5
2012-09-13,86.65
2012-09-14,86.05
2012-09-17,86.0
2012-09-18,85.0
2012-09-20,84.8
2012-09-21,86.25
2012-09-24,91.0
2012-09-25,95.6
2012-09-26,96.8
2012-09-27,94.25
2012-09-28,93.0
2012-10-01,92.0
2012-10-03,92.6
2012-10-04,92.5
2012-10-05,91.25
2012-10-08,90.2
2012-10-09,89.8
2012-10-10,89.65
2012-10-11,89.9
2012-10-12,90.0
2012-10-15,89.75
2012-10-16,90.0
2012-10-17,90.35
2012-10-18,90.15
2012-10-19,90.0
2012-10-22,90.6
2012-10-23,89.7
2012-10-25,90.1
2012-10-26,89.15
2012-10-29,89.1
2012-10-30,89.35
2012-10-31,90.35
2012-11-01,89.05
2012-11-02,89.0
2012-11-05,90.0
2012-11-06,90.4
2012-11-07,87.0
2012-11-08,84.9
2012-11-09,85.0
2012-11-12,82.5
2012-11-13,82.45
2012-11-15,81.95
2012-11-16,81.05
2012-11-19,80.15
2012-11-20,80.25
2012-11-21,80.65
2012-11-22,79.9
2012-11-23,80.0
2012-11-26,80.35
2012-11-27,79.9
2012-11-29,79.1
2012-11-30,79.85
2012-12-03,79.7
2012-12-04,80.0
2012-12-05,79.85
2012-12-06,79.0
2012-12-07,80.0
2012-12-10,79.75
2012-12-11,78.75
2012-12-12,80.25
2012-12-13,79.2
2012-12-14,78.6
2012-12-17,78.2
2012-12-18,77.25
2012-12-19,78.35
2012-12-20,77.45
2012-12-21,77.1
2012-12-24,76.3
2012-12-26,75.8
2012-12-27,75.1
2012-12-28,75.15
2012-12-31,78.0
