Date,SUPPETRO
2012-01-02,44.65
2012-01-03,46.25
2012-01-04,46.4
2012-01-05,46.2
2012-01-06,47.4
2012-01-07,47.95
2012-01-09,49.65
2012-01-10,51.25
2012-01-11,49.8
2012-01-12,50.0
2012-01-13,51.95
2012-01-16,51.5
2012-01-17,51.85
2012-01-18,49.4
2012-01-19,49.75
2012-01-20,50.45
2012-01-23,49.85
2012-01-24,50.0
2012-01-25,47.7
2012-01-27,47.75
2012-01-30,48.3
2012-01-31,47.95
2012-02-01,47.75
2012-02-02,47.3
2012-02-03,47.65
2012-02-06,49.3
2012-02-07,49.5
2012-02-08,49.3
2012-02-09,50.2
2012-02-10,51.45
2012-02-13,52.3
2012-02-14,51.85
2012-02-15,52.0
2012-02-16,50.8
2012-02-17,51.0
2012-02-21,50.1
2012-02-22,50.35
2012-02-23,51.9
2012-02-24,50.5
2012-02-27,50.2
2012-02-28,50.95
2012-02-29,50.0
2012-03-01,50.05
2012-03-02,48.75
2012-03-03,48.0
2012-03-05,48.8
2012-03-06,48.7
2012-03-07,53.8
2012-03-09,56.35
2012-03-12,53.45
2012-03-13,51.2
2012-03-14,49.8
2012-03-15,47.65
2012-03-16,46.85
2012-03-19,46.15
2012-03-20,45.45
2012-03-21,44.5
2012-03-22,43.0
2012-03-23,45.7
2012-03-26,44.05
2012-03-27,43.3
2012-03-28,42.5
2012-03-29,43.65
2012-03-30,44.35
2012-04-02,45.15
2012-04-03,46.1
2012-04-04,45.05
2012-04-09,45.6
2012-04-10,44.95
2012-04-11,43.8
2012-04-12,42.35
2012-04-13,42.85
2012-04-16,43.0
2012-04-17,43.6
2012-04-18,45.8
2012-04-19,45.3
2012-04-20,45.05
2012-04-23,43.2
2012-04-24,43.3
2012-04-25,44.1
2012-04-26,44.95
2012-04-27,44.75
2012-04-28,44.75
2012-04-30,45.45
2012-05-02,44.9
2012-05-03,45.0
2012-05-04,44.75
2012-05-07,44.0
2012-05-08,44.3
2012-05-09,44.05
2012-05-10,44.0
2012-05-11,44.45
2012-05-14,44.0
2012-05-15,44.0
2012-05-16,42.9
2012-05-17,42.55
2012-05-18,41.95
2012-05-21,40.2
2012-05-22,42.2
2012-05-23,42.7
2012-05-24,43.55
2012-05-25,42.55
2012-05-28,42.5
2012-05-29,42.4
2012-05-30,41.9
2012-05-31,42.5
2012-06-01,42.45
2012-06-04,41.05
2012-06-05,41.05
2012-06-06,41.9
2012-06-07,41.55
2012-06-08,41.0
2012-06-11,41.3
2012-06-12,41.3
2012-06-13,41.5
2012-06-14,41.3
2012-06-15,41.6
2012-06-18,41.65
2012-06-19,41.25
2012-06-20,41.45
2012-06-21,41.6
2012-06-22,44.2
2012-06-25,41.8
2012-06-26,41.6
2012-06-27,41.65
2012-06-28,42.95
2012-06-29,42.0
2012-07-02,42.0
2012-07-03,41.9
2012-07-04,44.4
2012-07-05,44.5
2012-07-06,46.45
2012-07-09,48.05
2012-07-10,48.4
2012-07-11,48.7
2012-07-12,48.2
2012-07-13,47.7
2012-07-16,47.9
2012-07-17,47.05
2012-07-18,46.4
2012-07-19,45.55
2012-07-20,45.85
2012-07-23,45.9
2012-07-24,46.95
2012-07-25,45.9
2012-07-26,46.0
2012-07-27,46.0
2012-07-30,45.85
2012-07-31,46.35
2012-08-01,46.6
2012-08-02,46.0
2012-08-03,46.15
2012-08-06,46.05
2012-08-07,46.1
2012-08-08,46.0
2012-08-09,46.0
2012-08-10,46.0
2012-08-13,46.0
2012-08-14,46.05
2012-08-16,46.2
2012-08-17,46.0
2012-08-21,46.1
2012-08-22,47.35
2012-08-23,46.65
2012-08-24,47.05
2012-08-27,47.4
2012-08-28,47.7
2012-08-29,49.15
2012-08-30,49.65
2012-08-31,47.5
2012-09-03,47.15
2012-09-04,48.8
2012-09-05,50.15
2012-09-06,50.2
2012-09-07,51.0
2012-09-08,51.1
2012-09-10,50.65
2012-09-11,50.5
2012-09-12,50.7
2012-09-13,50.9
2012-09-14,50.8
2012-09-17,52.85
2012-09-18,55.45
2012-09-20,58.65
2012-09-21,58.85
2012-09-24,57.25
2012-09-25,55.15
2012-09-26,56.3
2012-09-27,55.1
2012-09-28,54.9
2012-10-01,54.2
2012-10-03,54.9
2012-10-04,55.5
2012-10-05,53.75
2012-10-08,54.0
2012-10-09,54.0
2012-10-10,53.9
2012-10-11,54.0
2012-10-12,53.6
2012-10-15,54.35
2012-10-16,54.25
2012-10-17,53.75
2012-10-18,54.05
2012-10-19,54.3
2012-10-22,56.95
2012-10-23,57.25
2012-10-25,59.0
2012-10-26,58.4
2012-10-29,55.9
2012-10-30,56.0
2012-10-31,56.0
2012-11-01,55.8
2012-11-02,56.75
2012-11-05,55.85
2012-11-06,56.45
2012-11-07,57.8
2012-11-08,57.65
2012-11-09,56.65
2012-11-12,57.1
2012-11-13,58.0
2012-11-15,58.5
2012-11-16,57.45
2012-11-19,57.0
2012-11-20,57.0
2012-11-21,56.85
2012-11-22,57.0
2012-11-23,56.65
2012-11-26,56.9
2012-11-27,56.95
2012-11-29,57.4
2012-11-30,57.0
2012-12-03,57.05
2012-12-04,57.65
2012-12-05,57.7
2012-12-06,57.15
2012-12-07,60.15
2012-12-10,60.55
2012-12-11,60.0
2012-12-12,64.85
2012-12-13,67.75
2012-12-14,63.55
2012-12-17,61.3
2012-12-18,60.7
2012-12-19,62.15
2012-12-20,61.45
2012-12-21,60.45
2012-12-24,61.9
2012-12-26,61.95
2012-12-27,61.4
2012-12-28,61.9
2012-12-31,60.5
