Date,TRITURBINE
2012-01-02,34.65
2012-01-03,34.3
2012-01-04,34.5
2012-01-05,34.0
2012-01-06,34.55
2012-01-07,34.9
2012-01-09,36.15
2012-01-10,38.9
2012-01-11,39.5
2012-01-12,40.35
2012-01-13,40.9
2012-01-16,40.0
2012-01-17,40.1
2012-01-18,37.5
2012-01-19,37.55
2012-01-20,37.65
2012-01-23,37.6
2012-01-24,38.5
2012-01-25,38.95
2012-01-27,38.0
2012-01-30,39.0
2012-01-31,39.05
2012-02-01,38.85
2012-02-02,38.15
2012-02-03,37.3
2012-02-06,39.3
2012-02-07,39.2
2012-02-08,42.75
2012-02-09,43.15
2012-02-10,41.8
2012-02-13,39.8
2012-02-14,40.35
2012-02-15,39.95
2012-02-16,41.6
2012-02-17,43.9
2012-02-21,47.1
2012-02-22,46.2
2012-02-23,43.85
2012-02-24,42.25
2012-02-27,44.95
2012-02-28,45.3
2012-02-29,45.0
2012-03-01,45.45
2012-03-02,43.45
2012-03-03,42.9
2012-03-05,41.6
2012-03-06,42.0
2012-03-07,40.65
2012-03-09,41.05
2012-03-12,40.5
2012-03-13,41.0
2012-03-14,41.0
2012-03-15,40.15
2012-03-16,39.7
2012-03-19,38.55
2012-03-20,40.05
2012-03-21,43.6
2012-03-22,43.15
2012-03-23,42.1
2012-03-26,43.0
2012-03-27,42.75
2012-03-28,43.05
2012-03-29,44.4
2012-03-30,47.9
2012-04-02,48.0
2012-04-03,46.2
2012-04-04,49.4
2012-04-09,49.75
2012-04-10,50.5
2012-04-11,48.8
2012-04-12,48.55
2012-04-13,48.6
2012-04-16,49.05
2012-04-17,48.5
2012-04-18,48.0
2012-04-19,47.75
2012-04-20,47.7
2012-04-23,46.4
2012-04-24,43.1
2012-04-25,43.9
2012-04-26,44.8
2012-04-27,43.7
2012-04-28,43.45
2012-04-30,43.25
2012-05-02,43.25
2012-05-03,42.55
2012-05-04,41.35
2012-05-07,43.8
2012-05-08,45.55
2012-05-09,46.95
2012-05-10,45.0
2012-05-11,43.85
2012-05-14,42.65
2012-05-15,42.35
2012-05-16,44.05
2012-05-17,45.85
2012-05-18,44.15
2012-05-21,46.05
2012-05-22,43.5
2012-05-23,43.4
2012-05-24,43.3
2012-05-25,41.55
2012-05-28,42.45
2012-05-29,42.9
2012-05-30,42.65
2012-05-31,44.5
2012-06-01,42.0
2012-06-04,42.3
2012-06-05,42.3
2012-06-06,42.65
2012-06-07,43.4
2012-06-08,43.1
2012-06-11,43.1
2012-06-12,43.1
2012-06-13,43.1
2012-06-14,42.2
2012-06-15,42.05
2012-06-18,41.55
2012-06-19,41.4
2012-06-20,41.3
2012-06-21,41.35
2012-06-22,41.65
2012-06-25,42.9
2012-06-26,43.1
2012-06-27,42.4
2012-06-28,42.7
2012-06-29,44.0
2012-07-02,42.7
2012-07-03,45.05
2012-07-04,45.05
2012-07-05,46.8
2012-07-06,47.7
2012-07-09,46.0
2012-07-10,48.0
2012-07-11,48.15
2012-07-12,48.1
2012-07-13,46.75
2012-07-16,47.0
2012-07-17,45.45
2012-07-18,43.05
2012-07-19,43.5
2012-07-20,43.9
2012-07-23,43.6
2012-07-24,45.8
2012-07-25,45.25
2012-07-26,44.25
2012-07-27,43.8
2012-07-30,43.25
2012-07-31,45.65
2012-08-01,45.4
2012-08-02,47.05
2012-08-03,45.7
2012-08-06,47.0
2012-08-07,48.1
2012-08-08,47.0
2012-08-09,46.1
2012-08-10,46.7
2012-08-13,45.85
2012-08-14,44.9
2012-08-16,44.05
2012-08-17,45.9
2012-08-21,46.0
2012-08-22,45.35
2012-08-23,45.65
2012-08-24,44.75
2012-08-27,43.15
2012-08-28,43.6
2012-08-29,43.15
2012-08-30,43.1
2012-08-31,43.05
2012-09-03,42.0
2012-09-04,44.3
2012-09-05,43.0
2012-09-06,42.7
2012-09-07,44.2
2012-09-08,44.05
2012-09-10,44.95
2012-09-11,44.5
2012-09-12,43.8
2012-09-13,43.1
2012-09-14,43.2
2012-09-17,46.3
2012-09-18,44.35
2012-09-20,46.9
2012-09-21,46.1
2012-09-24,46.4
2012-09-25,47.8
2012-09-26,46.35
2012-09-27,46.15
2012-09-28,46.0
2012-10-01,47.3
2012-10-03,49.6
2012-10-04,49.15
2012-10-05,49.7
2012-10-08,49.65
2012-10-09,49.35
2012-10-10,48.55
2012-10-11,50.4
2012-10-12,49.95
2012-10-15,50.0
2012-10-16,48.5
2012-10-17,48.45
2012-10-18,48.4
2012-10-19,48.1
2012-10-22,47.4
2012-10-23,47.75
2012-10-25,49.65
2012-10-26,48.8
2012-10-29,49.7
2012-10-30,52.4
2012-10-31,55.05
2012-11-01,55.5
2012-11-02,55.3
2012-11-05,55.1
2012-11-06,58.05
2012-11-07,58.8
2012-11-08,57.75
2012-11-09,55.7
2012-11-12,53.95
2012-11-13,53.85
2012-11-15,54.8
2012-11-16,54.1
2012-11-19,52.8
2012-11-20,53.0
2012-11-21,54.0
2012-11-22,54.5
2012-11-23,53.5
2012-11-26,53.5
2012-11-27,55.95
2012-11-29,54.05
2012-11-30,51.35
2012-12-03,52.4
2012-12-04,54.8
2012-12-05,53.95
2012-12-06,53.2
2012-12-07,53.0
2012-12-10,53.8
2012-12-11,53.25
2012-12-12,53.1
2012-12-13,52.6
2012-12-14,51.5
2012-12-17,52.0
2012-12-18,52.1
2012-12-19,52.6
2012-12-20,54.0
2012-12-21,53.75
2012-12-24,55.0
2012-12-26,56.6
2012-12-27,54.25
2012-12-28,55.8
2012-12-31,59.55
