Date,WELCORP
2012-01-02,86.6
2012-01-03,90.45
2012-01-04,91.35
2012-01-05,96.95
2012-01-06,100.65
2012-01-07,102.2
2012-01-09,100.0
2012-01-10,100.95
2012-01-11,102.55
2012-01-12,105.05
2012-01-13,110.75
2012-01-16,109.4
2012-01-17,109.3
2012-01-18,111.45
2012-01-19,112.7
2012-01-20,120.3
2012-01-23,120.35
2012-01-24,117.65
2012-01-25,127.25
2012-01-27,121.3
2012-01-30,114.15
2012-01-31,115.7
2012-02-01,114.85
2012-02-02,121.7
2012-02-03,123.45
2012-02-06,126.0
2012-02-07,124.8
2012-02-08,125.7
2012-02-09,131.05
2012-02-10,133.6
2012-02-13,136.65
2012-02-14,138.1
2012-02-15,142.05
2012-02-16,149.4
2012-02-17,153.25
2012-02-21,153.15
2012-02-22,147.7
2012-02-23,147.3
2012-02-24,141.5
2012-02-27,132.8
2012-02-28,139.65
2012-02-29,146.6
2012-03-01,147.4
2012-03-02,143.95
2012-03-03,146.35
2012-03-05,139.05
2012-03-06,130.0
2012-03-07,131.6
2012-03-09,141.95
2012-03-12,140.5
2012-03-13,139.8
2012-03-14,142.9
2012-03-15,139.6
2012-03-16,136.9
2012-03-19,140.0
2012-03-20,135.15
2012-03-21,146.35
2012-03-22,135.65
2012-03-23,144.8
2012-03-26,138.7
2012-03-27,139.7
2012-03-28,134.25
2012-03-29,128.15
2012-03-30,134.6
2012-04-02,136.1
2012-04-03,134.3
2012-04-04,133.15
2012-04-09,131.3
2012-04-10,136.05
2012-04-11,135.4
2012-04-12,140.05
2012-04-13,134.65
2012-04-16,133.25
2012-04-17,135.95
2012-04-18,136.7
2012-04-19,134.35
2012-04-20,131.75
2012-04-23,125.45
2012-04-24,128.45
2012-04-25,125.1
2012-04-26,119.45
2012-04-27,123.0
2012-04-28,124.8
2012-04-30,126.0
2012-05-02,124.5
2012-05-03,123.35
2012-05-04,126.5
2012-05-07,122.8
2012-05-08,119.4
2012-05-09,120.05
2012-05-10,118.3
2012-05-11,117.4
2012-05-14,113.65
2012-05-15,118.8
2012-05-16,118.2
2012-05-17,118.5
2012-05-18,123.0
2012-05-21,120.35
2012-05-22,118.35
2012-05-23,117.7
2012-05-24,123.35
2012-05-25,119.45
2012-05-28,119.3
2012-05-29,121.2
2012-05-30,120.5
2012-05-31,117.55
2012-06-01,119.15
2012-06-04,120.1
2012-06-05,120.4
2012-06-06,123.35
2012-06-07,122.05
2012-06-08,123.8
2012-06-11,121.85
2012-06-12,122.8
2012-06-13,121.05
2012-06-14,118.5
2012-06-15,119.6
2012-06-18,119.05
2012-06-19,118.1
2012-06-20,119.25
2012-06-21,120.1
2012-06-22,121.8
2012-06-25,120.15
2012-06-26,118.85
2012-06-27,117.95
2012-06-28,116.35
2012-06-29,118.5
2012-07-02,118.9
2012-07-03,119.45
2012-07-04,120.05
2012-07-05,119.8
2012-07-06,118.75
2012-07-09,115.15
2012-07-10,117.5
2012-07-11,117.65
2012-07-12,116.95
2012-07-13,116.55
2012-07-16,113.8
2012-07-17,112.6
2012-07-18,112.9
2012-07-19,112.8
2012-07-20,111.95
2012-07-23,110.1
2012-07-24,113.0
2012-07-25,108.7
2012-07-26,106.7
2012-07-27,103.95
2012-07-30,105.35
2012-07-31,102.1
2012-08-01,102.65
2012-08-02,102.1
2012-08-03,100.8
2012-08-06,99.95
2012-08-07,99.5
2012-08-08,99.7
2012-08-09,99.85
2012-08-10,102.95
2012-08-13,101.95
2012-08-14,100.1
2012-08-16,102.0
2012-08-17,99.6
2012-08-21,99.3
2012-08-22,98.85
2012-08-23,97.0
2012-08-24,96.3
2012-08-27,95.9
2012-08-28,86.7
2012-08-29,91.55
2012-08-30,94.0
2012-08-31,94.2
2012-09-03,93.9
2012-09-04,93.95
2012-09-05,96.0
2012-09-06,97.3
2012-09-07,102.55
2012-09-08,103.0
2012-09-10,103.15
2012-09-11,102.8
2012-09-12,100.65
2012-09-13,100.05
2012-09-14,101.1
2012-09-17,101.5
2012-09-18,102.55
2012-09-20,101.6
2012-09-21,101.5
2012-09-24,102.0
2012-09-25,101.1
2012-09-26,100.65
2012-09-27,100.0
2012-09-28,101.35
2012-10-01,100.75
2012-10-03,100.2
2012-10-04,100.3
2012-10-05,100.15
2012-10-08,99.95
2012-10-09,100.0
2012-10-10,98.7
2012-10-11,99.65
2012-10-12,99.4
2012-10-15,98.95
2012-10-16,97.25
2012-10-17,97.05
2012-10-18,98.1
2012-10-19,98.05
2012-10-22,98.0
2012-10-23,97.3
2012-10-25,97.55
2012-10-26,98.05
2012-10-29,97.6
2012-10-30,97.0
2012-10-31,96.7
2012-11-01,98.1
2012-11-02,97.5
2012-11-05,96.95
2012-11-06,100.4
2012-11-07,101.45
2012-11-08,103.05
2012-11-09,100.65
2012-11-12,100.3
2012-11-13,100.75
2012-11-15,101.45
2012-11-16,105.1
2012-11-19,105.0
2012-11-20,102.5
2012-11-21,104.35
2012-11-22,104.05
2012-11-23,103.1
2012-11-26,102.95
2012-11-27,103.1
2012-11-29,104.05
2012-11-30,105.75
2012-12-03,104.4
2012-12-04,105.45
2012-12-05,110.1
2012-12-06,108.95
2012-12-07,108.95
2012-12-10,109.5
2012-12-11,108.3
2012-12-12,108.95
2012-12-13,107.05
2012-12-14,107.45
2012-12-17,107.75
2012-12-18,107.15
2012-12-19,107.5
2012-12-20,111.15
2012-12-21,109.6
2012-12-24,107.95
2012-12-26,107.3
2012-12-27,104.05
2012-12-28,104.55
2012-12-31,106.4
