Date,RAJESHEXPO
2012-01-02,126.05
2012-01-03,129.15
2012-01-04,129.05
2012-01-05,133.25
2012-01-06,134.45
2012-01-07,134.75
2012-01-09,138.2
2012-01-10,140.35
2012-01-11,140.75
2012-01-12,138.95
2012-01-13,138.55
2012-01-16,137.55
2012-01-17,134.2
2012-01-18,134.35
2012-01-19,135.4
2012-01-20,136.6
2012-01-23,136.25
2012-01-24,134.7
2012-01-25,133.5
2012-01-27,133.3
2012-01-30,130.35
2012-01-31,132.05
2012-02-01,133.1
2012-02-02,135.55
2012-02-03,135.75
2012-02-06,136.25
2012-02-07,133.55
2012-02-08,133.95
2012-02-09,138.05
2012-02-10,139.65
2012-02-13,136.3
2012-02-14,136.45
2012-02-15,137.55
2012-02-16,136.85
2012-02-17,138.35
2012-02-21,139.5
2012-02-22,137.45
2012-02-23,137.9
2012-02-24,136.6
2012-02-27,133.7
2012-02-28,135.35
2012-02-29,136.2
2012-03-01,132.9
2012-03-02,132.35
2012-03-03,131.7
2012-03-05,130.05
2012-03-06,128.35
2012-03-07,127.7
2012-03-09,136.75
2012-03-12,136.05
2012-03-13,133.45
2012-03-14,130.1
2012-03-15,129.9
2012-03-16,127.75
2012-03-19,125.6
2012-03-20,124.05
2012-03-21,123.05
2012-03-22,117.55
2012-03-23,114.3
2012-03-26,114.95
2012-03-27,118.2
2012-03-28,126.5
2012-03-29,129.75
2012-03-30,131.55
2012-04-02,130.85
2012-04-03,132.15
2012-04-04,131.3
2012-04-09,130.85
2012-04-10,130.6
2012-04-11,128.15
2012-04-12,134.0
2012-04-13,137.35
2012-04-16,135.9
2012-04-17,140.55
2012-04-18,140.1
2012-04-19,142.7
2012-04-20,138.25
2012-04-23,136.95
2012-04-24,132.9
2012-04-25,133.8
2012-04-26,140.85
2012-04-27,144.55
2012-04-28,145.55
2012-04-30,143.4
2012-05-02,147.3
2012-05-03,143.15
2012-05-04,140.45
2012-05-07,142.25
2012-05-08,142.0
2012-05-09,141.2
2012-05-10,143.9
2012-05-11,142.25
2012-05-14,142.0
2012-05-15,141.5
2012-05-16,139.8
2012-05-17,139.4
2012-05-18,141.2
2012-05-21,141.4
2012-05-22,139.5
2012-05-23,140.55
2012-05-24,138.35
2012-05-25,138.8
2012-05-28,138.75
2012-05-29,142.2
2012-05-30,141.8
2012-05-31,139.95
2012-06-01,137.95
2012-06-04,137.75
2012-06-05,137.15
2012-06-06,135.5
2012-06-07,133.4
2012-06-08,129.75
2012-06-11,130.45
2012-06-12,130.8
2012-06-13,130.45
2012-06-14,129.8
2012-06-15,130.4
2012-06-18,130.95
2012-06-19,132.5
2012-06-20,136.75
2012-06-21,137.95
2012-06-22,134.7
2012-06-25,136.15
2012-06-26,134.85
2012-06-27,131.45
2012-06-28,130.95
2012-06-29,133.6
2012-07-02,136.7
2012-07-03,135.6
2012-07-04,137.95
2012-07-05,137.9
2012-07-06,135.45
2012-07-09,134.4
2012-07-10,140.6
2012-07-11,138.5
2012-07-12,132.25
2012-07-13,129.65
2012-07-16,129.9
2012-07-17,128.55
2012-07-18,126.15
2012-07-19,127.2
2012-07-20,127.7
2012-07-23,125.2
2012-07-24,125.3
2012-07-25,125.05
2012-07-26,124.05
2012-07-27,124.5
2012-07-30,130.95
2012-07-31,130.2
2012-08-01,129.8
2012-08-02,128.5
2012-08-03,128.3
2012-08-06,125.9
2012-08-07,126.3
2012-08-08,126.75
2012-08-09,125.6
2012-08-10,125.75
2012-08-13,126.55
2012-08-14,126.65
2012-08-16,125.35
2012-08-17,124.45
2012-08-21,123.25
2012-08-22,124.05
2012-08-23,121.65
2012-08-24,121.25
2012-08-27,118.45
2012-08-28,123.55
2012-08-29,125.75
2012-08-30,123.8
2012-08-31,119.55
2012-09-03,119.15
2012-09-04,124.7
2012-09-05,126.6
2012-09-06,120.9
2012-09-07,119.85
2012-09-08,120.9
2012-09-10,118.5
2012-09-11,119.25
2012-09-12,122.75
2012-09-13,120.75
2012-09-14,120.3
2012-09-17,121.25
2012-09-18,119.7
2012-09-20,118.15
2012-09-21,116.85
2012-09-24,118.35
2012-09-25,120.0
2012-09-26,119.7
2012-09-27,118.8
2012-09-28,120.5
2012-10-01,120.5
2012-10-03,121.65
2012-10-04,121.75
2012-10-05,121.3
2012-10-08,118.5
2012-10-09,126.1
2012-10-10,121.7
2012-10-11,122.25
2012-10-12,122.7
2012-10-15,123.95
2012-10-16,123.7
2012-10-17,123.7
2012-10-18,132.8
2012-10-19,134.45
2012-10-22,131.6
2012-10-23,128.95
2012-10-25,126.15
2012-10-26,127.2
2012-10-29,128.65
2012-10-30,124.0
2012-10-31,122.5
2012-11-01,124.9
2012-11-02,123.6
2012-11-05,125.4
2012-11-06,126.35
2012-11-07,123.8
2012-11-08,123.7
2012-11-09,122.1
2012-11-12,124.7
2012-11-13,125.0
2012-11-15,125.85
2012-11-16,124.1
2012-11-19,122.4
2012-11-20,120.8
2012-11-21,120.7
2012-11-22,120.15
2012-11-23,120.1
2012-11-26,123.6
2012-11-27,123.9
2012-11-29,124.1
2012-11-30,125.95
2012-12-03,126.65
2012-12-04,126.2
2012-12-05,128.75
2012-12-06,129.05
2012-12-07,129.95
2012-12-10,132.3
2012-12-11,132.3
2012-12-12,131.15
2012-12-13,129.55
2012-12-14,130.5
2012-12-17,133.65
2012-12-18,135.65
2012-12-19,136.7
2012-12-20,139.35
2012-12-21,142.55
2012-12-24,142.95
2012-12-26,147.4
2012-12-27,140.15
2012-12-28,139.8
2012-12-31,138.65
