Date,ITDCEM
2012-01-02,123.1
2012-01-03,128.85
2012-01-04,127.05
2012-01-05,123.0
2012-01-06,120.2
2012-01-09,123.95
2012-01-10,126.25
2012-01-11,134.1
2012-01-12,134.7
2012-01-13,135.35
2012-01-16,131.5
2012-01-17,134.55
2012-01-18,134.15
2012-01-19,136.0
2012-01-20,135.5
2012-01-23,134.0
2012-01-24,135.05
2012-01-25,136.2
2012-01-27,148.7
2012-01-30,152.2
2012-01-31,152.85
2012-02-01,150.5
2012-02-02,149.2
2012-02-03,148.4
2012-02-06,145.2
2012-02-07,152.0
2012-02-08,149.0
2012-02-09,161.05
2012-02-10,158.3
2012-02-13,155.45
2012-02-14,156.35
2012-02-15,157.1
2012-02-16,171.0
2012-02-17,168.7
2012-02-21,179.55
2012-02-22,170.1
2012-02-23,168.95
2012-02-24,165.3
2012-02-27,157.1
2012-02-28,166.8
2012-02-29,168.0
2012-03-01,188.5
2012-03-02,188.5
2012-03-03,186.6
2012-03-05,189.15
2012-03-06,183.45
2012-03-07,179.3
2012-03-09,181.15
2012-03-12,180.2
2012-03-13,180.8
2012-03-14,181.7
2012-03-15,183.75
2012-03-16,179.55
2012-03-19,176.4
2012-03-20,182.65
2012-03-21,180.1
2012-03-22,175.85
2012-03-23,170.25
2012-03-26,161.05
2012-03-27,155.7
2012-03-28,164.85
2012-03-29,166.0
2012-03-30,181.75
2012-04-02,180.3
2012-04-03,176.6
2012-04-04,176.95
2012-04-09,171.0
2012-04-10,169.85
2012-04-11,169.15
2012-04-12,171.85
2012-04-13,167.25
2012-04-16,167.0
2012-04-17,167.3
2012-04-18,164.85
2012-04-19,166.85
2012-04-20,167.55
2012-04-23,172.2
2012-04-24,179.3
2012-04-25,183.3
2012-04-26,177.85
2012-04-27,176.85
2012-04-28,178.95
2012-04-30,177.95
2012-05-02,177.65
2012-05-03,174.85
2012-05-04,174.15
2012-05-07,176.95
2012-05-08,172.75
2012-05-09,172.95
2012-05-10,173.55
2012-05-11,177.1
2012-05-14,185.95
2012-05-15,216.35
2012-05-16,212.25
2012-05-17,202.7
2012-05-18,214.75
2012-05-21,215.9
2012-05-22,211.85
2012-05-23,216.45
2012-05-24,217.05
2012-05-25,235.2
2012-05-28,231.95
2012-05-29,225.25
2012-05-30,214.95
2012-05-31,212.25
2012-06-01,218.1
2012-06-04,220.15
2012-06-05,221.15
2012-06-06,225.15
2012-06-07,225.2
2012-06-08,225.0
2012-06-11,226.8
2012-06-12,227.05
2012-06-13,232.5
2012-06-14,232.25
2012-06-15,232.95
2012-06-18,217.9
2012-06-19,214.95
2012-06-20,223.55
2012-06-21,221.15
2012-06-22,225.25
2012-06-25,225.0
2012-06-26,219.8
2012-06-27,222.8
2012-06-28,225.0
2012-06-29,229.35
2012-07-02,227.0
2012-07-03,225.95
2012-07-04,229.2
2012-07-05,230.05
2012-07-06,228.25
2012-07-09,231.05
2012-07-09,231.05
2012-07-10,230.25
2012-07-11,231.5
2012-07-12,226.9
2012-07-13,230.0
2012-07-16,231.9
2012-07-17,230.95
2012-07-18,230.3
2012-07-19,231.35
2012-07-20,231.85
2012-07-23,231.95
2012-07-24,233.1
2012-07-25,233.0
2012-07-26,239.65
2012-07-27,235.45
2012-07-30,235.0
2012-07-31,237.05
2012-08-01,237.85
2012-08-02,234.5
2012-08-03,235.0
2012-08-06,229.0
2012-08-07,230.5
2012-08-08,230.7
2012-08-09,233.6
2012-08-10,230.0
2012-08-13,230.0
2012-08-14,225.15
2012-08-16,223.75
2012-08-17,223.0
2012-08-21,225.0
2012-08-22,230.0
2012-08-24,230.0
2012-08-27,230.0
2012-08-28,230.0
2012-08-29,225.2
2012-08-30,225.85
2012-08-31,229.15
2012-09-03,230.0
2012-09-04,230.0
2012-09-05,222.1
2012-09-06,222.55
2012-09-07,225.1
2012-09-08,225.0
2012-09-10,225.0
2012-09-11,226.65
2012-09-12,225.35
2012-09-13,225.45
2012-09-14,225.1
2012-09-17,229.5
2012-09-18,230.9
2012-09-20,230.0
2012-09-21,231.0
2012-09-24,236.45
2012-09-25,251.1
2012-09-26,255.55
2012-09-27,252.1
2012-09-28,248.5
2012-10-01,248.0
2012-10-03,252.3
2012-10-04,245.9
2012-10-05,240.15
2012-10-08,240.35
2012-10-09,240.4
2012-10-10,243.9
2012-10-11,242.3
2012-10-12,236.05
2012-10-15,234.05
2012-10-16,234.1
2012-10-17,247.0
2012-10-18,241.35
2012-10-19,240.0
2012-10-22,240.1
2012-10-23,243.7
2012-10-25,245.7
2012-10-26,244.3
2012-10-29,250.45
2012-10-30,250.0
2012-10-31,251.5
2012-11-01,252.1
2012-11-02,252.0
2012-11-05,271.3
2012-11-06,249.15
2012-11-07,249.95
2012-11-08,250.1
2012-11-09,259.1
2012-11-12,255.2
2012-11-13,249.55
2012-11-15,254.0
2012-11-16,250.6
2012-11-19,250.05
2012-11-20,250.4
2012-11-21,250.1
2012-11-22,252.0
2012-11-23,252.0
2012-11-26,249.75
2012-11-27,249.0
2012-11-29,255.0
2012-11-30,255.7
2012-12-03,247.65
2012-12-04,243.35
2012-12-05,238.6
2012-12-06,239.95
2012-12-07,234.1
2012-12-10,236.3
2012-12-11,232.0
2012-12-12,230.65
2012-12-13,233.0
2012-12-14,232.1
2012-12-17,233.55
2012-12-18,235.1
2012-12-19,235.0
2012-12-20,235.0
2012-12-21,235.0
2012-12-24,235.0
2012-12-26,235.0
2012-12-27,235.0
2012-12-28,235.0
2012-12-31,238.0
