Date,63MOONS
2012-01-02,533.55
2012-01-03,557.85
2012-01-04,558.0
2012-01-05,570.65
2012-01-06,566.2
2012-01-07,571.0
2012-01-09,570.8
2012-01-10,582.05
2012-01-11,609.9
2012-01-12,608.9
2012-01-13,615.1
2012-01-16,638.7
2012-01-17,670.45
2012-01-18,648.1
2012-01-19,663.9
2012-01-20,649.05
2012-01-23,650.5
2012-01-24,697.75
2012-01-25,710.05
2012-01-27,729.4
2012-01-30,700.85
2012-01-31,721.8
2012-02-01,767.0
2012-02-02,797.55
2012-02-03,774.85
2012-02-06,780.5
2012-02-07,759.45
2012-02-08,781.15
2012-02-09,812.55
2012-02-10,793.8
2012-02-13,832.8
2012-02-14,817.55
2012-02-15,829.35
2012-02-16,863.2
2012-02-17,910.25
2012-02-21,912.05
2012-02-22,874.95
2012-02-23,840.15
2012-02-24,823.7
2012-02-27,799.8
2012-02-28,831.9
2012-02-29,826.9
2012-03-01,817.5
2012-03-02,846.95
2012-03-03,849.65
2012-03-05,836.7
2012-03-06,848.45
2012-03-07,861.65
2012-03-09,811.6
2012-03-12,780.6
2012-03-13,770.0
2012-03-14,828.25
2012-03-15,789.2
2012-03-16,780.4
2012-03-19,750.85
2012-03-20,756.85
2012-03-21,770.5
2012-03-22,740.95
2012-03-23,732.5
2012-03-26,695.8
2012-03-27,685.8
2012-03-28,673.45
2012-03-29,670.8
2012-03-30,684.25
2012-04-02,701.45
2012-04-03,710.45
2012-04-04,701.35
2012-04-09,701.8
2012-04-10,705.9
2012-04-11,747.35
2012-04-12,774.75
2012-04-13,743.75
2012-04-16,744.4
2012-04-17,756.9
2012-04-18,750.15
2012-04-19,743.45
2012-04-20,732.25
2012-04-23,725.5
2012-04-24,716.35
2012-04-25,704.85
2012-04-26,684.45
2012-04-27,695.4
2012-04-28,699.0
2012-04-30,682.9
2012-05-02,672.75
2012-05-03,654.8
2012-05-04,612.95
2012-05-07,629.45
2012-05-08,596.2
2012-05-09,598.95
2012-05-10,598.15
2012-05-11,583.3
2012-05-14,570.2
2012-05-15,600.85
2012-05-16,590.05
2012-05-17,581.05
2012-05-18,585.55
2012-05-21,589.45
2012-05-22,575.5
2012-05-23,565.2
2012-05-24,576.05
2012-05-25,585.65
2012-05-28,591.05
2012-05-29,587.7
2012-05-30,578.75
