Date,TORNTPHARM
2012-01-02,541.6
2012-01-03,544.0
2012-01-04,539.7
2012-01-05,537.75
2012-01-06,528.55
2012-01-07,528.75
2012-01-09,535.7
2012-01-10,535.95
2012-01-11,553.05
2012-01-12,553.15
2012-01-13,552.1
2012-01-16,550.0
2012-01-17,554.35
2012-01-18,558.7
2012-01-19,558.95
2012-01-20,558.1
2012-01-23,548.0
2012-01-24,545.1
2012-01-25,548.9
2012-01-27,540.7
2012-01-30,550.45
2012-01-31,552.25
2012-02-01,564.55
2012-02-02,571.65
2012-02-03,560.9
2012-02-06,570.5
2012-02-07,570.05
2012-02-08,568.2
2012-02-09,565.0
2012-02-10,563.65
2012-02-13,569.7
2012-02-14,563.9
2012-02-15,575.8
2012-02-16,569.55
2012-02-17,574.7
2012-02-21,567.0
2012-02-22,562.0
2012-02-23,557.35
2012-02-24,557.3
2012-02-27,553.3
2012-02-28,550.8
2012-02-29,549.3
2012-03-01,565.3
2012-03-02,568.0
2012-03-03,562.6
2012-03-05,563.2
2012-03-06,560.35
2012-03-07,562.05
2012-03-09,572.9
2012-03-12,586.5
2012-03-13,603.95
2012-03-14,601.7
2012-03-15,616.45
2012-03-16,601.95
2012-03-19,602.0
2012-03-20,603.65
2012-03-21,606.65
2012-03-22,607.65
2012-03-23,609.95
2012-03-26,620.1
2012-03-27,617.15
2012-03-28,615.95
2012-03-29,618.0
2012-03-30,630.6
2012-04-02,621.3
2012-04-03,625.65
2012-04-04,630.4
2012-04-09,627.6
2012-04-10,640.1
2012-04-11,644.0
2012-04-12,630.6
2012-04-13,618.45
2012-04-16,626.75
2012-04-17,625.1
2012-04-18,632.55
2012-04-19,635.1
2012-04-20,641.25
2012-04-23,645.5
2012-04-24,650.3
2012-04-25,655.65
2012-04-26,654.75
2012-04-27,661.3
2012-04-28,656.1
2012-04-30,666.95
2012-05-02,647.05
2012-05-03,655.75
2012-05-04,658.05
2012-05-07,660.75
2012-05-08,668.9
2012-05-09,673.5
2012-05-10,680.55
2012-05-11,690.55
2012-05-14,658.35
2012-05-15,640.25
2012-05-16,641.2
2012-05-17,643.15
2012-05-18,632.5
2012-05-21,617.35
2012-05-22,619.5
2012-05-23,629.75
2012-05-24,639.35
2012-05-25,638.35
2012-05-28,633.7
2012-05-29,623.9
2012-05-30,614.65
2012-05-31,617.5
2012-06-01,606.3
2012-06-04,617.3
2012-06-05,625.4
2012-06-06,622.75
2012-06-07,623.0
2012-06-08,617.45
2012-06-11,610.75
2012-06-12,605.55
2012-06-13,609.0
2012-06-14,608.8
2012-06-15,608.85
2012-06-18,604.45
2012-06-19,597.9
2012-06-20,601.6
2012-06-21,598.6
2012-06-22,597.85
2012-06-25,592.05
2012-06-26,584.95
2012-06-27,586.6
2012-06-28,594.95
2012-06-29,600.55
2012-07-02,606.1
2012-07-03,612.65
2012-07-04,612.35
2012-07-05,617.85
2012-07-06,613.7
2012-07-09,625.4
2012-07-10,631.15
2012-07-11,616.55
2012-07-12,628.95
2012-07-13,640.35
2012-07-16,648.75
2012-07-17,636.35
2012-07-18,633.65
2012-07-19,635.85
2012-07-20,640.0
2012-07-23,631.9
2012-07-24,661.35
2012-07-25,664.0
2012-07-26,674.65
2012-07-27,659.2
2012-07-30,671.95
2012-07-31,666.55
2012-08-01,677.9
2012-08-02,678.6
2012-08-03,674.7
2012-08-06,672.05
2012-08-07,694.55
2012-08-08,695.95
2012-08-09,691.35
2012-08-10,678.5
2012-08-13,685.9
2012-08-14,683.45
2012-08-16,688.85
2012-08-17,683.7
2012-08-21,686.3
2012-08-22,671.2
2012-08-23,680.65
2012-08-24,697.8
2012-08-27,704.55
2012-08-28,709.55
2012-08-29,694.35
2012-08-30,707.4
2012-08-31,705.0
2012-09-03,706.25
2012-09-04,707.6
2012-09-05,703.4
2012-09-06,704.05
2012-09-07,693.1
2012-09-08,699.55
2012-09-10,696.2
2012-09-11,694.6
2012-09-12,705.0
2012-09-13,702.45
2012-09-14,696.3
2012-09-17,684.1
2012-09-18,673.8
2012-09-20,675.95
2012-09-21,675.15
2012-09-24,675.35
2012-09-25,712.5
2012-09-26,694.4
2012-09-27,693.6
2012-09-28,694.5
2012-10-01,691.05
2012-10-03,684.65
2012-10-04,699.25
2012-10-05,691.45
2012-10-08,690.95
2012-10-09,680.7
2012-10-10,681.8
2012-10-11,669.1
2012-10-12,668.55
2012-10-15,660.6
2012-10-16,661.9
2012-10-17,691.05
2012-10-18,688.95
2012-10-19,676.65
2012-10-22,677.95
2012-10-23,679.7
2012-10-25,679.9
2012-10-26,684.7
2012-10-29,667.35
2012-10-30,669.85
2012-10-31,673.9
2012-11-01,675.05
2012-11-02,675.05
2012-11-05,671.45
2012-11-06,678.2
2012-11-07,679.1
2012-11-08,673.0
2012-11-09,665.8
2012-11-12,666.75
2012-11-13,669.55
2012-11-15,660.25
2012-11-16,660.25
2012-11-19,650.2
2012-11-20,654.25
2012-11-21,649.9
2012-11-22,641.2
2012-11-23,641.8
2012-11-26,653.65
2012-11-27,658.0
2012-11-29,652.9
2012-11-30,668.45
2012-12-03,682.15
2012-12-04,686.8
2012-12-05,679.2
2012-12-06,682.7
2012-12-07,692.1
2012-12-10,681.55
2012-12-11,670.15
2012-12-12,667.4
2012-12-13,666.9
2012-12-14,670.05
2012-12-17,669.35
2012-12-18,672.75
2012-12-19,681.15
2012-12-20,686.9
2012-12-21,679.0
2012-12-24,698.45
2012-12-26,706.05
2012-12-27,708.0
2012-12-28,711.3
2012-12-31,724.45
