Date,MCLEODRUSS
2012-01-02,186.85
2012-01-03,193.85
2012-01-04,197.7
2012-01-05,196.95
2012-01-06,193.7
2012-01-07,193.95
2012-01-09,193.2
2012-01-10,198.4
2012-01-11,193.65
2012-01-12,190.85
2012-01-13,191.2
2012-01-16,193.85
2012-01-17,194.75
2012-01-18,186.95
2012-01-19,183.35
2012-01-20,179.0
2012-01-23,177.05
2012-01-24,179.05
2012-01-25,181.0
2012-01-27,183.5
2012-01-30,181.75
2012-01-31,187.85
2012-02-01,195.3
2012-02-02,190.8
2012-02-03,200.0
2012-02-06,196.7
2012-02-07,192.6
2012-02-08,190.9
2012-02-09,197.2
2012-02-10,199.45
2012-02-13,211.75
2012-02-14,212.75
2012-02-15,215.1
2012-02-16,216.65
2012-02-17,211.8
2012-02-21,226.4
2012-02-22,212.45
2012-02-23,215.5
2012-02-24,219.45
2012-02-27,217.1
2012-02-28,233.1
2012-02-29,232.35
2012-03-01,230.35
2012-03-02,234.35
2012-03-03,233.5
2012-03-05,235.15
2012-03-06,242.4
2012-03-07,236.1
2012-03-09,235.4
2012-03-12,237.05
2012-03-13,242.7
2012-03-14,246.45
2012-03-15,239.25
2012-03-16,240.35
2012-03-19,247.7
2012-03-20,248.75
2012-03-21,259.25
2012-03-22,258.25
2012-03-23,266.8
2012-03-26,262.15
2012-03-27,269.1
2012-03-28,271.9
2012-03-29,258.85
2012-03-30,271.35
2012-04-02,280.35
2012-04-03,276.0
2012-04-04,274.15
2012-04-09,274.5
2012-04-10,274.25
2012-04-11,271.65
2012-04-12,274.65
2012-04-13,280.75
2012-04-16,276.95
2012-04-17,278.8
2012-04-18,276.25
2012-04-19,282.1
2012-04-20,276.15
2012-04-23,266.9
2012-04-24,270.4
2012-04-25,270.1
2012-04-26,268.05
2012-04-27,277.45
2012-04-28,279.4
2012-04-30,280.35
2012-05-02,276.25
2012-05-03,271.0
2012-05-04,266.85
2012-05-07,271.85
2012-05-08,266.8
2012-05-09,272.1
2012-05-10,266.6
2012-05-11,265.3
2012-05-14,261.55
2012-05-15,265.05
2012-05-16,265.1
2012-05-17,275.3
2012-05-18,270.15
2012-05-21,270.0
2012-05-22,270.35
2012-05-23,273.35
2012-05-24,280.0
2012-05-25,275.55
2012-05-28,275.2
2012-05-29,280.35
2012-05-30,274.95
2012-05-31,279.45
2012-06-01,274.6
2012-06-04,275.6
2012-06-05,288.1
2012-06-06,291.3
2012-06-07,289.8
2012-06-08,294.05
2012-06-11,289.85
2012-06-12,289.85
2012-06-13,286.85
2012-06-14,273.05
2012-06-15,276.45
2012-06-18,273.3
2012-06-19,279.45
2012-06-20,288.8
2012-06-21,289.85
2012-06-22,293.6
2012-06-25,292.85
2012-06-26,295.0
2012-06-27,292.75
2012-06-28,294.0
2012-06-29,298.1
2012-07-02,294.85
2012-07-03,297.05
2012-07-04,310.45
2012-07-05,313.05
2012-07-06,318.05
2012-07-09,318.1
2012-07-09,318.1
2012-07-10,317.5
2012-07-11,319.95
2012-07-12,313.55
2012-07-13,314.0
2012-07-16,310.9
2012-07-17,320.1
2012-07-18,329.0
2012-07-19,331.05
2012-07-20,327.65
2012-07-23,329.7
2012-07-24,328.5
2012-07-25,340.6
2012-07-26,335.7
2012-07-27,322.2
2012-07-30,324.45
2012-07-31,321.15
2012-08-01,324.3
2012-08-02,319.35
2012-08-03,315.4
2012-08-06,318.15
2012-08-07,321.55
2012-08-08,320.05
2012-08-09,319.75
2012-08-10,319.75
2012-08-13,319.0
2012-08-14,316.85
2012-08-16,324.55
2012-08-17,322.95
2012-08-21,313.65
2012-08-22,311.2
2012-08-23,299.45
2012-08-24,302.6
2012-08-27,306.05
2012-08-28,304.9
2012-08-29,312.75
2012-08-30,305.7
2012-08-31,316.3
2012-09-03,320.5
2012-09-04,322.35
2012-09-05,326.35
2012-09-06,329.1
2012-09-07,330.55
2012-09-08,333.6
2012-09-10,335.65
2012-09-11,336.05
2012-09-12,332.6
2012-09-13,329.0
2012-09-14,324.6
2012-09-17,324.45
2012-09-18,330.25
2012-09-20,330.3
2012-09-21,335.2
2012-09-24,327.8
2012-09-25,324.5
2012-09-26,326.45
2012-09-27,322.9
2012-09-28,323.2
2012-10-01,328.4
2012-10-03,328.85
2012-10-04,329.6
2012-10-05,322.1
2012-10-08,321.4
2012-10-09,320.4
2012-10-10,319.45
2012-10-11,319.3
2012-10-12,318.2
2012-10-15,319.45
2012-10-16,318.35
2012-10-17,312.05
2012-10-18,311.4
2012-10-19,309.05
2012-10-22,307.7
2012-10-23,308.35
2012-10-25,305.95
2012-10-26,303.55
2012-10-29,296.5
2012-10-30,296.85
2012-10-31,302.6
2012-11-01,307.15
2012-11-02,309.9
2012-11-05,308.45
2012-11-06,307.3
2012-11-07,312.7
2012-11-08,311.45
2012-11-09,306.2
2012-11-12,306.75
2012-11-13,307.4
2012-11-15,317.75
2012-11-16,314.65
2012-11-19,323.75
2012-11-20,319.05
2012-11-21,321.1
2012-11-22,325.65
2012-11-23,332.9
2012-11-26,335.7
2012-11-27,350.8
2012-11-29,361.0
2012-11-30,351.25
2012-12-03,352.4
2012-12-04,357.55
2012-12-05,357.5
2012-12-06,357.0
2012-12-07,365.8
2012-12-10,367.9
2012-12-11,365.45
2012-12-12,361.45
2012-12-13,346.85
2012-12-14,348.1
2012-12-17,347.25
2012-12-18,351.55
2012-12-19,361.35
2012-12-20,359.7
2012-12-21,347.65
2012-12-24,354.4
2012-12-26,355.75
2012-12-27,349.15
2012-12-28,352.6
2012-12-31,349.85
