Date,VARDHACRLC
2012-01-02,7.1
2012-01-03,7.35
2012-01-04,7.25
2012-01-05,7.0
2012-01-06,7.05
2012-01-07,7.05
2012-01-09,7.15
2012-01-10,7.75
2012-01-11,7.5
2012-01-12,7.75
2012-01-13,8.45
2012-01-16,8.35
2012-01-17,8.35
2012-01-18,8.35
2012-01-19,8.4
2012-01-20,8.35
2012-01-23,8.35
2012-01-24,8.2
2012-01-25,8.35
2012-01-27,8.6
2012-01-30,8.6
2012-01-31,8.45
2012-02-01,8.15
2012-02-02,8.3
2012-02-03,8.4
2012-02-06,8.2
2012-02-07,8.05
2012-02-08,8.25
2012-02-09,8.3
2012-02-10,8.25
2012-02-13,8.25
2012-02-14,8.35
2012-02-15,8.4
2012-02-16,8.35
2012-02-17,8.3
2012-02-21,8.35
2012-02-22,8.15
2012-02-23,8.05
2012-02-24,8.3
2012-02-27,7.9
2012-02-28,8.1
2012-02-29,8.35
2012-03-01,8.35
2012-03-02,8.25
2012-03-03,8.05
2012-03-05,8.3
2012-03-06,8.15
2012-03-07,8.1
2012-03-09,8.15
2012-03-12,8.25
2012-03-13,8.25
2012-03-14,8.1
2012-03-15,8.2
2012-03-16,8.1
2012-03-19,7.9
2012-03-20,7.85
2012-03-21,7.9
2012-03-22,7.35
2012-03-23,7.8
2012-03-26,7.35
2012-03-27,7.05
2012-03-28,7.05
2012-03-29,7.15
2012-03-30,7.05
2012-04-02,7.3
2012-04-03,7.3
2012-04-04,7.5
2012-04-09,7.5
2012-04-10,7.55
2012-04-11,7.65
2012-04-12,7.9
2012-04-13,7.9
2012-04-16,8.2
2012-04-17,8.05
2012-04-18,8.15
2012-04-19,8.5
2012-04-20,8.5
2012-04-23,8.3
2012-04-24,8.25
2012-04-25,8.0
2012-04-26,8.0
2012-04-27,7.85
2012-04-28,7.85
2012-04-30,7.95
2012-05-02,8.05
2012-05-03,8.05
2012-05-04,7.85
2012-05-07,8.0
2012-05-08,8.0
2012-05-09,8.25
2012-05-10,8.45
2012-05-11,8.35
2012-05-14,8.3
2012-05-15,8.4
2012-05-16,8.25
2012-05-17,8.35
2012-05-18,8.4
2012-05-21,8.4
2012-05-22,8.4
2012-05-23,8.35
2012-05-24,8.35
2012-05-25,8.4
2012-05-28,8.5
2012-05-29,8.5
2012-05-30,8.55
2012-05-31,8.65
2012-06-01,8.4
2012-06-04,8.6
2012-06-05,8.6
2012-06-06,8.65
2012-06-07,8.75
2012-06-08,8.75
2012-06-11,8.7
2012-06-12,8.65
2012-06-13,8.65
2012-06-14,8.7
2012-06-15,8.7
2012-06-18,8.7
2012-06-19,8.8
2012-06-20,8.85
2012-06-21,8.8
2012-06-22,9.05
2012-06-25,9.0
2012-06-26,9.85
2012-06-27,10.05
2012-06-28,10.5
2012-06-29,10.9
2012-07-02,10.7
2012-07-03,10.95
2012-07-04,10.6
2012-07-05,11.0
2012-07-06,10.9
2012-07-09,11.0
2012-07-10,10.95
2012-07-11,11.05
2012-07-12,10.85
2012-07-13,10.4
2012-07-16,10.95
2012-07-17,10.7
2012-07-18,11.0
2012-07-19,10.8
2012-07-20,10.9
2012-07-23,11.0
2012-07-24,10.8
2012-07-25,11.0
2012-07-26,10.95
2012-07-27,10.85
2012-07-30,10.8
2012-07-31,11.1
2012-08-01,11.0
2012-08-02,11.15
2012-08-03,11.05
2012-08-06,11.4
2012-08-07,11.15
2012-08-08,11.0
2012-08-09,11.0
2012-08-10,10.9
2012-08-13,11.0
2012-08-14,11.0
2012-08-16,10.9
2012-08-17,11.25
2012-08-21,11.0
2012-08-22,11.1
2012-08-23,11.25
2012-08-24,11.25
2012-08-27,11.25
2012-08-28,11.25
2012-08-29,11.25
2012-08-30,11.25
2012-08-31,11.25
2012-09-03,11.25
2012-09-04,11.2
2012-09-05,11.2
2012-09-06,11.25
2012-09-07,11.25
2012-09-08,11.0
2012-09-10,11.25
2012-09-11,11.2
2012-09-12,11.35
2012-09-13,11.45
2012-09-14,11.5
2012-09-17,11.45
2012-09-18,11.5
2012-09-20,11.5
2012-09-21,11.5
2012-09-24,11.5
2012-09-25,11.4
2012-09-26,11.5
2012-09-27,11.55
2012-09-28,11.55
2012-10-01,11.5
2012-10-03,11.55
2012-10-04,11.5
2012-10-05,11.35
2012-10-08,11.5
2012-10-09,11.4
2012-10-10,11.5
2012-10-11,11.5
2012-10-12,11.35
2012-10-15,11.4
2012-10-16,11.35
2012-10-17,11.45
2012-10-18,11.45
2012-10-19,11.45
2012-10-22,11.5
2012-10-23,11.45
2012-10-25,11.5
2012-10-26,11.5
2012-10-29,11.5
2012-10-30,11.6
2012-10-31,11.5
2012-11-01,11.85
2012-11-02,11.75
2012-11-05,11.4
2012-11-06,11.55
2012-11-07,11.5
2012-11-08,11.45
2012-11-09,11.45
2012-11-12,11.5
2012-11-13,11.5
2012-11-15,11.5
2012-11-16,11.35
2012-11-19,11.45
2012-11-20,11.45
2012-11-21,11.5
2012-11-22,11.55
2012-11-23,11.5
2012-11-26,11.5
2012-11-27,11.35
2012-11-29,11.3
2012-11-30,11.25
2012-12-03,11.45
2012-12-04,11.5
2012-12-05,11.4
2012-12-06,11.5
2012-12-07,11.4
2012-12-10,11.5
2012-12-11,11.5
2012-12-12,11.5
2012-12-13,11.4
2012-12-14,11.4
2012-12-17,11.5
2012-12-18,11.75
2012-12-19,11.5
2012-12-20,11.4
2012-12-21,11.5
2012-12-24,11.45
2012-12-26,11.5
2012-12-27,11.65
2012-12-28,11.6
2012-12-31,11.5
